PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,PatternMatch,puzzle_ref
mhuOm,8/1R2b3/3pNkp1/3Pp2p/1P2Pp2/5P1R/4nPKP/1r6 w - - 1 64,e6c7 b1g1,734,83,86,161,endgame master mate mateIn1 oneMove,https://lichess.org/DpjPx2Mc#127,,True,https://lichess.org/training/mhuOm
e6h6z,8/p2n4/1p1k1p1p/3N3P/3pP3/1P2P1r1/P6r/2RKR3 w - - 0 32,e3d4 g3d3,734,87,100,95,endgame mate mateIn1 oneMove,https://lichess.org/B3ilBsmT#63,,True,https://lichess.org/training/e6h6z
yFlAH,8/5k2/p1p5/2p4p/P5rP/1P1PR2K/2P4R/5r2 w - - 3 48,e3e2 f1f3,734,84,100,287,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/fU1O3fb6#95,,True,https://lichess.org/training/yFlAH
PnJXS,r2q2kr/pQ2R1p1/5n1p/8/3p4/N7/1P3PPP/2B3K1 b - - 2 24,g8h7 e7g7,734,76,100,363,mate mateIn1 middlegame oneMove,https://lichess.org/e4PScY3v/black#48,,True,https://lichess.org/training/PnJXS
PKUYY,8/P4R2/8/7p/3k4/4p1PP/2r3K1/8 w - - 4 58,g2f3 c2f2,734,80,100,94,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/h0hO4mns#115,,True,https://lichess.org/training/PKUYY
oLlic,Qn3rk1/6p1/p3p2p/1pp5/5pPP/3PK3/4NPB1/1q5R w - - 0 24,e3f3 b1d3,734,87,86,161,mate mateIn1 middlegame oneMove,https://lichess.org/0S8s3tgs#47,,True,https://lichess.org/training/oLlic
zADzF,1R6/6k1/1p1r2pp/4Kp2/2nN1p1P/5PP1/P7/8 w - - 2 46,e5f4 d6d4,734,132,79,83,endgame hangingPiece mate mateIn1 oneMove,https://lichess.org/MLz7CWjM#91,,True,https://lichess.org/training/zADzF
PM1ae,rnbq3r/ppp2ppk/4p2B/3p3Q/3P4/4P3/PPPN1PPP/R3K2R b KQ - 0 12,g7h6 h5f7,734,91,87,99,mate mateIn1 middlegame oneMove,https://lichess.org/TmWvGBOZ/black#24,Queens_Pawn_Game Queens_Pawn_Game_London_System,True,https://lichess.org/training/PM1ae
KnkYR,8/pp1B1pk1/1b4p1/4p1Pr/6R1/2P3K1/P2N2R1/7r w - - 4 39,d2e4 h1h3,734,97,97,401,mate mateIn1 middlegame oneMove pillsburysMate,https://lichess.org/tM0E0xmw#77,,True,https://lichess.org/training/KnkYR
zQ5l9,r1b1k1nr/pp3ppp/1qn1p3/2b1P3/8/2P2N2/PP4PP/RNBQKB1R w KQkq - 0 9,b1d2 c5f2 e1e2 b6e3,734,112,94,808,mate mateIn2 opening short,https://lichess.org/HmRgaRPV#17,Caro-Kann_Defense Caro-Kann_Defense_Other_variations,True,https://lichess.org/training/zQ5l9
