PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,puzzle_ref,Valid,Quadrant,Mating_Color,Mated_King,Knight_Attack,Knight_Restrict,Bishop_Restrict
zWcJh,r2qkb1r/ppp2Bpp/3p4/4N3/3nP3/2NP4/PPP2P2/R1Bb1RK1 b kq - 0 11,e8e7 c3d5,860,98,94,1156,mate mateIn1 oneMove opening,https://lichess.org/EVeJai5o/black#22,Four_Knights_Game Four_Knights_Game_Italian_Variation,https://lichess.org/training/zWcJh,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
yyvWY,1r1qkb1r/1p3Bpp/p2p4/2p1N3/P3P3/2N5/1PP2P2/R1BbK2R b KQk - 0 15,e8e7 c3d5,905,79,88,453,mate mateIn1 middlegame oneMove,https://lichess.org/9dc57xsU/black#30,Philidor_Defense Philidor_Defense_Exchange_Variation,https://lichess.org/training/yyvWY,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
Vcyow,r1bBk2r/ppp2ppp/2n5/3Np3/4n3/3P1P2/PPP2bPP/R2QKBNR w KQkq - 1 8,e1e2 c6d4,918,78,76,182,mate mateIn1 oneMove opening,https://lichess.org/H07fLf9s#15,Kings_Pawn_Game Kings_Pawn_Game_Kings_Head_Opening,https://lichess.org/training/Vcyow,True,bottom-right 1,black,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
9oGzv,2kN3r/1bpp4/pp2p1p1/7p/P5n1/3B1n2/1PPBNqPb/R2Q1R1K w - - 0 19,f1f2 g4f2,934,81,83,84,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/1S2X3TiC#37,Owen_Defense Owen_Defense_Other_variations,https://lichess.org/training/9oGzv,True,bottom-right 2,black,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
RXVDL,r1bB1rk1/pppp1ppp/2n5/3Np3/2P1n3/3P4/PP3bPP/R2QKBNR w KQ - 0 8,e1e2 c6d4,941,86,96,1691,mate mateIn1 middlegame oneMove,https://lichess.org/0OWM1XVp#15,English_Opening English_Opening_Kings_English_Variation,https://lichess.org/training/RXVDL,True,bottom-right 1,black,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
dE0x2,r2qkb1r/pp3Bpp/3p1p2/2p1N3/3nP3/2NP4/PPP2PPP/R2bK2R b KQkq - 0 9,e8e7 c3d5,959,79,80,261,mate mateIn1 middlegame oneMove,https://lichess.org/IT5aHRN2/black#18,Sicilian_Defense Sicilian_Defense_Modern_Variations,https://lichess.org/training/dE0x2,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
4QqqQ,rn1qkbnr/ppp2Bpp/3p4/4N3/4P3/2N4P/PPPP1PP1/R1BbK2R b KQkq - 0 7,e8e7 c3d5,960,86,87,569,mate mateIn1 oneMove opening,https://lichess.org/w6qCtQvg/black#14,,https://lichess.org/training/4QqqQ,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
55lmE,r4b1r/p1q1kBpp/2nN1n2/6N1/4p3/4P3/PP3PP1/R1BR2K1 b - - 0 18,a8d8 d6f5,970,78,100,540,mate mateIn1 middlegame oneMove,https://lichess.org/hcHTbvwU/black#36,Queens_Gambit_Accepted Queens_Gambit_Accepted_Old_Variation,https://lichess.org/training/55lmE,True,bottom-left 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
d0gzJ,rn1qkbnr/ppp2Bpp/3p1p2/4N3/4P3/2N4P/PPPP1PP1/R1BbK2R b KQkq - 1 7,e8e7 c3d5,980,80,95,1179,mate mateIn1 oneMove opening,https://lichess.org/jjO0ktPD/black#14,Philidor_Defense Philidor_Defense_Other_variations,https://lichess.org/training/d0gzJ,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
OkLAr,rn1qkbnr/ppp2Bpp/3p4/4N3/4Pp2/2N5/PPPP1PPP/R1Bb1RK1 b kq - 1 7,e8e7 c3d5,986,78,89,218,mate mateIn1 oneMove opening,https://lichess.org/tpLjN45T/black#14,Philidor_Defense Philidor_Defense_Lopez_Countergambit,https://lichess.org/training/OkLAr,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
YO8sI,rn1qkbnr/pp3Bpp/3p4/2p1N3/4P3/2N5/PPPP1PPP/R1BbK2R b KQkq - 0 6,e8e7 c3d5,987,91,95,6006,mate mateIn1 oneMove opening,https://lichess.org/8ix0hncO/black#12,,https://lichess.org/training/YO8sI,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
8T9vX,r2qkbnr/1pp2Bpp/p2p4/4N3/3nP3/2N4P/PPPP1PP1/R1Bb1RK1 b kq - 0 9,e8e7 c3d5,991,80,93,290,mate mateIn1 oneMove opening,https://lichess.org/1q2Dw75d/black#18,Ruy_Lopez Ruy_Lopez_Steinitz_Defense,https://lichess.org/training/8T9vX,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
hDGB4,r2qkbnr/1pp2Bpp/p2p4/4N3/PP1nP3/2N5/2PP1PPP/R1BbK2R b KQkq - 0 8,e8e7 c3d5,997,81,87,51,mate mateIn1 oneMove opening,https://lichess.org/Ra0a4NpB/black#16,Italian_Game Italian_Game_Paris_Defense,https://lichess.org/training/hDGB4,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
1juNI,r2qkbnr/1pp2Bpp/p2p4/4N3/3nP3/2N4P/PPPP1PP1/R1BbK2R b KQkq - 0 9,e8e7 c3d5,1005,94,92,54,mate mateIn1 oneMove opening,https://lichess.org/BusGZUUB/black#18,Ruy_Lopez Ruy_Lopez_Morphy_Defense,https://lichess.org/training/1juNI,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
l8x0K,rn1qkb1r/ppp2Bpp/3p4/4N3/4nP2/2N5/PPPP2PP/R1BbK2R b KQkq - 0 7,e8e7 c3d5,1005,96,93,1241,mate mateIn1 oneMove opening,https://lichess.org/k1bCOSPv/black#14,Vienna_Game Vienna_Game_Omaha_Gambit,https://lichess.org/training/l8x0K,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
O5ecI,r1bBk2r/ppp2p2/2np4/3Np3/4n3/3P4/PPP2bPP/R2QKB1R w KQkq - 0 11,e1e2 c6d4,1006,92,95,888,mate mateIn1 oneMove opening,https://lichess.org/wTauvrKe#21,Four_Knights_Game Four_Knights_Game_Other_variations,https://lichess.org/training/O5ecI,True,bottom-right 1,black,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
vb3cI,r2qkbnr/ppp2Bpp/3p4/4N3/4P3/2N5/PPPPbPPP/R1B2RK1 b kq - 0 8,e8e7 c3d5,1007,76,93,291,mate mateIn1 oneMove opening,https://lichess.org/JdpLqHnQ/black#16,Italian_Game Italian_Game_Paris_Defense,https://lichess.org/training/vb3cI,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
zZj9j,rn1qkb1r/ppp2Bpp/3p4/4N3/4P3/2N5/PPP2PPP/R1BbK2R b KQkq - 0 8,e8e7 c3d5,1007,134,81,30,mate mateIn1 oneMove opening,https://lichess.org/LHnZ0CbQ/black#16,,https://lichess.org/training/zZj9j,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
5ckt1,r2qkbnr/ppp2Bpp/3p1p2/4N3/4P3/2N5/PP3PPP/R1BbR1K1 b kq - 1 10,e8e7 c3d5,1008,90,94,775,mate mateIn1 oneMove opening,https://lichess.org/Agjracci/black#20,Scotch_Game Scotch_Game_Goring_Gambit,https://lichess.org/training/5ckt1,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
iBAk4,rn1qkb1r/ppp2Bpp/3n1p2/4N3/8/2NP4/PPP1bPPP/R1B1K2R b KQkq - 1 9,e8e7 c3d5,1011,76,97,328,mate mateIn1 oneMove opening,https://lichess.org/WUivPbXc/black#18,Petrovs_Defense Petrovs_Defense_Italian_Variation,https://lichess.org/training/iBAk4,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
JTpKP,r2qkbnr/ppp2pp1/2np3p/4N3/2B1PPb1/2N5/PPPP2PP/R1BQK2R b KQkq - 0 6,g4d1 c4f7 e8e7 c3d5,1015,304,0,4,attackingF2F7 mate mateIn2 opening short,https://lichess.org/PqPZrt92/black#12,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense,https://lichess.org/training/JTpKP,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
HPIcl,r2qkbnr/ppp2Bpp/3p4/4Np2/3nPP2/2N5/PPPP2PP/R1Bb1RK1 b kq - 1 8,e8e7 c3d5,1022,90,94,819,mate mateIn1 oneMove opening,https://lichess.org/nEmIKYAz/black#16,Kings_Gambit Kings_Gambit_Other_variations,https://lichess.org/training/HPIcl,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
uJ9FU,r1bBk2r/pppp1ppp/6n1/3Pp3/2P1n3/P4N2/1P3bPP/RN1QKB1R w KQkq - 0 9,e1e2 g6f4,1028,81,86,607,mate mateIn1 middlegame oneMove,https://lichess.org/3OQOWots#17,Nimzowitsch_Defense Nimzowitsch_Defense_Kennedy_Variation,https://lichess.org/training/uJ9FU,True,top-right 1,black,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
njGEE,rn1qkbnr/1pp2Bpp/3p1p2/p3N3/3PP3/2N5/PPP2PPP/R1BbK2R b KQkq - 1 7,e8e7 c3d5,1032,78,94,1044,mate mateIn1 oneMove opening,https://lichess.org/gD58sSdA/black#14,Kings_Pawn_Game Kings_Pawn_Game_Damiano_Defense,https://lichess.org/training/njGEE,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
T5uwR,r2qkbnr/ppp2Bpp/3p4/4N3/4Pp2/2N5/PPPP2PP/R1Bb1RK1 b kq - 0 8,e8e7 c3d5,1033,95,94,5487,mate mateIn1 oneMove opening,https://lichess.org/5NvovSHX/black#16,,https://lichess.org/training/T5uwR,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
3WKaT,rn1qkbnr/ppp2Bpp/3p4/4Np2/4P3/2N5/PPPP1PPP/R1BbK2R b KQkq - 1 6,e8e7 c3d5,1033,88,91,2347,mate mateIn1 oneMove opening,https://lichess.org/X6xZX75k/black#12,,https://lichess.org/training/3WKaT,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
lJxoL,r2qkbnr/ppp2B1p/3p4/4N1p1/4Pp2/2NP4/PPP3PP/R1Bb1RK1 b kq - 0 9,e8e7 c3d5,1035,77,96,3558,mate mateIn1 oneMove opening,https://lichess.org/WT6x6oUk/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense,https://lichess.org/training/lJxoL,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
jns0R,r2qkbnr/pppB1ppp/3p4/4N3/4P3/2N5/PPPP1PPP/R1BbK2R b KQkq - 0 6,e8e7 c3d5,1041,78,68,62,mate mateIn1 oneMove opening,https://lichess.org/fc2IaCJZ/black#12,Philidor_Defense Philidor_Defense_Other_variations,https://lichess.org/training/jns0R,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
QRxnM,rn1qkb1r/ppp2Bp1/3p3p/4N3/4P3/2N5/PPPP1P2/R1Bb1RK1 b kq - 0 10,e8e7 c3d5,1044,113,88,48,mate mateIn1 oneMove opening,https://lichess.org/A3fktsGD/black#20,Zukertort_Opening Zukertort_Opening_Pirc_Invitation,https://lichess.org/training/QRxnM,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
6yXNh,r2qkbnr/ppp2Bpp/3p4/4N3/3nP3/2N5/PPPP1PPP/R1Bb1RK1 b kq - 0 8,e8e7 c3d5,1044,76,97,1191,mate mateIn1 oneMove opening,https://lichess.org/WLKrSgM4/black#16,Vienna_Game Vienna_Game_Other_variations,https://lichess.org/training/6yXNh,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
SnlYA,rn1qkbnr/ppp2Bpp/3p4/4N3/4Pp2/2N4P/PPPP1PP1/R1Bb1RK1 b kq - 1 8,e8e7 c3d5,1046,79,93,82,mate mateIn1 oneMove opening,https://lichess.org/fs3s0XLg/black#16,Philidor_Defense Philidor_Defense_Other_variations,https://lichess.org/training/SnlYA,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
l2AjW,rn1qkbnr/ppp2Bpp/3p4/4N3/4Pp2/2NP3P/PPP2PP1/R1BbK2R b KQkq - 1 8,e8e7 c3d5,1051,81,90,1003,mate mateIn1 oneMove opening,https://lichess.org/LSmuQsmC/black#16,Latvian_Gambit Latvian_Gambit_Mlotkowski_Variation,https://lichess.org/training/l2AjW,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
fsS2e,r2qkbnr/ppp2Bpp/3p4/4N3/4Pp2/2NP4/PPP3PP/R1BbK2R b KQkq - 0 8,e8e7 c3d5,1053,80,94,1366,mate mateIn1 oneMove opening,https://lichess.org/5wiRPreJ/black#16,Vienna_Gambit_with_Max_Lange_Defense Vienna_Gambit_with_Max_Lange_Defense_Knight_Variation,https://lichess.org/training/fsS2e,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
GXrot,r1bBk2r/pppp1ppp/2n5/4p3/2P1n3/3P2P1/PP3b1P/RN1QKBNR w KQkq - 0 7,e1e2 c6d4,1053,76,100,410,mate mateIn1 oneMove opening,https://lichess.org/FgVO7FDm#13,English_Opening English_Opening_The_Whale,https://lichess.org/training/GXrot,True,bottom-right 1,black,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
E4fzJ,r2qkbnr/ppp2Bpp/3p1p2/4N3/4P3/2N5/PPPP2PP/R1BbK2R b KQkq - 1 8,e8e7 c3d5,1057,80,93,585,mate mateIn1 oneMove opening,https://lichess.org/vjyRwPA5/black#16,Vienna_Gambit_with_Max_Lange_Defense Vienna_Gambit_with_Max_Lange_Defense_Other_variations,https://lichess.org/training/E4fzJ,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
Xu8nn,r2qkbnr/ppp2Bpp/3p4/4N3/3nPP2/2NP4/PPP2P1P/R1BbK2R b KQkq - 1 9,e8e7 c3d5,1058,88,90,1050,mate mateIn1 oneMove opening,https://lichess.org/99mhtxdC/black#18,Philidor_Defense Philidor_Defense_Lopez_Countergambit,https://lichess.org/training/Xu8nn,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
WQXgD,r2qkbnr/1pp2Bpp/p2p4/1P2N3/3nP3/2N5/P1PP1PPP/R1BbK2R b KQkq - 0 8,e8e7 c3d5,1058,119,57,36,mate mateIn1 oneMove opening,https://lichess.org/WqUO43kz/black#16,Philidor_Defense Philidor_Defense_Other_variations,https://lichess.org/training/WQXgD,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
LfCb3,r2qkbnr/pp3Bpp/2np4/2p1N3/4P3/2N5/PPPP1PPP/R1Bb1RK1 b kq - 0 7,e8e7 c3d5,1059,81,85,117,mate mateIn1 oneMove opening,https://lichess.org/CJV0quP0/black#14,Sicilian_Defense Sicilian_Defense_Jalalabad_Variation,https://lichess.org/training/LfCb3,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
WcJsx,rn1qkbnr/ppp2B1p/3p4/4N1p1/4Pp2/2N5/PPPP2P1/R1BbK2R b KQkq - 1 9,e8e7 c3d5,1061,77,96,848,mate mateIn1 middlegame oneMove,https://lichess.org/5A51DCQT/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit,https://lichess.org/training/WcJsx,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
MjypZ,r2qkbnr/pppn1Bpp/3p4/4N3/4P3/2N4P/PPPP1PP1/R1BbK2R b KQkq - 0 7,e8e7 c3d5,1061,79,95,2358,mate mateIn1 oneMove opening,https://lichess.org/yTLZ4quG/black#14,,https://lichess.org/training/MjypZ,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
EedLq,r2qkbnr/1p3Bpp/p2p4/2p1N3/3nPP2/2NP4/PPP3PP/R1Bb1RK1 b kq - 0 9,e8e7 c3d5,1061,78,93,847,mate mateIn1 middlegame oneMove,https://lichess.org/KZJwMR6R/black#18,Sicilian_Defense Sicilian_Defense_McDonnell_Attack,https://lichess.org/training/EedLq,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
bb7Km,r2qkbnr/ppp2Bpp/3p1p2/4N3/1P2P3/2N5/P4PPP/R1Bb1RK1 b kq - 1 10,e8e7 c3d5,1062,80,93,804,mate mateIn1 oneMove opening,https://lichess.org/dOKQVhyt/black#20,Scotch_Game Scotch_Game_Scotch_Gambit,https://lichess.org/training/bb7Km,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
ks2um,r2qkbnr/ppp2Bpp/3p4/4N3/1P1nP3/2N4P/P1PP1PP1/R1BbK2R b KQkq - 0 8,e8e7 c3d5,1068,80,93,2049,mate mateIn1 oneMove opening,https://lichess.org/mKTJJHrc/black#16,Italian_Game Italian_Game_Paris_Defense,https://lichess.org/training/ks2um,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
6npIT,rn1q1bnr/ppp1kBpp/3p4/4N3/4P3/2N4P/PPPP1PP1/R1BbK2R b KQ - 2 7,d1c2 c3d5,1070,75,99,1838,mate mateIn1 oneMove opening,https://lichess.org/XOLlEVH4/black#14,Philidor_Defense Philidor_Defense_Other_variations,https://lichess.org/training/6npIT,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
QkcAv,r2qkbnr/1pp2Bpp/p2p4/4N3/3nP3/2N5/PPPP1PPP/R1Bb1RK1 b kq - 0 8,e8e7 c3d5,1071,76,89,786,mate mateIn1 oneMove opening,https://lichess.org/wucjP2a8/black#16,,https://lichess.org/training/QkcAv,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
aGq3R,r1bBk2r/pppp1pp1/2n4p/3Np3/4n3/3P4/PPP2bPP/R2QKBNR w KQkq - 0 8,e1e2 c6d4,1071,80,94,1446,mate mateIn1 oneMove opening,https://lichess.org/DO75fTUu#15,,https://lichess.org/training/aGq3R,True,bottom-right 1,black,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
D9Xfx,r1bBk2r/pppp2pp/2n5/3Npp2/2P1n3/3P4/PP3bPP/R2QKBNR w KQkq - 0 8,e1e2 c6d4,1075,77,84,90,mate mateIn1 middlegame oneMove,https://lichess.org/UeDAubdM#15,English_Opening English_Opening_The_Whale,https://lichess.org/training/D9Xfx,True,bottom-right 1,black,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
NBhMr,rn1qkbnr/ppp2Bpp/3p4/4N3/3PPp2/2N5/PPP2PPP/R1BbK2R b KQkq - 1 7,e8e7 c3d5,1075,75,98,1626,mate mateIn1 oneMove opening,https://lichess.org/C0oS5A1a/black#14,Philidor_Defense Philidor_Defense_Lopez_Countergambit,https://lichess.org/training/NBhMr,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
rBSAn,r2q1b1r/pppBkppp/3P4/4N3/4P3/2N5/PPP3PP/R2bK2R b KQ - 0 12,c7d6 c3d5,1076,84,92,811,mate mateIn1 middlegame oneMove,https://lichess.org/cJSbVlD9/black#24,Kings_Gambit Kings_Gambit_Other_variations,https://lichess.org/training/rBSAn,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
hqV3S,r1bBk2r/pppp1ppp/2n5/4p3/2P1n3/P2P4/1P3bPP/RN1QKBNR w KQkq - 0 7,e1e2 c6d4,1077,87,94,1320,mate mateIn1 oneMove opening,https://lichess.org/BG95tiXT#13,,https://lichess.org/training/hqV3S,True,bottom-right 1,black,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
242C4,r2q1b1r/ppp1kBpp/3p1n2/4N3/4P3/2N4P/PB3PP1/R2R2K1 b - - 0 13,f6d7 c3d5,1077,82,94,193,mate mateIn1 middlegame oneMove,https://lichess.org/M3ya6JH0/black#26,Danish_Gambit_Accepted Danish_Gambit_Accepted_Other_variations,https://lichess.org/training/242C4,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
WB4c3,r2qkbnr/ppp2Bpp/3p4/4N3/3nP3/1PN5/P1PP1PPP/R1BbK2R b KQkq - 0 7,e8e7 c3d5,1081,78,97,2116,mate mateIn1 oneMove opening,https://lichess.org/i6l6JTXK/black#14,Philidor_Defense Philidor_Defense_Other_variations,https://lichess.org/training/WB4c3,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
yhIrv,r2qkbnr/ppp2B1p/3p4/4N1p1/3nPp2/2NP4/PPP3PP/R1Bb1RK1 b kq - 0 9,e8e7 c3d5,1082,76,98,848,mate mateIn1 oneMove opening,https://lichess.org/JbHFNsf5/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit,https://lichess.org/training/yhIrv,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
yQA7X,r2qkbnr/ppp2Bpp/3p4/4N3/5p2/2N5/PPPP2PP/R1BbK2R b KQkq - 0 8,e8e7 c3d5,1083,76,78,270,mate mateIn1 oneMove opening,https://lichess.org/8cj40fNj/black#16,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense,https://lichess.org/training/yQA7X,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
MOgnd,r2qkbnr/ppp2Bpp/3p4/n3N3/4P3/2N5/PPPP1PPP/R1Bb1RK1 b kq - 0 7,e8e7 c3d5,1083,77,84,917,mate mateIn1 oneMove opening,https://lichess.org/RXOMpoq6/black#14,Italian_Game Italian_Game_Paris_Defense,https://lichess.org/training/MOgnd,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
Qjbse,rn1qkb1r/ppp2Bpp/3p4/4N3/4P3/2N5/PPPP1P2/R1BbK2R b KQkq - 0 9,e8e7 c3d5,1084,92,65,30,mate mateIn1 oneMove opening,https://lichess.org/iw70cMJd/black#18,Philidor_Defense Philidor_Defense_Other_variations,https://lichess.org/training/Qjbse,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
WeY8J,rn1qkbnr/pp3Bpp/3p4/2p1N3/4P3/2N4P/PPPP1PP1/R1BbK2R b KQkq - 0 7,e8e7 c3d5,1085,79,87,603,mate mateIn1 oneMove opening,https://lichess.org/5NuaAx7M/black#14,,https://lichess.org/training/WeY8J,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
am2jz,r2qkbnr/ppp2Bpp/2np1p2/4N3/4PP2/2N5/PPPP2PP/R1BbK2R b KQkq - 1 7,e8e7 c3d5,1086,75,95,3320,mate mateIn1 oneMove opening,https://lichess.org/r3O1zXfV/black#14,Kings_Gambit Kings_Gambit_Other_variations,https://lichess.org/training/am2jz,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
ihr8E,rn1qkbnr/1pp2Bpp/p2p4/4N3/4P3/2N4P/PPPP1PP1/R1BbK2R b KQkq - 0 7,e8e7 c3d5,1087,91,93,853,mate mateIn1 oneMove opening,https://lichess.org/NzdqMwrD/black#14,Philidor_Defense Philidor_Defense_Other_variations,https://lichess.org/training/ihr8E,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
MGFah,r2qkbnr/ppp2Bpp/3p4/4N3/3nP3/2N4P/PPPP1PP1/R1Bb1RK1 b kq - 0 8,e8e7 c3d5,1090,86,92,4228,mate mateIn1 oneMove opening,https://lichess.org/WUJKNTkZ/black#16,,https://lichess.org/training/MGFah,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
HaMiK,r2qkb1r/pp3Bpp/3p1p2/2p1N3/4P3/2NP4/PPP2PPP/R2bK2R b KQkq - 0 9,e8e7 c3d5,1090,79,89,2690,mate mateIn1 middlegame oneMove,https://lichess.org/mEv9gwii/black#18,,https://lichess.org/training/HaMiK,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
zqIUo,r2qkb1r/ppp2Bpp/2np4/4N3/4P3/2NP4/PPP2P2/R1BbK2R b KQkq - 0 10,e8e7 c3d5,1097,78,100,548,mate mateIn1 oneMove opening,https://lichess.org/5ssMjxxv/black#20,Petrovs_Defense Petrovs_Defense_Italian_Variation,https://lichess.org/training/zqIUo,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
rA1nR,r2qkbnr/ppp2Bpp/3p4/4N3/3nPP2/2N5/PPP3PP/R1BbK2R b KQkq - 1 9,e8e7 c3d5,1099,82,86,252,mate mateIn1 oneMove opening,https://lichess.org/nQLghE2h/black#18,Kings_Gambit Kings_Gambit_Other_variations,https://lichess.org/training/rA1nR,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
iwdQ0,r2qkbnr/ppp2B1p/3p4/4N1p1/3nPp2/2NP3P/PPP3P1/R1Bb1RK1 b kq - 0 10,e8e7 c3d5,1101,77,100,174,mate mateIn1 middlegame oneMove,https://lichess.org/ymlk4XXO/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_Blachly_Gambit,https://lichess.org/training/iwdQ0,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
qQzu1,r2qkbnr/ppp2Bpp/3p4/4N3/4Pp2/2N5/PPPP2PP/R1BbK2R b KQkq - 0 8,e8e7 c3d5,1102,82,84,132,mate mateIn1 oneMove opening,https://lichess.org/yXVxEJZY/black#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense,https://lichess.org/training/qQzu1,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
TuBcp,r2qkbnr/1pp3pp/p1np4/4N2b/4Pp2/1BN4P/PPPP1PP1/R1BQ1RK1 b kq - 0 9,h5d1 b3f7 e8e7 c3d5,1106,246,83,14,mate mateIn2 opening short,https://lichess.org/PcCvoBMw/black#18,Ruy_Lopez Ruy_Lopez_Morphy_Defense,https://lichess.org/training/TuBcp,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
ZB8mq,r2qkb1r/ppp2Bpp/3p4/4N3/4P3/2N5/PPPP4/R1BbK2R b KQkq - 0 11,e8e7 c3d5,1106,77,97,235,mate mateIn1 oneMove opening,https://lichess.org/X4SFSaGJ/black#22,Vienna_Game Vienna_Game_Stanley_Variation,https://lichess.org/training/ZB8mq,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
wZ9HX,rn1qkbnr/1pp2Bpp/3p4/p3N3/4P3/2N5/PPPP1PPP/R1BbK2R b KQkq - 0 6,e8e7 c3d5,1108,85,92,206,mate mateIn1 oneMove opening,https://lichess.org/o3S9tDhg/black#12,,https://lichess.org/training/wZ9HX,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
