PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,puzzle_ref,Valid,Quadrant,Mating_Color,Mated_King,Knight_Attack,Knight_Restrict,Bishop_Restrict
Agybr,r2qkbnr/ppp2p1p/3p4/4N1p1/2BnPpb1/2NP4/PPP3PP/R1BQ1RK1 b kq - 4 8,g4d1 c4f7 e8e7 c3d5,1416,76,95,30077,attackingF2F7 mate mateIn2 middlegame short,https://lichess.org/g5tehIE1/black#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit,https://lichess.org/training/Agybr,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
sXkWq,rn1qkbnr/ppp2pp1/3p3p/4N3/2B1P1b1/2N5/PB3PPP/R2QK2R b KQkq - 3 8,g4d1 c4f7 e8e7 c3d5,1417,77,93,2867,attackingF2F7 mate mateIn2 middlegame short,https://lichess.org/cuxCr4L8/black#16,Danish_Gambit_Accepted Danish_Gambit_Accepted_Other_variations,https://lichess.org/training/sXkWq,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
e2tmn,r2qkbnr/ppp2Bp1/3p3p/4N3/4Pp1P/2N5/PPPP2P1/R1Bb1RK1 b kq - 0 9,e8e7 c3d5,1417,77,88,395,mate mateIn1 oneMove opening,https://lichess.org/36wypPM8/black#18,Vienna_Gambit_with_Max_Lange_Defense Vienna_Gambit_with_Max_Lange_Defense_Other_variations,https://lichess.org/training/e2tmn,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
2veF2,r2qkb1r/ppp3pp/2np1n2/4N1Bb/2B1P3/2N4P/PPP2PP1/R2QK2R b KQkq - 0 9,h5d1 c4f7 e8e7 c3d5,1417,81,91,2166,mate mateIn2 middlegame pin short,https://lichess.org/Cwitrtsa/black#18,Philidor_Defense Philidor_Defense_Other_variations,https://lichess.org/training/2veF2,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
bOZy6,r2qkb1r/pp3pp1/3p3p/4N2b/2BnP3/2N4P/PPP2PP1/R2QK2R b KQkq - 0 13,h5d1 c4f7 e8e7 c3d5,1418,77,91,524,attackingF2F7 mate mateIn2 middlegame short,https://lichess.org/Ko36d8Zu/black#26,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit,https://lichess.org/training/bOZy6,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
FmGOY,r2qkb1r/ppp2pp1/3p4/4N2p/2B1P1b1/2N5/PPPP4/R1BQK1R1 b Qkq - 0 11,g4d1 c4f7 e8e7 c3d5,1418,77,92,2469,attackingF2F7 mate mateIn2 opening short,https://lichess.org/Mx1UTDf6/black#22,Vienna_Game Vienna_Game_Vienna_Gambit,https://lichess.org/training/FmGOY,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
irHEJ,r2qkbnr/ppp3pp/2np1p2/4N3/2BPPpb1/2N5/PPP3PP/R1BQK2R b KQkq - 1 7,g4d1 c4f7 e8e7 c3d5,1418,83,92,1708,mate mateIn2 opening short,https://lichess.org/ejYIsqdl/black#14,Vienna_Gambit_with_Max_Lange_Defense Vienna_Gambit_with_Max_Lange_Defense_Knight_Variation,https://lichess.org/training/irHEJ,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
mkPGT,rn1qkb1r/1pp2pp1/p2p1n1p/4N2Q/2B1P3/2N4P/PPPP1PP1/R1B2RK1 b kq - 0 8,f6h5 c4f7 e8e7 c3d5,1419,78,93,9604,attackingF2F7 fork mate mateIn2 opening short,https://lichess.org/8ndh2Iuu/black#16,Philidor_Defense Philidor_Defense_Other_variations,https://lichess.org/training/mkPGT,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
KWOHH,r2qkbnr/ppp2ppp/3p4/4N3/2B1PNb1/8/PPPP2PP/R1BQ1RK1 b kq - 0 9,g4d1 c4f7 e8e7 f4d5,1419,87,57,70,attackingF2F7 mate mateIn2 opening short,https://lichess.org/Ht6FyDLV/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense,https://lichess.org/training/KWOHH,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
PonWa,r2qkbnr/ppp2p1p/3p4/n3N1p1/2BPPpb1/2N5/PPP3PP/R1BQ1RK1 b kq - 5 8,g4d1 c4f7 e8e7 c3d5,1420,78,95,7323,attackingF2F7 mate mateIn2 opening short,https://lichess.org/qQCNdJOG/black#16,Vienna_Game Vienna_Game_Omaha_Gambit,https://lichess.org/training/PonWa,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
dnzIh,r2qkbnr/pp6/3p4/4N3/P1BnPpb1/B1NP4/2P2PK1/R2Q1R2 b kq - 0 16,g4d1 c4f7 e8e7 c3d5,1421,86,56,42,mate mateIn2 middlegame pin short,https://lichess.org/A5UNJTB7/black#32,Philidor_Defense Philidor_Defense_Other_variations,https://lichess.org/training/dnzIh,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
dPquj,r2qkbnr/pp3ppp/3p4/2p1N3/2BnP1b1/2N5/PPPP1PPP/R1BQ1RK1 b kq - 0 7,g4d1 c4f7 e8e7 c3d5,1422,75,19,262,attackingF2F7 mate mateIn2 opening short,https://lichess.org/aRCeIwwR/black#14,Sicilian_Defense Sicilian_Defense_Modern_Variations,https://lichess.org/training/dPquj,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
O5Quo,r2qkb1r/ppp5/2np1p2/4N2p/2B1P1bR/2NP2P1/PPP2P2/R2QK3 b Qkq - 0 11,g4d1 c4f7 e8e7 c3d5,1422,75,95,1188,mate mateIn2 middlegame short,https://lichess.org/JcU6k4Xo/black#22,Italian_Game Italian_Game_Rousseau_Gambit,https://lichess.org/training/O5Quo,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
pmZ2r,r2q1bnr/ppp1kBpp/3p4/4N1B1/8/2N5/PP3PPP/R2bK2R b KQ - 2 10,g8f6 c3d5,1422,139,15,58,mate mateIn1 middlegame oneMove,https://lichess.org/VK0Vejg4/black#20,Scotch_Game Scotch_Game_Goring_Gambit,https://lichess.org/training/pmZ2r,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
v6oKO,r2qkb1r/ppp2ppp/3p4/4N2n/2B1PNb1/3P4/PPP3PP/R1BQK2R b KQkq - 0 9,g4d1 c4f7 e8e7 f4d5,1423,75,84,202,attackingF2F7 mate mateIn2 opening short,https://lichess.org/giaR30Sw/black#18,Vienna_Gambit_with_Max_Lange_Defense Vienna_Gambit_with_Max_Lange_Defense_Knight_Variation,https://lichess.org/training/v6oKO,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
jdtzX,r2qkbnr/1pp2ppp/p1np4/4N2b/2B1P3/P1N4P/1PPP1PP1/R1BQK2R b KQkq - 0 7,h5d1 c4f7 e8e7 c3d5,1423,75,94,4409,attackingF2F7 mate mateIn2 opening short,https://lichess.org/7kCbsPPW/black#14,Italian_Game Italian_Game_Other_variations,https://lichess.org/training/jdtzX,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
VtuVH,r2qkbnr/ppp2p2/2np3p/4N1pb/2BPPp2/2N4P/PPP3P1/R1BQ1RK1 b kq - 4 9,h5d1 c4f7 e8e7 c3d5,1423,95,74,43,attackingF2F7 mate mateIn2 opening short,https://lichess.org/epyHkwL7/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Becker_Defense,https://lichess.org/training/VtuVH,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
ttnoE,rn1qkbnr/ppp5/3p1p2/4N1pp/2B1P1b1/2N1B3/PP3PPP/R2Q1RK1 b kq - 1 9,g4d1 c4f7 e8e7 c3d5,1424,76,95,21294,mate mateIn2 middlegame short,https://lichess.org/Igv6ZVNd/black#18,Center_Game Center_Game_Other_variations,https://lichess.org/training/ttnoE,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
0iYyQ,r2qkbnr/ppp2ppp/3p4/4N2b/2BnP3/P1N4P/1PPP1PP1/R1BQK2R b KQkq - 0 7,h5d1 c4f7 e8e7 c3d5,1424,74,85,620,attackingF2F7 mate mateIn2 opening short,https://lichess.org/tzxkBNK5/black#14,Philidor_Defense Philidor_Defense_Other_variations,https://lichess.org/training/0iYyQ,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
pHGE4,r2qkbnr/ppp2ppp/2np4/4N3/2B1Ppb1/2N5/PPPP2PP/R1BQK2R b KQkq - 3 6,g4d1 c4f7 e8e7 c3d5,1425,76,83,227,attackingF2F7 mate mateIn2 opening short,https://lichess.org/LzE8IGdG/black#12,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense,https://lichess.org/training/pHGE4,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
S8boe,r2qkb1r/pp3ppp/3p1p2/2p1N3/2BnP1b1/2NP4/PPP2PPP/R2QK2R b KQkq - 1 8,g4d1 c4f7 e8e7 c3d5,1425,77,81,173,attackingF2F7 mate mateIn2 middlegame short,https://lichess.org/NB3cjFhw/black#16,Sicilian_Defense Sicilian_Defense_Modern_Variations,https://lichess.org/training/S8boe,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
gpTfQ,r2qk2r/pppb1pp1/2np3p/2bNpP2/4n2B/3P4/PPP3PP/R2QKBNR w KQkq - 0 9,h4d8 c5f2 e1e2 c6d4,1425,76,94,2655,mate mateIn2 middlegame short,https://lichess.org/qbmyoGlU#17,Vienna_Game Vienna_Game_Falkbeer_Variation,https://lichess.org/training/gpTfQ,True,bottom-right 1,black,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
ldBHk,rn1qkbnr/1pp3p1/p2p3p/4N3/P1BPPpb1/2N5/1PP2PPP/R1BQK2R b KQkq - 0 8,g4d1 c4f7 e8e7 c3d5,1425,74,85,283,mate mateIn2 opening short,https://lichess.org/VGSYjcY0/black#16,Philidor_Defense Philidor_Defense_Other_variations,https://lichess.org/training/ldBHk,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
ldFij,rn1qkb1r/1pp2p2/p2p3p/4N1pn/2B1P1b1/2NP2B1/PPP2PPP/R2QK2R b KQkq - 0 9,g4d1 c4f7 e8e7 c3d5,1425,77,91,2749,attackingF2F7 mate mateIn2 middlegame short,https://lichess.org/ixwZsPqI/black#18,Philidor_Defense Philidor_Defense_Other_variations,https://lichess.org/training/ldFij,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
cbLic,rn1qkbnr/ppp2pp1/3p4/4N2p/2B1P1b1/2N5/PPPP1PPP/R1BQK2R b KQkq - 0 5,g4d1 c4f7 e8e7 c3d5,1425,76,53,127,attackingF2F7 mate mateIn2 opening short,https://lichess.org/CGKJpjAS/black#10,Philidor_Defense Philidor_Defense_Other_variations,https://lichess.org/training/cbLic,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
b5wz3,r2qkbnr/2p4p/p2p1p2/np2N1p1/3PPpb1/1BN5/PPP3PP/R1BQ1RK1 b kq - 3 11,g4d1 b3f7 e8e7 c3d5,1425,77,93,3295,mate mateIn2 middlegame short,https://lichess.org/5WnyCnK0/black#22,Vienna_Game Vienna_Game_Omaha_Gambit,https://lichess.org/training/b5wz3,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
u27Lk,rn1qkbnr/p1p2Bpp/1p1p4/4N3/4P3/2N5/PPPP1PPP/R1BbK2R b KQkq - 0 6,e8e7 c3d5,1426,85,81,618,mate mateIn1 oneMove opening,https://lichess.org/IFwrda0a/black#12,,https://lichess.org/training/u27Lk,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
jk3vr,r2qkbnr/ppp2p2/2np3p/4N1pb/2BPPp2/2N4P/PPP3P1/R1BQ1RK1 b kq - 2 9,h5d1 c4f7 e8e7 c3d5,1426,80,92,6354,attackingF2F7 mate mateIn2 opening short,https://lichess.org/0yFWFz51/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Bishops_Gambit,https://lichess.org/training/jk3vr,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
lJW4S,rn1qkbnr/ppp3pp/3p4/4N3/2B1Ppb1/2NP4/PPP2PPP/R1BQK2R b KQkq - 0 6,g4d1 c4f7 e8e7 c3d5,1426,76,81,90,mate mateIn2 opening short,https://lichess.org/N3NUDnIa/black#12,Philidor_Defense Philidor_Defense_Other_variations,https://lichess.org/training/lJW4S,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
lT1it,rn1qkb1r/1pp2pp1/p2p3p/4N2b/2B1P2P/2NPP3/PPP5/R2QK1R1 b Qkq - 0 12,h5d1 c4f7 e8e7 c3d5,1426,76,93,2707,attackingF2F7 mate mateIn2 middlegame short,https://lichess.org/b6LJsdvz/black#24,Kings_Knight_Opening Kings_Knight_Opening_Other_variations,https://lichess.org/training/lT1it,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
QhRR0,r2qkb1r/ppp3p1/3p1p2/4N2p/2BnP1b1/2NP2B1/PPP2P2/R2QK1R1 b Qkq - 0 13,g4d1 c4f7 e8e7 c3d5,1427,77,96,2250,mate mateIn2 middlegame short,https://lichess.org/bLG1FgTQ/black#26,Philidor_Defense Philidor_Defense_Other_variations,https://lichess.org/training/QhRR0,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
oxLRO,rn1qkbnr/ppp2p2/3p3p/4N1p1/2B1Ppb1/2NP4/PPP3PP/R1BQK2R b KQkq - 2 7,g4d1 c4f7 e8e7 c3d5,1427,74,86,218,attackingF2F7 mate mateIn2 middlegame short,https://lichess.org/A6TxjKPN/black#14,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense,https://lichess.org/training/oxLRO,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
H0t7S,r2qkb1r/ppp2ppp/3p4/4N3/2BnP1b1/P1NP4/1PP2P2/R1BQK2R b KQkq - 0 10,g4d1 c4f7 e8e7 c3d5,1427,75,85,1374,attackingF2F7 mate mateIn2 opening short,https://lichess.org/HLuk9EgW/black#20,Russian_Game Russian_Game_Three_Knights_Game,https://lichess.org/training/H0t7S,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
aDMyC,r2qkbnr/ppp2Bpp/2np4/4N3/4Pp2/2N5/PPPP2PP/R1BbK2R b KQkq - 0 7,e8e7 c3d5,1427,77,83,542,mate mateIn1 oneMove opening,https://lichess.org/Lnd773l9/black#14,,https://lichess.org/training/aDMyC,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
d3bYj,r1bqk2r/pppp1p2/2n5/2b1p1B1/4n3/2NP4/PPP2PPP/R2QKB1R w KQkq - 0 9,g5d8 c5f2 e1e2 c6d4,1428,76,95,21637,attackingF2F7 mate mateIn2 opening short,https://lichess.org/p8bHysW9#17,Three_Knights_Opening Three_Knights_Opening_Other_variations,https://lichess.org/training/d3bYj,True,bottom-right 1,black,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
gQnSZ,r2qkb1r/ppp3pp/2np1p2/4N3/1PBPPpb1/P1N5/1BP2KnP/R2Q3R b kq - 1 11,g4d1 c4f7 e8e7 c3d5,1429,75,98,2203,mate mateIn2 middlegame short,https://lichess.org/WOfJJv17/black#22,Polish_Opening Polish_Opening_Bugayev_Attack,https://lichess.org/training/gQnSZ,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
6LhXO,r2qkbnr/pp3ppp/2np4/2p1N3/2B1P1b1/2N5/PB3PPP/R2Q1RK1 b kq - 3 9,g4d1 c4f7 e8e7 c3d5,1429,74,84,239,attackingF2F7 mate mateIn2 middlegame short,https://lichess.org/hEHvwzI1/black#18,Danish_Gambit Danish_Gambit_Other_variations,https://lichess.org/training/6LhXO,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
6KA9O,r2qkb1r/pp3pp1/3p1p1p/4N3/2B1P1b1/2N5/PP3PPP/R2QR1K1 b kq - 0 11,g4d1 c4f7 e8e7 c3d5,1429,76,79,146,attackingF2F7 mate mateIn2 middlegame short,https://lichess.org/iw4j0s8v/black#22,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit,https://lichess.org/training/6KA9O,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
l2kkG,r2qkbnr/ppp3pp/3p1p2/4N3/2BnP1b1/2N5/PPP2PPP/R1BQ1RK1 b kq - 0 7,g4d1 c4f7 e8e7 c3d5,1429,76,95,28118,mate mateIn2 opening short,https://lichess.org/Hh50kD66/black#14,Scotch_Game Scotch_Game_Other_variations,https://lichess.org/training/l2kkG,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
tznBq,r2qkbnr/pp3Bp1/3p3p/2p1N3/3nPP2/2NP4/PPP3PP/R1Bb1RK1 b kq - 0 9,e8e7 c3d5,1430,79,81,160,mate mateIn1 middlegame oneMove,https://lichess.org/72ng6g9w/black#18,Sicilian_Defense Sicilian_Defense_McDonnell_Attack,https://lichess.org/training/tznBq,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
EMbov,r2qkbnr/1p3pp1/p2p3p/2p1N2b/3nP3/P1N4P/BPPP1PP1/R1BQR1K1 b kq - 0 10,h5d1 a2f7 e8e7 c3d5,1430,105,65,22,attackingF2F7 mate mateIn2 middlegame short,https://lichess.org/9XYOLXq4/black#20,Philidor_Defense Philidor_Defense_Other_variations,https://lichess.org/training/EMbov,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
WUz7C,r1bqk2r/pppp1pp1/2n4p/2bNp3/4n2B/3P4/PPP2PPP/R2QKBNR w KQkq - 0 7,h4d8 c5f2 e1e2 c6d4,1431,75,95,32464,attackingF2F7 mate mateIn2 opening short,https://lichess.org/e9Br8M31#13,Vienna_Game Vienna_Game_Falkbeer_Variation,https://lichess.org/training/WUz7C,True,bottom-right 1,black,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
ItRLt,rn1qkb1r/ppp2pp1/3p3p/4N3/2BPPpbP/2N3n1/PPP3P1/R1BQK1R1 b Qkq - 8 9,g4d1 c4f7 e8e7 c3d5,1431,75,97,9349,attackingF2F7 mate mateIn2 opening short,https://lichess.org/uqVUDpZX/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense,https://lichess.org/training/ItRLt,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
uUHL2,rn1qkbnr/ppp2p2/3p3p/4N3/2B1P1b1/2N5/PPPP1PP1/R1BQK2R b KQkq - 0 7,g4d1 c4f7 e8e7 c3d5,1431,74,77,411,attackingF2F7 mate mateIn2 opening short,https://lichess.org/qGGunrtv/black#14,Philidor_Defense Philidor_Defense_Other_variations,https://lichess.org/training/uUHL2,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
U0WiO,r1bqk2r/pppp2pp/2n5/2bNppB1/2P1n3/3P4/PP3PPP/R2QKBNR w KQkq - 0 7,g5d8 c5f2 e1e2 c6d4,1431,77,85,162,attackingF2F7 mate mateIn2 middlegame short,https://lichess.org/eBOYHWCm#13,English_Opening English_Opening_Kings_English_Variation,https://lichess.org/training/U0WiO,True,bottom-right 1,black,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
DJcog,r2qkbnr/6pp/p2p1p2/1p2N3/3nP1b1/1BN5/PP3PPP/R1BQ1RK1 b kq - 0 11,g4d1 b3f7 e8e7 c3d5,1432,76,94,10555,mate mateIn2 middlegame short,https://lichess.org/8U5MLVXf/black#22,Sicilian_Defense Sicilian_Defense_Nyezhmetdinov-Rossolimo_Attack,https://lichess.org/training/DJcog,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
UN0Jq,rn1qkb1r/ppp2pp1/3p1n1p/4N2Q/2B1P3/2N4P/PPPP1PP1/R1B1K2R b KQkq - 0 7,f6h5 c4f7 e8e7 c3d5,1433,76,81,154,attackingF2F7 fork mate mateIn2 opening short,https://lichess.org/TMqDY4cl/black#14,Philidor_Defense Philidor_Defense_Other_variations,https://lichess.org/training/UN0Jq,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
dSl8L,r2qkbnr/ppp2ppp/2np4/4N3/2B1P1b1/2N5/PB3PPP/R2QK2R b KQkq - 3 8,g4d1 c4f7 e8e7 c3d5,1434,76,88,904,attackingF2F7 mate mateIn2 middlegame short,https://lichess.org/21V9vO7H/black#16,Scotch_Game Scotch_Game_Goring_Gambit,https://lichess.org/training/dSl8L,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
ZU7JM,rn1qkbnr/1pp2Bp1/p2p3p/4N3/4P3/P1N5/1PPP1PPP/R1BbK2R b KQkq - 0 7,e8e7 c3d5,1434,76,72,343,mate mateIn1 oneMove opening,https://lichess.org/C72MwIhx/black#14,Philidor_Defense Philidor_Defense_Other_variations,https://lichess.org/training/ZU7JM,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
U0jMD,r2qkb1r/pppn1pp1/3p4/4N1Pb/2BnP3/2NP4/PPP2PP1/R2Q1RK1 b kq - 0 11,h5d1 c4f7 e8e7 c3d5,1434,76,88,201,attackingF2F7 mate mateIn2 middlegame short,https://lichess.org/rfC2CEr2/black#22,Philidor_Defense Philidor_Defense_Other_variations,https://lichess.org/training/U0jMD,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
qpucW,r2qkb1r/pp1n1ppp/2p2n2/4p1Nb/2BP4/2P1N3/PP1B1PPP/R2QK2R b KQkq - 1 11,h5d1 c4f7 e8e7 e3f5,1434,102,85,33,attackingF2F7 mate mateIn2 middlegame short,https://lichess.org/EEGB2vaL/black#22,Scandinavian_Defense Scandinavian_Defense_Main_Line,https://lichess.org/training/qpucW,True,bottom-left 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
tTrpw,r2qkbnr/ppp2pp1/2np4/4N2p/2B1PPb1/2N5/PPPP2PP/R1BQK2R b KQkq - 0 6,g4d1 c4f7 e8e7 c3d5,1435,77,27,145,attackingF2F7 mate mateIn2 middlegame short,https://lichess.org/PBOTGct6/black#12,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense,https://lichess.org/training/tTrpw,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
u94lK,r2qkbnr/pp3ppp/3p4/4N3/1pB1P1b1/2N5/P1PP1PPP/2BQK2R b Kkq - 0 8,g4d1 c4f7 e8e7 c3d5,1435,77,95,33316,attackingF2F7 mate mateIn2 middlegame short,https://lichess.org/2dGAyfCc/black#16,Italian_Game Italian_Game_Other_variations,https://lichess.org/training/u94lK,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
BQiyE,rn1qkbnr/ppp2p1p/3p2p1/4N3/2B1Ppb1/2N5/PPPP2PP/R1BQK2R b KQkq - 1 6,g4d1 c4f7 e8e7 c3d5,1435,76,94,12059,attackingF2F7 mate mateIn2 opening short,https://lichess.org/sXIJWHK7/black#12,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense,https://lichess.org/training/BQiyE,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
I23jT,rn1qkbnr/1pp2ppp/3p4/p3N2b/2B1P3/2N4P/PPPP1PP1/R1BQK2R b KQkq - 0 6,h5d1 c4f7 e8e7 c3d5,1436,78,75,115,attackingF2F7 mate mateIn2 opening short,https://lichess.org/wvddOdsI/black#12,Philidor_Defense Philidor_Defense_Other_variations,https://lichess.org/training/I23jT,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
WoC6H,rn1qkbnr/1pp2Bp1/p2p3p/4N3/P3P3/2N4P/1PPP1PP1/R1BbK2R b KQkq - 0 8,e8e7 c3d5,1437,84,80,103,mate mateIn1 oneMove opening,https://lichess.org/ynUGfG8u/black#16,Philidor_Defense Philidor_Defense_Other_variations,https://lichess.org/training/WoC6H,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
a8Dvn,r1bqk2r/pppp1pp1/2n4p/2b5/4n2B/2NP4/PPP3PP/R2QKBNR w KQkq - 0 8,h4d8 c5f2 e1e2 c6d4,1437,75,97,13012,mate mateIn2 opening short,https://lichess.org/nAyJ2jLo#15,Vienna_Game Vienna_Game_Max_Lange_Defense,https://lichess.org/training/a8Dvn,True,bottom-right 1,black,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
xod8G,r2qkbnr/ppp3pp/3p1p2/4N3/2BBP1b1/2N5/PPP2PPP/R2QK2R b KQkq - 0 8,g4d1 c4f7 e8e7 c3d5,1437,75,97,3942,mate mateIn2 middlegame short,https://lichess.org/d97Co2VQ/black#16,Philidor_Defense Philidor_Defense_Other_variations,https://lichess.org/training/xod8G,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
9fL5K,r2qkb1r/1pp2p1p/p1np1p2/4N3/2BpP1b1/2N5/PPP2PPP/R2Q1RK1 b kq - 1 9,g4d1 c4f7 e8e7 c3d5,1437,76,96,11072,attackingF2F7 mate mateIn2 middlegame short,https://lichess.org/mfkoKeir/black#18,Italian_Game Italian_Game_Paris_Defense,https://lichess.org/training/9fL5K,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
7VDca,r2qkbnr/pp3ppp/3p4/2p1N3/4Ppb1/1BNP4/PPP3PP/R1BQK2R b KQkq - 0 8,g4d1 b3f7 e8e7 c3d5,1437,78,91,600,attackingF2F7 mate mateIn2 middlegame short,https://lichess.org/kAGZf9KT/black#16,Sicilian_Defense Sicilian_Defense_Closed,https://lichess.org/training/7VDca,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
4BL67,r2qkbnr/ppp2pp1/3p3p/4N2b/3nP3/P1N4P/BPPP1PP1/R1BQK2R b KQkq - 0 8,h5d1 a2f7 e8e7 c3d5,1438,78,91,166,attackingF2F7 mate mateIn2 opening short,https://lichess.org/mG0On40f/black#16,Italian_Game Italian_Game_Paris_Defense,https://lichess.org/training/4BL67,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
6gvxd,r2qkbnr/ppp2Bp1/3p3p/4N3/3nP3/2N4P/PPPP1PP1/R1Bb1RK1 b kq - 0 9,e8e7 c3d5,1438,88,87,938,mate mateIn1 oneMove opening,https://lichess.org/tQsdVOvI/black#18,,https://lichess.org/training/6gvxd,True,bottom-right 1,white,"[4, 6]","[3, 4]","[4, 4]","[5, 6]"
