PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,Queen_Bishop,puzzle_ref
FLNWi,6k1/p6p/1p4p1/2b1Q3/4Bp2/7P/q5PK/8 b - - 3 41,a2f2 e4d5 g8f8 e5f6 f8e8 d5c6,1797,74,91,1671,endgame long mate mateIn3,https://lichess.org/5vSIZDFb/black#82,,True,https://lichess.org/training/FLNWi
FMUei,2r3k1/pQ3ppp/4p1b1/4b1Pn/N1P5/qP1P3P/P2B1P2/2KR3R w - - 3 22,c1b1 g6d3,1248,75,100,315,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/T2fbOigq#43,,True,https://lichess.org/training/FMUei
FMgKo,8/3bkp1p/2p5/4Pp2/1R3K2/3BQ1P1/p1P4P/7q b - - 0 37,a2a1q e3c5 e7e8 b4b8 d7c8 b8c8 e8d7 d3f5,2133,77,89,269,endgame mate mateIn4 veryLong,https://lichess.org/TAbDLsCk/black#74,,True,https://lichess.org/training/FMgKo
FOLz7,3nBQ2/1pq4k/4pPp1/3p4/p2P2P1/2P1B2P/2b5/6K1 w - - 0 35,f6f7 c7g3 g1f1 c2d3,1524,74,95,22255,endgame fork master mate mateIn2 short,https://lichess.org/pYgMHq7f#69,,True,https://lichess.org/training/FOLz7
FRbVn,8/1pp4k/p5pQ/5BKp/1P6/P5b1/8/6q1 b - - 3 45,h7g8 f5e6,1471,88,85,288,endgame mate mateIn1 oneMove,https://lichess.org/J1Z22WBg/black#90,,True,https://lichess.org/training/FRbVn
FUE3q,r2k1r2/pp1nN3/3BQn2/3p4/8/8/q4PPP/2R3K1 b - - 0 24,f8e8 d6c7,1548,86,89,5726,mate mateIn1 middlegame oneMove,https://lichess.org/9gQZel4d/black#48,,True,https://lichess.org/training/FUE3q
FVfDl,r1b4R/1p5k/1p3ppp/p1b5/7Q/P2B1N2/1q3PPP/6K1 b - - 1 26,h7h8 h4h6 h8g8 d3c4 c8e6 c4e6,1984,75,87,778,exposedKing long mate mateIn3 middlegame,https://lichess.org/2Ep1m5Rq/black#52,,True,https://lichess.org/training/FVfDl
FZl9E,1k3r1N/p5pp/1R6/2QB4/P4q2/8/6PP/4b2K b - - 0 33,a7b6 c5b6 b8c8 d5e6,1700,74,95,12253,endgame mate mateIn2 short,https://lichess.org/h8P2PskH/black#66,,True,https://lichess.org/training/FZl9E
Fc782,R2b4/6k1/8/3Q3p/1p1P3P/1P1q4/P7/3K4 w - - 5 39,d1e1 d8h4,1081,78,85,60,endgame master mate mateIn1 oneMove,https://lichess.org/FyPNbwMF#77,,True,https://lichess.org/training/Fc782
FhXDw,r1b2rk1/1p3p2/p1n2Q2/2bq2N1/8/3B3P/PPP2PP1/R4RK1 b - - 0 16,c5d4 d3h7,997,77,94,1097,mate mateIn1 middlegame oneMove,https://lichess.org/PB5pg0P6/black#32,French_Defense French_Defense_Knight_Variation,True,https://lichess.org/training/FhXDw
Flltq,1r6/qP4kp/B5p1/4Q3/3p4/8/6K1/8 b - - 4 45,g7f7 a6c4 f7f8 e5f6 f8e8 c4b5,2050,76,96,966,endgame long mate mateIn3,https://lichess.org/T6esQmdN/black#90,,True,https://lichess.org/training/Flltq
Fn8cI,rnb1k2r/ppp2ppp/8/2b1P3/4n3/3q2P1/PP1PN1BP/R1BQK1NR w KQkq - 1 9,e2f4 c5f2,1112,75,97,1978,mate mateIn1 oneMove opening,https://lichess.org/gwU4Hcvs#17,Vienna_Game Vienna_Game_Mieses_Variation,True,https://lichess.org/training/Fn8cI
FrxMI,6k1/p5pp/8/2N1Q3/3rp3/4q1P1/bPP4P/3KR2R w - - 0 24,c5d3 d4d3 c2d3 a2b3,2027,76,98,120,mate mateIn2 middlegame sacrifice short,https://lichess.org/rGh8XJDJ#47,,True,https://lichess.org/training/FrxMI
Ftu2V,3rk2r/qb1n1ppp/p2QB3/1p2P1N1/6n1/8/PP2RPPP/RN4K1 b k - 0 17,d7e5 e6f7,1134,77,97,198,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/m3wP1U6b/black#34,Sicilian_Defense Sicilian_Defense_OKelly_Variation,True,https://lichess.org/training/Ftu2V
FuwGb,rn3rk1/pp2b1pn/2p4p/3pp3/3P4/5PPq/PP1N3P/R1BQR1KB w - - 0 18,d4e5 e7c5 e1e3 c5e3,875,78,100,151,kingsideAttack mate mateIn2 opening short,https://lichess.org/gOOi5Foj#35,Queens_Gambit_Declined Queens_Gambit_Declined_Other_variations,True,https://lichess.org/training/FuwGb
Fy9Et,1QR5/5kp1/4p3/3pP1b1/4q3/P7/3K4/2R5 w - - 4 45,d2d1 e4d3 d1e1 g5h4,1815,75,95,2235,endgame mate mateIn2 short,https://lichess.org/65IPqtAk#89,,True,https://lichess.org/training/Fy9Et
G1ivk,8/4ppk1/2Q3p1/1q1P4/1b2P3/4NP2/5P2/4K3 w - - 12 45,e1d1 b5d3 d1c1 b4a3,1855,75,92,2214,endgame master masterVsMaster mate mateIn2 short,https://lichess.org/4yWarivF#89,,True,https://lichess.org/training/G1ivk
G2XzI,6r1/p1k2p2/QpN2p1p/8/1P3b2/P1P3Pq/5P2/R5K1 w - - 1 28,b4b5 g8g3 f2g3 f4e3,1994,79,84,483,endgame mate mateIn2 sacrifice short,https://lichess.org/08ib2o3l#55,,True,https://lichess.org/training/G2XzI
G3vgH,r4rk1/p1B3b1/2p5/3P1ppb/2B4p/5P1q/PPPN4/R2QR1K1 w - - 0 26,c4f1 g7d4 e1e3 d4e3,1883,94,30,42,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/Hzzc9nrS#51,,True,https://lichess.org/training/G3vgH
G5Z7G,2rR2kq/1p5p/1p4pQ/8/5P2/1n1B4/6P1/6K1 b - - 3 29,c8d8 d3c4 d8d5 c4d5,986,76,100,315,endgame fork mate mateIn2 short,https://lichess.org/5T2hbVWG/black#58,,True,https://lichess.org/training/G5Z7G
G6Tyx,6r1/Qp3p1k/7p/4p3/2P1Pb2/1P3NPq/P4P2/3R2K1 w - - 1 31,a7b7 g8g3 f2g3 f4e3,2323,81,33,64,endgame mate mateIn2 sacrifice short,https://lichess.org/uGsLj130#61,,True,https://lichess.org/training/G6Tyx
GBgks,3rr1k1/pp2b2p/6pP/1q1nBp2/4R3/6PQ/P1P2PB1/R5K1 b - - 1 26,f5e4 h3e6 g8f8 e5g7,1068,80,90,1257,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/wDjq8xyy/black#52,,True,https://lichess.org/training/GBgks
GLQ59,r2qr1k1/ppp1np2/1b1pN2Q/3Bp3/4P3/3P3P/PPP2PP1/R3K2R b KQ - 0 14,f7e6 d5e6,888,86,91,163,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/WQ2VLepc/black#28,Italian_Game Italian_Game_Giuoco_Pianissimo,True,https://lichess.org/training/GLQ59
GLrqR,1b4k1/pp4p1/6R1/2p3PQ/2P4P/3q4/PP6/3K4 w - - 2 35,d1e1 b8g3,1044,75,98,1269,endgame mate mateIn1 oneMove,https://lichess.org/VYJGwI9u#69,,True,https://lichess.org/training/GLrqR
GN9nW,3r2kr/1p5p/6pQ/4P3/p1p1pP2/P1P1R3/1P1qB3/1K6 b - - 6 37,d2e3 e2c4 d8d5 c4d5,914,84,82,123,endgame mate mateIn2 short,https://lichess.org/L1JJmhT8/black#74,,True,https://lichess.org/training/GN9nW
GP82D,4B2k/1p4b1/1p4Q1/8/6P1/r6q/5P2/2R3K1 w - - 0 31,e8f7 a3g3 f2g3 g7d4,1582,74,96,19988,endgame mate mateIn2 sacrifice short,https://lichess.org/buUR4cOk#61,,True,https://lichess.org/training/GP82D
GPPPt,1r3rk1/p1p1bp1p/1p2p1p1/4P2P/6Q1/2Pq1P2/P2B1P2/2KR3R w - - 0 18,h5g6 e7a3,995,76,98,1899,mate mateIn1 middlegame oneMove,https://lichess.org/x6qpQw6h#35,Rat_Defense Rat_Defense_Small_Center_Defense,True,https://lichess.org/training/GPPPt
GQeQO,5Bk1/pp2pp2/3p2pQ/5b1P/8/1Nr2q2/PP6/2Kn3R w - - 0 25,b2c3 f3c3 c1d1 f5g4,1874,75,93,6772,mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/x4Oz1kZm#49,,True,https://lichess.org/training/GQeQO
GZJsY,7k/p3p1b1/7p/1p2pB2/1P2P3/P7/5qPP/2Q4K b - - 0 33,g7f6 c1h6 h8g8 f5e6,1697,75,94,3758,endgame mate mateIn2 short,https://lichess.org/25iNnHeC/black#66,,True,https://lichess.org/training/GZJsY
Gf9gX,r1b1kb1r/ppp2ppp/2np4/8/3P1P2/2PBqN2/PP4PP/RN1Q1K1R w kq - 0 10,g2g3 c8h3,998,76,100,194,mate mateIn1 oneMove opening,https://lichess.org/Vah8wWri#19,Mikenas_Defense Mikenas_Defense_Other_variations,True,https://lichess.org/training/Gf9gX
Giy9r,7k/2p1b3/7p/p3pB1Q/3qPp1P/P7/2pr1PK1/2R5 b - - 1 45,e7c5 h5h6 h8g8 f5e6,1868,92,53,63,endgame mate mateIn2 short,https://lichess.org/jRglhPEh/black#90,,True,https://lichess.org/training/Giy9r
GkoCv,1rb4k/p2n4/1p3r1R/8/1P2B3/8/P2Q1PPP/q3N1K1 b - - 0 29,f6h6 d2h6 h8g8 e4d5,1615,75,84,168,mate mateIn2 middlegame short,https://lichess.org/wkkJMi9x/black#58,,True,https://lichess.org/training/GkoCv
GsNHK,6k1/4b3/3p2p1/3Pp3/4P2P/3q1P2/1QpB2P1/4K3 w - - 8 48,d2c1 e7h4 g2g3 h4g3,1667,75,96,17936,endgame mate mateIn2 short,https://lichess.org/FIXSdaeB#95,,True,https://lichess.org/training/GsNHK
Gt3aY,6k1/p2Q1pp1/N3p2r/3n3p/2BP2b1/2P1q3/PP4PP/R4KNR w - - 3 18,a1e1 h6f6 g1f3 f6f3 g2f3 g4h3,2227,79,95,6603,long mate mateIn3 middlegame sacrifice,https://lichess.org/CRn3IAiR#35,Blackmar-Diemer_Gambit Blackmar-Diemer_Gambit_Ryder_Gambit,True,https://lichess.org/training/Gt3aY
GtLvr,5k2/8/Pn1Q2p1/8/5P2/3B2P1/1r3q2/7K b - - 2 46,f8e8 d3g6,1179,77,93,2052,endgame mate mateIn1 oneMove,https://lichess.org/ymGli0AX/black#92,,True,https://lichess.org/training/GtLvr
H02aw,3rk2r/1p1n1p2/p2QpR1p/2p3p1/1q6/8/PPP1B1PP/2KR4 b k - 0 22,b4b6 f6e6 f7e6 e2h5,1880,82,63,61,mate mateIn2 middlegame sacrifice short,https://lichess.org/woUyPcaY/black#44,,True,https://lichess.org/training/H02aw
H2dTX,N4Q2/1p1k2p1/2np3n/p3p1q1/1P2P1b1/P2P4/2P4P/R3K2R w KQ - 0 18,b4b5 g5e3 e1f1 g4h3,1943,75,74,88,mate mateIn2 middlegame short,https://lichess.org/BPRiuMrF#35,Kings_Pawn_Game Kings_Pawn_Game_Leonardis_Variation,True,https://lichess.org/training/H2dTX
H8arX,r1bqkb1r/p1N1pppp/1p6/2pPQ3/6n1/2P5/PP3PPP/R3KBNR b KQkq - 2 11,e8d7 f1b5,1425,76,94,3622,mate mateIn1 oneMove opening,https://lichess.org/1PdvMq40/black#22,Sicilian_Defense Sicilian_Defense_Alapin_Variation,True,https://lichess.org/training/H8arX
H8wli,r2q3r/pb3pp1/1pnbNk2/2p5/3PQ2P/2P5/PP3PP1/R1B2RK1 b - - 0 16,c6d4 c1g5,1375,75,90,1689,mate mateIn1 middlegame oneMove,https://lichess.org/8P2Tfbdn/black#32,Yusupov-Rubinstein_System Yusupov-Rubinstein_System_Other_variations,True,https://lichess.org/training/H8wli
HAE06,r1qk3r/2p2Npp/p1Q1b3/3p4/3P4/B7/P4PPP/4R1K1 b - - 0 18,e6f7 a3e7,1164,84,64,51,mate mateIn1 middlegame oneMove,https://lichess.org/tz7z8jRN/black#36,Italian_Game Italian_Game_Giuoco_Piano,True,https://lichess.org/training/HAE06
HBTsd,r4k1r/p4n1p/1qp1Q1p1/3pN3/8/2P5/PP3bPP/RNB2K1R b - - 3 16,f7e5 c1h6,1532,79,78,669,mate mateIn1 middlegame oneMove,https://lichess.org/9SeBVl96/black#32,Bishops_Opening Bishops_Opening_Philidor_Counterattack,True,https://lichess.org/training/HBTsd
HByFW,7r/pp3k2/3b1ppB/3p2P1/6nQ/2P2q2/PP3P1P/4RRK1 w - - 1 24,h2h3 d6h2,1353,111,50,26,mate mateIn1 middlegame oneMove,https://lichess.org/czH5RTA9#47,,True,https://lichess.org/training/HByFW
HDwTZ,rn4k1/1p1b2pp/1qp3p1/4P3/pP3r2/P1N2NP1/4Kb1P/R2Q3R w - - 0 19,g3f4 b6e3 e2f1 d7h3,1220,76,90,1764,fork mate mateIn2 middlegame short,https://lichess.org/igQz5Adm#37,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit,True,https://lichess.org/training/HDwTZ
HFksI,5k2/b6p/Q5p1/1r1B1p2/4pP2/6PK/1r5P/8 b - - 2 38,a7g1 a6f6 f8e8 d5c6,1879,75,93,6249,endgame mate mateIn2 short,https://lichess.org/6A7I1DPV/black#76,,True,https://lichess.org/training/HFksI
HLMBm,2krr3/2p2ppp/1pp2n2/4N2q/3P1Bb1/3Q4/PPP2KPP/R6R b - - 0 17,f6d5 d3a6 c8b8 e5c6,1360,81,76,67,mate mateIn2 middlegame queensideAttack short,https://lichess.org/qyiRkh8w/black#34,Vienna_Gambit_with_Max_Lange_Defense Vienna_Gambit_with_Max_Lange_Defense_Steinitz_Gambit,True,https://lichess.org/training/HLMBm
HRp4L,r2q1knr/pp1bb2p/2n1p1BB/3pN2Q/3p4/2P5/PP3PPP/RN2R1K1 b - - 2 12,g8h6 h5h6 f8g8 g6f7,1570,76,96,23498,mate mateIn2 opening short,https://lichess.org/p3X2O1Ou/black#24,French_Defense French_Defense_Advance_Variation,True,https://lichess.org/training/HRp4L
HahLd,4Q3/1q5p/3kPbp1/pB3p2/Pp3P2/1P1p2P1/7P/5K2 w - - 2 41,b5d3 b7f3 f1e1 f6c3,1780,75,88,372,endgame fork mate mateIn2 short,https://lichess.org/mrzUGLum#81,,True,https://lichess.org/training/HahLd
HwI4W,r2q1r1k/1p2b1n1/p1np2Q1/2pN4/2B1P3/7P/PPP2PP1/R4RK1 b - - 4 19,c6e5 g6h6 h8g8 d5e7,1183,76,95,2242,doubleCheck kingsideAttack mate mateIn2 middlegame short,https://lichess.org/z76llnsv/black#38,,True,https://lichess.org/training/HwI4W
HxHlG,4r1k1/p6p/1ppB1QB1/3bP3/6qP/P1P3P1/8/6K1 w - - 1 33,g6e8 g4g3 g1f1 d5c4,1768,75,94,11482,endgame mate mateIn2 short,https://lichess.org/kkUKqWje#65,,True,https://lichess.org/training/HxHlG
HxwSm,3k4/8/p2Q4/Pp1Pp3/1Pp1Bb2/2P1q3/1K6/8 b - - 0 56,d8e8 e4g6,1212,76,90,968,endgame master mate mateIn1 oneMove,https://lichess.org/CpK36OBE/black#112,,True,https://lichess.org/training/HxwSm
I2gmK,6k1/pp4p1/2p4p/3p2b1/3P2r1/2N1R2q/PPP2P2/R2Q2K1 w - - 8 25,e3g3 g4g3 f2g3 g5e3,1650,74,100,127,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/JI0rIkCr#49,,True,https://lichess.org/training/I2gmK
I4HA3,3r2k1/1p4p1/p3Q2p/4bp1R/8/1P1B2qP/P1P5/7K b - - 0 36,g8h8 h5h6 g7h6 e6h6 h8g8 d3c4 d8d5 c4d5,1569,74,96,5230,endgame mate mateIn4 sacrifice veryLong,https://lichess.org/vJ2XEOUZ/black#72,,True,https://lichess.org/training/I4HA3
I5ixN,2kr1r2/pp4pp/2RQpq2/8/2B5/2P5/PP3PPP/3R2K1 b - - 0 23,b7c6 c4a6,1571,85,82,851,endgame mate mateIn1 oneMove,https://lichess.org/bq0GFMPU/black#46,,True,https://lichess.org/training/I5ixN
ILV6e,r2q1R2/ppp3k1/4Q1p1/2bn3p/8/2P5/PP4PP/RNB4K b - - 2 19,g7f8 c1h6,1215,111,88,114,mate mateIn1 middlegame oneMove,https://lichess.org/XKqGbE2Y/black#38,,True,https://lichess.org/training/ILV6e
IMQ9m,7k/5Q2/p5p1/1b1P1pNp/7P/4q3/6B1/4K3 w - - 9 40,e1d1 b5a4,1876,75,95,2814,endgame master masterVsMaster mate mateIn1 oneMove,https://lichess.org/BkFJW2Vs#79,,True,https://lichess.org/training/IMQ9m
IQsLp,r3k1nr/1p2bppp/p3p3/2p1P3/P4P2/2Nq1P2/1P1P3P/R1BQK2R w KQkq - 1 14,a1a3 e7h4,1148,89,100,54,mate mateIn1 middlegame oneMove,https://lichess.org/WkoXC0fR#27,Caro-Kann_Defense Caro-Kann_Defense_Other_variations,True,https://lichess.org/training/IQsLp
ISzi5,rnb1k2r/ppp2ppp/3p4/3N4/3qP1n1/5P2/PPP1KbPP/R1BQ1B1R w kq - 4 11,f3g4 c8g4,1389,97,62,44,mate mateIn1 oneMove opening,https://lichess.org/m1I8vJXx#21,Russian_Game Russian_Game_Three_Knights_Game,True,https://lichess.org/training/ISzi5
IXHDQ,2rr3k/p5p1/Q6R/5B2/2pqP3/6P1/P4PPK/8 b - - 0 36,g7h6 a6h6 h8g8 f5e6,1811,76,100,205,endgame master mate mateIn2 short,https://lichess.org/mqOjIkfq/black#72,,True,https://lichess.org/training/IXHDQ
Iary0,r5k1/p2b2p1/4p3/1p1pB3/2pP2R1/2P1q3/PPQnB3/K7 b - - 3 27,e3e2 g4g7 g8f8 g7g8 f8g8 c2g6 g8f8 e5d6,2160,94,78,63,attraction fork mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/UEjbNmMJ/black#54,,True,https://lichess.org/training/Iary0
IdNYb,4r1k1/5p2/p6Q/1p1b2pB/2p5/2P1q3/PP1r1RPP/5RK1 b - - 2 31,e8e6 h5f7,1048,91,100,87,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/v3rWaM8I/black#62,,True,https://lichess.org/training/IdNYb
IlcF2,r3rk2/pb2b2p/1pp1QBpP/3p4/1qp5/6P1/PP2PPB1/R2R2K1 b - - 0 21,b4d6 f6g7,1153,77,85,374,mate mateIn1 middlegame oneMove,https://lichess.org/XGyBkUln/black#42,,True,https://lichess.org/training/IlcF2
IoSsN,3r1k1r/1P3ppp/2Q1b3/4p3/1b2N3/4qP2/P3B2P/R3K2R w KQ - 3 21,e1f1 e6h3,1453,335,58,16,mate mateIn1 middlegame oneMove,https://lichess.org/OVEeh4FE#41,,True,https://lichess.org/training/IoSsN
IqYAO,r2qr1k1/ppp1bp2/2npNn1Q/4p3/2B1P3/3P4/PPP2PPP/RN3RK1 b - - 0 11,f7e6 c4e6,858,88,94,471,kingsideAttack mate mateIn1 oneMove opening,https://lichess.org/9nZl8Q2R/black#22,Italian_Game Italian_Game_Two_Knights_Defense,True,https://lichess.org/training/IqYAO
Irarv,r2qr1k1/1b1nbp2/p2pNn1Q/7P/1p2P3/1BN2P2/PPP3P1/2KR3R b - - 0 16,f7e6 b3e6,1353,180,84,69,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/2P0jzq0e/black#32,Sicilian_Defense Sicilian_Defense_Najdorf_Variation,True,https://lichess.org/training/Irarv
IvRMZ,2k2r2/1p1b4/p7/2pP4/2Q5/2P1qB2/P5PP/R4K2 w - - 0 27,a1e1 f8f3 g2f3 d7h3,1881,75,92,1749,endgame mate mateIn2 sacrifice short,https://lichess.org/M7DQSWMt#53,,True,https://lichess.org/training/IvRMZ
J0V4r,7Q/pp3k1p/2b2p2/8/5qn1/1N6/PPPK2PP/R3R3 w - - 5 28,d2d1 g4f2 d1e2 c6b5 c2c4 b5c4,1368,75,100,1312,long mate mateIn3 middlegame,https://lichess.org/p3272Eh8#55,,True,https://lichess.org/training/J0V4r
J1dt4,2kr4/3n1pp1/pppQ3p/4p3/8/1P6/3B1PPP/2q2BK1 b - - 1 28,c1c2 f1a6,1110,83,89,57,endgame mate mateIn1 oneMove queensideAttack,https://lichess.org/h5B4Fj8s/black#56,,True,https://lichess.org/training/J1dt4
J79xz,3R4/5ppk/1qBQ3p/8/2b1P3/5P2/1P4PP/5K2 w - - 9 30,f1e1 b6e3 e1d1 c4b3,1897,77,82,880,endgame mate mateIn2 short,https://lichess.org/O6EH7f5l#59,,True,https://lichess.org/training/J79xz
JIJ78,r1b1k2r/p4ppp/2pQ1n2/4P3/8/PBq5/2P3PP/R4R1K b kq - 0 17,f6e4 b3f7,1059,76,94,513,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/QqhVs2SU/black#34,Sicilian_Defense Sicilian_Defense_Closed,True,https://lichess.org/training/JIJ78
JLVQb,3r1r1k/ppp2Bpp/8/5b2/1n6/q3BN1P/2PQ1PP1/1K1R3R w - - 1 19,d2d8 f5c2,1670,79,91,9286,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/VbLwb4Zw#37,Scandinavian_Defense Scandinavian_Defense_Main_Line,True,https://lichess.org/training/JLVQb
JNQwi,4k3/8/3pQ3/2p3P1/p2p2p1/P4bP1/1P1B1K2/1q6 b - - 5 42,e8d8 d2a5,1445,106,88,73,endgame master mate mateIn1 oneMove,https://lichess.org/PrlTxTAn/black#84,,True,https://lichess.org/training/JNQwi
JONin,r1bq3r/pp1npk1p/2p3pQ/6N1/7P/8/PbP2PP1/RN2KB1R b KQ - 1 13,f7g8 f1c4 e7e6 c4e6,1160,75,93,289,kingsideAttack mate mateIn2 opening short,https://lichess.org/PeyabmDR/black#26,Queens_Pawn_Game Queens_Pawn_Game_Other_variations,True,https://lichess.org/training/JONin
JOctW,6k1/8/1Bb3Q1/4ppP1/p3q3/K3P3/7p/8 b - - 0 44,g8f8 b6c5,1383,75,97,4107,endgame mate mateIn1 oneMove,https://lichess.org/MWqcLuB1/black#88,,True,https://lichess.org/training/JOctW
JcRg9,6k1/ppp4p/3p1Pp1/3P1b2/2P2Q1P/2Bq4/PP6/6K1 w - - 3 30,f4h6 d3g3 g1f1 f5d3,1494,74,96,4090,endgame mate mateIn2 short,https://lichess.org/UT6MHMdv#59,,True,https://lichess.org/training/JcRg9
JfeT6,r6r/2p2pk1/p3p1R1/8/1p6/2bBBP1q/P1P4P/6QK b - - 0 27,f7g6 g1g6 g7f8 e3c5,1169,79,89,93,mate mateIn2 middlegame short,https://lichess.org/0jfeZPyz/black#54,,True,https://lichess.org/training/JfeT6
JiTei,Q6K/pppk1p2/3pb1qB/8/3P4/2P3n1/PP5P/RN4R1 w - - 5 25,g1g3 g6h6 h8g8 f7f6,1158,76,94,2138,discoveredAttack hangingPiece mate mateIn2 middlegame short,https://lichess.org/MH26UUvY#49,,True,https://lichess.org/training/JiTei
JlHwl,5r1k/p6p/1p1p4/1Pp3p1/2PpQ1qb/P2P2P1/3B1K2/1R2R3 w - - 1 28,f2g2 g4g3 g2h1 g3h3 h1g1 h4f2,1686,74,97,1423,long mate mateIn3 middlegame,https://lichess.org/Umr7h29h#55,,True,https://lichess.org/training/JlHwl
JrYXd,r3k2r/ppp2ppp/8/2bP4/3NpNn1/5nPq/PPP2P1P/R1BQ2KR w kq - 9 17,d4f3 c5f2,1100,82,56,69,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/H6Uro76I#33,Elephant_Gambit Elephant_Gambit_Paulsen_Countergambit,True,https://lichess.org/training/JrYXd
JsmBq,1r1r3k/2bP2qp/2P1Q3/7R/4B2P/4P1P1/5P1K/q7 b - - 1 46,h7h6 h5h6 g7h6 e6h6 h8g8 e4d5,1635,75,95,6550,exposedKing long mate mateIn3 middlegame,https://lichess.org/oW2QDBnW/black#92,,True,https://lichess.org/training/JsmBq
JwyVD,r3r1k1/ppp2p1p/6NQ/8/3P4/3B4/1qPK3P/6R1 b - - 0 24,f7g6 g1g6 h7g6 d3c4 e8e6 c4e6,2196,92,70,91,endgame long mate mateIn3 sacrifice,https://lichess.org/x3ZpRp1N/black#48,,True,https://lichess.org/training/JwyVD
JyDa6,4Q3/5pkp/pp3p2/2b2P2/P1B5/1Pq2b2/6PP/5K2 w - - 0 33,g2f3 c3f3 f1e1 c5b4,1765,75,78,109,endgame master mate mateIn2 short,https://lichess.org/oQktrLKf#65,,True,https://lichess.org/training/JyDa6
JyHxZ,6k1/6p1/ppq1p1Qp/2b5/8/5rP1/PP2P2P/R4K2 w - - 0 24,e2f3 c6f3 f1e1 c5b4,1696,74,98,1201,endgame mate mateIn2 short,https://lichess.org/lNfTKOKs#47,,True,https://lichess.org/training/JyHxZ
KA6UG,7R/4kB1Q/4p3/p3P1N1/1b3n2/6K1/6q1/8 w - - 2 46,g3f4 b4d2,1117,78,88,484,endgame mate mateIn1 oneMove,https://lichess.org/EBMzaPyA#91,,True,https://lichess.org/training/KA6UG
KduuY,1k5r/8/1Q6/4p2p/p4p1P/8/2B1K1P1/2q5 b - - 0 38,b8c8 c2f5,953,76,92,2070,endgame master mate mateIn1 oneMove,https://lichess.org/Lun3A0Yt/black#76,,True,https://lichess.org/training/KduuY
KftkC,6k1/8/p5Q1/1p4p1/7p/3p3P/qb1N3B/6K1 b - - 1 36,g8f8 h2d6,1133,77,93,616,endgame mate mateIn1 oneMove,https://lichess.org/H8J0yxT2/black#72,,True,https://lichess.org/training/KftkC
Kiihw,7k/1p6/p1b1p3/2p2p2/3p1Q2/P2P2P1/BPP3q1/4K3 b - - 12 36,c6f3 f4h6 h8g8 a2e6,1546,74,73,1087,endgame mate mateIn2 short,https://lichess.org/jr7FcS83/black#72,,True,https://lichess.org/training/Kiihw
KjLVr,r2q1b1k/pp1B4/2p1Q3/2R3pp/1P3p2/P7/5PPP/6K1 b - - 6 36,f8c5 e6h6 h8g8 d7e6,1664,75,88,1632,endgame mate mateIn2 short,https://lichess.org/eRsnxXs7/black#72,,True,https://lichess.org/training/KjLVr
KkhwW,8/4kp2/4p3/6Qp/2Bq4/1P4P1/2p2nPK/3b4 b - - 1 38,d4f6 g5c5 e7e8 c4b5 e8d8 c5d6 d8c8 b5a6,1892,74,94,4304,endgame mate mateIn4 veryLong,https://lichess.org/YoP4a4Zi/black#76,,True,https://lichess.org/training/KkhwW
KmSOu,2k3r1/ppp2p2/3p4/3Qb3/4P2p/5PBq/PPP2P2/R3R1K1 w - - 2 22,d5f7 g8g3 f2g3 e5d4 e1e3 d4e3,2260,77,92,2435,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/wFFn91lh#43,,True,https://lichess.org/training/KmSOu
Kmvnl,rk2r3/pR3p1p/1BpP1n2/3q3b/8/Q2B3P/PP3Pp1/R5K1 b - - 0 22,b8b7 a3a6 b7b8 b6c7,1513,75,87,430,mate mateIn2 middlegame short,https://lichess.org/IiTRwbSq/black#44,,True,https://lichess.org/training/Kmvnl
Ktddo,8/pp5k/2p1p1pQ/6P1/8/1B6/P4P1K/r1q5 b - - 4 47,h7g8 b3e6,1183,75,93,915,endgame mate mateIn1 oneMove,https://lichess.org/Z7eIJVIV/black#94,,True,https://lichess.org/training/Ktddo
L0VqM,r1b1k3/p4p2/2p2P2/1p2p3/1bpqP3/8/PPQ1K1PP/R4B1R w q - 0 18,a1d1 c8g4,1001,89,88,42,mate mateIn1 middlegame oneMove,https://lichess.org/nyFOXeAc#35,Semi-Slav_Defense Semi-Slav_Defense_Anti-Moscow_Gambit,True,https://lichess.org/training/L0VqM
L219E,3Q4/1b3N1k/p3pPp1/1p4Pp/5B1P/2qP4/8/2K5 w - - 9 42,c1d1 b7f3,1317,108,73,74,endgame mate mateIn1 oneMove,https://lichess.org/F8AVpYA2#83,,True,https://lichess.org/training/L219E
