PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,Queen_Bishop,puzzle_ref
04mRD,6k1/Qppb2p1/6p1/6B1/4PR2/6q1/P1P5/6K1 w - - 2 27,g1f1 d7b5 c2c4 b5c4,1748,75,100,670,endgame mate mateIn2 short,https://lichess.org/9Ks2OWkX#53,,True,https://lichess.org/training/04mRD
07uT4,4R3/1p4pk/p1p1Q2p/3p1Pb1/6P1/6q1/PP6/4K3 w - - 2 39,e1d1 g3d3 d1e1 g5h4,1825,75,94,12982,endgame mate mateIn2 short,https://lichess.org/gtLohvrG#77,,True,https://lichess.org/training/07uT4
0AG5m,5rk1/2p3pp/Q3b3/4p3/P7/2P1q2P/4B1P1/R2R1K2 w - - 0 26,e2f3 f8f3 g2f3 e6h3,1890,75,86,185,deflection mate mateIn2 middlegame short,https://lichess.org/Ysx7g1Ic#51,,True,https://lichess.org/training/0AG5m
0Btl1,5r1k/2P3bp/pN4p1/8/Q1P1p3/5rPq/2R2P2/1R4K1 w - - 0 34,c7c8q f3g3 f2g3 g7d4 c2f2 d4f2,2089,74,95,9155,long mate mateIn3 middlegame sacrifice,https://lichess.org/ZjsKXCw9#67,,True,https://lichess.org/training/0Btl1
0Cjop,r1bqkb1r/pp1pn1pp/3Q1n2/4N3/2B1p3/8/PPP2PPP/RNB1K2R b KQkq - 2 8,e7g6 c4f7,1032,76,98,269,mate mateIn1 oneMove opening,https://lichess.org/wcWZPk3z/black#16,Nimzowitsch_Defense Nimzowitsch_Defense_Kennedy_Variation,True,https://lichess.org/training/0Cjop
0M6Yi,3kBQ2/1p6/p1p2P2/P6P/1P1bq3/8/5K2/R7 w - - 6 39,f2f1 e4f3 f1e1 d4c3,1771,87,80,180,endgame mate mateIn2 short,https://lichess.org/fsZ9gRNU#77,,True,https://lichess.org/training/0M6Yi
0MMHF,8/2Q5/p5bk/2pP4/2P5/P1q4P/8/6K1 w - - 6 42,c7c5 c3g3 g1f1 g6d3,1917,78,88,635,endgame mate mateIn2 short,https://lichess.org/dn9LEAMp#83,,True,https://lichess.org/training/0MMHF
0TtMR,3k4/5p2/4pP1b/3pP3/B2P4/P1q5/4Q3/7K w - - 1 46,e2b5 c3h3 h1g1 h6e3,2057,79,88,1242,endgame master masterVsMaster mate mateIn2 short,https://lichess.org/y91bpvbs#91,,True,https://lichess.org/training/0TtMR
0TwGG,r3k2r/p2b2p1/2B1pp1p/2Q5/2PP4/P3q3/1P5P/R2K3R w kq - 1 22,c6a8 d7a4 b2b3 a4b3,1213,75,90,1102,mate mateIn2 middlegame short,https://lichess.org/PdsjKK98#43,,True,https://lichess.org/training/0TwGG
0WOUq,6rr/pNk5/Bbp5/4n1qp/1Q1pP1n1/5R2/PPP3PP/4R2K b - - 2 24,e5f3 b4d6 c7c8 b7c5,1695,75,93,1816,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/nlOZX1pv/black#48,,True,https://lichess.org/training/0WOUq
0h7f5,8/1Q3pk1/p5p1/1p1P2b1/8/P1N1qr1P/1P4P1/3R3K w - - 0 36,d5d6 f3h3 g2h3 e3h3 h1g1 g5e3,1627,76,87,71,endgame long mate mateIn3 sacrifice,https://lichess.org/dkr4CtXl#71,,True,https://lichess.org/training/0h7f5
0jehT,6qk/7b/8/2Qp4/P2P3P/6b1/5P2/6K1 w - - 0 41,f2g3 g8g3 g1f1 h7d3,946,76,87,346,endgame mate mateIn2 short,https://lichess.org/S4V6GcMW#81,,True,https://lichess.org/training/0jehT
0lWbJ,r5k1/P6p/Rp1B2p1/1QPq4/3b1p2/5P2/7P/5K2 w - - 0 39,a6b6 d5f3 f1e1 d4c3,1765,91,75,40,endgame mate mateIn2 short,https://lichess.org/6Jb05TnV#77,,True,https://lichess.org/training/0lWbJ
0rsnc,2r5/2q1b1kR/p2p2p1/4pP2/8/6Q1/1PP3B1/1K4n1 b - - 0 30,g7h7 g3g6 h7h8 g6h6 h8g8 g2d5,1815,75,95,13484,endgame long mate mateIn3,https://lichess.org/TGmsVyyr/black#60,,True,https://lichess.org/training/0rsnc
0s5jq,5r2/pp2kp2/4pQ2/3pP3/1b1q4/1B3PK1/PP5P/7R b - - 4 24,e7e8 b3a4 b7b5 a4b5,1019,77,83,182,endgame mate mateIn2 short,https://lichess.org/QxrZMHjo/black#48,,True,https://lichess.org/training/0s5jq
0w2Ru,4b1k1/R3Q1pp/4p3/8/1P2p3/2P3qP/7N/3R2K1 w - - 0 31,g1f1 e8b5 c3c4 b5c4 d1d3 c4d3,1263,76,92,706,endgame exposedKing long mate mateIn3,https://lichess.org/eLCgjXH4#61,,True,https://lichess.org/training/0w2Ru
0xfsP,r1bq1b1r/ppp1n2p/2kp4/5pp1/2BQPp2/2N4P/PP1P2P1/n1B2RK1 b - - 1 15,a1c2 c4b5,1774,242,16,25,mate mateIn1 middlegame oneMove,https://lichess.org/qFmKJUPt/black#30,Vienna_Gambit_with_Max_Lange_Defense Vienna_Gambit_with_Max_Lange_Defense_Knight_Variation,True,https://lichess.org/training/0xfsP
0yseI,6k1/p5pp/2Qb4/3p4/N2p4/1P1Pq3/P3K3/2R5 w - - 2 31,e2d1 e3d3 d1e1 d6g3,1590,74,87,453,endgame mate mateIn2 short,https://lichess.org/w2ZqqGMb#61,,True,https://lichess.org/training/0yseI
18xLk,8/6k1/2q3p1/8/2Bb1P2/3P2PQ/7P/5K2 w - - 1 52,h3e6 c6f3 f1e1 d4c3,1787,79,88,527,endgame master mate mateIn2 short,https://lichess.org/L7mKnP6p#103,,True,https://lichess.org/training/18xLk
1DTLE,2krr3/1p2q1pp/1p2pn2/4Q3/2B1N3/3P3P/2P2PP1/R5K1 b - - 1 24,f6e4 a1a8 c8d7 c4b5,1560,75,100,254,mate mateIn2 middlegame queensideAttack short,https://lichess.org/5xPCZrKl/black#48,,True,https://lichess.org/training/1DTLE
1F4IB,2k5/1p4p1/p2Q4/1bPpN3/3q4/6P1/6PP/5K2 w - - 3 39,f1e1 d4e3 e1d1 b5a4,1773,76,93,480,endgame mate mateIn2 short,https://lichess.org/UFKhJEPu#77,,True,https://lichess.org/training/1F4IB
1GMPy,2r3k1/6p1/p3Q2p/5p2/3P1P2/2r2Bq1/P2K2P1/7R b - - 0 30,g8h8 h1h6 g7h6 e6h6 h8g8 f3d5,1210,77,95,22699,endgame long mate mateIn3 sacrifice,https://lichess.org/0aNbQ8DU/black#60,,True,https://lichess.org/training/1GMPy
1HtQG,6k1/5b2/5Qp1/4p3/3q4/P5P1/3K3P/5R2 w - - 4 43,d2e1 d4e3 e1d1 f7b3,1571,74,93,3933,endgame mate mateIn2 short,https://lichess.org/5jzLF38Z#85,,True,https://lichess.org/training/1HtQG
1LwDj,8/1R6/P5pk/3q1p1p/8/2b5/7P/1Q5K w - - 7 45,h1g1 c3d4 g1f1 d5f3 f1e1 d4c3,1844,74,89,1048,endgame long mate mateIn3,https://lichess.org/GejEkD4Q#89,,True,https://lichess.org/training/1LwDj
1LzUU,8/ppP4p/6k1/4q3/4b3/2P5/PP5N/R5K1 w - - 0 32,c7c8q e5g3 g1f1 e4d3,1714,74,95,14019,endgame mate mateIn2 short,https://lichess.org/wXNUE5Dq#63,,True,https://lichess.org/training/1LzUU
1PE0f,3k1r2/5p1p/p2QnPp1/8/6P1/4q3/p1P4N/5B1K b - - 2 35,d8c8 f1a6,1316,95,93,39,endgame master mate mateIn1 oneMove,https://lichess.org/H2tGHtVx/black#70,,True,https://lichess.org/training/1PE0f
1TqUd,1k3r1r/p5p1/3Q3p/3pP2P/3P1P1q/1P5b/P7/5BK1 b - - 1 32,b8c8 f1a6,1330,99,68,133,endgame mate mateIn1 oneMove,https://lichess.org/pLRklawa/black#64,,True,https://lichess.org/training/1TqUd
1aInl,r1bq1r2/pp1kb1p1/2p4p/3NQ3/2BP4/8/PPP2PPP/R4RK1 b - - 0 15,c6d5 c4b5,1602,80,87,102,mate mateIn1 middlegame oneMove,https://lichess.org/l9c0vDfF/black#30,Italian_Game Italian_Game_Two_Knights_Defense,True,https://lichess.org/training/1aInl
1cZrx,1r6/1k6/4p2p/1Q5P/2p3P1/P1Bq1P2/8/2b1K3 b - - 3 41,b7c8 b5c6 c8d8 c3f6,1810,76,90,5131,endgame mate mateIn2 short,https://lichess.org/TYcoXxkm/black#82,,True,https://lichess.org/training/1cZrx
1jUHY,6k1/p7/4R3/3Bp3/2P3q1/B3b3/P5K1/R7 w - - 5 35,g2h2 e3f4 h2h1 g4h3 h1g1 f4e3,1832,75,93,644,endgame exposedKing fork long mate mateIn3,https://lichess.org/nm0JQw7o#69,,True,https://lichess.org/training/1jUHY
1lPPg,2r3k1/8/4bpQ1/p5p1/8/1Pb1P1B1/P4PPP/5qNK b - - 1 42,g8f8 g3d6,1063,86,94,389,mate mateIn1 middlegame oneMove,https://lichess.org/rZNdklzD/black#84,,True,https://lichess.org/training/1lPPg
1lcLY,8/5Nk1/5r1b/p2Bp2Q/4P2P/5Nq1/P7/7K w - - 2 54,f7e5 g3h3 h1g1 h6e3,1610,74,92,1533,mate mateIn2 middlegame short,https://lichess.org/vgXqqTVB#107,,True,https://lichess.org/training/1lcLY
1nUo8,5k2/7p/6p1/1p1B4/1PnQ3P/8/6PK/1q6 b - - 7 44,b1b4 d4f6 f8e8 d5c6,1877,74,95,14452,endgame mate mateIn2 short,https://lichess.org/JYkgZPmB/black#88,,True,https://lichess.org/training/1nUo8
1uJTI,r3k1r1/p3qpPp/2p2n2/3bQ3/N7/P1B1PP2/1P4PP/R3K2R w KQq - 1 22,e5f6 e7e3 e1d1 d5b3,1232,76,96,912,mate mateIn2 middlegame short,https://lichess.org/wySzSUoG#43,,True,https://lichess.org/training/1uJTI
1zCKV,r5k1/8/4Q3/4p3/p6p/6qP/8/5B1K b - - 1 59,g8h8 e6h6 h8g8 f1c4,1784,76,92,4952,endgame mate mateIn2 short,https://lichess.org/9v9r2xGh/black#118,,True,https://lichess.org/training/1zCKV
22obI,r1bq2nr/pp1kb1pp/4p3/3pQ3/3P4/2PB4/5PPP/RNB1K2R b KQ - 0 12,g8f6 d3b5,915,85,96,624,mate mateIn1 oneMove opening,https://lichess.org/DQvU5mJJ/black#24,Sicilian_Defense Sicilian_Defense_Wing_Gambit,True,https://lichess.org/training/22obI
22wxi,4k3/4n3/Q5p1/1B1pP1P1/1p1P1KP1/p1q4P/3n4/8 b - - 7 45,e8d8 a6d6 d8c8 b5a6,2007,83,64,76,endgame mate mateIn2 short,https://lichess.org/fccN9E6G/black#90,,True,https://lichess.org/training/22wxi
23Ffd,3k3r/1pp3pp/p1pbQpn1/4p3/4P3/4B2P/PqP2PP1/1N1R2K1 b - - 3 16,b2c2 d1d6 c7d6 e3b6,1888,78,71,169,mate mateIn2 middlegame sacrifice short,https://lichess.org/mpZC3okj/black#32,Ruy_Lopez Ruy_Lopez_Exchange_Variation,True,https://lichess.org/training/23Ffd
26mxX,3r2k1/pp3p2/2p2pRQ/q7/3P4/2P4B/PP5P/2K5 b - - 0 30,f7g6 h3e6,1082,143,100,20,endgame master mate mateIn1 oneMove,https://lichess.org/Kt19EQMc/black#60,,True,https://lichess.org/training/26mxX
27ALx,r3qr2/pbp1bk1p/1p1p4/3PN1Qn/2B1n3/1P4P1/PBP2P1P/4R1K1 b - - 1 20,d6e5 d5d6 b7d5 c4d5,1563,76,95,20757,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/0zhoGqiG/black#40,,True,https://lichess.org/training/27ALx
27gqy,6k1/6pp/p1Qb4/3p4/4p3/1P3q1P/P3K3/3R3R w - - 3 31,e2d2 f3d3 d2c1 d6a3,2169,79,87,224,endgame mate mateIn2 short,https://lichess.org/hyl9JsYe#61,,True,https://lichess.org/training/27gqy
2IcBK,rnbqr1k1/pp2bp2/5n1Q/4N3/2B5/3P2PP/PPP2P2/R3K2R b KQ - 0 14,e7f8 c4f7,1124,75,94,828,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/Oaff60TD/black#28,Philidor_Defense Philidor_Defense_Other_variations,True,https://lichess.org/training/2IcBK
2KYQs,6k1/p6p/1pp5/5p2/3p1b1q/3PrQ1N/PPP3P1/R6K w - - 4 29,f3c6 e3h3 g2h3 h4h3 h1g1 f4e3,1952,110,74,51,endgame long master mate mateIn3,https://lichess.org/XuW1Nhzl#57,,True,https://lichess.org/training/2KYQs
2LEfK,2r3k1/5ppp/8/3pp1P1/1b5P/2PqBQ2/1P3P2/2K4R w - - 3 30,h1d1 c8c3 b2c3 b4a3,1963,79,77,82,endgame mate mateIn2 queensideAttack sacrifice short,https://lichess.org/dpF7gVDi#59,,True,https://lichess.org/training/2LEfK
2Rs7p,2R1Q3/p6k/1b5p/4P3/P3q3/6P1/6KP/8 w - - 4 41,g2f1 e4f3 f1e1 b6a5 c8c3 a5c3,1831,74,95,13127,endgame exposedKing long mate mateIn3,https://lichess.org/9cK61IX1#81,,True,https://lichess.org/training/2Rs7p
2Sr8m,3rn2k/8/2p4p/5B2/8/4Q1P1/P2p2KP/8 b - - 0 34,d2d1q e3h6 h8g8 f5e6,1950,79,71,232,endgame master mate mateIn2 short,https://lichess.org/VygM7pTr/black#68,,True,https://lichess.org/training/2Sr8m
2iO1d,3rk2r/4np1p/1bp5/4p2P/Q3n2p/2Pq1P2/P2BN3/3RKBNR w Kk - 0 19,e2f4 b6f2,1428,75,80,193,mate mateIn1 middlegame oneMove,https://lichess.org/PIMJ9rSE#37,Scandinavian_Defense Scandinavian_Defense_Other_variations,True,https://lichess.org/training/2iO1d
2iutj,1Q6/p5bk/6R1/8/2P4P/P3q3/8/4K1R1 w - - 8 39,e1f1 e3f3 f1e1 g7c3,1650,74,96,13125,endgame mate mateIn2 short,https://lichess.org/roHYXgin#77,,True,https://lichess.org/training/2iutj
2mdhQ,r1bq2kr/pppn3p/7Q/3pp1p1/1b1PN3/2N1P3/PP3PPP/2R1KB1R b K - 0 13,d5e4 f1c4,1413,77,88,564,master mate mateIn1 oneMove opening,https://lichess.org/3XD9VVn7/black#26,Queens_Gambit_Declined Queens_Gambit_Declined_Exchange_Variation,True,https://lichess.org/training/2mdhQ
2oi9a,r6k/4rp1p/2p1bN2/pp2p1PQ/1b2N2P/1PPPq3/1P6/R3KR2 w Q - 1 24,e1d1 e6b3,1976,75,90,3192,master mate mateIn1 middlegame oneMove,https://lichess.org/6paPdFQ7#47,,True,https://lichess.org/training/2oi9a
2pezk,2b5/4Qpk1/4p3/P2pP3/3P4/2P3q1/8/R5K1 w - - 2 41,g1f1 c8a6 c3c4 a6c4,1571,104,74,46,endgame mate mateIn2 short,https://lichess.org/tD5y6cVV#81,,True,https://lichess.org/training/2pezk
2w3QD,r1bq1r1k/ppp3p1/2np2QB/3Np3/2B5/3P2nP/PPP2bPK/R7 b - - 3 17,g3f5 h6g7 f5g7 g6h6 h8g8 d5e7,1483,75,97,4530,doubleCheck fork long mate mateIn3 middlegame sacrifice,https://lichess.org/0FQ3XgIt/black#34,Italian_Game Italian_Game_Giuoco_Piano,True,https://lichess.org/training/2w3QD
3177B,5k2/8/5Qpp/2P5/8/3pq1rP/6B1/7K b - - 3 60,f8e8 g2c6,1190,78,100,50,endgame mate mateIn1 oneMove,https://lichess.org/x79NyCH2/black#120,,True,https://lichess.org/training/3177B
35QL1,6k1/p4p1p/8/2QBPb2/PP6/6q1/8/6K1 w - - 0 43,g1f1 f5d3,1632,94,69,284,endgame master mate mateIn1 oneMove,https://lichess.org/VV4Q74vH#85,,True,https://lichess.org/training/35QL1
3Dh0V,r3r1k1/1p3pp1/8/p1bB2Rp/P4Bn1/2NP3q/1PP2P2/R2Q2K1 w - - 1 18,d5b7 c5f2,1357,74,100,353,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/4iUKuZ4c#35,Petrovs_Defense Petrovs_Defense_Three_Knights_Game,True,https://lichess.org/training/3Dh0V
3G8ql,1rb2k1r/4n2p/2pN1pB1/2Bp3Q/2q2P2/p7/Pb4PP/3R1R1K b - - 0 28,c4c5 h5h6 f8g8 g6f7,1633,76,80,242,mate mateIn2 middlegame short,https://lichess.org/zGf66lVv/black#56,,True,https://lichess.org/training/3G8ql
3HuZc,4k1nr/1p4pp/p3Q3/2B4q/8/8/PPP2PP1/3rR1K1 b k - 1 23,e8d8 c5b6,1768,81,75,306,master mate mateIn1 middlegame oneMove,https://lichess.org/03kGfD8r/black#46,,True,https://lichess.org/training/3HuZc
3I9V2,rnb1k2r/pp3ppp/2p2n2/2bPq3/8/5K2/PPPP2PP/RNBQ1BNR w kq - 2 9,d1e2 c8g4,1246,75,97,845,mate mateIn1 oneMove opening,https://lichess.org/dQVwV0Kc#17,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit,True,https://lichess.org/training/3I9V2
3Jgqx,2k4r/pp2Q1R1/8/1b1pPp1p/3P1q2/P1B4P/1P3K2/8 w - - 0 28,f2e1 f4e3 e1d1 b5a4 b2b3 a4b3,2143,83,83,622,endgame exposedKing long mate mateIn3,https://lichess.org/UH8KXjNz#55,,True,https://lichess.org/training/3Jgqx
3PkFa,rn3r1k/pp4p1/1bp1Q2p/8/8/2Pq1N2/PP3PPP/R1B1K2R w KQ - 1 16,f3e5 b6f2,1412,76,71,387,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/I7ZdBmrF#31,Bishops_Opening Bishops_Opening_Berlin_Defense,True,https://lichess.org/training/3PkFa
3QlZq,r4k1r/p1P2p2/2p4p/3P4/1b6/2N2Npq/PPPB1K2/R2Q3R w - - 0 19,f2g1 b4c5 f3d4 c5d4 d2e3 d4e3,1198,78,83,103,exposedKing kingsideAttack long mate mateIn3 middlegame,https://lichess.org/tgFPJVon#37,,True,https://lichess.org/training/3QlZq
3SKjR,r2qrk2/pbp1b2p/np2Q1p1/4Np2/2PP1Bn1/2NB4/PP3PPP/R3K2R b KQ - 2 15,g4e5 f4h6,1485,85,88,2268,mate mateIn1 middlegame oneMove,https://lichess.org/yda4V5hQ/black#30,Queens_Gambit_Declined Queens_Gambit_Declined_Three_Knights_Variation,True,https://lichess.org/training/3SKjR
3Uyh9,1Q6/8/1p1k1q1p/p1p3pB/P1Pn4/1P5P/6K1/8 b - - 5 48,d6c6 h5e8,1696,77,92,343,endgame master mate mateIn1 oneMove,https://lichess.org/fFcbyMlE/black#96,,True,https://lichess.org/training/3Uyh9
3Wk4b,2kb4/2B5/2Qp2pp/3P4/4P3/3q3P/PP6/2R2K2 w - - 5 38,f1e1 d8h4,1128,76,87,514,endgame mate mateIn1 oneMove,https://lichess.org/AnFws0zG#75,,True,https://lichess.org/training/3Wk4b
3Y4kz,8/q3kpQp/4pR2/p2p4/8/1bP2P2/1P4PP/R5K1 w - - 1 30,g1f1 b3c4 f1e1 a7e3 e1d1 c4b3,1845,74,95,12859,endgame long mate mateIn3,https://lichess.org/F24Tj7uM#59,,True,https://lichess.org/training/3Y4kz
3gA3q,8/1q5p/1P3p1k/5Qp1/3b1P2/6P1/7P/1R4K1 w - - 1 45,g1f1 b7f3 f1e1 d4c3,1842,77,88,1339,endgame mate mateIn2 short,https://lichess.org/1Hatff69#89,,True,https://lichess.org/training/3gA3q
3mzk7,r3r1k1/pp3p1p/6b1/5p2/2Bp2P1/2qP3P/P1P2P2/1RQK3R w - - 0 21,g4f5 g6h5 f2f3 h5f3,1285,74,91,3475,mate mateIn2 middlegame short,https://lichess.org/9yssK5Al#41,,True,https://lichess.org/training/3mzk7
3pYVI,8/Q5pk/7p/4q3/4b3/7P/7K/R7 w - - 1 55,h2g1 e5g3 g1f1 e4d3,1623,74,92,2108,endgame mate mateIn2 short,https://lichess.org/kd3l7Fmg#109,,True,https://lichess.org/training/3pYVI
3sDra,r1bq2r1/pp1kb3/4p3/3pQ1B1/3p4/3B1P2/PPPNKP1p/R3R3 b - - 0 18,g8g5 d3b5,925,86,100,41,mate mateIn1 middlegame oneMove,https://lichess.org/9RqtTe2k/black#36,French_Defense French_Defense_Advance_Variation,True,https://lichess.org/training/3sDra
3wcqn,7k/7p/4Q1p1/4p1P1/1b5P/1BPq4/8/3K4 w - - 5 49,d1c1 b4a3,1820,76,90,2407,endgame mate mateIn1 oneMove,https://lichess.org/QAMTgb5l#97,,True,https://lichess.org/training/3wcqn
40jFJ,r4r1k/1b2q3/6p1/1p1Nbp1p/p3p3/P1Pp3P/BP1Q1PP1/1R2R1K1 b - - 1 29,e7d6 d2h6 h8g8 d5f6,1023,79,92,641,doubleCheck kingsideAttack mate mateIn2 middlegame short,https://lichess.org/aP9BjlRt/black#58,,True,https://lichess.org/training/40jFJ
44wU7,7k/ppp2Q2/6p1/6qp/4B1b1/3P2P1/PPP1pK1P/8 w - - 2 26,e4g6 e2e1q f2e1 g5e3 e1f1 g4h3,2286,88,90,737,advancedPawn attraction endgame long master mate mateIn3 promotion,https://lichess.org/2tzhRuys#51,,True,https://lichess.org/training/44wU7
4AqSO,r1bq1knr/ppp1b2p/2n1p1BB/3pN2Q/3P4/8/PPP2PPP/RN2K2R b KQ - 2 9,g8h6 h5h6 f8g8 g6f7,1539,80,100,64,master mate mateIn2 opening short,https://lichess.org/eUWmBFOC/black#18,French_Defense French_Defense_Normal_Variation,True,https://lichess.org/training/4AqSO
4HHtJ,r3kr2/p4p2/1p2pQ1p/2ppP3/8/6P1/P2qBK1P/7R b q - 0 22,d2g5 e2b5,1189,114,100,62,endgame master mate mateIn1 oneMove,https://lichess.org/WCf9lgI6/black#44,,True,https://lichess.org/training/4HHtJ
4IsLS,rr4k1/3b2bp/3p4/pP1Pp3/R3Pp2/1Q1BqP2/7P/1R2BK2 w - - 1 32,d3e2 d7h3,972,77,82,400,mate mateIn1 middlegame oneMove,https://lichess.org/Xa3UIRcZ#63,,True,https://lichess.org/training/4IsLS
4Osgg,5r2/bpp2q1k/p2p2p1/3P4/1PP3QP/P7/1B2R1P1/7K w - - 2 32,e2e6 f7f1 h1h2 f1g1 h2h3 g1h1 h3g3 a7f2,1616,77,96,18886,endgame mate mateIn4 veryLong,https://lichess.org/pEUmwLlr#63,,True,https://lichess.org/training/4Osgg
4PEmR,1r1r2k1/5p2/np3RpQ/pNp1pb1p/2B1q3/8/PP3PP1/2R3K1 b - - 2 26,e4f4 c4f7,1116,77,96,4406,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/RDTKeOew/black#52,,True,https://lichess.org/training/4PEmR
4Qn56,5k1n/6pp/4Qb2/1q5P/5BP1/pP6/P7/K6R w - - 1 32,a1b1 b5d3 b1c1 f6b2,1241,75,84,157,endgame mate mateIn2 short,https://lichess.org/OnqmB2su#63,,True,https://lichess.org/training/4Qn56
4WCgS,8/7R/Q5p1/2p2k2/3p1b1P/1P5q/P7/7K w - - 2 53,h1g1 f4e3,1579,82,89,727,endgame mate mateIn1 oneMove,https://lichess.org/QhCcSkfG#105,,True,https://lichess.org/training/4WCgS
4Wzf3,4r3/1b3p1k/pp3R2/2q2p1p/P4Q2/2N1R3/BPP3rP/5K2 b - - 0 29,e8e3 f4h6 h7g8 a2f7,1544,74,95,7571,mate mateIn2 middlegame short,https://lichess.org/Znrwc8E0/black#58,,True,https://lichess.org/training/4Wzf3
4c7tP,3kr3/p7/1p5Q/4q3/8/3B2PP/P1P4K/4r3 b - - 0 40,e5e3 h6d6 d8c8 d3a6,1872,136,78,32,endgame mate mateIn2 short,https://lichess.org/BGctxwyQ/black#80,,True,https://lichess.org/training/4c7tP
4cXvW,5b1k/1p3Rpp/p3Q3/3Pp3/P7/1P1q3P/8/1K6 w - - 7 40,b1c1 f8a3,1006,80,93,463,endgame mate mateIn1 oneMove,https://lichess.org/ATLuid3I#79,,True,https://lichess.org/training/4cXvW
4h8TH,1r1q3k/1B1n2p1/p3Q2N/4Pp2/3b4/2Np3P/PP4PK/8 b - - 0 28,g7h6 e6h6 h8g8 b7d5,1283,75,87,142,mate mateIn2 middlegame short,https://lichess.org/WW3Md7zb/black#56,,True,https://lichess.org/training/4h8TH
4laWw,4r3/p3p2p/b2p4/3Pk1p1/P1p3P1/2P1BQKP/2q5/8 b - - 6 42,c2g6 e3d4,1190,260,86,10,endgame master mate mateIn1 oneMove,https://lichess.org/wF137ufg/black#84,,True,https://lichess.org/training/4laWw
4nU7B,2r1k3/1p2b1Q1/4pB1p/3p3P/p2P4/P1rq4/1P3P2/1NK3RR w - - 0 31,b1c3 c8c3 b2c3 e7a3,1678,159,54,7,deflection mate mateIn2 middlegame queensideAttack short,https://lichess.org/8UPnpcqJ#61,,True,https://lichess.org/training/4nU7B
4yyAD,Q7/1N1bk1b1/pR3p1p/2pP1PpP/2P1P1P1/P3q3/8/4K3 w - - 2 44,e1d1 d7a4 b6b3 a4b3,1107,79,92,2342,endgame mate mateIn2 short,https://lichess.org/JziOBCTh#87,,True,https://lichess.org/training/4yyAD
58b1r,4r3/4k3/3p2Q1/p7/P2P2pp/2PBq3/2K5/8 b - - 2 46,e7d8 g6d6 d8c8 d3a6,1390,109,83,26,endgame mate mateIn2 short,https://lichess.org/GlN7YWvs/black#92,,True,https://lichess.org/training/58b1r
5I8o9,1k6/5B2/1Q6/p2K2p1/P7/5n2/8/7q b - - 0 51,b8c8 f7e6,1079,77,86,3264,endgame mate mateIn1 oneMove,https://lichess.org/QTVbQ0V5/black#102,,True,https://lichess.org/training/5I8o9
5RSsp,3k4/p7/1p3Q1b/3B4/2p3K1/4q3/PP5P/8 b - - 9 40,d8e8 d5c6,1851,76,97,636,endgame mate mateIn1 oneMove,https://lichess.org/e8A9xLGa/black#80,,True,https://lichess.org/training/5RSsp
5Ra6s,8/p4ppk/3p3p/2p5/2P2Pb1/4q1P1/PQ1N3P/1R4K1 w - - 3 27,g1f1 g4h3,1619,85,80,706,endgame mate mateIn1 oneMove,https://lichess.org/OhlFPod3#53,,True,https://lichess.org/training/5Ra6s
5UBoY,r5k1/pp6/5pQ1/3p3p/3Pn2P/1B3q2/PPPB4/1K6 b - - 0 34,g8f8 d2b4 e4d6 b4d6,2049,76,90,1232,endgame mate mateIn2 short,https://lichess.org/pjjGwXDA/black#68,,True,https://lichess.org/training/5UBoY
5aD06,2rk4/p5pp/1b2p3/1B1pP3/8/Q7/2P2rPP/7K b - - 7 32,c8c2 a3d6 d8c8 b5a6,1815,77,87,187,endgame mate mateIn2 short,https://lichess.org/VmmLmBd8/black#64,,True,https://lichess.org/training/5aD06
5l4pS,5rk1/6p1/2p5/p3Pb1P/1pP1Qp1q/1P1P1P1P/P5K1/6RR w - - 4 31,e4c6 h4g3 g2f1 f5d3,1206,77,100,1063,endgame mate mateIn2 short,https://lichess.org/zdat2oc3#61,,True,https://lichess.org/training/5l4pS
5zviM,5k2/p7/4pQ2/2b4p/8/5P2/P1B2q1P/7K b - - 2 35,f8e8 c2a4,1800,77,90,5809,endgame master masterVsMaster mate mateIn1 oneMove,https://lichess.org/CRcWEiZb/black#70,,True,https://lichess.org/training/5zviM
60V8v,5Q2/pkq5/2p5/p7/3Pb2r/NPP3P1/P7/6K1 w - - 1 32,g3h4 c7g3 g1f1 e4d3,1576,74,86,586,endgame mate mateIn2 short,https://lichess.org/VEuel5yM#63,,True,https://lichess.org/training/60V8v
61rrE,4Q3/6p1/p4p1k/2p2b2/P4P1n/2P3q1/2NP2N1/R5K1 w - - 3 35,c2e3 h4f3 g1f1 f5d3,1638,75,89,166,mate mateIn2 middlegame short,https://lichess.org/Ync51Bxi#69,,True,https://lichess.org/training/61rrE
626h1,rn1q2r1/pbpp1p2/1pk1p3/3n3N/P1BQ1B2/8/2P2PPP/R4RK1 b - - 0 18,d5f4 c4b5,1533,85,89,1516,mate mateIn1 middlegame oneMove,https://lichess.org/rOCmnokW/black#36,Owen_Defense Owen_Defense_Other_variations,True,https://lichess.org/training/626h1
