PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,PatternMatch,RookMoves,puzzle_ref
TzZ7N,6k1/p3bR2/2p1p1p1/2P5/2qPp3/6Pp/P6P/5R1K b - - 0 44,e7g5 f7f8 g8h7 f1f7 h7h6 f8h8,767,156,54,19,endgame exposedKing long mate mateIn3,https://lichess.org/hePrQuA8/black#88,,True,2,https://lichess.org/training/TzZ7N
JAT4M,8/pp3Rk1/4p1p1/7p/1B2P2P/P1N4K/1q1r4/5R2 b - - 5 34,g7g8 f7f8 g8g7 f1f7 g7h6 f8h8,770,93,93,1574,endgame exposedKing long mate mateIn3,https://lichess.org/0zB0wkfQ/black#68,,True,2,https://lichess.org/training/JAT4M
kV4DT,1r4k1/5R2/3p2p1/1BpP3b/4P2K/2r5/8/5R2 b - - 1 36,b8b5 f7f8 g8h7 f1f7 h7h6 f8h8,773,100,96,2269,endgame exposedKing long master mate mateIn3,https://lichess.org/ue0celOX/black#72,,True,2,https://lichess.org/training/kV4DT
rQyG2,8/5Rk1/p5p1/P6p/1P3R1P/6P1/2r2PK1/4q3 b - - 0 42,g7g8 f7f8 g8h7 f4f7 h7h6 f8h8,775,92,83,176,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/NPPnbZfl/black#84,,True,2,https://lichess.org/training/rQyG2
79Mgc,5k2/p4R2/4p1p1/3p2bq/7P/8/r5P1/5R1K b - - 0 34,f8g8 f7f8 g8h7 f1f7 h7h6 f8h8,779,79,84,153,endgame exposedKing long mate mateIn3,https://lichess.org/RyMfwRQJ/black#68,,True,2,https://lichess.org/training/79Mgc
GAo6G,6k1/p7/6p1/2q4p/3p1R2/P2P3K/4PR1P/1r6 b - - 0 31,c5g5 f4f8 g8h7 f2f7 h7h6 f8h8,782,82,67,72,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/0lvRsWvD/black#62,,True,2,https://lichess.org/training/GAo6G
ISSac,6k1/ppp5/3p2p1/3P3p/5R1P/6q1/P1P2RP1/6K1 b - - 6 26,a7a5 f4f8 g8h7 f2f7 h7h6 f8h8,788,102,95,1580,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/mRuFdxad/black#52,,True,2,https://lichess.org/training/ISSac
vnBDN,5rk1/5p2/4p1Q1/p2pP2p/3n3P/6P1/q1r2R2/5RK1 b - - 0 38,f7g6 f2f8 g8h7 f1f7 h7h6 f8h8,791,90,93,449,endgame exposedKing long mate mateIn3,https://lichess.org/Bj7MaG0I/black#76,,True,2,https://lichess.org/training/vnBDN
cnXW9,7k/8/2p2pp1/p6p/2PR2rP/1P3PP1/r7/3R1K2 b - - 0 41,g4g3 d4d8 h8g7 d1d7 g7h6 d8h8,796,90,97,500,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/9CZkE9g2/black#82,,True,2,https://lichess.org/training/cnXW9
UoCGV,3r1k2/2R3pp/1p4p1/p3N3/P7/1PP5/3r4/2K4R w - - 0 39,h1h7 d2d1 c1b2 d8d2 b2a3 d1a1,797,96,85,429,endgame exposedKing long mate mateIn3,https://lichess.org/9W7VmVpr#77,,True,2,https://lichess.org/training/UoCGV
xZ86N,6k1/8/2p1p1p1/1pPp2Nb/3P3p/r3P1qP/2B2RP1/5RK1 b - - 0 31,g3g5 f2f8 g8h7 f1f7 h7h6 f8h8,797,78,88,322,endgame exposedKing long mate mateIn3,https://lichess.org/2bEFnHbz/black#62,,True,2,https://lichess.org/training/xZ86N
AvHKG,5r1k/6p1/p4r1p/8/P1P1R1QP/6P1/8/6K1 w - - 5 39,e4e7 f6f1 g1h2 f8f2 h2h3 f1h1,799,101,95,941,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/w4ae03Pb#77,,True,2,https://lichess.org/training/AvHKG
KxIPk,6k1/5R2/p5p1/2pp2P1/P7/1r4r1/7K/5R2 b - - 3 38,g3g5 f7f8 g8h7 f1f7 h7h6 f8h8,802,105,92,931,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/tQvUNMvi/black#76,,True,2,https://lichess.org/training/KxIPk
XT1gs,7k/1p5p/1ppp2p1/4p1q1/4P3/P1PP1R1P/1P5K/5R2 b - - 4 28,h7h5 f3f8 h8g7 f1f7 g7h6 f8h8,804,89,91,173,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/J7BXjkFs/black#56,,True,2,https://lichess.org/training/XT1gs
GbATD,1k6/8/1p6/p2Pp3/1q2Pp1p/2R2K1P/1PR5/8 b - - 3 34,b4b5 c3c8 b8a7 c2c7 a7a6 c8a8,807,90,73,169,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/bYY4DI1q/black#68,,True,2,https://lichess.org/training/GbATD
5A6Vc,5r2/8/1pp4k/3pR3/3P2R1/pPP3P1/P4r1P/6K1 w - - 7 40,h2h4 f2f1 g1h2 f8f2 h2h3 f1h1,807,96,96,1134,endgame exposedKing long master mate mateIn3 rookEndgame,https://lichess.org/SdFSC810#79,,True,2,https://lichess.org/training/5A6Vc
SgKBW,5k2/4R3/5p1p/2P3p1/1P4P1/5r1P/3q4/4R1K1 b - - 6 40,f3h3 e7e8 f8g7 e1e7 g7g6 e8g8,808,89,95,1083,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/Vtuxe8Ch/black#80,,True,2,https://lichess.org/training/SgKBW
2NcnX,6k1/8/5p1p/3p2p1/2pP1BP1/4RP1P/r5r1/4RK2 b - - 0 37,g5f4 e3e8 g8f7 e1e7 f7g6 e8g8,809,93,92,980,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/za3WVF2D/black#74,,True,2,https://lichess.org/training/2NcnX
xD9ou,6k1/2p5/4p1p1/p5bp/1p2P3/5RP1/PPr5/4KR2 b - - 1 32,c2b2 f3f8 g8h7 f1f7 h7h6 f8h8,810,91,96,477,endgame exposedKing long mate mateIn3,https://lichess.org/0tuOFofj/black#64,,True,2,https://lichess.org/training/xD9ou
wJili,6k1/1p1R2pp/p3p1r1/5p2/5P2/7P/P1r3P1/3R3K b - - 1 29,c2g2 d7d8 g8f7 d1d7 f7f6 d8f8,811,92,96,1087,endgame long mate mateIn3 rookEndgame,https://lichess.org/BnHp1nbw/black#58,,True,2,https://lichess.org/training/wJili
XmQdo,6k1/2p3pp/2r1p1r1/1p1n4/p4P2/P1P1B3/3R3K/3R4 b - - 0 30,d5e3 d2d8 g8f7 d1d7 f7f6 d8f8,815,79,76,68,endgame long mate mateIn3,https://lichess.org/EGqt9oDn/black#60,,True,2,https://lichess.org/training/XmQdo
KuRvv,8/5Rk1/6p1/7p/7P/6PK/1r2r3/5R2 b - - 0 40,g7g8 f7f8 g8h7 f1f7 h7h6 f8h8,817,92,95,2342,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/6LbSHXYm/black#80,,True,2,https://lichess.org/training/KuRvv
02jP2,7k/p4r1p/2pR4/8/6R1/6P1/PP3r1P/6K1 w - - 0 27,h2h4 f2f1 g1h2 f7f2 h2h3 f1h1,817,88,89,82,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/ataPzuaP#53,,True,2,https://lichess.org/training/02jP2
3e5Pf,5rk1/1p3p2/p1n1p1Q1/3pP2p/3P3P/2P1q3/PP3RP1/5R1K b - - 0 24,f7g6 f2f8 g8h7 f1f7 h7h6 f8h8,818,81,75,94,endgame exposedKing kingsideAttack long mate mateIn3,https://lichess.org/4ZlOQXZZ/black#48,,True,2,https://lichess.org/training/3e5Pf
6bmsH,5rk1/5r1p/4p1pP/R1p1p3/2P5/1p1PP3/1R4P1/3K4 w - - 0 33,b2b3 f7f1 d1d2 f8f2 d2c3 f1c1,819,78,82,133,endgame exposedKing long master mate mateIn3 rookEndgame,https://lichess.org/4FGD8gEF#65,,True,2,https://lichess.org/training/6bmsH
P3i1Y,5r2/5rk1/2pp2p1/pp2p3/4P1QP/2PPPNP1/PP6/6K1 w - - 2 27,f3g5 f7f1 g1h2 f8f2 h2h3 f1h1,824,95,96,158,endgame exposedKing kingsideAttack long mate mateIn3,https://lichess.org/v1WNZNQQ#53,,True,2,https://lichess.org/training/P3i1Y
0HAqd,4r2k/1b3R2/1qr3p1/1p2Q2p/2p4P/2P5/6PK/1B3R2 b - - 5 39,e8e5 f7f8 h8g7 f1f7 g7h6 f8h8,825,88,91,321,exposedKing long mate mateIn3 middlegame,https://lichess.org/ZhXENGzC/black#78,,True,2,https://lichess.org/training/0HAqd
Sjahg,4r1k1/pp3R2/2p3p1/6q1/7p/7P/PP2Q1P1/5RK1 b - - 0 30,e8e2 f7f8 g8h7 f1f7 h7h6 f8h8,826,117,81,31,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/BzkEFNFj/black#60,,True,2,https://lichess.org/training/Sjahg
ekfGz,5r2/2p2r1k/pp2q1Rb/3p1PpP/3P2Q1/2P3P1/PPN5/7K w - - 0 36,f5e6 f7f1 h1h2 f8f2 h2h3 f1h1,826,90,90,68,endgame exposedKing fork long mate mateIn3,https://lichess.org/uX7fFnBK#71,,True,2,https://lichess.org/training/ekfGz
f7CVa,5rk1/5p2/3p2Q1/p3p2p/4P2P/P7/1q2rRP1/5R1K b - - 0 32,f7g6 f2f8 g8h7 f1f7 h7h6 f8h8,829,84,87,579,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/ev4quMRG/black#64,,True,2,https://lichess.org/training/f7CVa
P6j0u,6k1/4R2p/1p1r1pp1/p1pr4/5P2/6P1/PP4KP/4R3 b - - 8 33,h7h5 e7e8 g8g7 e1e7 g7h6 e8h8,829,79,84,77,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/BJdhnVcO/black#66,,True,2,https://lichess.org/training/P6j0u
7YW1i,5k2/1p1R4/p1p2p2/2P2Pp1/1P2P1P1/8/6rr/3R1K2 b - - 14 46,g2e2 d7d8 f8g7 d1d7 g7h6 d8h8,830,98,94,643,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/pLMXSn37/black#92,,True,2,https://lichess.org/training/7YW1i
I4zM6,8/5k2/2p1Rpp1/2Pp3p/3P1P2/1r4Pr/5K2/4R3 b - - 1 43,h3g3 e6e7 f7g8 e7e8 g8g7 e1e7 g7h6 e8h8,830,81,88,173,endgame mate mateIn4 rookEndgame veryLong,https://lichess.org/IDNLnTLl/black#86,,True,2,https://lichess.org/training/I4zM6
yMqqr,4r1k1/p7/6p1/2p4p/2p4P/2P2R2/2r5/5R1K b - - 2 42,e8e2 f3f8 g8h7 f1f7 h7h6 f8h8,830,100,78,538,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/yx1EcmmB/black#84,,True,2,https://lichess.org/training/yMqqr
eKSO5,8/5R1k/6p1/p6p/q6P/6P1/5R1K/8 b - - 0 42,h7g8 f7f8 g8h7 f2f7 h7h6 f8h8,832,87,95,602,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/qTVMcDOM/black#84,,True,2,https://lichess.org/training/eKSO5
E15kj,5r2/1p5k/p1p3p1/4Q2p/1PP1P2P/3PP1P1/P4rK1/8 w - - 1 33,g2g1 f2f1 g1h2 f8f2 h2h3 f1h1,833,86,91,248,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/GTP6Buvy#65,,True,2,https://lichess.org/training/E15kj
GhNyV,5rk1/1p3p2/p3p1Q1/4P1bp/1P6/P4R1P/3q2P1/5RK1 b - - 0 34,f7g6 f3f8 g8h7 f1f7 h7h6 f8h8,834,91,75,37,endgame exposedKing long mate mateIn3,https://lichess.org/xt9uF6Q8/black#68,,True,2,https://lichess.org/training/GhNyV
sXTEY,7k/8/p4Rp1/1p1p2p1/3P2Pb/1P4r1/P3r3/5R1K b - - 3 38,g3g2 f6f8 h8g7 f1f7 g7h6 f8h8,835,79,85,162,endgame exposedKing long mate mateIn3,https://lichess.org/6rygY0Pq/black#76,,True,2,https://lichess.org/training/sXTEY
scU7r,6k1/p6p/6p1/6q1/2PP4/6r1/P4RB1/5RK1 b - - 0 39,h7h5 f2f8 g8h7 f1f7 h7h6 f8h8,836,78,79,141,endgame exposedKing long mate mateIn3,https://lichess.org/M2gX3W6D/black#78,,True,2,https://lichess.org/training/scU7r
AV4ks,5rk1/6p1/2p1R3/p1Rp4/6QP/6P1/PP3r2/6K1 w - - 0 36,c5c6 f2f1 g1h2 f8f2 h2h3 f1h1,836,89,95,840,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/pwxKrSIG#71,,True,2,https://lichess.org/training/AV4ks
3081P,7k/p4p2/5RB1/1pp3q1/1n1p4/3P4/PPP4K/5R2 b - - 3 35,f7g6 f6f8 h8g7 f1f7 g7h6 f8h8,838,77,100,157,endgame exposedKing long mate mateIn3,https://lichess.org/uqPZJQuY/black#70,,True,2,https://lichess.org/training/3081P
Uvgam,5k2/pp3r2/8/8/2P1Q1pP/6P1/PP3r2/6K1 w - - 5 44,e4g4 f2f1 g1h2 f7f2 h2h3 f1h1,838,95,96,116,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/HnIo8gKt#87,,True,2,https://lichess.org/training/Uvgam
OQChj,3k1r2/5rp1/p1b1R3/1pN3Rp/7P/2P3P1/PP6/6K1 w - - 1 35,e6c6 f7f1 g1h2 f8f2 h2h3 f1h1,838,90,67,85,endgame exposedKing long mate mateIn3,https://lichess.org/KgDBFPas#69,,True,2,https://lichess.org/training/OQChj
MI6WG,8/p2R4/2p1r3/3p4/3P2RP/2Pk2P1/PP2r3/6K1 w - - 1 39,d7a7 e2e1 g1h2 e6e2 h2h3 e1h1,839,78,90,96,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/tVNzqZAa#77,,True,2,https://lichess.org/training/MI6WG
IE5yQ,7r/2R5/p3R3/1p1p1p1r/3k4/1B4p1/PP3P2/6K1 w - - 4 36,f2g3 h5h1 g1g2 h8h2 g2f3 h1f1,839,84,91,368,endgame exposedKing long mate mateIn3,https://lichess.org/cZmsvvpl#71,,True,2,https://lichess.org/training/IE5yQ
cFaNF,6k1/p4R1p/2p3p1/6q1/8/P7/2P3P1/5R1K b - - 1 37,h7h5 f7f8 g8h7 f1f7 h7h6 f8h8,841,76,80,105,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/YtdPhU4r/black#74,,True,2,https://lichess.org/training/cFaNF
VbRLk,8/5r1k/6p1/7p/2QP3P/2p3P1/5r2/6K1 w - - 0 42,c4c3 f2f1 g1h2 f7f2 h2h3 f1h1,841,81,59,117,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/jYM33qtk#83,,True,2,https://lichess.org/training/VbRLk
Amtmw,8/8/5r2/pR4R1/6pP/P1P3P1/1Pk2r2/6K1 w - - 0 42,g5g4 f2f1 g1h2 f6f2 h2h3 f1h1,841,79,89,171,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/R7IC7sLO#83,,True,2,https://lichess.org/training/Amtmw
kN415,5r2/1pp2r1k/p2p2R1/8/4P1R1/1P1P2P1/1PP5/6K1 w - - 3 29,g6g5 f7f1 g1h2 f8f2 h2h3 f1h1,841,95,96,2036,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/ptUUEDNv#57,,True,2,https://lichess.org/training/kN415
mvfEP,5r2/7k/8/8/2P3QP/4P1P1/P4r2/6K1 w - - 1 39,c4c5 f2f1 g1h2 f8f2 h2h3 f1h1,843,77,79,189,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/HYMrgjiL#77,,True,2,https://lichess.org/training/mvfEP
61AQL,5rk1/1p3p2/p3Q1p1/6q1/2P1PRp1/8/PP4PP/5RK1 b - - 0 26,f7e6 f4f8 g8h7 f1f7 h7h6 f8h8,844,99,94,502,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/JiVCPShO/black#52,,True,2,https://lichess.org/training/61AQL
FGEVS,5k2/2p2p2/pp1p2P1/3P1p2/2P2P2/bPr1r3/P6R/1K5R b - - 0 35,f7g6 h2h8 f8e7 h1h7 e7f6 h8f8,845,97,94,426,endgame exposedKing long mate mateIn3,https://lichess.org/xLF5GRyi/black#70,,True,2,https://lichess.org/training/FGEVS
zW66d,7k/ppp1pR2/2n3p1/6P1/2p4q/8/P5P1/5RK1 b - - 3 25,h4g5 f7f8 h8g7 f1f7 g7h6 f8h8,847,80,91,446,endgame exposedKing long mate mateIn3,https://lichess.org/AisYDJwc/black#50,,True,2,https://lichess.org/training/zW66d
VMCy8,5r1k/pp4p1/7p/4P3/6QP/2P3P1/PP3r2/3R3K w - - 3 32,d1d7 f2f1 h1h2 f8f2 h2h3 f1h1,848,84,87,139,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/xFFtYgVr#63,,True,2,https://lichess.org/training/VMCy8
3EGyE,6k1/5R2/p3r1p1/1p1r3p/2pP4/P1P5/1P4PK/5R2 b - - 0 29,d5g5 f7f8 g8h7 f1f7 h7h6 f8h8,850,98,97,1033,endgame exposedKing long master masterVsMaster mate mateIn3 rookEndgame,https://lichess.org/UIZHLAuS/black#58,,True,2,https://lichess.org/training/3EGyE
ls2WU,5r1k/2p4p/1p1p4/p2P4/P1P3QP/4R1P1/5r2/6K1 w - - 3 35,e3e7 f2f1 g1h2 f8f2 h2h3 f1h1,850,88,95,2193,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/GMhN3k9U#69,,True,2,https://lichess.org/training/ls2WU
rknW9,8/3P1k1p/p6r/5p1r/1P3R2/P3R1P1/7P/7K w - - 1 36,d7d8q h5h2 h1g1 h2h1 g1g2 h6h2 g2f3 h1f1,851,82,83,293,endgame mate mateIn4 queenRookEndgame veryLong,https://lichess.org/E6r1cItf#71,,True,2,https://lichess.org/training/rknW9
5xPhZ,6k1/5R2/6pp/p5q1/2r5/P6P/1PP5/1K3R2 b - - 0 38,h6h5 f7f8 g8h7 f1f7 h7h6 f8h8,851,104,89,610,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/HfZnNtug/black#76,,True,2,https://lichess.org/training/5xPhZ
zZrQZ,7k/5R2/6p1/p1pB3p/2Pb3K/P5P1/1r2r2P/5R2 b - - 1 34,d4e3 f7f8 h8g7 f1f7 g7h6 f8h8,851,85,96,202,endgame exposedKing long mate mateIn3,https://lichess.org/eK9Vephl/black#68,,True,2,https://lichess.org/training/zZrQZ
kJzaQ,8/2kR4/1pp3p1/pqb5/7r/P2R4/1PP5/1KB5 b - - 2 40,c7c8 d7d8 c8b7 d3d7 b7a6 d8a8,853,78,67,91,endgame exposedKing long mate mateIn3,https://lichess.org/bVcR5kaw/black#80,,True,2,https://lichess.org/training/kJzaQ
Z2hps,6r1/3k4/R7/1p2p3/1P2P3/p1RP1P2/6r1/5K2 w - - 0 45,c3a3 g2g1 f1f2 g8g2 f2e3 g1e1,854,100,96,391,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/AVNQFBPg#89,,True,2,https://lichess.org/training/Z2hps
ntIVw,4Q3/6pk/p4r2/2p1Rr1p/3p3P/P2P2q1/1PP2P2/5RK1 w - - 0 34,f2g3 f5f1 g1h2 f6f2 h2h3 f1h1,855,78,100,455,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/umPmeFOy#67,,True,2,https://lichess.org/training/ntIVw
OYC7I,8/5Rk1/4p1p1/7p/7P/5R2/2rr2PK/8 b - - 0 42,g7h8 f7f8 h8g7 f3f7 g7h6 f8h8,856,82,100,103,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/BGnen4kR/black#84,,True,2,https://lichess.org/training/OYC7I
fhqSA,5k2/pp3R2/3p2p1/6qp/4n3/8/P5PP/5RK1 b - - 0 26,f8g8 f7f8 g8h7 f1f7 h7h6 f8h8,856,79,90,220,endgame exposedKing long mate mateIn3,https://lichess.org/5vWkfBqg/black#52,,True,2,https://lichess.org/training/fhqSA
t6qcS,6k1/2r4p/4p3/3p3R/PR6/1P4P1/2r2P2/2K5 w - - 0 35,c1b1 c2c1 b1b2 c7c2 b2a3 c1a1,857,84,96,2565,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/DlZxyJ5V#69,,True,2,https://lichess.org/training/t6qcS
up0GE,6k1/5R1p/p3p1P1/P2qP1b1/3Pp3/2P5/7K/5R2 b - - 0 36,h7g6 f7f8 g8h7 f1f7 h7h6 f8h8,858,89,96,223,endgame exposedKing long mate mateIn3,https://lichess.org/ltciwC7K/black#72,,True,2,https://lichess.org/training/up0GE
YraQ8,2k5/8/p1p1p2p/P2q1p2/3P2nP/4B3/1R6/1R4K1 b - - 5 32,g4e3 b2b8 c8d7 b1b7 d7d6 b8d8,858,85,95,133,endgame exposedKing long mate mateIn3,https://lichess.org/y2LQFO3Y/black#64,,True,2,https://lichess.org/training/YraQ8
w0pj0,6k1/pp3R2/2p3p1/4q2p/7P/6P1/PP3R2/7K b - - 0 34,e5g3 f7f8 g8h7 f2f7 h7h6 f8h8,858,87,88,85,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/SfDusvVR/black#68,,True,2,https://lichess.org/training/w0pj0
xSEqQ,2r5/3k1Bp1/b3Rn2/6N1/p4p2/P2P3R/2r5/5K2 w - - 2 42,e6a6 c2c1 f1g2 c8c2 g2f3 c1f1,860,79,83,247,exposedKing long mate mateIn3 middlegame,https://lichess.org/YXv1TQaP#83,,True,2,https://lichess.org/training/xSEqQ
pQCT1,6k1/8/3rp1p1/5p2/2pP1P2/1pq2NK1/p6R/7R b - - 1 43,d6d4 h2h8 g8f7 h1h7 f7f6 h8f8,860,77,88,255,endgame exposedKing long mate mateIn3,https://lichess.org/68z18LOX/black#86,,True,2,https://lichess.org/training/pQCT1
dv5Ne,8/3R4/p3pr1k/1p6/6R1/P5P1/2P2r2/6K1 w - - 0 42,d7d8 f2f1 g1h2 f6f2 h2h3 f1h1,860,77,76,195,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/yjwP1YST#83,,True,2,https://lichess.org/training/dv5Ne
frdNv,r6k/6p1/2p4p/1pP4P/1p1Pp1R1/1P2P1R1/r7/1K6 w - - 0 29,g4e4 a2a1 b1c2 a8a2 c2d3 a1d1,861,77,89,147,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/pGnZ3l1f#57,,True,2,https://lichess.org/training/frdNv
Oxk1S,r4Q1k/1p6/1p3Rp1/2p3q1/8/7P/P3n1B1/5R1K b - - 0 31,a8f8 f6f8 h8g7 f1f7 g7h6 f8h8,862,79,88,97,endgame exposedKing long mate mateIn3,https://lichess.org/uYpAfM0N/black#62,,True,2,https://lichess.org/training/Oxk1S
OhKec,6k1/6p1/2Q5/3p1r1p/1P1P4/P5PP/5r2/6K1 w - - 3 40,h3h4 f2f1 g1h2 f5f2 h2h3 f1h1,862,92,91,63,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/ETfz5lPY#79,,True,2,https://lichess.org/training/OhKec
kYFjK,5r2/6k1/p3p1p1/Pp2R2p/1PpP3P/2P1R1P1/5r2/6K1 w - - 0 37,e5e6 f2f1 g1h2 f8f2 h2h3 f1h1,862,84,60,40,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/2pG2LkCh#73,,True,2,https://lichess.org/training/kYFjK
v180H,5r2/5r1k/R7/1p4R1/6pP/1P4P1/P7/6K1 w - - 2 39,g5g4 f7f1 g1h2 f8f2 h2h3 f1h1,863,92,91,1450,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/H2XzKqk1#77,,True,2,https://lichess.org/training/v180H
yzM5l,3r4/Q4Rp1/3r1b1k/7p/4B2P/4P1P1/P4P2/6K1 w - - 1 34,f2f3 d6d1 g1h2 d8d2 h2h3 d1h1,864,98,94,479,endgame exposedKing long mate mateIn3,https://lichess.org/uf2nUkUT#67,,True,2,https://lichess.org/training/yzM5l
dXoXw,5rk1/1bp5/1p1p2p1/p2P1pqp/2P1Q3/2P2R1P/P5P1/5R1K b - - 0 26,f5e4 f3f8 g8h7 f1f7 h7h6 f8h8,865,93,90,277,endgame exposedKing kingsideAttack long mate mateIn3,https://lichess.org/kfXYsbZA/black#52,,True,2,https://lichess.org/training/dXoXw
gItId,6k1/pp6/2p3p1/3p2p1/3q2B1/8/PP3R1P/5R1K b - - 1 33,d4g4 f2f8 g8h7 f1f7 h7h6 f8h8,865,79,84,107,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/S1piN9nt/black#66,,True,2,https://lichess.org/training/gItId
BoKvX,8/pk4r1/1p6/2pPQ3/1P2Pp2/3P1P2/P5r1/5K2 w - - 2 34,e5f4 g2g1 f1f2 g7g2 f2e3 g1e1,865,94,92,613,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/HspBIYaX#67,,True,2,https://lichess.org/training/BoKvX
9AGTT,6k1/8/3pp1p1/p1p3r1/PpP1PR1p/1P1r4/5RP1/5K2 b - - 1 37,d3b3 f4f8 g8h7 f2f7 h7h6 f8h8,865,94,92,456,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/coQxaG8J/black#74,,True,2,https://lichess.org/training/9AGTT
uxhpm,r4k2/1p6/3p1pp1/2pP3p/2P2PbP/1P2R1P1/8/1rN1R2K b - - 1 30,a8a1 e3e8 f8g7 e1e7 g7h6 e8h8,866,129,60,19,endgame exposedKing long master masterVsMaster mate mateIn3,https://lichess.org/75RUjTzX/black#60,,True,2,https://lichess.org/training/uxhpm
5H28m,5kN1/5R2/1pr1p1p1/4p1bp/P1P5/1P1rP2P/6P1/5RK1 b - - 0 29,f8g8 f7f8 g8h7 f1f7 h7h6 f8h8,866,106,94,1261,endgame exposedKing long mate mateIn3,https://lichess.org/eeS6wx2k/black#58,,True,2,https://lichess.org/training/5H28m
F8Iqt,3r2k1/5R2/3P2p1/ppr4p/7P/8/PP6/K4R2 b - - 0 32,d8d6 f7f8 g8h7 f1f7 h7h6 f8h8,867,82,65,71,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/6UFN6Uao/black#64,,True,2,https://lichess.org/training/F8Iqt
ovqBm,5r2/pp4p1/4p1k1/6P1/2PPR2R/6P1/PP3r2/6K1 w - - 2 30,e4g4 f2f1 g1h2 f8f2 h2h3 f1h1,867,98,96,1972,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/Q3JFUZBk#59,,True,2,https://lichess.org/training/ovqBm
fEqLq,k1r5/8/4p3/8/1Q2P2R/1P6/2r5/1K6 w - - 2 48,h4h7 c2c1 b1b2 c8c2 b2a3 c1a1,867,93,87,267,endgame exposedKing long master mate mateIn3 queenRookEndgame,https://lichess.org/yZn1AtKg#95,,True,2,https://lichess.org/training/fEqLq
z6cbU,6k1/5R2/6p1/2Ppr2p/7P/1r2b3/B5P1/5R1K b - - 1 41,b3b4 f7f8 g8h7 f1f7 h7h6 f8h8,868,97,95,1411,endgame exposedKing long mate mateIn3,https://lichess.org/HTexplyg/black#82,,True,2,https://lichess.org/training/z6cbU
6eHlL,5r2/7p/R1R5/2pP1r1k/2P1p2P/4P1p1/5P2/6K1 w - - 0 32,f2g3 f5f1 g1h2 f8f2 h2h3 f1h1,868,101,94,424,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/xfDz1HNG#63,,True,2,https://lichess.org/training/6eHlL
tfTux,8/2R3R1/5r1p/7k/7P/6P1/5r2/6K1 w - - 1 41,g7h7 f2f1 g1h2 f6f2 h2h3 f1h1,868,83,76,69,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/JYh7CyJo#81,,True,2,https://lichess.org/training/tfTux
