PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,PatternMatch,RookMoves,puzzle_ref
0Ct7N,5k2/1p3b2/p4R1P/r2rP1R1/8/1P4P1/1PK5/8 w - - 5 41,h6h7 a5c5 c2b1 d5d1 b1a2 c5a5,1251,79,76,96,endgame long mate mateIn3,https://lichess.org/hfX21Zsn#81,,True,2,https://lichess.org/training/0Ct7N
sppg0,R5k1/7p/6p1/3p1pr1/4p3/3pK3/8/7R b - - 1 46,g8f7 h1h7 f7e6 a8a6 e6e5 h7e7,1251,82,93,1415,endgame long mate mateIn3 rookEndgame,https://lichess.org/tPjMoJIj/black#92,,True,2,https://lichess.org/training/sppg0
jXgwU,5r2/7R/p2pQ2p/1p1Pbr1k/1P6/6q1/P4P2/5RK1 w - - 0 37,f2g3 f5f1 g1h2 f8f2 h2h3 f1h1,1251,81,91,1062,endgame exposedKing long mate mateIn3,https://lichess.org/Az8llnlk#73,,True,2,https://lichess.org/training/jXgwU
WcKSI,7k/1pp3pp/p2p1rr1/2b5/4P2K/2P2P1P/PP2R2P/3B1R2 w - - 5 25,f3f4 g6h6 h4g3 f6g6 g3f3 h6h3,1251,77,79,165,deflection endgame long mate mateIn3,https://lichess.org/c8P0pwV2#49,,True,2,https://lichess.org/training/WcKSI
4JqRu,6k1/5R2/6p1/3pP3/1rrNb2P/4K3/1P6/5R2 b - - 0 37,c4d4 f7f8 g8h7 f1f7 h7h6 f8h8,1251,134,43,21,endgame exposedKing long mate mateIn3,https://lichess.org/Dg0kvPCE/black#74,,True,2,https://lichess.org/training/4JqRu
dsrA2,2B2r1k/1R2R3/6pP/6P1/p4n1r/8/5P2/6K1 b - - 1 39,f8c8 e7h7 h8g8 b7g7 g8f8 h7h8,1251,78,95,2008,endgame exposedKing long master mate mateIn3,https://lichess.org/wywdXnSQ/black#78,,True,2,https://lichess.org/training/dsrA2
Pu5pu,5r1k/p4r1p/1p4pP/4R3/2Pp2Q1/1P1P2P1/P4q2/4R1K1 w - - 1 35,g1h1 f2f1 e1f1 f7f1 h1g2 f8f2 g2h3 f1h1,1252,81,91,2130,endgame exposedKing mate mateIn4 sacrifice veryLong,https://lichess.org/iIX3TX1h#69,,True,2,https://lichess.org/training/Pu5pu
5IsxV,r1b4k/ppp2r1p/1q1p1NpR/8/4P3/5PK1/4N1P1/7R b - - 5 27,f7f6 h6h7 h8g8 h7h8 g8f7 h1h7 f7e6 h8e8,1253,82,94,4002,mate mateIn4 middlegame veryLong,https://lichess.org/7E20Vaxa/black#54,,True,2,https://lichess.org/training/5IsxV
wOBZ6,8/1p2k2p/p2pp1r1/P7/1PPbP2r/5R2/7P/5R1K b - - 2 31,h4e4 f3f7 e7e8 f7f8 e8d7 f1f7 d7c6 f8c8,1253,76,89,297,endgame mate mateIn4 veryLong,https://lichess.org/6ilMXuqd/black#62,,True,2,https://lichess.org/training/wOBZ6
FFOJW,6k1/1N3ppp/8/4P3/R4PP1/p6P/1r4r1/1K2R3 w - - 2 34,b1a1 b2a2 a1b1 g2b2 b1c1 a2a1,1253,78,91,2787,endgame exposedKing fork long mate mateIn3,https://lichess.org/DujeOa69#67,,True,2,https://lichess.org/training/FFOJW
hBjwJ,4r1k1/p4RR1/7P/2K3P1/7r/1P6/P1P5/4q3 b - - 2 46,g8h8 g7h7 h8g8 f7g7 g8f8 h7h8,1253,78,90,3036,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/8EnpMWH7/black#92,,True,2,https://lichess.org/training/hBjwJ
vY8o7,8/1b4nQ/1p2k1P1/8/8/4P2K/1r4r1/5R2 w - - 1 38,h7g7 g2h2 h3g4 b2g2 g4f4 h2h4,1253,76,97,2681,endgame exposedKing long mate mateIn3,https://lichess.org/3fR0jiA0#75,,True,2,https://lichess.org/training/vY8o7
rqqGy,r6k/1R4Rp/6pP/3rpp2/8/8/p1P4K/8 b - - 3 39,a2a1q g7h7 h8g8 b7g7 g8f8 h7h8,1254,82,90,939,endgame long mate mateIn3 queenRookEndgame,https://lichess.org/8tgwTn1U/black#78,,True,2,https://lichess.org/training/rqqGy
y1Wqx,k1r5/p5p1/5p1p/R7/3QpP2/3b2P1/1PrK2P1/8 w - - 9 35,d2e1 c2c1 e1d2 c8c2 d2e3 c1e1,1254,81,93,9066,endgame exposedKing long mate mateIn3,https://lichess.org/SIZ6XUOJ#69,,True,2,https://lichess.org/training/y1Wqx
kisEN,1r6/5p2/4p3/pr2P1pk/1PR1R2P/P5K1/8/8 b - - 0 35,g5h4 e4h4 h5g6 c4g4 g6f5 h4h5,1254,79,93,926,endgame long mate mateIn3 rookEndgame,https://lichess.org/OCDR0h3J/black#70,,True,2,https://lichess.org/training/kisEN
Np0i8,4Q3/pp4k1/8/3p4/6P1/2P4p/PP3rr1/4R1K1 w - - 2 41,g1h1 g2h2 h1g1 f2g2 g1f1 h2h1,1255,78,88,562,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/snwbQISU#81,,True,2,https://lichess.org/training/Np0i8
ghCoJ,7r/p7/1p6/1BkP2p1/P1P3n1/5R2/1P3P1r/R5K1 w - - 1 28,a1a3 h2h1 g1g2 h8h2 g2g3 h1g1,1255,84,72,95,endgame long mate mateIn3,https://lichess.org/O0zm2Bff#55,,True,2,https://lichess.org/training/ghCoJ
TCaQV,3k4/p1R5/1P6/1N2p3/8/6Pp/PP2rr1P/1R5K w - - 1 27,b6b7 f2h2 h1g1 e2g2 g1f1 h2h1,1255,76,77,129,endgame long mate mateIn3,https://lichess.org/LguCRJcu#53,,True,2,https://lichess.org/training/TCaQV
7bYoz,3R4/5p1p/p1Np1k2/7R/1P3p2/3q1P1P/6PK/r7 b - - 2 41,d3f1 d8d6 f6g7 h5g5 g7h8 d6d8,1256,80,89,635,endgame exposedKing long mate mateIn3,https://lichess.org/Bq3JvvGI/black#82,,True,2,https://lichess.org/training/7bYoz
1ghRY,8/Qp1k1pp1/3p4/1p1P3b/7P/1K1P4/Pr2rP2/R7 w - - 0 27,b3c3 e2c2 c3d4 b2b4 d4e3 c2e2,1256,76,91,887,endgame long mate mateIn3,https://lichess.org/YyldmLcY#53,,True,2,https://lichess.org/training/1ghRY
K2UC7,8/4rk2/3r4/1R1P2p1/PR2KpP1/5P2/8/8 w - - 4 44,e4f5 d6f6 f5g5 e7e5 g5h4 f6h6,1256,75,94,253,endgame long mate mateIn3 rookEndgame,https://lichess.org/Qk1snWOd#87,,True,2,https://lichess.org/training/K2UC7
DY6dU,5rk1/pp3r2/8/2PR3p/1P2R3/P5n1/1B3P2/7K w - - 0 34,f2g3 f7f1 h1g2 f8f2 g2h3 f1h1,1257,77,73,246,endgame exposedKing fork long mate mateIn3,https://lichess.org/Mq5VLDYr#67,,True,2,https://lichess.org/training/DY6dU
GuaNY,8/2p4Q/2P5/3pp3/3kP3/1P5p/P2r2r1/2R4K w - - 2 52,e4d5 g2h2 h1g1 d2g2 g1f1 h2h1,1257,79,94,3691,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/wW1reMo0#103,,True,2,https://lichess.org/training/GuaNY
Vj3Lh,8/r7/r7/PKR3pp/R5k1/8/8/8 b - - 5 59,g4h3 c5c3 h3g2 a4a2 g2f1 c3c1,1257,80,77,49,endgame long mate mateIn3 rookEndgame,https://lichess.org/1ivxasyB/black#118,,True,2,https://lichess.org/training/Vj3Lh
WGFua,4r3/1p5R/p2P3R/8/1PPk1pP1/P1n1rP2/2B5/5K2 w - - 1 41,d6d7 e3e1 f1g2 e8e2 g2h3 e1h1,1257,79,90,1440,endgame exposedKing fork long mate mateIn3,https://lichess.org/u1djonoD#81,,True,2,https://lichess.org/training/WGFua
qBOQA,5k2/7R/2Pp2R1/3r4/1Pp3P1/p3pr2/P7/2K5 w - - 0 36,c6c7 f3f1 c1c2 d5d2 c2c3 f1c1,1258,76,99,2050,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/G5kn0zuE#71,,True,2,https://lichess.org/training/qBOQA
O1Opw,r2b1rk1/ppp3pp/3p1p1B/5b2/8/3P4/PPPN3P/2K1R1R1 b - - 4 22,f8f7 e1e8 f7f8 g1g7 g8h8 e8f8,1258,77,94,15578,deflection kingsideAttack long mate mateIn3 middlegame pin,https://lichess.org/BAXQgfZd/black#44,,True,2,https://lichess.org/training/O1Opw
HPNq0,1rb3k1/p6R/2p1p1p1/2pp2b1/3P2B1/K7/PP3r2/7R b - - 5 36,f2b2 h7h8 g8f7 h1h7 f7f6 h8f8,1258,78,96,22144,exposedKing long mate mateIn3 middlegame,https://lichess.org/lxSPbiTF/black#72,,True,2,https://lichess.org/training/HPNq0
lqQ8X,r5k1/p4RR1/3r3P/2p5/8/KP6/P5P1/3n4 b - - 1 31,g8h8 g7h7 h8g8 f7g7 g8f8 h7h8,1258,120,33,24,endgame exposedKing long mate mateIn3,https://lichess.org/bEJU7wOH/black#62,,True,2,https://lichess.org/training/lqQ8X
6seo7,3r2k1/5p1p/4p1pP/R3P1P1/6R1/pP6/P3r3/1K6 w - - 7 37,g4c4 d8d1 c4c1 e2b2 b1a1 d1c1,1258,77,94,184,deflection endgame long mate mateIn3 rookEndgame,https://lichess.org/XNQUqI9v#73,,True,2,https://lichess.org/training/6seo7
DYhbj,3r2k1/4R1R1/3r2pP/8/1p6/pP6/K7/8 b - - 1 42,g8h8 g7h7 h8g8 e7g7 g8f8 h7h8,1258,77,94,568,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/EbNk5Pfn/black#84,,True,2,https://lichess.org/training/DYhbj
M5zhA,3r4/R3pk2/6p1/8/2P1N3/4PP1p/4r2P/5RK1 w - - 3 29,f1f2 d8d1 f2f1 e2g2 g1h1 d1f1,1259,75,100,917,deflection endgame long mate mateIn3,https://lichess.org/DyllJ545#57,,True,2,https://lichess.org/training/M5zhA
twnIE,8/2R3pp/8/2P5/5k2/7P/r1r5/4R1K1 b - - 1 41,g7g5 c7f7 f4g3 e1e3 g3h4 f7h7,1259,74,97,2563,endgame long master mate mateIn3 rookEndgame,https://lichess.org/JVtwmGKi/black#82,,True,2,https://lichess.org/training/twnIE
XCsBy,8/5k2/2q1ppp1/pp6/4QPK1/P2R3r/8/3R4 b - - 1 38,c6e4 d3d7 f7g8 d7d8 g8g7 d1d7 g7h6 d8h8,1259,85,93,655,endgame mate mateIn4 queenRookEndgame veryLong,https://lichess.org/AYeLeZDV/black#76,,True,2,https://lichess.org/training/XCsBy
3MRkl,5k2/pR2n3/4r3/6R1/8/2P2KP1/PP4P1/7r w - - 5 35,b7a7 h1f1 f3g4 e6e4 g4h5 f1h1,1259,75,87,1041,endgame long master masterVsMaster mate mateIn3,https://lichess.org/CRetDq9q#69,,True,2,https://lichess.org/training/3MRkl
CcEWZ,8/6pk/3K2p1/1R6/1R6/7P/4q1P1/8 b - - 16 42,e2g2 b4h4 h7g8 b5b8 g8f7 h4f4,1260,76,100,354,endgame long mate mateIn3 queenRookEndgame,https://lichess.org/KzoyKwJN/black#84,,True,2,https://lichess.org/training/CcEWZ
05HEv,5rk1/ppR5/6p1/2p1p3/2P1P3/3P1rK1/PP6/3R4 w - - 1 39,g3g4 f8f4 g4g5 f3g3 g5h6 f4h4,1260,74,97,11167,endgame long mate mateIn3 rookEndgame,https://lichess.org/S8lveYGp#77,,True,2,https://lichess.org/training/05HEv
QLSpx,2rk2r1/R3p3/2NpP1p1/1R5p/1pP5/6PP/5n1K/8 b - - 3 39,c8c6 b5b8 c6c8 a7d7 d8e8 b8c8,1261,75,100,434,deflection endgame long mate mateIn3 pin,https://lichess.org/RUepqwLd/black#78,,True,2,https://lichess.org/training/QLSpx
a76Qb,5r1k/R4R1p/2p4P/1pp5/1n2n3/1P6/P1P4r/1K6 b - - 0 33,f8d8 f7h7 h8g8 a7g7 g8f8 h7h8,1261,76,92,1685,endgame long mate mateIn3,https://lichess.org/DXEJQNRz/black#66,,True,2,https://lichess.org/training/a76Qb
XObol,4rk2/6RR/7p/5Kp1/1p2n1P1/1P3P2/P3r2P/8 w - - 5 38,f3e4 e2f2 f5g6 e8e6 g6h5 f2h2,1262,81,88,70,endgame long mate mateIn3 rookEndgame,https://lichess.org/wyIqUSRl#75,,True,2,https://lichess.org/training/XObol
jf0Ox,8/2pq1p1k/6pp/6r1/6P1/2P5/PP2rPQP/3R2K1 w - - 0 30,d1d7 e2e1 g2f1 g5g4 g1h1 e1f1,1262,83,94,1390,deflection endgame long mate mateIn3 pin queenRookEndgame,https://lichess.org/sr8RqXQw#59,,True,2,https://lichess.org/training/jf0Ox
NuAvZ,5r2/8/1k6/R5R1/1P6/P5P1/5r2/6K1 w - - 0 41,g5g4 f2f1 g1h2 f8f2 h2h3 f1h1,1262,77,97,3778,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/aahQ4d2V#81,,True,2,https://lichess.org/training/NuAvZ
Btz9v,3r4/5p2/4p1r1/p1p3b1/P3R1R1/1PN2k1P/2p4K/8 b - - 1 40,c2c1q g4g3 f3f2 e4e2 f2f1 g3g1,1263,74,96,20410,long mate mateIn3 middlegame,https://lichess.org/evSLnqcP/black#80,,True,2,https://lichess.org/training/Btz9v
qCDzQ,2Q5/5p1k/p3p3/p4p2/5P2/1P1P1P1p/3r2rP/2R4K w - - 1 35,c8f8 g2h2 h1g1 d2g2 g1f1 h2h1,1264,79,94,360,endgame long mate mateIn3 queenRookEndgame,https://lichess.org/cDLI8jib#69,,True,2,https://lichess.org/training/qCDzQ
bw1Db,1R6/7p/3p4/4p3/Bk2P3/3Pq2P/1rP4K/6R1 b - - 6 31,b4a3 g1a1 b2a2 b8b3 a3a4 a1a2,1264,77,96,9644,deflection endgame long mate mateIn3 pin,https://lichess.org/d8byA1wl/black#62,,True,2,https://lichess.org/training/bw1Db
PpVJN,5rk1/p1R2N1p/2p1p1pP/2K1P3/2P2P2/3R4/8/4q3 b - - 2 33,f8f7 d3d8 f7f8 c7g7 g8h8 d8f8,1265,78,89,1367,deflection endgame long mate mateIn3 pin queenRookEndgame,https://lichess.org/PnYr6JKX/black#66,,True,2,https://lichess.org/training/PpVJN
Wkszt,4r1k1/1n4Q1/3p2p1/3p2B1/2pPq1P1/5p1R/5P2/5K1R b - - 0 35,g8g7 h3h7 g7g8 h7h8 g8f7 h1h7 f7e6 h8e8,1265,76,95,5063,deflection endgame interference mate mateIn4 veryLong,https://lichess.org/sNA1f2ws/black#70,,True,2,https://lichess.org/training/Wkszt
Yjojt,8/6rk/p2p1r2/2pP1p2/1pP3p1/1P5P/P3RP1K/4R3 w - - 0 32,h3g4 f6h6 h2g1 g7g4 g1f1 h6h1,1265,79,78,131,endgame exposedKing intermezzo long mate mateIn3 rookEndgame,https://lichess.org/b3I8bUTd#63,,True,2,https://lichess.org/training/Yjojt
3c4aC,8/Q7/p1pk1P2/1p2r3/1Pn5/4r1P1/P1R2KP1/8 w - - 5 42,f6f7 e5f5 f2g1 e3e1 g1h2 f5h5,1266,75,89,216,endgame long mate mateIn3,https://lichess.org/1btYcC0w#83,,True,2,https://lichess.org/training/3c4aC
oGY8P,8/pp5k/6pp/3B4/P3prr1/2P4K/1P2RP2/3R4 w - - 3 28,d5b7 g4h4 h3g2 f4g4 g2f1 h4h1,1266,75,100,486,endgame exposedKing long mate mateIn3,https://lichess.org/X6dLFBk6#55,,True,2,https://lichess.org/training/oGY8P
i5bR6,2R5/1p6/1k1p4/2PB2p1/3bPq2/P4P1r/7P/5R1K b - - 0 34,d6c5 f1b1 d4b2 b1b2 b6a7 b2b7 a7a6 c8a8,1266,78,93,2736,endgame mate mateIn4 veryLong,https://lichess.org/PnmSgQjc/black#68,,True,2,https://lichess.org/training/i5bR6
wpVP3,8/pppk1rpp/8/6b1/8/5P2/5R2/4RK2 b - - 2 42,g5h4 f2d2 d7c6 e1c1 c6b5 d2b2 b5a4 c1a1,1266,76,93,2630,endgame mate mateIn4 veryLong,https://lichess.org/kdy3sWsm/black#84,,True,3,https://lichess.org/training/wpVP3
7hB5v,R7/P1K2pk1/8/6pp/8/1r3PPP/2r5/5R2 w - - 3 46,c7d6 b3d3 d6e5 c2e2 e5f5 d3d5,1269,79,88,1264,endgame long mate mateIn3 rookEndgame,https://lichess.org/Mr9LJ3Lw#91,,True,2,https://lichess.org/training/7hB5v
JDXqI,r6k/p2R2R1/2p4K/1b5P/8/3p4/4p3/8 b - - 0 43,e2e1q g7h7 h8g8 d7g7 g8f8 h7h8,1269,290,54,2,endgame exposedKing long mate mateIn3,https://lichess.org/Yw80oYpq/black#86,,True,2,https://lichess.org/training/JDXqI
XZH9v,1n3R2/1pk1P3/1bp5/5P2/7p/Pr3r1P/1B2R2K/8 w - - 1 36,e7e8q f3h3 h2g2 b3g3 g2f1 h3h1,1269,78,93,786,long mate mateIn3 middlegame,https://lichess.org/3rzs9xHd#71,,True,2,https://lichess.org/training/XZH9v
QXPTC,1r6/pp1nrp2/3b3k/5pR1/3PpP1P/2P5/PP2B3/2KR4 b - - 2 26,b7b5 g5h5 h6g7 d1g1 g7f6 h5h6,1269,76,83,789,exposedKing long mate mateIn3 middlegame,https://lichess.org/dDdMOYrq/black#52,,True,2,https://lichess.org/training/QXPTC
fMA3g,6k1/p7/1p4pp/2r5/2PRp1r1/1P3p2/P4P2/3R1BK1 w - - 0 32,g1h2 c5h5 f1h3 g4g2 h2h1 h5h3,1269,74,100,1603,deflection endgame exposedKing long mate mateIn3 pin,https://lichess.org/2LhVhDPC#63,,True,2,https://lichess.org/training/fMA3g
ofMTs,k7/pp4p1/1BpQ4/3p2r1/8/1P1PP2r/P1P5/RN2n1K1 w - - 1 28,g1f1 h3h1 f1e2 g5g2 e2d1 e1c2,1270,76,89,1382,discoveredAttack exposedKing long mate mateIn3 middlegame,https://lichess.org/pjrU39kM#55,,True,2,https://lichess.org/training/ofMTs
i8pP7,6k1/6p1/p3r3/2P4p/2Pp1K2/P2R2P1/7r/3R4 w - - 8 41,d3d4 h2f2 f4g5 e6e5 g5g6 f2f6,1270,75,95,4360,endgame long mate mateIn3 rookEndgame,https://lichess.org/6szUYtsA#81,,True,2,https://lichess.org/training/i8pP7
6BQ6A,2r3rk/8/3p4/3PpQ2/p2p3P/Pp1P4/1PPR1P2/2K5 w - - 4 32,f2f4 g8g1 d2d1 c8c2 c1b1 g1d1,1270,78,92,1278,deflection endgame long mate mateIn3 queenRookEndgame queensideAttack,https://lichess.org/tdzRnIKn#63,,True,2,https://lichess.org/training/6BQ6A
WOUlG,5r1k/pp4p1/2p4p/3pR3/8/1B3rKP/PPP5/R5Q1 w - - 2 25,g3g4 f8f4 g4h5 f3h3 h5g6 f4f6,1270,76,90,1600,deflection endgame long mate mateIn3,https://lichess.org/KkyDvWoy#49,,True,2,https://lichess.org/training/WOUlG
eSOt9,3r2r1/ppp3p1/6k1/4R2R/b4PP1/8/2P5/2K5 b - - 1 31,g6f7 h5f5 f7g6 e5e6 g6h7 f5h5,1272,75,92,1969,endgame long mate mateIn3,https://lichess.org/9efBnjRQ/black#62,,True,2,https://lichess.org/training/eSOt9
TFgLh,8/5R1p/p7/7k/8/4KPR1/r7/7r b - - 1 42,h7h6 f7f5 h5h4 g3g4 h4h3 f5h5,1272,80,90,337,endgame long mate mateIn3 rookEndgame,https://lichess.org/cYZJuKBi/black#84,,True,2,https://lichess.org/training/TFgLh
lJAmm,7r/ppp2pk1/3b2p1/3p2Q1/1P1Pp3/1N6/PP1N3r/R1B3K1 w - - 7 29,g5d5 h2h1 g1f2 h8h2 f2e3 h1e1,1272,86,83,68,exposedKing kingsideAttack long mate mateIn3 middlegame,https://lichess.org/cw5Qy5Yi#57,,True,2,https://lichess.org/training/lJAmm
8xqP2,8/8/2pR2p1/4p1k1/2N1r1p1/1P5r/P1P2KR1/8 w - - 11 35,d6c6 h3f3 f2g1 e4e1 g1h2 f3h3,1273,76,91,355,endgame exposedKing long mate mateIn3,https://lichess.org/zxzlsbnC#69,,True,2,https://lichess.org/training/8xqP2
lExrg,5rk1/R5p1/1p2n3/2p2r2/2P1p1QP/P3q1P1/4PP2/5RK1 w - - 0 32,f2e3 f5f1 g1h2 f8f2 h2h3 f1h1,1274,75,63,214,endgame exposedKing long mate mateIn3,https://lichess.org/Eo8Q2mra#63,,True,2,https://lichess.org/training/lExrg
GCKvT,r7/5p1p/1R3p1k/2p5/2P2P2/P5R1/7r/2K5 b - - 0 31,a8e8 b6f6 h6h5 g3g5 h5h4 f6h6,1274,76,85,519,endgame exposedKing long mate mateIn3 rookEndgame,https://lichess.org/LAlVksqp/black#62,,True,2,https://lichess.org/training/GCKvT
LduSX,8/4r3/4P2k/2R1R2p/p2r2pP/1p4K1/8/8 b - - 1 52,b3b2 e5h5 h6g7 c5g5 g7f6 h5h6,1274,105,79,48,endgame long mate mateIn3 rookEndgame,https://lichess.org/d22ebfhz/black#104,,True,2,https://lichess.org/training/LduSX
RgaOJ,6k1/5p1p/2p3pP/p1N1p1P1/1r1rP1B1/K7/2PP1P2/3R4 w - - 5 31,c5d7 b4a4 a3b3 d4b4 b3c3 a4a3,1275,76,97,3116,endgame exposedKing long mate mateIn3,https://lichess.org/PgIjwtaB#61,,True,2,https://lichess.org/training/RgaOJ
PxbnS,4r1k1/p4Q2/p2p2p1/2p3q1/P3r3/5R1P/6P1/5RK1 b - - 5 32,g8h8 f7f8 e8f8 f3f8 h8g7 f1f7 g7h6 f8h8,1276,76,97,7530,endgame exposedKing mate mateIn4 sacrifice veryLong,https://lichess.org/51Ayagh2/black#64,,True,2,https://lichess.org/training/PxbnS
ymtGO,8/4N1R1/1p2R3/3p4/3P4/1P1kP2P/4nPPK/rr6 w - - 1 38,g2g4 b1h1 h2g2 a1g1 g2f3 h1h3,1276,82,82,664,deflection endgame long mate mateIn3,https://lichess.org/hk8NYeDR#75,,True,2,https://lichess.org/training/ymtGO
TzBdq,6k1/p4R2/1p1p2p1/2p3r1/3pP1B1/3q1RK1/PP6/8 b - - 1 35,d3e4 f7f8 g8h7 f3f7 h7h6 f8h8,1279,376,100,8,endgame exposedKing long mate mateIn3,https://lichess.org/wUhx8PQU/black#70,,True,2,https://lichess.org/training/TzBdq
JU2k8,1r6/7R/6p1/pp1r1k2/7P/8/P3R1K1/8 b - - 4 44,a5a4 h7f7 f5g4 e2e4 g4h5 f7h7,1279,153,50,25,endgame long mate mateIn3 rookEndgame,https://lichess.org/Qs4uXHaq/black#88,,True,2,https://lichess.org/training/JU2k8
KoxPS,5r2/1p4pk/p1p3Rp/2n1p2P/4P3/P1NP2R1/BPP5/5rK1 w - - 3 38,g1g2 f8f2 g2h3 f1h1 h3g4 f2f4,1279,77,87,1093,exposedKing long mate mateIn3 middlegame,https://lichess.org/1HpXq1qO#75,,True,2,https://lichess.org/training/KoxPS
pbVZj,r2r3k/p4R1p/5PQ1/2b1P3/3P4/q3B1P1/2n2K2/4R3 b - - 0 33,h7g6 e1h1 h8g8 f7g7 g8f8 h1h8,1280,75,100,497,exposedKing long mate mateIn3 middlegame,https://lichess.org/BEi5n70U/black#66,,True,2,https://lichess.org/training/pbVZj
ecYA5,8/3r4/p1p2k2/3r1pN1/8/P1P5/1P2KRP1/6R1 w - - 2 35,g5f3 d7e7 f3e5 e7e5 e2f3 d5d3 f3f4 e5e4,1280,75,93,1433,endgame exposedKing mate mateIn4 veryLong,https://lichess.org/zMsBrQyc#69,,True,2,https://lichess.org/training/ecYA5
JVviW,r4r2/1pp2k2/1b1p4/p2Pp3/5p2/2PP1P2/PP3B2/4RR1K w - - 2 25,f2b6 f8h8 h1g1 a8g8 g1f2 h8h2,1280,76,88,218,endgame exposedKing long mate mateIn3,https://lichess.org/xrPTmCJ2#49,,True,2,https://lichess.org/training/JVviW
fbMRN,6k1/5p1p/2R3pB/p2pPp2/4n3/P5P1/r4r1P/2R3K1 b - - 1 30,f7f6 c6c8 g8f7 c1c7 f7e6 c8e8,1280,78,97,26071,endgame long mate mateIn3,https://lichess.org/hxdLbN6B/black#60,,True,2,https://lichess.org/training/fbMRN
LpI5S,8/2p4R/1p1p2p1/p2r1k2/7P/8/4R1K1/2r5 b - - 4 44,a5a4 h7f7 f5g4 e2e4 g4h5 f7h7,1280,103,46,40,endgame long mate mateIn3 rookEndgame,https://lichess.org/kq9w4yh0/black#88,,True,2,https://lichess.org/training/LpI5S
DsiMy,8/k4p2/8/3r4/4Rp2/1R3Pp1/PPr1K1P1/8 w - - 14 39,e2f1 d5d1 e4e1 c2f2 f1g1 d1e1,1280,74,100,849,deflection endgame long mate mateIn3 rookEndgame,https://lichess.org/OONuMpZd#77,,True,2,https://lichess.org/training/DsiMy
nsqTF,1kq3r1/5p1p/p2p1Q2/3P1B2/1p5P/5p2/PP3Pr1/7K w - - 0 32,f5c8 g2g1 h1h2 g8g2 h2h3 g1h1,1281,76,94,8011,endgame exposedKing long mate mateIn3,https://lichess.org/FYf7p6lY#63,,True,2,https://lichess.org/training/nsqTF
H1ocS,3r2k1/5pb1/7p/p4B1K/8/8/r2pRP2/3R4 b - - 0 34,d8d5 e2e8 g7f8 d1g1 g8h8 e8f8,1282,76,100,339,deflection endgame long mate mateIn3,https://lichess.org/lC10I7pN/black#68,,True,2,https://lichess.org/training/H1ocS
zegFt,2r5/4R2R/2rp2p1/pp3k2/7P/8/6P1/7K b - - 4 38,b5b4 h7f7 f5g4 e7e4 g4h5 f7h7,1282,75,95,9022,endgame long mate mateIn3 rookEndgame,https://lichess.org/R2H8CmWa/black#76,,True,2,https://lichess.org/training/zegFt
Aw3P6,5rk1/5p2/p5Q1/1r6/2p2RK1/P1Pq2PN/5R1P/8 b - - 0 40,f7g6 f4f8 g8h7 f2f7 h7h6 f8h8,1283,92,81,82,endgame exposedKing long mate mateIn3,https://lichess.org/572Bz2VK/black#80,,True,2,https://lichess.org/training/Aw3P6
UxzEg,5r2/R3Rp2/5k1p/1r3P1K/1p5P/8/1P5P/8 w - - 3 37,e7d7 b5f5 h5g4 f8g8 g4h3 f5f3,1283,76,97,17702,endgame long mate mateIn3 rookEndgame,https://lichess.org/aHvAH4DR#73,,True,2,https://lichess.org/training/UxzEg
FQsYC,8/8/5p1R/4k1p1/8/6PP/r1r5/4R1K1 b - - 5 44,e5f5 g3g4 f5f4 h6f6 f4g3 e1e3 g3h4 f6h6,1283,75,97,2551,deflection endgame mate mateIn4 rookEndgame veryLong,https://lichess.org/ENTWo1Fo/black#88,,True,2,https://lichess.org/training/FQsYC
EMdWB,3r4/P7/2R5/2P1p1k1/RP1r1p2/5P2/4K3/8 w - - 2 59,a7a8q d4d2 e2f1 d2d1 f1g2 d8d2 g2h3 d1h1,1284,105,58,39,endgame mate mateIn4 queenRookEndgame veryLong,https://lichess.org/YO8dVA6Q#117,,True,2,https://lichess.org/training/EMdWB
nwKLo,4r1k1/pp6/3p1Rp1/1P1P2q1/P3P3/5R2/6p1/6K1 b - - 1 40,e8e4 f6f8 g8h7 f3f7 h7h6 f8h8,1285,77,82,189,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/qbyBA35d/black#80,,True,2,https://lichess.org/training/nwKLo
H16Xz,6k1/1p3pp1/p6p/8/N3PP2/2R1nP1K/PP1r2rP/2R5 w - - 6 29,c3e3 g2h2 h3g4 d2g2 g4f5 h2h5,1285,75,96,5242,endgame exposedKing long mate mateIn3,https://lichess.org/UyrzgECn#57,,True,2,https://lichess.org/training/H16Xz
CFMQu,4Q3/8/3k4/6R1/3p4/p2P2p1/1rr5/1K2R3 w - - 2 56,b1a1 b2a2 a1b1 c2b2 b1c1 a2a1,1286,77,83,502,endgame exposedKing long mate mateIn3 queenRookEndgame,https://lichess.org/5CSGzIIA#111,,True,2,https://lichess.org/training/CFMQu
