PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,Rooks,puzzle_ref
HSceI,2N3k1/p6p/p5p1/3P4/3R4/8/Pr4rP/4R1K1 w - - 0 26,g1f1 b2f2,998,86,89,578,endgame master mate mateIn1 oneMove,https://lichess.org/7gNF1rjK#51,,True,https://lichess.org/training/HSceI
ATBvN,7k/6p1/p6p/7B/1P2PP2/P6P/r5r1/4R1K1 w - - 3 35,g1f1 a2f2,998,82,91,619,endgame mate mateIn1 oneMove,https://lichess.org/nto3uI4j#69,,True,https://lichess.org/training/ATBvN
s2gw8,8/ppp4p/6p1/1P4R1/r6k/2P3RP/3n2K1/8 b - - 0 37,d2e4 g3g4,998,80,95,307,endgame mate mateIn1 oneMove,https://lichess.org/7GZZVGrU/black#74,,True,https://lichess.org/training/s2gw8
snNZZ,r2r2k1/pp3pp1/2p2p2/5b2/2P4R/1K2Bq2/nP3P2/7R b - - 1 26,g7g6 h4h8 g8g7 h1h7,998,75,97,1695,mate mateIn2 middlegame short,https://lichess.org/ODrZZOAv/black#52,,True,https://lichess.org/training/snNZZ
JtATE,r3k3/5p1p/3Rpp2/Qp6/1Kb5/4q3/PP6/3R4 b q - 0 38,a8a5 d6d8 e8e7 d1d7,998,82,91,780,endgame mate mateIn2 short,https://lichess.org/7PzEz1EJ/black#76,,True,https://lichess.org/training/JtATE
2BZ9q,2k2r2/1p1r1p1n/p1Q1p1pp/4P3/2PP3P/1R1PP3/P1q3P1/1R4K1 b - - 0 25,b7c6 b3b8 c8c7 b1b7,998,76,100,108,endgame mate mateIn2 queensideAttack short,https://lichess.org/aAW5HQuQ/black#50,,True,https://lichess.org/training/2BZ9q
HJpxG,r5k1/5p2/2p1p1p1/1pQ3Pp/1P1PpRPP/1qK1P3/r7/5R2 w - - 0 30,c3b3 a8a3,999,92,94,976,endgame master mate mateIn1 oneMove queenRookEndgame,https://lichess.org/pN1alMhu#59,,True,https://lichess.org/training/HJpxG
Yoo2L,2k2b2/1p1r1N1p/1Bp2Q2/1N2p3/8/5P1p/PP4r1/2Rq3K w - - 2 24,c1d1 d7d1 b6g1 d1g1,999,79,100,53,master mate mateIn2 middlegame short,https://lichess.org/7HZcg3fu#47,,True,https://lichess.org/training/Yoo2L
bL0B3,2rr2kQ/5pb1/p1b1p1p1/3pP1P1/1q1B1P2/2p2B2/PP4KR/7R b - - 3 30,g7h8 h2h8 g8g7 h1h7,999,83,94,1610,kingsideAttack master mate mateIn2 middlegame short,https://lichess.org/ppghEpnL/black#60,,True,https://lichess.org/training/bL0B3
Kd99e,8/6pk/3R3p/2P5/8/4P3/r5rP/4R1K1 w - - 0 33,g1f1 a2f2,999,78,88,129,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/hpUyFkXT#65,,True,https://lichess.org/training/Kd99e
ooxXp,8/p4p1p/N1B1pk2/3p1p2/3P4/P1R2P2/1r4rP/4R1K1 w - - 0 24,g1f1 b2f2,999,78,96,559,endgame mate mateIn1 oneMove,https://lichess.org/yAtlN8ss#47,,True,https://lichess.org/training/ooxXp
gDgKi,1k5r/ppq3p1/2p1p3/5p2/PPPPpPp1/1QB1P1P1/5R2/R5Kr w - - 1 26,g1g2 h8h2,999,79,91,786,mate mateIn1 middlegame oneMove,https://lichess.org/VkXcPLdK#51,,True,https://lichess.org/training/gDgKi
mGsQ3,8/7R/2p2k2/8/2P5/7P/2r3r1/4R1K1 w - - 7 55,g1f1 c2f2,999,75,98,768,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/64syvVMf#109,,True,https://lichess.org/training/mGsQ3
thZ12,2r5/2r1k3/R3Rpp1/4p1p1/8/4KP2/8/8 b - - 1 40,e7d7 a6d6,1000,76,95,2844,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/fSbfUpeR/black#80,,True,https://lichess.org/training/thZ12
Y20Fw,1r4B1/5pkR/pr2p1p1/2p1P1p1/8/2P5/P1P5/K6R b - - 3 35,g7g8 h7h8 g8g7 h1h7,1000,77,89,237,endgame mate mateIn2 rookEndgame short,https://lichess.org/Mt0V8TQn/black#70,,True,https://lichess.org/training/Y20Fw
4DJBV,7r/P1R2pk1/7r/1Q1p2b1/3Pp1p1/4P1Pq/1P3PRN/7K w - - 1 39,b5d5 h3h2 g2h2 h6h2 h1g1 h2h1 g1g2 h8h2,1000,78,88,271,exposedKing master mate mateIn4 middlegame veryLong,https://lichess.org/ICbcWDfk#77,,True,https://lichess.org/training/4DJBV
ZOYkS,5k2/1pp1r1Rp/p4p1P/5P2/8/1r6/8/2K3R1 b - - 5 34,b3e3 g7g8 f8f7 g1g7,1000,101,94,685,endgame mate mateIn2 rookEndgame short,https://lichess.org/ZlsTcYvC/black#68,,True,https://lichess.org/training/ZOYkS
Bwe2O,1n6/1Prr1ppp/3kp3/3p4/8/1RPK1PPP/8/1R6 b - - 0 35,d6c6 b3b6 c6c5 b1b5,1000,84,66,196,endgame mate mateIn2 short,https://lichess.org/F19dekjy/black#70,,True,https://lichess.org/training/Bwe2O
RTu8Z,1k1r3r/1R2Rp1p/8/8/Pn3n2/7P/1P3PP1/7K b - - 2 26,b8c8 e7c7,1000,80,71,125,endgame mate mateIn1 oneMove,https://lichess.org/8AgXcjUd/black#52,,True,https://lichess.org/training/RTu8Z
BuiFZ,7k/pp4pp/3P4/P7/3Rb2P/2p3B1/BnP3r1/5rNK w - - 0 40,d4e4 f1g1,1001,90,94,370,mate mateIn1 middlegame oneMove,https://lichess.org/KvBbgVTl#79,,True,https://lichess.org/training/BuiFZ
xT6fg,1R1R4/1p2r2k/1pp2ppp/4rb2/8/1B5P/PP4P1/5K2 b - - 5 28,h6h5 d8h8 h7g7 b8g8,1001,82,95,489,endgame mate mateIn2 short,https://lichess.org/1BW9Izc1/black#56,,True,https://lichess.org/training/xT6fg
usMfp,7k/2p5/3p3r/p1p2P2/PbP1Q3/1P2P1rP/8/3R1RK1 w - - 0 32,g1h2 h6h3,1001,76,89,175,endgame master mate mateIn1 oneMove,https://lichess.org/ZgzuoMzq#63,,True,https://lichess.org/training/usMfp
xMYF5,8/4Rkp1/5p2/5PpK/2q5/8/1p6/2q1R3 b - - 1 70,f7f8 e7e8 f8f7 e1e7,1001,82,74,229,endgame mate mateIn2 short,https://lichess.org/4tpF2bXo/black#140,,True,https://lichess.org/training/xMYF5
ULR7Y,7r/pR4R1/1k1p4/4b3/4P1K1/P2P3r/1PP1n3/8 b - - 0 38,b6c6 g7c7,1001,79,92,1571,endgame mate mateIn1 oneMove,https://lichess.org/EsbS9vSp/black#76,,True,https://lichess.org/training/ULR7Y
PeDzi,4kQr1/3b4/p3p3/1pPp4/1P1n2q1/P7/5RPP/1B3RK1 b - - 1 31,g8f8 f2f8 e8e7 f1f7,1001,78,72,83,mate mateIn2 middlegame short,https://lichess.org/dUcO37Yr/black#62,,True,https://lichess.org/training/PeDzi
mXj2E,3rrn1R/p5kQ/1p3pn1/2p1p1P1/2P1P3/3B1PP1/1qP1K3/7R b - - 1 33,f8h7 h1h7,1001,81,93,432,mate mateIn1 middlegame oneMove,https://lichess.org/Q3bFbnOr/black#66,,True,https://lichess.org/training/mXj2E
GDGHC,3rr1k1/1R4Rp/8/q4p2/8/1P2PB1P/Pp3PP1/6K1 b - - 0 28,g8f8 b7f7,1001,78,95,359,endgame mate mateIn1 oneMove,https://lichess.org/YkXt8HXw/black#56,,True,https://lichess.org/training/GDGHC
I9s05,7r/4Rpk1/8/R5K1/7r/7P/8/8 w - - 3 52,a5a7 h8h5,1002,86,88,223,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/Cp7e4umO#103,,True,https://lichess.org/training/I9s05
snDkM,2r3k1/p1q2r1p/6Q1/4p1P1/3p4/5P2/PPP4R/2K4R b - - 0 25,h7g6 h2h8 g8g7 h1h7,1003,98,100,41,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/9O301zb1/black#50,,True,https://lichess.org/training/snDkM
S96qH,1r6/4R3/1p1k2p1/1Pp5/2Pp1p1r/3K2p1/5PP1/4R3 b - - 1 37,g3f2 e1e6,1003,78,100,66,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/5BqHzTmH/black#74,,True,https://lichess.org/training/S96qH
U314N,8/1R3R2/k1p5/2r3r1/p2K4/8/5P2/8 b - - 0 54,c5b5 b7a7 a6b6 f7b7,1003,87,94,1553,endgame mate mateIn2 rookEndgame short,https://lichess.org/kYCCtHmd/black#108,,True,https://lichess.org/training/U314N
Z5qDS,8/pN2R3/1kp3r1/3p4/PPb4P/7K/2P3r1/R7 w - - 9 38,b7c5 g6g3,1003,76,95,1079,endgame master mate mateIn1 oneMove,https://lichess.org/Or81y6wN#75,,True,https://lichess.org/training/Z5qDS
n1YtO,6k1/4R2p/2B3p1/3p4/p7/P6P/r5r1/4R1K1 w - - 0 40,g1f1 a2f2,1003,99,93,777,endgame mate mateIn1 oneMove,https://lichess.org/OO2VPH5y#79,,True,https://lichess.org/training/n1YtO
tXblp,7r/8/p5k1/2P1p1P1/4R1K1/P6r/1PR5/8 w - - 3 67,e4e5 h8h4,1003,86,94,528,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/F7ZPa58z#133,,True,https://lichess.org/training/tXblp
7b8Dt,r3r1k1/1R4Rp/8/8/p4p2/3P3P/6P1/7K b - - 0 32,g8f8 b7f7,1004,81,79,185,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/DOqp6WFA/black#64,,True,https://lichess.org/training/7b8Dt
gh6zM,2r3kR/1p3p2/p1r2pp1/8/8/3B4/PP6/1K5R b - - 1 31,g8g7 h1h7,1004,84,93,600,endgame master mate mateIn1 oneMove,https://lichess.org/3aPumwvM/black#62,,True,https://lichess.org/training/gh6zM
ZhQqG,8/1p2k3/p2p3P/3Pp3/8/4P3/Pr3r1P/1K1R2R1 w - - 0 27,b1c1 f2c2,1004,79,89,557,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/jAdxQ3ih#53,,True,https://lichess.org/training/ZhQqG
rrKDR,2k5/pp4p1/2p5/2b1PRN1/3r3r/6K1/PP4P1/R7 w - - 0 24,g5f3 d4g4,1004,77,87,147,endgame mate mateIn1 oneMove,https://lichess.org/tY6OQ6oY#47,,True,https://lichess.org/training/rrKDR
WRBCP,7r/pppk1p1r/3b2p1/3P2B1/3NP1p1/3B2P1/P4P2/R4RK1 w - - 3 21,f1e1 h7h1 g1g2 h8h2,1004,80,96,1370,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/EUF0G1RM#41,,True,https://lichess.org/training/WRBCP
ulfSQ,7r/2R1R2p/3kp1p1/3b4/P4P2/1r6/2K3PP/8 b - - 1 36,b3b4 e7d7,1005,79,86,689,endgame mate mateIn1 oneMove,https://lichess.org/BC4GGWMY/black#72,,True,https://lichess.org/training/ulfSQ
QOmMp,4rk2/ppR3R1/4bp2/5Np1/8/2P2P1P/Pr4P1/6K1 b - - 4 32,e6f5 c7f7,1005,90,94,1819,endgame mate mateIn1 oneMove,https://lichess.org/wFLmN97T/black#64,,True,https://lichess.org/training/QOmMp
RXoav,8/4k2p/p1p5/1p2Prp1/6R1/1PR3KP/1PP2r1P/8 w - - 0 28,c3c6 f5f3,1005,76,86,193,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/PtIa5jek#55,,True,https://lichess.org/training/RXoav
0pVkn,8/p2rkR1p/6p1/4p3/2p1K3/2P3P1/P1Pr3P/5R2 b - - 5 34,e7e6 f1f6,1005,80,94,1894,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/3KvoCQUz/black#68,,True,https://lichess.org/training/0pVkn
p9Wq2,8/3R3R/p3kr2/4r1p1/4p1P1/7K/P4b2/8 b - - 0 37,e5d5 h7e7,1006,75,96,4525,endgame master mate mateIn1 oneMove,https://lichess.org/dlLXyZyk/black#74,,True,https://lichess.org/training/p9Wq2
RvVIx,8/1p6/p2pk2r/5R2/7r/6R1/PP3P1P/7K w - - 1 32,f5f3 h4h2 h1g1 h2h1 g1g2 h6h2,1006,78,60,114,endgame long mate mateIn3 rookEndgame,https://lichess.org/kaiy7qyK#63,,True,https://lichess.org/training/RvVIx
nr2jQ,6k1/pppb1r1p/3p2BR/4r1P1/2P5/2N5/PP6/2K4R b - - 0 23,h7g6 h6h8 g8g7 h1h7,1006,84,94,599,endgame mate mateIn2 short,https://lichess.org/4jGO4aPG/black#46,,True,https://lichess.org/training/nr2jQ
KSCY0,4r1k1/p1R3Rp/1p3p1p/5K2/1P3P1r/1n6/8/8 b - - 1 47,g8f8 c7f7,1006,80,96,818,endgame mate mateIn1 oneMove,https://lichess.org/xete1slm/black#94,,True,https://lichess.org/training/KSCY0
9HKG5,4r1k1/3R2R1/1p6/pPp2p2/2P1r3/P6P/7K/8 b - - 2 40,g8f8 d7f7,1006,77,83,210,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/OZBZmSYW/black#80,,True,https://lichess.org/training/9HKG5
NiOYI,2r5/p5k1/3R4/3p1pNp/3P1P1P/1P6/P1rK2P1/8 w - - 0 30,d2d3 c8c3,1007,85,94,120,endgame master mate mateIn1 oneMove,https://lichess.org/UwSnKKXa#59,,True,https://lichess.org/training/NiOYI
VlwqR,7r/R1Rk2p1/1p2p1p1/1r3p2/3Pp3/4P2P/4KPP1/8 b - - 0 26,d7d6 c7d7 d6c6 a7c7,1007,77,90,409,endgame mate mateIn2 rookEndgame short,https://lichess.org/vbveA6rP/black#52,,True,https://lichess.org/training/VlwqR
tF9d7,3R3R/2r2pk1/5rp1/ppQ5/2p5/P1P3P1/1P4b1/6K1 b - - 0 44,c7c5 d8g8,1007,76,83,206,endgame mate mateIn1 oneMove,https://lichess.org/XPENIRJ5/black#88,,True,https://lichess.org/training/tF9d7
gdBwf,r5k1/1b3p2/p2r1PpR/2p1p3/Pp2P3/5P2/1PP1B3/2K4R b - - 3 29,d6f6 h6h8 g8g7 h1h7,1007,76,97,2761,endgame master mate mateIn2 short,https://lichess.org/SdJn6NI1/black#58,,True,https://lichess.org/training/gdBwf
PkPG5,3R1n2/2k5/2p2p2/P3p2p/1bb1P1pP/1r4P1/1B3P2/K2R4 b - - 12 38,f8e6 d1d7,1008,80,94,2524,mate mateIn1 middlegame oneMove,https://lichess.org/aNMlWnnm/black#76,,True,https://lichess.org/training/PkPG5
osB66,2k4r/R1p4r/1p1p4/1P2p3/2P1P2p/5P2/R5PK/8 b - - 3 33,c8b8 a7a8 b8b7 a2a7,1008,84,93,648,endgame mate mateIn2 rookEndgame short,https://lichess.org/CYPDREEA/black#66,,True,https://lichess.org/training/osB66
BYhEP,7k/8/7N/8/2P2P1P/3P2P1/3r2r1/4R1K1 w - - 7 50,g1f1 d2f2,1008,75,88,344,endgame master mate mateIn1 oneMove,https://lichess.org/lElYq4be#99,,True,https://lichess.org/training/BYhEP
xs7jG,rnR2b1r/p2kp1p1/1p1p3p/8/3N4/8/PP3PPP/2R3K1 b - - 1 18,a7a6 c1c7,1008,86,94,121,mate mateIn1 middlegame oneMove,https://lichess.org/x2N86SPC/black#36,Sicilian_Defense Sicilian_Defense_Delayed_Alapin_Variation,True,https://lichess.org/training/xs7jG
lEFwI,3r3r/Rkp1b1p1/1p6/1P3p2/5P2/1qNpB2p/3K1P2/R7 b - - 1 33,b7b8 a7a8 b8b7 a1a7,1008,77,92,2132,mate mateIn2 middlegame queensideAttack short,https://lichess.org/AOqH5Mdi/black#66,,True,https://lichess.org/training/lEFwI
rbFSu,r4rk1/1pp1R2R/1p1p1p2/3P1q2/1P6/P3Pp2/1BQ1nP2/5K2 b - - 3 29,f5c2 e7g7,1008,76,99,961,mate mateIn1 middlegame oneMove,https://lichess.org/hMmEStzJ/black#58,,True,https://lichess.org/training/rbFSu
P4fbA,3r4/ppk4p/2P5/2R1p3/4Pp2/P4P2/5P1P/2Rr1K2 w - - 1 31,f1e2 d8d2,1009,84,93,1318,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/t08L7rJ7#61,,True,https://lichess.org/training/P4fbA
X7a5l,r5k1/1b1p1R1R/6N1/ppK1p3/6p1/6r1/PPP5/8 b - - 1 34,g3h3 f7g7,1009,75,84,264,endgame mate mateIn1 oneMove,https://lichess.org/dq1gGNKX/black#68,,True,https://lichess.org/training/X7a5l
KDtkG,4R3/3r3k/p5pp/1p4n1/4B3/P3P1R1/1P3P2/3rK3 w - - 1 50,e1e2 d7d2,1009,78,99,967,endgame mate mateIn1 oneMove,https://lichess.org/36NOwKrP#99,,True,https://lichess.org/training/KDtkG
rKgYS,2kb3R/pp1R3p/2B2p2/2p5/8/PqP4P/1P3PP1/6K1 b - - 0 31,b7c6 h8d8,1009,75,88,308,endgame mate mateIn1 oneMove,https://lichess.org/uDasrwBB/black#62,,True,https://lichess.org/training/rKgYS
t5z1k,2r5/2r1k1pp/R3R3/4ppP1/3p3P/3P4/5PK1/8 b - - 1 38,e7d7 a6d6,1009,99,100,38,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/GL5Dcot2/black#76,,True,https://lichess.org/training/t5z1k
TviTC,6k1/1R3pp1/7p/PP6/8/7P/r5r1/4R1K1 w - - 6 42,g1f1 a2f2,1009,85,94,511,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/Vwx7eGhr#83,,True,https://lichess.org/training/TviTC
LKKGL,4r1k1/p2R2R1/3p3p/2pP4/2p5/6PP/Pr4P1/6K1 b - - 0 30,g8f8 d7f7,1009,80,88,78,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/b7e7DE9y/black#60,,True,https://lichess.org/training/LKKGL
q4k36,3k1r2/pp1R2R1/8/3p2P1/5P2/8/PP1q2P1/K7 b - - 3 36,d8e8 g7e7,1009,86,94,171,endgame master mate mateIn1 oneMove queenRookEndgame,https://lichess.org/DEDGbaZ4/black#72,,True,https://lichess.org/training/q4k36
N5JKP,4r1kR/1pp3P1/3p1p2/p2qpPp1/2n1N3/5P1R/P3K3/8 b - - 2 35,g8g7 h3h7,1009,82,94,962,endgame mate mateIn1 oneMove,https://lichess.org/PLZhgFqL/black#70,,True,https://lichess.org/training/N5JKP
a4yCk,8/p5k1/8/2P4p/3r2r1/1B2RK2/P3R2P/8 w - - 8 42,c5c6 d4f4,1009,79,89,186,endgame mate mateIn1 oneMove,https://lichess.org/8qxN9w2P#83,,True,https://lichess.org/training/a4yCk
DL8yu,8/1p2k1p1/p6p/8/3P1N2/6P1/Pr3rP1/1K1R3R w - - 0 23,b1c1 f2c2,1010,75,89,568,endgame mate mateIn1 oneMove,https://lichess.org/gimuDUqK#45,,True,https://lichess.org/training/DL8yu
8wN2o,5k2/5R1p/2P1p1p1/3bP3/7P/6P1/P4RBK/2qr4 b - - 0 32,f8e8 f7f8 e8e7 f2f7,1010,98,86,22,endgame mate mateIn2 short,https://lichess.org/aBxQaKRy/black#64,,True,https://lichess.org/training/8wN2o
TbF8h,4r3/4P1k1/pr1nR1R1/1p1B2P1/8/6P1/Pbp3K1/8 b - - 1 39,g7h8 g6h6 h8g7 e6g6,1010,77,100,86,mate mateIn2 middlegame short,https://lichess.org/sxSOce37/black#78,,True,https://lichess.org/training/TbF8h
x60bd,6rk/pp1b2rp/2p3q1/2Pp1p1R/3Pp3/4PQ2/PP2BRPP/6K1 w - - 0 28,f3f4 g6g2 f2g2 g7g2 g1f1 g2g1 f1f2 g8g2,1010,79,86,457,fork mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/gymeCPcN#55,,True,https://lichess.org/training/x60bd
pT6sv,r7/3R2R1/5pkp/4p3/p7/4PP1P/5K2/1r6 b - - 0 32,g6f5 e3e4 f5e6 g7e7,1010,88,92,781,endgame mate mateIn2 rookEndgame short,https://lichess.org/nPK35oi8/black#64,,True,https://lichess.org/training/pT6sv
HlI1I,2r3k1/3q1r1p/1p2p1Q1/pb2Pn1R/3PB3/2P5/PP3B2/2K4R b - - 0 26,h7g6 h5h8 g8g7 h1h7,1010,76,98,1413,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/v74sm1AD/black#52,,True,https://lichess.org/training/HlI1I
k0yoj,4Br2/7k/1p1r1pRp/4p2R/PP5P/4K3/8/8 b - - 10 38,f8e8 h5h6,1011,76,100,248,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/1egeo2Ea/black#76,,True,https://lichess.org/training/k0yoj
tgZTv,2rr2kQ/1p3pb1/2q1p1p1/pbnpP1P1/3B1P2/2N2B2/PPP3KR/7R b - - 5 29,g7h8 h2h8 g8g7 h1h7,1011,87,95,465,kingsideAttack master mate mateIn2 middlegame short,https://lichess.org/O281dIMt/black#58,,True,https://lichess.org/training/tgZTv
3BGMZ,8/rkR5/p7/1p1pp3/1P3r2/8/4KPPP/2R5 b - - 8 36,b7b6 c1c6,1011,76,100,165,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/tmow9tTK/black#72,,True,https://lichess.org/training/3BGMZ
ZSCQW,r5k1/1q2Qppp/2p2n2/2p3B1/r1Np1P1P/1P1P4/2P3P1/1K1RR3 w - - 1 25,e7b7 a4a1 b1b2 a8a2,1011,76,100,111,mate mateIn2 middlegame queensideAttack short,https://lichess.org/MgWqdiuk#49,,True,https://lichess.org/training/ZSCQW
ejeTC,2k3r1/pp5P/4qp2/4p3/4P2Q/P2P1R1P/1P4rK/R1B5 w - - 1 30,h2h1 g2g1 h1h2 g8g2,1011,75,100,321,mate mateIn2 middlegame short,https://lichess.org/pJMjBxsb#59,,True,https://lichess.org/training/ejeTC
PRbuF,8/pp2R2p/5k2/5p2/n2p3P/1Pq5/4R3/3K4 b - - 5 40,d4d3 e2e6,1011,79,99,1368,endgame master mate mateIn1 oneMove,https://lichess.org/5L02uAJg/black#80,,True,https://lichess.org/training/PRbuF
I1erZ,r7/p5R1/P6k/7p/4Pp1P/4r3/7K/6R1 b - - 3 39,e3e4 g1g6,1011,76,99,747,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/mklb6bXv/black#78,,True,https://lichess.org/training/I1erZ
OVG7D,r7/4kp1N/2p1p1p1/2PpP3/1p1R1P1P/rn6/P1R2P2/1K6 w - - 0 31,a2b3 a3a1 b1b2 a8a2,1011,81,77,203,endgame mate mateIn2 queensideAttack short,https://lichess.org/Vz4bPFXP#61,,True,https://lichess.org/training/OVG7D
lvKRN,r3brk1/4R2R/1q2p1B1/p1ppP3/8/2P1PN2/PPp2PP1/2K5 b - - 2 22,e8g6 e7g7,1011,76,98,4345,mate mateIn1 middlegame oneMove,https://lichess.org/rIyT6MMV/black#44,,True,https://lichess.org/training/lvKRN
F6Za1,2b1r1k1/R1P3p1/8/1N6/2R2P2/P1P2K2/4r2P/8 w - - 5 35,b5d6 e8e3,1011,76,91,850,endgame mate mateIn1 oneMove,https://lichess.org/hiJU4izY#69,,True,https://lichess.org/training/F6Za1
RRex7,2r3k1/3b1r1p/4p1B1/p3P3/P2p1P2/1Pb3PR/8/2K4R b - - 0 32,h7g6 h3h8 g8g7 h1h7,1011,85,94,772,endgame mate mateIn2 short,https://lichess.org/IVOhBtbf/black#64,,True,https://lichess.org/training/RRex7
XFIC6,2k5/1p1r1pp1/pRQ2n1p/2P2P2/3q4/P2Pp1P1/2P3KP/1R6 b - - 0 26,b7c6 b6b8 c8c7 b1b7,1012,77,88,247,endgame mate mateIn2 queensideAttack short,https://lichess.org/lB9hhdRF/black#52,,True,https://lichess.org/training/XFIC6
ILuJK,2k4r/p7/1p6/2pR2P1/5PK1/1P5r/P5R1/8 w - - 7 43,f4f5 h8h4,1012,80,92,354,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/tFPNuCg4#85,,True,https://lichess.org/training/ILuJK
o8RIT,7r/8/8/1R6/4pRp1/2k1P1P1/5PK1/7r w - - 7 61,f4e4 h8h2,1012,79,100,67,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/Px5k71t8#121,,True,https://lichess.org/training/o8RIT
FIopv,3rr1k1/1R4R1/6p1/8/5n2/4Np2/6PP/5K2 b - - 2 34,g8f8 b7f7,1013,87,95,488,endgame mate mateIn1 oneMove,https://lichess.org/UiVk95Nb/black#68,,True,https://lichess.org/training/FIopv
rZFsH,8/6pp/4P3/5R2/R5P1/4k2K/3r2r1/8 w - - 2 42,e6e7 g2h2 h3g3 d2g2,1013,76,98,240,endgame mate mateIn2 rookEndgame short,https://lichess.org/NEZ2UnuM#83,,True,https://lichess.org/training/rZFsH
uH0sF,3r2k1/2r2p1R/4p1p1/pp2P3/2q1P3/P2Q3R/1B4P1/6K1 b - - 0 32,c4d3 h7h8 g8g7 h3h7,1013,82,93,907,endgame mate mateIn2 short,https://lichess.org/WlgBbb4N/black#64,,True,https://lichess.org/training/uH0sF
UT0UD,6rk/p1R4p/8/5prK/3P1p2/2P4R/PP3P2/8 w - - 4 35,h5h6 g8g6,1013,83,94,872,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/7RI8rFQD#69,,True,https://lichess.org/training/UT0UD
Ed9nH,8/pp2R3/2p2k2/3p1ppP/1P1P3n/2q4P/5P2/3BR1K1 b - - 3 45,c3d4 e1e6,1013,81,93,422,endgame master mate mateIn1 oneMove,https://lichess.org/bCS3Xs22/black#90,,True,https://lichess.org/training/Ed9nH
eCCm9,r4k2/3R2R1/2p1r3/p7/3K4/8/1P6/8 b - - 1 44,a8e8 d7f7,1013,76,99,1202,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/bRKGk6xs/black#88,,True,https://lichess.org/training/eCCm9
eUxeo,2r3kQ/pp1b1pb1/4p1p1/3pP3/3q1PP1/1Pr5/P1P3BR/1K5R b - - 1 27,g7h8 h2h8 g8g7 h1h7,1014,77,98,1165,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/peCYUzy1/black#54,,True,https://lichess.org/training/eUxeo
cDWUk,6k1/p3b1R1/1p2p3/2p1Pr2/8/2P4K/PP4R1/3r4 b - - 0 40,g8f8 g7g8 f8f7 g2g7,1014,81,88,74,endgame mate mateIn2 short,https://lichess.org/x3jE2oNy/black#80,,True,https://lichess.org/training/cDWUk
980py,8/R6p/4ppk1/1P6/4PK1P/1P3P2/3r2r1/7R w - - 1 32,b5b6 e6e5 f4e3 g2e2,1014,77,93,440,endgame mate mateIn2 rookEndgame short,https://lichess.org/ZzJ52hle#63,,True,https://lichess.org/training/980py
qJMTe,8/pppk4/4R3/8/8/3PPK2/Pr4r1/R7 w - - 1 31,e6e4 b2f2,1014,76,100,106,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/jtuhYJL4#61,,True,https://lichess.org/training/qJMTe
dlpY9,r6r/1R3R1p/p1kpp3/6p1/2p1P3/2P2P2/P5PP/6K1 b - - 1 27,h7h6 f7c7,1014,79,98,2812,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/K2gUPHPF/black#54,,True,https://lichess.org/training/dlpY9
68Ria,5r2/2R5/1p1p2kp/3P2p1/PP2p1P1/6KP/5r2/2R5 w - - 1 44,c7c6 f8f3,1014,88,93,1856,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/tVpQFqrS#87,,True,https://lichess.org/training/68Ria
w5mKh,6k1/2r2r1p/3p2Q1/p1p2pP1/1pNp1q2/3P1P2/PPP1PK1R/7R b - - 0 32,h7g6 h2h8 g8g7 h1h7,1014,89,60,46,endgame kingsideAttack mate mateIn2 short,https://lichess.org/59CW5B36/black#64,,True,https://lichess.org/training/w5mKh
JTXzM,4r3/R7/3k4/3b4/2PR4/6P1/1P2rKPP/8 w - - 1 34,f2f1 e2e1 f1f2 e8e2,1014,82,94,566,endgame mate mateIn2 short,https://lichess.org/3ars6gci#67,,True,https://lichess.org/training/JTXzM
