PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,PatternMatch,puzzle_ref
KlANl,2k2r2/ppp1q1p1/4R1Q1/3p2PN/3P3P/n1r5/KPn5/7R b - - 6 27,e7b4 e6e8 c8d7 g6e6,1287,79,88,3178,mate mateIn2 middlegame queensideAttack short,https://lichess.org/CdAwS8Tj/black#54,,True,https://lichess.org/training/KlANl
smmeV,3B1Rr1/p7/kp2Q3/8/3pP3/P2P3P/2q3r1/7K w - - 0 43,f8g8 g2h2 h1g1 c2f2,1287,76,89,161,endgame mate mateIn2 short,https://lichess.org/YSsmoFmj#85,,True,https://lichess.org/training/smmeV
1Z8oD,6k1/1pp4p/3pqR2/8/8/5QP1/2P3KP/r7 b - - 0 30,e6c4 f6f8 g8g7 f3f6,1287,76,94,2023,endgame mate mateIn2 short,https://lichess.org/D7WSTu4M/black#60,,True,https://lichess.org/training/1Z8oD
lx4QE,7k/pb2Nnp1/1p3pRP/4p3/1P6/8/1r3P1P/rBR3K1 b - - 0 33,a1b1 h6g7 h8h7 g7g8q,1287,77,84,394,advancedPawn mate mateIn2 middlegame promotion short,https://lichess.org/5mnlQFgc/black#66,,True,https://lichess.org/training/lx4QE
xQV8f,r3q1k1/pp3p2/2pb1n2/8/3P3R/7Q/PP1B1PPP/6K1 b - - 8 23,e8e2 h4h8 g8g7 h3h6,1287,75,97,4455,mate mateIn2 middlegame short,https://lichess.org/eCIv80SD/black#46,,True,https://lichess.org/training/xQV8f
du09O,4q1k1/8/1p1B1p2/2pp1Pp1/2p3bp/2P3Q1/PP2r1PR/3B1K1R w - - 0 36,g3g4 e2e1 f1f2 e8e3,1287,184,25,5,mate mateIn2 middlegame short,https://lichess.org/VMAVoraH#71,,True,https://lichess.org/training/du09O
r1yFK,5qk1/8/6p1/4R2p/8/1P2Q1PP/5K2/3r4 w - - 5 35,f2e2 f8f1,1287,109,70,21,endgame mate mateIn1 oneMove,https://lichess.org/pMUZLVI4#69,,True,https://lichess.org/training/r1yFK
3unq3,3r3k/Q1R4p/5bp1/7p/3n4/6P1/PP1r1P1P/6K1 b - - 2 28,d4b5 c7h7 h8g8 a7f7,1287,75,84,355,endgame mate mateIn2 short,https://lichess.org/XaaPmnNG/black#56,,True,https://lichess.org/training/3unq3
0CMZp,r4rk1/1p1n1p2/p2pbR1R/4q3/P3P2Q/3B4/1PP3PP/6K1 b - - 4 22,d7f6 h6h8 g8g7 h4h6,1287,76,86,304,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/wGfK22mF/black#44,,True,https://lichess.org/training/0CMZp
Y5sxU,1rb2k2/p2p2pp/8/2p1q1N1/K1B1Nn2/5Q1P/PP6/R7 w - - 5 27,a1f1 b8b4 a4a3 e5b2,1288,76,100,807,fork mate mateIn2 middlegame short,https://lichess.org/V6Zhi0uI#53,,True,https://lichess.org/training/Y5sxU
2wDwk,5k2/4pn2/4p3/1p1p2q1/p2P1p2/P1P2Prr/1PBQRRP1/7K w - - 0 43,g2h3 g3g1 h1h2 g5g3,1288,81,93,16341,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/Oy2oMvs1#85,,True,https://lichess.org/training/2wDwk
a2rzC,5b1Q/pp1k1p2/3pb3/2r1P3/5Pq1/6P1/PPPR3P/2K5 b - - 2 28,f8g7 d2d6 d7e7 h8d8,1288,77,87,62,endgame mate mateIn2 short,https://lichess.org/WRKhk4c7/black#56,,True,https://lichess.org/training/a2rzC
Lx4Fh,3r1q1r/p3R1kn/1p1N3p/5bpP/8/6Q1/PP3P2/6K1 b - - 2 32,g7f6 g3e5,1288,76,93,1448,mate mateIn1 middlegame oneMove,https://lichess.org/NdMOeq9O/black#64,,True,https://lichess.org/training/Lx4Fh
RyWwQ,r3r2k/1Q3R1p/p7/1p2q3/2p5/2Pn3P/PP4P1/6K1 b - - 3 36,e5g3 f7h7 h8g8 b7f7,1288,76,96,1189,endgame mate mateIn2 short,https://lichess.org/VVSYWOTU/black#72,,True,https://lichess.org/training/RyWwQ
jThVf,3rr2k/pQ5R/1p2p1p1/2p4p/2P4P/6B1/P4PPK/q7 b - - 0 36,h8g8 b7f7,1288,76,92,531,endgame mate mateIn1 oneMove,https://lichess.org/OSeC3SzO/black#72,,True,https://lichess.org/training/jThVf
uxpTG,6k1/1b2p3/pp1p3p/2pP4/2P3P1/1P2P1n1/Pq4rN/1R1RQK2 w - - 7 39,e1g3 b2e2,1288,77,78,318,mate mateIn1 middlegame oneMove,https://lichess.org/by1YrHf0#77,,True,https://lichess.org/training/uxpTG
rt14F,7q/2Rb1pk1/3Qp1p1/p2pPp1r/3P4/1P3N2/P4PP1/1B4K1 w - - 8 30,g2g3 h5h1 g1g2 h8h3,1288,96,33,33,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/LHA7ta8O#59,,True,https://lichess.org/training/rt14F
hvHSL,r5k1/1Q4Rp/3p2p1/q2p2n1/p2P4/7P/PP3PP1/6K1 b - - 1 27,g8f8 b7e7,1288,75,98,1179,endgame mate mateIn1 oneMove,https://lichess.org/tyeq0hP4/black#54,,True,https://lichess.org/training/hvHSL
GT6Z4,7k/6p1/p2P3p/1p6/8/3Q2P1/Pq3r1P/3R3K w - - 1 33,d3d5 f2h2 h1g1 b2f2,1288,75,89,798,endgame mate mateIn2 short,https://lichess.org/Jxnfpqno#65,,True,https://lichess.org/training/GT6Z4
xR8Jz,r4rk1/pp1n1p2/6p1/2p5/3P3R/2P4Q/q1P4P/2K2R2 b - - 1 23,d7f6 h4h8 g8g7 h3h6,1289,75,96,3744,mate mateIn2 middlegame short,https://lichess.org/BxSUMxTR/black#46,,True,https://lichess.org/training/xR8Jz
FmNRB,r3r1k1/4qp2/pp2n1p1/4PB2/P2p3R/7Q/1P3PPP/6K1 b - - 1 27,e6g5 h4h8 g8g7 h3h6,1289,76,86,235,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/ZVHHNyQH/black#54,,True,https://lichess.org/training/FmNRB
VhIN1,R7/3q1pk1/1npb1p2/1P1p4/1P1P4/2NB1N2/2Q2Pb1/4R1Kr w - - 1 23,g1g2 d7h3,1289,77,93,529,mate mateIn1 middlegame oneMove,https://lichess.org/csXFg0v5#45,,True,https://lichess.org/training/VhIN1
