PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,Rook_Queen,puzzle_ref,unique_id
eSp1G,1n1b2k1/r4qNp/pp1p4/3P4/P5Q1/8/1PP2PPP/4R1K1 b - - 0 22,f7g7 e1e8 g8f7 g4e6,1446,75,95,4530,endgame fork mate mateIn2 pin short,https://lichess.org/IwvW0B2L/black#44,,True,https://lichess.org/training/eSp1G,8590124520
eTcws,5k2/1p3q2/4p2p/8/1PQb4/P5PR/5r1P/6K1 w - - 4 43,c4d4 f2f1 g1g2 f7f3,1183,75,84,281,endgame mate mateIn2 short,https://lichess.org/OIH5ppeg#85,,True,https://lichess.org/training/eTcws,8590124792
eTg77,3r3k/1QR4p/p2q2p1/5p2/4p3/1P5P/5nP1/6K1 b - - 6 39,d6d4 c7h7 h8g8 b7f7,1384,76,85,300,endgame mate mateIn2 short,https://lichess.org/ZAWeaHX8/black#78,,True,https://lichess.org/training/eTg77,8590124805
eTy1A,2rq1rkR/4ppB1/2bp1np1/3N4/1p2P3/1p3P2/PPPQ2P1/2KR4 b - - 1 19,g8g7 d2h6,834,77,71,132,mate mateIn1 middlegame oneMove,https://lichess.org/eR0pTexP/black#38,,True,https://lichess.org/training/eTy1A,8590124895
eV77s,4k3/ppp3pQ/8/2b3q1/4B3/2P5/PP3rPP/R3R1K1 w - - 2 26,e4f5 f2e2 g1f1 g5g2,1981,77,77,1078,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/Wpj3gmR5#51,,True,https://lichess.org/training/eV77s,8590125313
eWJ8a,1R6/p5pp/2p4k/3pp3/8/2P1PP1P/q4r2/3Q2RK w - - 1 31,g1g4 f2h2 h1g1 a2f2,1142,75,71,82,endgame mate mateIn2 short,https://lichess.org/sAmpLJGC#61,,True,https://lichess.org/training/eWJ8a,8590125738
eXbNt,3r3k/pp3R2/1q5p/2p4Q/3b4/7P/PP1p2P1/7K b - - 1 29,b6b2 h5h6 h8g8 h6h7,1191,74,77,595,endgame mate mateIn2 short,https://lichess.org/frV2zG4h/black#58,,True,https://lichess.org/training/eXbNt,8590126182
eXu6C,2k3r1/2R4Q/p3p3/3q4/Pnp5/4p3/1P4rP/R6K b - - 1 32,c8d8 h7e7,1335,157,69,84,mate mateIn1 middlegame oneMove,https://lichess.org/gktKyatt/black#64,,True,https://lichess.org/training/eXu6C,8590126279
eYAWD,6k1/8/2p1p3/2PpP3/P2q4/4QR1p/1r3K1P/8 w - - 6 42,f2g3 b2g2 g3h3 d4g4,1163,75,93,575,endgame mate mateIn2 short,https://lichess.org/X9bIECUM#83,,True,https://lichess.org/training/eYAWD,8590126364
eYScW,6k1/1p4p1/1Q5p/4q3/6P1/P1Pr3P/5RK1/8 w - - 4 39,b6b7 e5g3 g2f1 d3d1 f1e2 g3d3,1130,74,97,11516,endgame long mate mateIn3,https://lichess.org/Fcrpi7sL#77,,True,https://lichess.org/training/eYScW,8590126478
eZB8W,r3r3/2Q3kp/6p1/8/1N1qPR2/8/PP4PP/5b1K b - - 0 25,g7h6 f4h4 h6g5 c7f4,1264,87,67,36,mate mateIn2 middlegame short,https://lichess.org/4FofxvIH/black#50,,True,https://lichess.org/training/eZB8W,8590126750
eZM3z,3r2r1/1Q6/3pqp1k/2p2Rb1/PpPpP2R/3P3P/6P1/3B2K1 b - - 0 32,g5h4 f5h5 h6g6 b7h7,1212,78,95,13148,fork mate mateIn2 middlegame short,https://lichess.org/xE8fnDwn/black#64,,True,https://lichess.org/training/eZM3z,8590126810
eZVTi,6qk/pp4rp/2p1p2Q/3p4/1P1P3N/r6P/6P1/5RRK w - - 0 32,f1f6 a3h3 g2h3 g7g1 h1h2 g8g3,1513,75,95,18038,long mate mateIn3 middlegame,https://lichess.org/cW4iN8xe#63,,True,https://lichess.org/training/eZVTi,8590126851
eaiM7,r4rk1/1b2bpB1/p3p3/1Nqn3R/8/5P2/PPpQ2PP/R6K b - - 0 22,f8c8 h5h8 g8g7 d2h6,1000,78,98,4439,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/Uk6J62iB/black#44,,True,https://lichess.org/training/eaiM7,8590127262
ec5nH,r5k1/2N3pp/3p4/p1PPp3/4P2q/P2N1r1b/3Q4/R5RK w - - 4 28,d2g5 h3g2 h1g2 h4h3,1742,75,88,257,attraction doubleCheck kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/OrIO3f6d#55,,True,https://lichess.org/training/ec5nH,8590127750
ec6cG,3r3k/1QR4p/1p4p1/5p2/8/1P4PP/P3p1PK/q7 b - - 1 32,e2e1q c7h7 h8g8 b7f7,1562,74,95,25550,endgame mate mateIn2 short,https://lichess.org/FY4zwJy0/black#64,,True,https://lichess.org/training/ec6cG,8590127756
ecSAB,1kr4r/1Bq1b1pp/2n3b1/2N1p3/1P4P1/2P1pN1P/4QP2/R3R1K1 b - - 0 22,e7c5 a1a8 b8b7 e2a6,1797,79,90,39,mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/sDEu7qjW/black#44,,True,https://lichess.org/training/ecSAB,8590127877
ectf9,4r3/ppp2Q2/6pk/2P5/1P2qR2/P7/6PP/4rB1K b - - 4 36,e4e6 f4h4 h6g5 f7f4,1185,76,70,100,endgame mate mateIn2 short,https://lichess.org/1QetAfx9/black#72,,True,https://lichess.org/training/ectf9,8590128024
edFGZ,r5r1/pbkQb3/8/2p1P2p/2P2q2/8/PP4PP/3RN1K1 b - - 0 26,c7b6 d7b5 b6c7 d1d7 c7c8 b5b7,1497,74,97,23015,fork long master mate mateIn3 middlegame,https://lichess.org/9TnHo3QO/black#52,,True,https://lichess.org/training/edFGZ,8590128133
ef2Rb,6k1/q1r4p/4RPp1/3Q4/7P/8/5PPK/q7 b - - 1 40,g8f8 d5d8 f8f7 d8e8,1146,74,92,3017,endgame mate mateIn2 short,https://lichess.org/AlcXNkBk/black#80,,True,https://lichess.org/training/ef2Rb,8590128745
efKBf,r2q1rk1/p4pB1/1p1bpn2/8/7R/2p2N2/PP3PPP/R1Q3K1 b - - 0 17,c3b2 h4h8 g8g7 c1h6,1490,75,86,99,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/uwdMtTQv/black#34,Queens_Pawn_Game Queens_Pawn_Game_Colle_System,True,https://lichess.org/training/efKBf,8590128845
efspH,r3rb1k/pp1Q1Rpp/q1p4B/4P3/3P2P1/2P5/1P5P/2K4R b - - 3 23,g7h6 f7h7 h8g8 d7f7,1152,75,96,3776,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/GYRYVYlj/black#46,,True,https://lichess.org/training/efspH,8590129032
egPFg,8/2P5/p3k3/8/8/5rK1/P1R2p1P/8 w - - 3 62,g3g2 f2f1q,1033,81,89,125,advancedPawn endgame mate mateIn1 oneMove promotion,https://lichess.org/ASNv8r87#123,,True,https://lichess.org/training/egPFg,8590129202
egnbq,7r/2n5/p1k1p2p/r2bPqp1/2R5/1Q4B1/1P3PPP/3R2K1 b - - 0 31,d5c4 d1d6 c6c5 b3b6,1869,76,95,2803,mate mateIn2 middlegame short,https://lichess.org/KP6bWeHg/black#62,,True,https://lichess.org/training/egnbq,8590129346
egzVC,3rr3/p4pk1/1p6/2p2Qp1/P7/5K2/2P2P2/q2R3R b - - 7 27,d8d1 h1h7 g7g8 f5f7,1682,75,96,17723,endgame mate mateIn2 short,https://lichess.org/R9nQen0W/black#54,,True,https://lichess.org/training/egzVC,8590129420
ehMKi,8/1p4kn/p1p1q3/P2p2p1/2PP1p2/4rP1P/1PQ3PB/3R2K1 w - - 4 31,c4d5 e3e1 g1f2 e6e3,1317,75,81,296,endgame kingsideAttack mate mateIn2 short,https://lichess.org/C9jKlh38#61,,True,https://lichess.org/training/ehMKi,8590129530
ehcDT,8/1p5k/p4R2/3p2Q1/3Pp1P1/P6P/1q4r1/6K1 w - - 0 34,g1f1 b2e2,1141,76,94,812,endgame mate mateIn1 oneMove,https://lichess.org/8sBZMf3Q#67,,True,https://lichess.org/training/ehcDT,8590129622
ehqt1,4rr2/4Q3/p1k1R3/2pb3R/8/1P1q1P2/P5PP/7K b - - 0 37,d5e6 h5c5 c6b6 e7c7,1708,74,95,16348,endgame mate mateIn2 short,https://lichess.org/cBYUoWIl/black#74,,True,https://lichess.org/training/ehqt1,8590129700
ei43X,2r4k/1pq4p/p2p1R2/3Pp3/8/3B4/P1n3PP/5QK1 b - - 1 26,c2e3 f6f8 h8g7 f1f6,1158,78,92,3430,endgame mate mateIn2 short,https://lichess.org/rAz62GKL/black#52,,True,https://lichess.org/training/ei43X,8590129766
ejJm1,7r/1pqbk1pp/p1n1p3/6N1/1P2p3/P5P1/2P5/R2Q1R1K b - - 0 21,c7g3 f1f7 e7e8 d1d7,1009,87,91,337,mate mateIn2 middlegame short,https://lichess.org/6UtZKPPE/black#42,,True,https://lichess.org/training/ejJm1,8590130238
ejhZw,7k/5p2/1Q2p2q/6p1/4p1P1/1NPrP3/PP3P2/2K5 w - - 1 28,b3c5 h6h1 c1c2 h1d1,882,77,88,178,endgame mate mateIn2 short,https://lichess.org/BqTNf4ju#55,,True,https://lichess.org/training/ejhZw,8590130351
ekbX1,r1b2k1R/4qp2/p1p1p1p1/1p1nP3/P2P2p1/2P2N2/2BQ1P2/2K5 b - - 5 25,f8g7 d2h6,711,110,91,533,mate mateIn1 middlegame oneMove,https://lichess.org/Qw19JZBO/black#50,,True,https://lichess.org/training/ekbX1,8590130683
el37g,r7/1p5p/p1np1k1P/5RpQ/6P1/2P5/PP2q3/K7 b - - 0 27,f6e6 h5f7,992,95,45,28,endgame mate mateIn1 oneMove,https://lichess.org/6sC7LQJZ/black#54,,True,https://lichess.org/training/el37g,8590130826
elI7u,5b1r/3R1k2/4Np1p/5Q2/1q6/8/5P1P/6K1 b - - 6 43,f8e7 f5h5 f7e6 h5d5,2092,77,91,2098,endgame mate mateIn2 sacrifice short,https://lichess.org/whYysifE/black#86,,True,https://lichess.org/training/elI7u,8590130905
eliZ3,3r3k/1Q2R3/p4p2/1p6/3P2qp/P1P3R1/1P1n1PK1/8 b - - 1 36,h4g3 e7h7 h8g8 b7f7,1165,78,94,10941,endgame mate mateIn2 short,https://lichess.org/Tjj98oY2/black#72,,True,https://lichess.org/training/eliZ3,8590131053
embqi,1k1r4/1R6/pp1b2pq/3Bp3/4P3/2pP1Q2/P1P1K3/8 b - - 1 38,b8c8 f3g4 d8d7 g4d7,1476,98,27,20,endgame mate mateIn2 short,https://lichess.org/M9beWbyR/black#76,,True,https://lichess.org/training/embqi,8590131364
epKq4,3R4/8/kr3p2/p5p1/8/2Q5/KP6/5q2 b - - 2 63,f1b5 d8a8 a6b7 c3c8,1030,75,86,433,endgame mate mateIn2 short,https://lichess.org/NIPj1TmX/black#126,,True,https://lichess.org/training/epKq4,8590132251
eqf1y,1r2r1k1/3Q2Rp/6p1/p1p3B1/4P3/2q3N1/P6P/3n2K1 b - - 0 33,g8h8 g7h7 h8g8 d7f7,1273,74,91,4359,mate mateIn2 middlegame short,https://lichess.org/iHVwxP2y/black#66,,True,https://lichess.org/training/eqf1y,8590132700
eqjnr,R2r3r/1kpqpp2/1p1p1n1b/2PP4/4P3/3Q2p1/1P1N1PKN/8 b - - 0 25,d6c5 d3a6,669,101,90,528,mate mateIn1 middlegame oneMove,https://lichess.org/pXpTMEbq/black#50,,True,https://lichess.org/training/eqjnr,8590132722
er0wX,6k1/3q2p1/p2P3p/2pP4/4P2P/P1N2rQ1/4bPK1/6R1 w - - 3 37,g3g6 d7h3,694,87,94,893,endgame mate mateIn1 oneMove,https://lichess.org/JtdnsRoZ#73,,True,https://lichess.org/training/er0wX,8590132809
erpFX,4Q2k/1bq2rp1/4p1Rp/p4p2/1p1P1P2/4p2R/PPr3PP/5NK1 b - - 3 32,h8h7 h3h6 g7h6 e8g8,1196,76,88,560,mate mateIn2 middlegame sacrifice short,https://lichess.org/RukczObb/black#64,,True,https://lichess.org/training/erpFX,8590133078
esgaU,1r2r1k1/1b3R1p/p5pQ/1p2q3/2p5/8/P5P1/3R2K1 b - - 1 31,e8f8 h6h7,1190,77,89,1156,mate mateIn1 middlegame oneMove,https://lichess.org/OEW0uAOT/black#62,,True,https://lichess.org/training/esgaU,8590133370
esoDa,2R5/3kbp1p/r3pp2/1p2q3/4P3/6PP/P7/2Q2B1K b - - 1 31,a6b6 f1b5 b6b5 c1c6,1381,75,93,263,endgame mate mateIn2 sacrifice short,https://lichess.org/wqUm4uOH/black#62,,True,https://lichess.org/training/esoDa,8590133406
etS8U,3r1rk1/p3ppB1/2p1bnp1/q7/1p1PP1P1/2N2P2/PP1QB3/1K1R3R b - - 0 21,b4c3 h1h8 g8g7 d2h6,1665,74,100,915,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/lid2giw5/black#42,,True,https://lichess.org/training/etS8U,8590133623
ethW8,2r5/5Rk1/6p1/3pN3/1p1P4/7Q/r1q4P/6K1 b - - 1 32,g7g8 h3h7,1128,79,65,182,endgame mate mateIn1 oneMove,https://lichess.org/X2FEzcmt/black#64,,True,https://lichess.org/training/ethW8,8590133705
evJND,r4k2/1p4Rn/p7/4Q1P1/6pP/5R2/PPq5/6K1 b - - 0 32,g4f3 e5e7,945,79,100,72,endgame mate mateIn1 oneMove,https://lichess.org/iNBG5erW/black#64,,True,https://lichess.org/training/evJND,8590134240
evgQn,r7/1p4kR/1nb5/p2p1Q2/P3qP2/8/6PP/2R4K b - - 5 29,g7g8 f5f7,902,75,100,145,mate mateIn1 middlegame oneMove,https://lichess.org/0FTrJOAB/black#58,,True,https://lichess.org/training/evgQn,8590134378
ewDTR,5Rk1/pp6/2pqr3/2Q5/2n1P1rP/2P3P1/P1P1K3/5R2 b - - 2 28,g8g7 f1f7 g7h6 f8h8 h6g6 c5f5,1435,73,96,23258,exposedKing long mate mateIn3 middlegame,https://lichess.org/XyMoO1ar/black#56,,True,https://lichess.org/training/ewDTR,8590134546
ewbsc,6k1/p1b2pp1/5pp1/3Q4/8/5N1P/PP1R1PPK/2q1r3 w - - 7 27,g2g3 e1h1 h2g2 c1f1,1213,129,43,12,endgame master masterVsMaster mate mateIn2 short,https://lichess.org/JjrmTkq0#53,,True,https://lichess.org/training/ewbsc,8590134692
exaIY,r3qrk1/2N4R/1p1p1b2/p1pPp1p1/PnP1P1Q1/6B1/1P3PP1/1K5R b - - 4 28,e8a4 g4e6 f8f7 e6f7,1706,79,94,10525,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/laJ6sO0t/black#56,,True,https://lichess.org/training/exaIY,8590135040
exzPw,2r1kbnr/pp2pppp/4b3/q1N3B1/1n1Q2P1/4P3/1PP2P1P/2KR1BNR w k - 3 16,c5e6 c8c2 c1b1 a5a2,1568,75,98,1268,mate mateIn2 middlegame queensideAttack short,https://lichess.org/U43tkM7I#31,Benoni_Defense Benoni_Defense_Old_Benoni,True,https://lichess.org/training/exzPw,8590135179
eyLmv,2Q5/1b3p1k/6p1/4P2p/5P2/1PR3QP/1q4r1/2R3K1 w - - 0 43,g1f1 b2e2,1408,75,100,578,mate mateIn1 middlegame oneMove,https://lichess.org/NPF7iRjM#85,,True,https://lichess.org/training/eyLmv,8590135306
eyPhR,r2q1r2/pp1n4/2p5/3p1k2/3P2Q1/2P4P/PP3PP1/4R1K1 b - - 1 26,f5f6 e1e6 f6f7 g4g6,1462,76,94,1530,endgame mate mateIn2 short,https://lichess.org/sIxPyLcE/black#52,,True,https://lichess.org/training/eyPhR,8590135330
ez1zo,2r3k1/7p/p5p1/1pPq1pB1/4r2Q/P1R3K1/5P1P/2R5 w - - 3 34,h4h6 e4g4 g3h3 d5g2,1730,132,82,48,mate mateIn2 middlegame short,https://lichess.org/Kaa6QZ8u#67,,True,https://lichess.org/training/ez1zo,8590135546
ezfL6,r4rk1/pp3p2/3p3R/2p1n3/4P1q1/1BPP2P1/PKP5/7Q b - - 0 24,c5c4 h6h8 g8g7 h1h6,1472,74,96,12938,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/wXTODWbw/black#48,,True,https://lichess.org/training/ezfL6,8590135776
f01RP,6k1/p4ppp/2p1p3/4P3/6r1/B4Q2/P1qr3P/R3R2K w - - 0 27,f3g4 d2h2 h1g1 c2f2,1096,79,91,477,endgame mate mateIn2 short,https://lichess.org/CVvKgpgG#53,,True,https://lichess.org/training/f01RP,8590135906
f0INN,6k1/ppp4p/3p2p1/2PN3P/1P4q1/2Q5/P3rK1P/3R3R w - - 5 28,f2f1 g4g2,1307,141,33,43,endgame mate mateIn1 oneMove,https://lichess.org/DnaLNpNQ#55,,True,https://lichess.org/training/f0INN,8590135993
f0QCr,2k3r1/p1q5/1p5R/2pN4/2P1p3/P2p4/1P1Q4/4K1rR w - - 2 35,h1g1 g8g1 e1f2 c7g3,1126,80,87,571,endgame master mate mateIn2 short,https://lichess.org/7YrKrD2Y#69,,True,https://lichess.org/training/f0QCr,8590136040
f0RGZ,r7/pbp3qQ/1pnk4/8/2B5/P1b5/2P2PPP/3R2K1 b - - 1 27,d6c5 d1d5 c5c4 h7d3,1534,261,82,3,mate mateIn2 middlegame sacrifice short,https://lichess.org/9Q1CShqe/black#54,,True,https://lichess.org/training/f0RGZ,8590136050
f0YZg,6N1/2p2Rk1/3p4/1P2b2Q/2PqP3/4r1Pp/7P/7K b - - 2 42,g7g8 h5h7,1010,78,78,100,endgame master masterVsMaster mate mateIn1 oneMove,https://lichess.org/BHsAzM3g/black#84,,True,https://lichess.org/training/f0YZg,8590136088
f0xga,r4rk1/3n1p2/p3pPp1/1p6/7R/2q5/P1P4Q/5R1K b - - 5 30,d7f6 h4h8 g8g7 h2h6,1261,75,89,664,mate mateIn2 middlegame short,https://lichess.org/hvkr8jxG/black#60,,True,https://lichess.org/training/f0xga,8590136233
f2M7M,rn1qr1kR/pbp1ppB1/1p1p1np1/8/3PP1P1/2NB1P2/PPPQN3/R3K3 b Q - 2 14,g8g7 d2h6,1042,184,29,17,mate mateIn1 middlegame oneMove,https://lichess.org/GlVbojoH/black#28,Modern_Defense Modern_Defense_Mongredien_Defense,True,https://lichess.org/training/f2M7M,8590136720
f3mFe,7k/1p1n2pp/p2Q2p1/8/3P2Pq/1PP5/1B3P2/RN4Kr w - - 1 26,g1g2 h4h3,1440,227,60,33,mate mateIn1 middlegame oneMove,https://lichess.org/yDGnjpFo#51,,True,https://lichess.org/training/f3mFe,8590137193
f43n0,6k1/5pp1/5p1p/8/P2P4/6q1/1N2Q3/2rRK3 w - - 0 39,e1d2 g3c3,1056,77,100,104,endgame mate mateIn1 oneMove,https://lichess.org/h3SGDCbQ#77,,True,https://lichess.org/training/f43n0,8590137296
f4EC1,8/pp1b1pk1/4p1P1/4P1Q1/3P4/q4NR1/5PP1/2r1K3 w - - 1 26,e1e2 d7b5 e2d2 a3c3,1902,75,94,2000,endgame mate mateIn2 short,https://lichess.org/0uguSbkv#51,,True,https://lichess.org/training/f4EC1,8590137348
f4gMC,1r2r1k1/p1p2pBR/2p2Pp1/3p1q2/8/2b5/PP1Q2PP/6K1 b - - 2 29,c3f6 h7h8 g8g7 d2h6,1307,76,82,1540,mate mateIn2 middlegame sacrifice short,https://lichess.org/FQYPLkb8/black#58,,True,https://lichess.org/training/f4gMC,8590137508
f4j6C,4R1Bk/6p1/7p/2p5/1p3b1q/1P3P1P/3r4/1R4QK w - - 9 40,g1g4 d2h2 h1g1 h4f2,1463,90,-27,33,mate mateIn2 middlegame short,https://lichess.org/4gAOt54s#79,,True,https://lichess.org/training/f4j6C,8590137523
f5F9l,7k/1Bp3p1/1p1p3p/7q/P3P3/2Q1R1PK/1PP5/5r2 w - - 1 27,h3g2 h5h1,846,95,96,205,endgame mate mateIn1 oneMove,https://lichess.org/26A9opkh#53,,True,https://lichess.org/training/f5F9l,8590137697
f5Sbx,8/1p3pkp/1q3np1/6P1/p2N1R2/2rB1Q2/PPK2PP1/4r3 w - - 0 25,b2c3 b6b1 c2d2 b1c1,1320,75,96,13952,mate mateIn2 middlegame short,https://lichess.org/qYArh0aC#49,,True,https://lichess.org/training/f5Sbx,8590137769
f6HDO,8/6kp/p1qrp3/1p2RpQ1/2r5/P1P1R1PK/7P/8 b - - 3 41,g7f7 e5f5 e6f5 e3e7 f7f8 g5g7,1860,75,89,582,clearance endgame long mate mateIn3 sacrifice,https://lichess.org/qEM5s0F5/black#82,,True,https://lichess.org/training/f6HDO,8590138067
f7Puk,1k6/pp1r2p1/2q5/5Q1p/8/3KP1P1/P1r5/1R5R w - - 0 29,f5d7 c6c4,1647,75,91,1986,endgame mate mateIn1 oneMove,https://lichess.org/jJWYjOaI#57,,True,https://lichess.org/training/f7Puk,8590138458
f7WvJ,1r2r2k/pb1p1pRp/7B/2p2Q2/8/2q5/P5PP/6RK b - - 1 22,b7e4 g7h7 h8g8 f5f7,1848,79,75,186,mate mateIn2 middlegame short,https://lichess.org/gRS5V3up/black#44,,True,https://lichess.org/training/f7WvJ,8590138491
f7pxk,r5k1/1p1nqpbp/2n3P1/8/3p2P1/1P1P1N2/1BPQ1PB1/r1KR3R w - - 1 21,b2a1 a8a1 c1b2 e7a3,1583,76,92,3058,mate mateIn2 middlegame queensideAttack short,https://lichess.org/IIXnrorf#41,,True,https://lichess.org/training/f7pxk,8590138590
f8HC2,r2q1rk1/pp2bp1R/3pn3/4p3/4P1P1/2N4Q/PPP2PP1/R3K3 b Q - 0 19,e6g5 h7h8 g8g7 h3h6,967,105,100,39,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/k0o1nEEV/black#38,,True,https://lichess.org/training/f8HC2,8590138749
f9cGY,2r4k/1R5p/pp1Q2pN/4n1q1/N1P5/1P5P/P1R3P1/4r1K1 w - - 1 30,g1f2 g5e3,1204,77,94,5956,master mate mateIn1 middlegame oneMove,https://lichess.org/f4caQ5wa#59,,True,https://lichess.org/training/f9cGY,8590139199
f9f3x,3q4/8/5pk1/p1P1p1p1/4P3/5RPr/Q4P2/6K1 w - - 4 41,a2e6 d8d1 g1g2 d1h1,890,86,95,365,endgame fork mate mateIn2 short,https://lichess.org/r0hVUE3q#81,,True,https://lichess.org/training/f9f3x,8590139215
f9o71,1r4k1/p5pp/2p5/2BpP3/3Q1P2/1r1K2P1/P2R3P/4q3 w - - 0 36,a2b3 b8b3 d3c2 e1b1,965,95,92,1793,endgame mate mateIn2 short,https://lichess.org/hTnQKBB8#71,,True,https://lichess.org/training/f9o71,8590139259
fABUY,2q2k2/p1p1ppb1/1r1p4/3nP1pr/B2PQ3/1P3bP1/P1PN1Pp1/R3R1K1 w - - 0 25,e4f3 h5h1 g1g2 c8h3,1491,75,97,14470,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/6QRXSgwH#49,,True,https://lichess.org/training/fABUY,8590139397
fApuu,rnb1k2r/pp3pb1/2p2n2/3q4/5p1p/3R1N2/P1P1BPPP/3Q1K1R b kq - 5 18,d5a2 d3d8 e8e7 d1d6,1277,75,96,7934,fork mate mateIn2 middlegame short,https://lichess.org/RTFGpdAC/black#36,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System,True,https://lichess.org/training/fApuu,8590139632
fCZJU,B1r3k1/4qppp/3p4/pp3b2/3Q1P2/2K3P1/PP5P/R1B4R w - - 1 20,c3d2 c8c2 d2d1 e7e2,1048,75,97,1600,mate mateIn2 middlegame short,https://lichess.org/bl3twTk0#39,,True,https://lichess.org/training/fCZJU,8590140214
fCejZ,5q1k/p5R1/1p2p2P/2p1P1P1/P1NpQ3/1P1P3r/2P5/5n1K w - - 9 48,h1g2 h3h2 g2g1 f8f2,1660,76,94,954,endgame master mate mateIn2 short,https://lichess.org/eTFEwfuE#95,,True,https://lichess.org/training/fCejZ,8590140243
fChTN,8/2p4k/1pP2ppp/pP2p3/P1P3qP/6P1/4rQ2/2R3K1 w - - 4 38,f2f6 g4g3 g1f1 g3g2,1257,75,99,4769,endgame mate mateIn2 short,https://lichess.org/igTY8GFj#75,,True,https://lichess.org/training/fChTN,8590140258
fCvcx,7k/pQ3R1n/4pn1p/6p1/8/4q2P/PP1q4/5B1K b - - 5 38,f6e8 f7h7 h8g8 b7f7,1218,79,94,3160,mate mateIn2 middlegame short,https://lichess.org/faUOirR2/black#76,,True,https://lichess.org/training/fCvcx,8590140344
fCyrp,6k1/1P4p1/4p1qp/3bQ1r1/p1pP1p2/P4P2/2P1R1K1/1R6 w - - 0 33,g2f1 g5g1 f1f2 g6g3,1198,94,100,55,endgame mate mateIn2 short,https://lichess.org/6fskBEiJ#65,,True,https://lichess.org/training/fCyrp,8590140358
fDK7u,1r5k/1p1Q1R1p/3p2p1/p1pPq3/2P5/7P/6P1/6K1 b - - 5 36,h7h5 f7h7 h8g8 d7f7,1087,82,94,4018,endgame mate mateIn2 short,https://lichess.org/smH9zeTb/black#72,,True,https://lichess.org/training/fDK7u,8590140485
fDg8U,4k2r/pp3pp1/1qp1p1p1/8/1P2nQ2/2P5/1P1r1PPP/R3KB1R w KQk - 0 19,f4e4 b6f2,711,82,88,337,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/ZE5819ep#37,,True,https://lichess.org/training/fDg8U,8590140624
fEojf,6r1/2Qnk2p/3p4/4p3/2B5/8/PPP3P1/3q1RK1 b - - 10 37,d1c2 f1f7 e7e8 c7d7,1074,76,74,86,endgame mate mateIn2 short,https://lichess.org/41bbpmlf/black#74,,True,https://lichess.org/training/fEojf,8590141017
fEr1T,3qr1k1/3bb1B1/p2p1NP1/1p3P2/2rpP3/P7/1PPQ4/R3K2R b KQ - 0 23,e7f6 h1h8 g8g7 d2h6,1236,78,95,9833,kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/3UhlL1dz/black#46,,True,https://lichess.org/training/fEr1T,8590141033
fExkM,3r2k1/Q6R/1p4p1/n3q3/8/6P1/P3PK1P/3R4 b - - 0 28,d8d1 a7f7,1415,90,67,158,endgame mate mateIn1 oneMove,https://lichess.org/hov32nUS/black#56,,True,https://lichess.org/training/fExkM,8590141081
fFIMD,4r1k1/pp3pp1/2p4p/4P2R/1P2Q3/P5PB/q6r/3R3K w - - 0 31,h1g1 a2f2,1154,75,87,260,mate mateIn1 middlegame oneMove,https://lichess.org/0HWBAFov#61,,True,https://lichess.org/training/fFIMD,8590141183
fFxjn,r2q2rk/pQ2R3/3p2Rp/5p2/3P1P2/6P1/PP1N3P/6K1 b - - 0 26,g8g6 e7h7 h8g8 b7f7,1069,84,94,120,endgame mate mateIn2 short,https://lichess.org/cEJpvUvl/black#52,,True,https://lichess.org/training/fFxjn,8590141406
fGQYu,r5r1/p1pR2kp/1p3np1/6N1/7Q/8/PPP1qPPP/6K1 b - - 3 24,g7f8 g5h7 f6h7 h4f4 h7f6 f4f6 f8e8 f6f7,2178,76,96,2326,exposedKing mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/IJcNezef/black#48,,True,https://lichess.org/training/fGQYu,8590141581
fH6jm,4r3/1p2Np1k/3P2p1/8/p2Q1P2/1P1R3P/P2R2K1/4q2r w - - 2 41,d3g3 e1f1,1225,76,90,470,master mate mateIn1 middlegame oneMove,https://lichess.org/9eftJdq0#81,,True,https://lichess.org/training/fH6jm,8590141810
fHg9f,r3kb1r/ppp2Rpp/2n1p1n1/6N1/2q5/2N5/PPP3PP/R1BQ3K b kq - 1 15,h7h6 d1d7,860,77,100,435,mate mateIn1 oneMove opening,https://lichess.org/UsHLkZ2o/black#30,Vienna_Game Vienna_Game_Vienna_Gambit,True,https://lichess.org/training/fHg9f,8590142010
