PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,Rook_Queen,puzzle_ref,unique_id
DLvvm,r7/pppR4/2n2kp1/4qp2/2B1pbn1/P7/KPP5/7Q b - - 0 28,a8d8 h1h4 g6g5 d7f7 f6g6 h4h7,2059,77,96,1532,long mate mateIn3 middlegame,https://lichess.org/JN0yYf40/black#56,,True,https://lichess.org/training/DLvvm,286452
DM6VG,8/RQ3ppk/6qp/8/2p5/4PP2/3r1P1P/5K2 w - - 0 32,b7f7 d2d1 f1e2 g6d3,1341,75,92,1920,endgame mate mateIn2 short,https://lichess.org/TV8ly4Rp#63,,True,https://lichess.org/training/DM6VG,286508
DMgE5,8/4Qpk1/p5pp/8/5PP1/1P5P/P1qr4/4R2K w - - 1 31,e7e4 d2h2 h1g1 c2f2,1245,78,93,5375,endgame mate mateIn2 short,https://lichess.org/RAewMO38#61,,True,https://lichess.org/training/DMgE5,286717
DN5Nq,2Q3k1/5pp1/5b2/2R4p/P3pK2/4B2P/1r3Pq1/8 b - - 1 31,g8h7 c5h5 h7g6 c8f5,1226,76,100,100,endgame mate mateIn2 short,https://lichess.org/5F5h9S45/black#62,,True,https://lichess.org/training/DN5Nq,286872
DNDag,4r3/4r2k/p3P2p/1p3R2/8/P2Q3P/2P3PK/4q3 b - - 1 33,e7e6 f5f7 h7g8 d3h7,1683,75,95,10589,doubleCheck endgame mate mateIn2 short,https://lichess.org/Qpc3GtEY/black#66,,True,https://lichess.org/training/DNDag,286926
DOeA0,1k3r2/p2R1pp1/2p1p3/4P1q1/8/8/PPP5/1K2Q3 b - - 0 26,f8d8 e1b4 b8c8 b4b7,1099,76,98,5103,endgame mate mateIn2 short,https://lichess.org/1VKQ5m0N/black#52,,True,https://lichess.org/training/DOeA0,287419
DQ8D3,8/2R2p1p/2r1k1b1/2pq1p2/5P2/4Q1NP/1P4P1/6K1 b - - 5 38,e6d6 e3e7,975,79,90,262,endgame mate mateIn1 oneMove,https://lichess.org/CHrN2heN/black#76,,True,https://lichess.org/training/DQ8D3,287923
DQ8Tu,r2q2k1/p5Bp/4p1p1/2N5/1pP3n1/1P2P3/P3QrPP/1R2K2R w K - 0 18,e2g4 d8d2,860,80,100,55,mate mateIn1 middlegame oneMove,https://lichess.org/gTEJ3YdX#35,Benko_Gambit Benko_Gambit_Other_variations,True,https://lichess.org/training/DQ8Tu,287927
DQJE7,6k1/5ppp/1p5q/p7/3Q1P2/PP4P1/4r1KP/2R5 w - - 1 28,g2g1 h6h2 g1f1 h2g2,1326,73,96,23264,endgame mate mateIn2 short,https://lichess.org/Ppyb8Ugm#55,,True,https://lichess.org/training/DQJE7,287979
DRSBH,4r1k1/2P2pp1/3q3p/8/5r2/2R4P/P4P1K/2Q2R2 w - - 0 35,c7c8q f4f2 h2g1 d6h2,1629,75,93,590,doubleCheck mate mateIn2 middlegame short,https://lichess.org/Z74JIOiu#69,,True,https://lichess.org/training/DRSBH,288337
DRbIt,1r3rk1/p7/2pqb2R/5p1Q/4p3/1P2P1P1/P4PP1/1K6 b - - 2 35,f8f7 h6h8 g8g7 h5h6,1648,75,89,1100,endgame mate mateIn2 short,https://lichess.org/OwYeHqCx/black#70,,True,https://lichess.org/training/DRbIt,288382
DRlJf,8/p4pp1/1pQ4p/1n3rk1/1P1bR3/7P/6PK/5r2 b - - 11 38,f7f6 e4g4 g5h5 c6e8 g7g6 e8g6,1280,76,96,23409,endgame long mate mateIn3,https://lichess.org/B3BPz15u/black#76,,True,https://lichess.org/training/DRlJf,288433
DRqAy,r5kR/1b3rB1/p3Rpp1/1ppq4/8/2P5/PP3PP1/2Q3K1 b - - 5 30,g8g7 c1h6,754,84,98,474,mate mateIn1 middlegame oneMove,https://lichess.org/xHvpowfD/black#60,,True,https://lichess.org/training/DRqAy,288467
DSDDw,4RR2/p2r2qk/1p1r3p/2pb1Q2/8/7P/P1P2PP1/7K b - - 6 31,g7g6 f8h8 h7g7 f5f8,2079,78,85,456,mate mateIn2 middlegame short,https://lichess.org/LdPRQ6HP/black#62,,True,https://lichess.org/training/DSDDw,288577
DSl97,1r2r2k/2Q2R2/p2p2p1/1q6/4n1PP/1P6/P1P5/2KR4 b - - 1 31,b5e5 f7h7 h8g8 c7f7,1248,74,97,8727,mate mateIn2 middlegame short,https://lichess.org/Z3uczNtO/black#62,,True,https://lichess.org/training/DSl97,288747
DSvYJ,1k1r4/pP1n1ppp/8/1Q3P2/N2q4/r4B1P/6P1/3R3K b - - 1 32,d4a4 b5e5 d7e5 d1d8 b8c7 b7b8q,1940,77,95,13321,advancedPawn long mate mateIn3 middlegame promotion sacrifice,https://lichess.org/OUJA3juK/black#64,,True,https://lichess.org/training/DSvYJ,288801
DUtC6,r1b5/1p3rk1/p2R2Qp/8/4p3/1P5P/2q1B1P1/6K1 b - - 0 26,g7f8 d6d8 f8e7 g6d6,1076,86,93,135,mate mateIn2 middlegame short,https://lichess.org/vkwQbfrW/black#52,,True,https://lichess.org/training/DUtC6,289421
DV5qE,7k/8/1p4Qp/p2p1PB1/2qPb3/P7/1P4rP/4RK2 w - - 1 38,e1e2 c4e2,1528,100,76,257,endgame mate mateIn1 oneMove,https://lichess.org/zF6tWYcj#75,,True,https://lichess.org/training/DV5qE,289494
DVC7D,6k1/3q3p/5Pp1/p2r4/1pQp4/4K3/PP4PP/2R5 w - - 0 35,e3e4 d7f5,1482,86,74,2146,endgame mate mateIn1 oneMove,https://lichess.org/Fd4n3Iei#69,,True,https://lichess.org/training/DVC7D,289524
DVTQq,5r1r/pRkn1Q2/2pb4/3p4/3P4/2P1P1P1/P2q1P1P/6K1 b - - 2 23,c7c8 f7d7,865,90,96,217,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/Ovc6hiIx/black#46,,True,https://lichess.org/training/DVTQq,289623
DWGOr,6k1/5q1n/2ppp1pP/p3p1P1/Pp2P1Q1/1P1PR1PK/1N6/7r w - - 3 38,h3g2 f7f1,822,81,100,614,endgame master mate mateIn1 oneMove,https://lichess.org/Pso6xfwU#75,,True,https://lichess.org/training/DWGOr,289903
DYOaN,5rk1/5ppp/8/3NR3/qQ1R1P2/8/PKr3PP/8 w - - 3 34,b2b1 a4a2,912,90,33,34,mate mateIn1 middlegame oneMove,https://lichess.org/7WtA119F#67,,True,https://lichess.org/training/DYOaN,290639
DaHLI,2r2rk1/p4pP1/1p5R/2p5/8/P2P1qP1/2PQ3P/6K1 b - - 0 28,f8e8 h6h8 g8g7 d2h6,1019,82,88,636,endgame mate mateIn2 short,https://lichess.org/Ov1me5Ee/black#56,,True,https://lichess.org/training/DaHLI,291284
DaIkM,5q2/5r1k/3PQ1p1/1p3N2/3B2P1/p7/P1P4P/6K1 w - - 0 35,f5e7 f7f1 g1g2 f8f3,1143,148,44,27,endgame mate mateIn2 short,https://lichess.org/euD9CfOj#69,,True,https://lichess.org/training/DaIkM,291296
DaZhj,r1q1r1k1/3n1p1R/1pp1p1p1/p2pP1N1/P2Pn3/2P4Q/2P2PPP/1R4K1 b - - 2 22,e4g5 h7h8 g8g7 h3h6,1093,76,94,479,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/mi3ZA30p/black#44,,True,https://lichess.org/training/DaZhj,291398
Db7C9,4k3/p1R2p1r/P7/2pP1Q2/2p2N2/4P1Pp/5P1N/1r4K1 w - - 1 33,h2f1 h3h2 g1h1 b1f1 h1g2 h2h1q,1098,84,84,498,advancedPawn deflection endgame long mate mateIn3 promotion,https://lichess.org/gEMDfJSH#65,,True,https://lichess.org/training/Db7C9,291601
DbKK7,6R1/2q3k1/p2bQ3/1p1p1r2/1Pn2r2/P6P/2P2PP1/R5K1 b - - 1 29,g7h7 e6g6,934,86,100,106,mate mateIn1 middlegame oneMove,https://lichess.org/J5Oc66FB/black#58,,True,https://lichess.org/training/DbKK7,291683
DbMSL,1nr2r1k/p3p2P/1p2P3/3PB3/2bbB3/5Q2/Pq3R1P/R5K1 b - - 2 25,d4e5 f3f8 c8f8 f2f8 h8g7 h7h8q,1509,75,94,1361,advancedPawn exposedKing kingsideAttack long mate mateIn3 middlegame promotion,https://lichess.org/PVqjckwy/black#50,,True,https://lichess.org/training/DbMSL,291693
DbNMN,2krR3/2p3p1/Q7/3p4/5qP1/N1P2P2/PP5r/1K6 b - - 4 31,c8d7 a6e6,1042,76,98,388,endgame mate mateIn1 oneMove,https://lichess.org/Lz6wSlTB/black#62,,True,https://lichess.org/training/DbNMN,291696
Dc67e,3q2k1/pp1r2pp/5p2/n7/8/P3PN2/1P3PPR/2Q1K3 w - - 1 18,c1c5 d7d1 e1e2 d8d3,1387,75,77,227,endgame mate mateIn2 short,https://lichess.org/OnjWrb4j#35,Queens_Pawn_Game Queens_Pawn_Game_Levitsky_Attack,True,https://lichess.org/training/Dc67e,291948
DfNZx,6rk/1p1r2p1/2p4p/p1Pn3R/P2P1PR1/1P4QP/6PK/2q5 b - - 0 38,c1e3 h5h6 g7h6 g4g8 h8h7 g3g6,1445,74,100,1194,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/XgQXFmSQ/black#76,,True,https://lichess.org/training/DfNZx,293071
Dg4lu,2r1rb1k/3Q1R1p/p5pB/1pp5/4P2P/2q3P1/P5B1/7K b - - 4 27,f8h6 f7h7 h8g8 d7f7,1170,74,96,14578,fork mate mateIn2 middlegame short,https://lichess.org/6wjYD9fr/black#54,,True,https://lichess.org/training/Dg4lu,293322
DgECS,r4q1r/pRpk4/2Bpp3/6Bp/3b3P/3QnP2/P1P2KP1/7R b - - 0 22,d7c6 d3b5,1179,75,100,528,master mate mateIn1 middlegame oneMove,https://lichess.org/9MHicOIC/black#44,,True,https://lichess.org/training/DgECS,293364
DhGTy,1rn2rkR/5qB1/3p2p1/3Np3/2b1P1P1/5PN1/1P1Q4/2K5 b - - 1 28,g8g7 d2h6,1164,83,92,75,mate mateIn1 middlegame oneMove,https://lichess.org/rxIfozF9/black#56,,True,https://lichess.org/training/DhGTy,293714
DhSjo,1Q5k/pp1bq2r/5p1R/3p3P/4p3/8/PPP1B3/1K6 b - - 3 34,h8g7 h6g6 g7f7 b8g8,1476,76,87,369,endgame mate mateIn2 short,https://lichess.org/DDP4J5ot/black#68,,True,https://lichess.org/training/DhSjo,293783
DhmM2,5rk1/ppp3pp/8/3P1r2/7q/2N3R1/PP4K1/R2Q4 w - - 2 24,d1g4 f5f2 g2g1 h4h2,1093,75,100,532,mate mateIn2 middlegame short,https://lichess.org/0007IMEu#47,,True,https://lichess.org/training/DhmM2,293913
DjUQa,4r1k1/p2n1rPp/2p1p1N1/3pP3/1b2P3/4QP2/1PP5/qNK2R1R b - - 0 24,h7g6 h1h8 g8g7 e3h6,1617,79,100,39,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/yuAUUicV/black#48,,True,https://lichess.org/training/DjUQa,294509
DjXai,3Rn1k1/pp3pbp/8/3B1Q2/2P5/1P4rP/P7/1N2q2K w - - 2 31,h1h2 e1g1,1145,270,69,31,mate mateIn1 middlegame oneMove,https://lichess.org/OqIJ578B#61,,True,https://lichess.org/training/DjXai,294521
DkNr2,r4k2/bpp4q/p1np2p1/P3p1Br/1P2P3/1QPP1N2/3N1PP1/R4RK1 w - - 2 19,g2g3 h5h1 g1g2 h7h3,1155,74,95,9281,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/o9f1MtkU#37,Italian_Game Italian_Game_Classical_Variation,True,https://lichess.org/training/DkNr2,294807
DkVvC,r2q2k1/2p4p/p1Q1p1p1/1p2B3/7b/PP1B2P1/2nP1r2/R3K2R w KQ - 2 20,d3c2 d8d2,1171,227,100,11,mate mateIn1 middlegame oneMove,https://lichess.org/0aaJtHKv#39,,True,https://lichess.org/training/DkVvC,294847
DkZkR,4rr2/6kp/6p1/p2Q4/3P1P2/P6q/1P1R1R2/2K5 w - - 1 34,d2c2 e8e1 c1d2 h3e3,1220,78,94,2466,endgame mate mateIn2 short,https://lichess.org/kCNe4I6I#67,,True,https://lichess.org/training/DkZkR,294866
DkdIN,3k4/P2qb3/2R5/4p3/4P3/2QPr1p1/2P2r2/6K1 b - - 0 33,d7a7 c6c8 d8d7 c3c6,1108,75,100,455,endgame mate mateIn2 short,https://lichess.org/1FReOch2/black#66,,True,https://lichess.org/training/DkdIN,294888
Dkstm,4rrk1/pp1qbp1n/2b4R/7Q/4P3/2NP4/PPP3PP/R6K b - - 2 20,h7g5 h6h8 g8g7 h5h6,1101,76,92,459,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/8YBi8A70/black#40,,True,https://lichess.org/training/Dkstm,294990
Dkxej,5rk1/1p1R2pp/p1p4q/2P5/2N5/2Q1P1P1/PP3r1P/2R3K1 w - - 1 28,d7d2 h6h2,1090,74,98,1446,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/bzYEvnTr#55,,True,https://lichess.org/training/Dkxej,295013
DlZde,6k1/1p3pp1/pQp4p/3q4/2NP4/PP3n1P/3Rr1P1/6K1 w - - 0 31,g2f3 d5g5 g1f1 g5g2,1462,76,95,21210,endgame mate mateIn2 short,https://lichess.org/bbMu0IAb#61,,True,https://lichess.org/training/DlZde,295213
DlfxC,8/6k1/1p1p1pP1/p2P3p/P1P2KrP/1PQ2R2/4q3/8 w - - 3 43,f4f5 e2e4,1583,90,79,183,endgame master masterVsMaster mate mateIn1 oneMove,https://lichess.org/Vfp4BGEn#85,,True,https://lichess.org/training/DlfxC,295256
Dlrj4,2r4k/pp3R1P/4p1p1/3pq1p1/4n3/3B4/PP6/K6R b - - 0 31,c8c7 f7f8 h8g7 h7h8q,1076,75,100,116,advancedPawn endgame mate mateIn2 promotion short,https://lichess.org/eAzJI3AO/black#62,,True,https://lichess.org/training/Dlrj4,295312
DmHC3,4r2k/1Q1R3p/p5p1/4Pp2/5q2/7P/P5P1/7K b - - 1 33,f4e5 d7h7 h8g8 b7f7,1213,78,93,1117,endgame mate mateIn2 short,https://lichess.org/4zLz6yR4/black#66,,True,https://lichess.org/training/DmHC3,295479
DoR69,8/p2Rk1p1/1p6/5QP1/5n2/q1b2P2/P7/1K6 b - - 8 39,e7e8 f5f7,1095,95,87,32,endgame mate mateIn1 oneMove,https://lichess.org/tD7JgapL/black#78,,True,https://lichess.org/training/DoR69,296218
Dp2Zu,1k3q2/pppB2p1/3p4/2b1p1B1/2N1P1Q1/2PP4/PP3PKr/R4R1r w - - 4 22,g2g3 c5f2 f1f2 f8f2,1646,76,89,1002,mate mateIn2 middlegame short,https://lichess.org/jHDBhI69#43,,True,https://lichess.org/training/Dp2Zu,296408
DqkRs,3r3k/p2P2r1/5Q1p/4R3/2P5/7P/6PK/3q4 b - - 5 46,d8d7 f6h6 h8g8 e5e8 g8f7 h6e6,1978,74,96,552,endgame exposedKing long mate mateIn3,https://lichess.org/WevZ2g74/black#92,,True,https://lichess.org/training/DqkRs,296983
Dr8oO,8/1p2Qrp1/pRkp3p/P6q/3pP3/3P3P/2P3P1/7K b - - 5 30,c6c5 e7d6,1247,78,90,2309,endgame mate mateIn1 oneMove,https://lichess.org/7pFwBGi4/black#60,,True,https://lichess.org/training/Dr8oO,297096
DsP54,5R2/p1k2Q2/3pp1p1/1pp3r1/2P4p/1P2q1N1/P5KP/8 b - - 5 34,c7b6 f8b8 b6a5 b8b5 a5a6 f7b7,2012,75,95,2271,endgame long mate mateIn3,https://lichess.org/AasD3i3e/black#68,,True,https://lichess.org/training/DsP54,297562
DtuUl,rnr3k1/p4p1p/6p1/q5PP/3Q4/1b3P2/1PP1P1N1/2KR1B1R w - - 2 30,h5h6 c8c2 c1b1 a5a2,1826,102,57,47,mate mateIn2 middlegame queensideAttack short,https://lichess.org/YB5tiCar#59,,True,https://lichess.org/training/DtuUl,298088
DtyQs,8/6p1/1R5p/3r3q/p2kQ3/7r/P2N1P2/6K1 b - - 3 42,d4c5 e4b4,1305,75,91,1715,endgame mate mateIn1 oneMove,https://lichess.org/OAYxq6LP/black#84,,True,https://lichess.org/training/DtyQs,298111
Du0Yf,2krr3/1n1p1q1p/1RpPpp2/p7/P1b1P3/2P3R1/2B2P1P/1Q4K1 b - - 3 24,b7d6 b6b8 c8c7 b1b6,1285,75,97,528,mate mateIn2 middlegame queensideAttack short,https://lichess.org/KF78oFPT/black#48,,True,https://lichess.org/training/Du0Yf,298116
DuX2E,8/pp1R1p1k/6pp/8/2P2qP1/1P3P2/PQ5P/5r1K w - - 0 32,h1g2 f4f3,862,76,100,129,endgame mate mateIn1 oneMove,https://lichess.org/AhcIB2xR#63,,True,https://lichess.org/training/DuX2E,298307
DuYUH,k4r2/p1RQn3/1p3q1p/6p1/1P6/P4b1P/5PP1/6K1 b - - 1 30,f3d5 c7a7 a8b8 d7c7,1457,75,85,178,endgame mate mateIn2 short,https://lichess.org/3eRqlOS9/black#60,,True,https://lichess.org/training/DuYUH,298314
DuZzT,1q3QB1/p5pk/2p4p/n4R2/8/3P2b1/PP4P1/4rN1K b - - 2 29,h7g6 f8f7,1275,81,79,527,mate mateIn1 middlegame oneMove,https://lichess.org/XBQS6LoO/black#58,,True,https://lichess.org/training/DuZzT,298325
Dv7iD,1Qn3k1/1p3p2/3B2p1/pP1p1bP1/P1pP2q1/2P4R/4rK2/7R w - - 3 53,f2f1 g4g2,1071,99,88,52,mate mateIn1 middlegame oneMove,https://lichess.org/CkBD1Pkd#105,,True,https://lichess.org/training/Dv7iD,298520
DvI6F,1Q6/1n6/p1Bp1p1k/3Ppq2/1P6/6P1/P6r/R4K2 w - - 0 37,f1g1 f5f2,824,76,98,505,endgame mate mateIn1 oneMove,https://lichess.org/gjrFyEkZ#73,,True,https://lichess.org/training/DvI6F,298588
DwDay,4r1kR/pp3p2/8/3p1qp1/3P4/P1P5/KP1pr3/R6Q b - - 1 37,g8g7 h1h6,1291,76,99,1299,endgame mate mateIn1 oneMove,https://lichess.org/T58Royey/black#74,,True,https://lichess.org/training/DwDay,298916
DwdOM,4Q1R1/6k1/1p1p2r1/3Pq1p1/5pP1/p4P2/4P1K1/8 b - - 17 56,g7h7 e8g6,1637,77,92,1284,endgame master mate mateIn1 oneMove,https://lichess.org/Nk8XrJfe/black#112,,True,https://lichess.org/training/DwdOM,299060
DxFAO,r7/2k2R2/6pp/2p1b3/BpPpP3/1P4q1/3r2P1/R4QK1 b - - 8 34,c7d6 f7d7 d6e6 f1f7,1158,78,92,8318,mate mateIn2 middlegame short,https://lichess.org/gylXlQd4/black#68,,True,https://lichess.org/training/DxFAO,299276
DyC8N,r2R1k2/5p2/6Qp/4p1pP/8/pqr5/5PP1/3R2K1 b - - 3 33,a8d8 d1d8 f8e7 g6d6,902,92,96,1679,endgame mate mateIn2 short,https://lichess.org/1P2tzEQV/black#66,,True,https://lichess.org/training/DyC8N,299613
DyFYX,3Q4/kb5p/p7/6r1/4B3/5PK1/q5P1/3R3R w - - 4 40,g3h3 a2g2 h3h4 g2g3,1382,76,92,1780,mate mateIn2 middlegame short,https://lichess.org/syxynshl#79,,True,https://lichess.org/training/DyFYX,299634
DyVdg,7k/pQ4p1/2p4p/2P5/8/1P4P1/q4r1P/3R3K w - - 1 44,b7c6 f2h2 h1g1 a2f2,1182,77,93,619,endgame mate mateIn2 short,https://lichess.org/t2GsdaCe#87,,True,https://lichess.org/training/DyVdg,299728
DzNRS,8/5pkp/5np1/p7/2PQ3P/5P2/P1r1qP2/K2R3R w - - 0 28,h4h5 c2a2 a1b1 e2c2,1203,127,100,14,endgame mate mateIn2 short,https://lichess.org/BHApx876#55,,True,https://lichess.org/training/DzNRS,300018
DzxnY,7q/1p3k2/p1pQ2n1/P2p4/1B1Pp3/1P2P1p1/R4rP1/R6K w - - 1 39,h1g1 h8h2,1486,176,9,37,mate mateIn1 middlegame oneMove,https://lichess.org/VIOfFIiF#77,,True,https://lichess.org/training/DzxnY,300210
E0Fqf,5rk1/1p3r2/2n4R/p6Q/8/P1P4P/1P3qPK/4R3 b - - 1 34,f2e1 h6h8 g8g7 h5h6,1570,77,84,258,endgame master mate mateIn2 short,https://lichess.org/gFF1uChZ/black#68,,True,https://lichess.org/training/E0Fqf,300299
E0Fzi,5qk1/1Rn4p/p5p1/2pPp1b1/2P1B3/P2Q2Pb/4N2K/3N1r2 w - - 0 29,h2h3 f8h6 h3g2 h6h1,2178,79,91,237,mate mateIn2 middlegame short,https://lichess.org/NIS5tgKX#57,,True,https://lichess.org/training/E0Fzi,300300
E0rGN,r5k1/p1p3pp/2p5/3p4/7q/2N3Q1/PPP1N1b1/R1B2rK1 w - - 7 24,g1g2 h4h1,906,76,100,187,mate mateIn1 middlegame oneMove,https://lichess.org/ZAscc0np#47,,True,https://lichess.org/training/E0rGN,300506
E14J6,r2qr3/1ppb1n1R/3p1pk1/p1nPp1p1/2P1P1P1/2N2PN1/PP5Q/R3KB2 b Q - 0 19,e8h8 h2h5,1292,76,97,6200,mate mateIn1 middlegame oneMove,https://lichess.org/FBHaAgQO/black#38,Kings_Indian_Defense Kings_Indian_Defense_Samisch_Variation,True,https://lichess.org/training/E14J6,300601
E1CU2,r4rk1/pp1b1R2/2n3pQ/1q4P1/1b2p3/8/PP1B2PP/R6K b - - 0 23,c6e5 h6h7,1215,160,68,40,mate mateIn1 middlegame oneMove,https://lichess.org/Z90ktdWR/black#46,,True,https://lichess.org/training/E1CU2,300655
E1In8,8/5Q2/2p3pk/8/6Pr/1Pq1KP2/P7/5R2 w - - 3 37,e3f2 c3d2 f2g3 d2h2,1696,76,92,498,endgame mate mateIn2 short,https://lichess.org/tPi4Cz0Y#73,,True,https://lichess.org/training/E1In8,300693
E1Zuc,3r2k1/p5b1/4R1P1/2p5/4Q1P1/8/Pp6/1K1q3R w - - 0 35,h1d1 d8d1 b1c2 b2b1q,862,87,95,369,advancedPawn endgame master mate mateIn2 promotion short,https://lichess.org/pcz1VhID#69,,True,https://lichess.org/training/E1Zuc,300795
E1cyG,6k1/3b3p/3p1p2/1PpPpP1n/3b3q/3B1R1P/1PQBN1PK/r7 w - - 0 25,g2g3 a1h1 h2g2 h4h3,1858,83,75,62,mate mateIn2 middlegame short,https://lichess.org/TvvfxP3o#49,,True,https://lichess.org/training/E1cyG,300809
E2OUF,2r5/p1qp3k/1p4pp/6N1/3P4/3Q4/P5PP/1K3R2 b - - 1 28,h6g5 f1f7 h7h8 d3h3 h8g8 h3h7,1519,74,85,432,endgame long mate mateIn3,https://lichess.org/1ngvAmG6/black#56,,True,https://lichess.org/training/E2OUF,301091
E2Rj7,8/3Rk3/1p6/5Q2/1pPb2pK/1P4P1/P5P1/3qr3 b - - 14 48,e7e8 f5f7,915,80,67,69,endgame mate mateIn1 oneMove,https://lichess.org/lpGTpSzm/black#96,,True,https://lichess.org/training/E2Rj7,301106
E2US6,k1q5/p7/1b2p3/3p1p1p/3N1Pp1/2r3P1/RQ1N2P1/1K6 w - - 7 54,b2b6 c3c1 b1b2 c8c3,1313,75,89,862,endgame mate mateIn2 short,https://lichess.org/ifVHQcS5#107,,True,https://lichess.org/training/E2US6,301121
E3akp,r5k1/p5pp/1p1pp3/P2P4/2P1Pp1q/2QB1n2/4KPrP/1R3R2 w - - 0 25,e2f3 h4g4,1649,90,56,323,mate mateIn1 middlegame oneMove,https://lichess.org/7JBZQ5lC#49,,True,https://lichess.org/training/E3akp,301477
E3jtK,6k1/p5p1/5nq1/8/1PPQ1p2/5R1P/4r3/1R4K1 w - - 3 37,g1f1 g6g2,1082,80,87,125,endgame master mate mateIn1 oneMove,https://lichess.org/qraX8mlU#73,,True,https://lichess.org/training/E3jtK,301532
E4hmb,5rk1/5pq1/8/3Q4/P1Bp4/7P/1PP2R1K/6r1 w - - 1 35,d5f5 g7g3,1128,76,95,355,endgame master mate mateIn1 oneMove,https://lichess.org/ltRkyluY#69,,True,https://lichess.org/training/E4hmb,301871
E58km,7k/1R4pp/8/3p2Q1/3P2PP/q4P2/2r1N3/K7 w - - 0 39,a1b1 a3a2,1088,77,91,137,endgame master mate mateIn1 oneMove,https://lichess.org/KEssc3oJ#77,,True,https://lichess.org/training/E58km,302024
E5MlD,r7/1b3kR1/1q2p3/p1Qp1p2/P1nP3P/2P1P3/2B2r2/2KR4 b - - 4 33,f7f6 c5e7,1184,75,100,302,mate mateIn1 middlegame oneMove,https://lichess.org/1bA2WfJU/black#66,,True,https://lichess.org/training/E5MlD,302106
E69un,r4rk1/5p2/5p2/p7/7R/6PQ/1p3PKP/8 b - - 2 36,b2b1q h4h8 g8g7 h3h6,1667,74,89,469,endgame mate mateIn2 short,https://lichess.org/IjLt62va/black#72,,True,https://lichess.org/training/E69un,302401
E6u6h,4r1k1/pb3p1R/1pp2p2/5B2/P2P2K1/1QPR2P1/4rq2/8 b - - 8 38,b7c8 b3f7,671,79,78,161,master mate mateIn1 middlegame oneMove,https://lichess.org/vA5EhyNw/black#76,,True,https://lichess.org/training/E6u6h,302633
E7I5B,7k/7p/1Q3p2/8/8/6q1/PP3R2/3r1K2 w - - 4 48,f1e2 g3d3,1097,82,63,74,endgame mate mateIn1 oneMove,https://lichess.org/Z29Gf6KG#95,,True,https://lichess.org/training/E7I5B,302761
E7x8Y,Q7/1P3ppk/6p1/8/7r/5P2/5PK1/4q3 w - - 0 40,b7b8q e1h1 g2g3 h1h2,933,78,98,989,endgame mate mateIn2 short,https://lichess.org/KiSrMGcK#79,,True,https://lichess.org/training/E7x8Y,303001
E9qOJ,5k2/2R3R1/1r6/1K4N1/3q4/8/5PPP/8 w - - 1 39,b5a5 d4b4,958,75,98,1554,endgame mate mateIn1 oneMove,https://lichess.org/kK5YgmAH#77,,True,https://lichess.org/training/E9qOJ,303632
E9zja,8/5Q2/7k/8/n6R/4q3/6PK/2q5 b - - 2 71,h6g5 h4h5 g5g4 f7f5,1803,82,100,43,endgame mate mateIn2 short,https://lichess.org/uI4L6nrS/black#142,,True,https://lichess.org/training/E9zja,303692
EA0fe,3r2k1/pp2q1pp/2p1R3/2P5/1P6/P5P1/4Q1KP/8 b - - 0 35,e7g5 e6e8 g8f7 e2e6,1587,89,87,28,endgame mate mateIn2 short,https://lichess.org/Nkwolxn4/black#70,,True,https://lichess.org/training/EA0fe,303705
EAQHd,2kr1b1r/pbp2ppp/1Pn1p3/3qN3/Q2P4/5N2/PP3PPP/2R2RK1 b - - 0 15,c6e5 c1c7 c8b8 a4a7,1646,74,87,212,mate mateIn2 middlegame queensideAttack short,https://lichess.org/UNVoGLX2/black#30,French_Defense French_Defense_Tarrasch_Variation,True,https://lichess.org/training/EAQHd,303838
EAQxG,4rrk1/pp6/2pq3p/2b3pQ/4p3/P1NB3R/1PP1KPP1/7R w - - 0 24,d3e4 f8f2 e2e1 d6d2,1572,74,93,1783,mate mateIn2 middlegame short,https://lichess.org/smr8Db7r#47,,True,https://lichess.org/training/EAQxG,303843
EAWo6,7k/6R1/p4P2/1p1p4/3Q1P1p/1P5P/P6K/1q2r3 w - - 1 44,f6f7 e1h1 h2g2 b1f1,1897,79,86,862,endgame mate mateIn2 short,https://lichess.org/F4En7YBl#87,,True,https://lichess.org/training/EAWo6,303880
EBk3q,r5qk/pp1b1R1p/2n1p2p/3pP3/3P4/2PBbQ2/P5PP/7K b - - 1 24,g8g5 f7h7 h8g8 f3f7,1467,75,97,8355,fork mate mateIn2 middlegame short,https://lichess.org/KfMjDF0h/black#48,,True,https://lichess.org/training/EBk3q,304270
ECrBc,4r1k1/Q6R/2p3p1/2Pp4/8/2q5/Pr2b1PP/5B1K b - - 0 30,e2f1 a7f7,1487,92,84,239,endgame mate mateIn1 oneMove,https://lichess.org/dHBS1Wfq/black#60,,True,https://lichess.org/training/ECrBc,304631
