PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,Rook_Queen,puzzle_ref
01DhL,1r4k1/2q3p1/p3R2p/b2p4/1rpP3N/6P1/1PQ1RPP1/6K1 b - - 0 31,b4b2 e6e8 b8e8 e2e8 g8f7 c2g6,1400,75,97,4269,long mate mateIn3 middlegame,https://lichess.org/pT896h9l/black#62,,True,https://lichess.org/training/01DhL
02sI2,3R4/ppp3rk/5Q2/8/2q5/5P2/1P1R2Pr/5K2 w - - 6 34,f1f2 g7g2 f2e3 g2e2 d2e2 h2e2,2046,79,91,1113,endgame long mate mateIn3,https://lichess.org/Gkb35VCD#67,,True,https://lichess.org/training/02sI2
034yb,3r1r1k/p1p2p1P/4p1p1/4P3/2n4Q/P3BK2/q5P1/nR6 b - - 2 26,c4e3 h4f6 h8h7 b1h1 h7g8 h1h8,1157,75,97,1228,exposedKing long mate mateIn3 middlegame,https://lichess.org/k22MElm8/black#52,,True,https://lichess.org/training/034yb
06DT8,4r3/4qk1Q/2p1r1p1/p2p1p2/8/1P3RP1/P1P4P/5RK1 b - - 1 36,f7f6 f3f5 g6f5 f1f5,1894,79,88,1043,endgame mate mateIn2 sacrifice short,https://lichess.org/fNsqG8Jy/black#72,,True,https://lichess.org/training/06DT8
06jNM,r4rk1/2p1R2p/p1p3pQ/q4p2/5P2/8/5PPP/4R1K1 b - - 3 23,f8f7 e7e8 a8e8 e1e8 f7f8 e8f8,926,77,100,327,endgame long mate mateIn3,https://lichess.org/31Qwkbug/black#46,,True,https://lichess.org/training/06jNM
09hgG,k2r4/1p2R3/p4q2/2Q5/2P1K3/4N3/8/8 w - - 0 56,c5c7 d8d4,1509,86,85,654,endgame mate mateIn1 oneMove,https://lichess.org/qWJnxovr#111,,True,https://lichess.org/training/09hgG
0BqfF,5k2/3pp3/p5p1/qp3p2/3PbQ2/P7/1KrB2PP/3R1R2 w - - 0 25,b2b3 a5a4,1150,79,93,2384,mate mateIn1 middlegame oneMove,https://lichess.org/1lZFeGLw#49,,True,https://lichess.org/training/0BqfF
0DTKO,8/p1q2kp1/2p2bQ1/2p2P2/2Pp3N/1Pn5/1r3P2/4R1K1 b - - 1 33,f7f8 e1e8,906,110,100,21,mate mateIn1 middlegame oneMove,https://lichess.org/MalsXp29/black#66,,True,https://lichess.org/training/0DTKO
0EMXg,2k5/pp6/8/2p5/3pP3/P1PPqrr1/1P2Q1P1/R4KR1 w - - 0 29,g2f3 g3g1,889,77,100,601,endgame mate mateIn1 oneMove,https://lichess.org/KM5ldHH0#57,,True,https://lichess.org/training/0EMXg
0ESpP,8/5Qpk/p7/8/2rbP1PP/8/rPq5/KR5R w - - 0 29,a1a2 c4a4,985,94,95,659,endgame mate mateIn1 oneMove,https://lichess.org/1a6lQcxX#57,,True,https://lichess.org/training/0ESpP
0F3Ob,8/6pk/p3Q2p/1p1p1p2/1P1P4/r3P1Pq/5R1P/6K1 w - - 1 40,e6d5 a3a1 f2f1 a1f1,837,107,89,31,endgame mate mateIn2 short,https://lichess.org/3k0YkUHv#79,,True,https://lichess.org/training/0F3Ob
0FAp3,3r1r1k/5p1P/p5p1/1pp1P1Q1/3pR3/P2q1PKP/1P6/8 b - - 2 35,d3f1 g5f6 h8h7 e4h4 h7g8 h4h8,939,92,95,642,endgame exposedKing long mate mateIn3,https://lichess.org/yg89leSu/black#70,,True,https://lichess.org/training/0FAp3
0GXIx,2k5/pp6/2nQ2p1/2Nppqp1/3P4/2P1nP1r/PP3R1p/4R2K w - - 0 33,e1e3 f5b1 e3e1 b1e1 f2f1 e1f1,1016,75,100,1072,exposedKing fork long mate mateIn3 middlegame,https://lichess.org/GVRTMw0Y#65,,True,https://lichess.org/training/0GXIx
0GY5k,2r1r3/1pq1n2k/p2p1Qp1/8/P1B1PP2/3R4/1P4PP/6K1 b - - 0 24,c7c4 d3h3 h7g8 h3h8,1598,74,97,15150,endgame mate mateIn2 short,https://lichess.org/TNB4UWhS/black#48,,True,https://lichess.org/training/0GY5k
0GnqP,2r1k2r/1p6/p1q1pQ2/5b1p/P2R4/2P5/1P3P1P/3R2K1 b - - 0 29,h8h7 d4d8 c8d8 d1d8,1659,75,85,140,mate mateIn2 middlegame short,https://lichess.org/IPjdijwx/black#58,,True,https://lichess.org/training/0GnqP
0HIfF,7k/p1r2rp1/1p2p1Qp/1P1p1p1R/4qP2/4b2R/P1P3PP/7K b - - 1 31,e3c5 h5h6 g7h6 h3h6 f7h7 g6e8 h8g7 h6g6,2376,81,94,7465,kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/HBuBTWI0/black#62,,True,https://lichess.org/training/0HIfF
0InvA,6k1/5pp1/qpPBp3/3pP2p/3N3P/2K4Q/r4PP1/r2R3R w - - 5 28,d1a1 a6c4,1681,80,89,4692,mate mateIn1 middlegame oneMove,https://lichess.org/f6UkAYHp#55,,True,https://lichess.org/training/0InvA
0Kqgt,2b2rk1/p4B1p/2pR2pQ/7n/Nr6/8/PPP3qP/2K2R2 b - - 0 18,f8f7 d6d8 f7f8 d8f8,962,77,99,4341,fork mate mateIn2 middlegame short,https://lichess.org/BJGdmEnp/black#36,Sicilian_Defense Sicilian_Defense_Old_Sicilian,True,https://lichess.org/training/0Kqgt
0LhtN,rr2kR2/6pp/p7/3pP3/2p5/Q1P5/P2q2PP/7K b - - 1 29,e8d7 a3d6,1488,76,93,7550,endgame mate mateIn1 oneMove,https://lichess.org/jrtfNPtC/black#58,,True,https://lichess.org/training/0LhtN
0O8b9,5r1k/1Q5p/3pB1p1/4pr2/1P6/P5pq/2P1PP1P/1R3RK1 w - - 0 28,f2g3 f5f1 b1f1 f8f1,846,89,95,548,mate mateIn2 middlegame short,https://lichess.org/0fgjs2zO#55,,True,https://lichess.org/training/0O8b9
0OMus,4r1k1/1p4p1/p3np1p/5P2/P2B4/2P3Q1/1q4P1/4R1K1 b - - 0 28,e6d4 e1e8 g8f7 g3g6,1334,75,97,12593,endgame hangingPiece mate mateIn2 short,https://lichess.org/yVDomY70/black#56,,True,https://lichess.org/training/0OMus
0OcBn,8/3k1rp1/p2p1p2/2pP1P2/2P5/P3Q3/2q3PP/1rB1R1K1 b - - 2 34,c2c4 e3e8 d7c7 e8c6 c7b8 e1e8 b8a7 e8a8,2374,90,89,1119,endgame fork mate mateIn4 veryLong,https://lichess.org/0egIQ5be/black#68,,True,https://lichess.org/training/0OcBn
0Q34J,r3rkbQ/4q3/2p2p2/p7/1p1P4/1PP5/P3NPP1/2K4R b - - 0 25,e7e2 h8f6 g8f7 h1h8,1380,74,93,9743,endgame mate mateIn2 short,https://lichess.org/dXyvVXdA/black#50,,True,https://lichess.org/training/0Q34J
0QZZf,5rk1/p5pp/8/1pp3Q1/8/P2q3P/1P1B2P1/R2K1r1R w - - 2 27,h1f1 f8f1,1485,89,59,335,endgame mate mateIn1 oneMove,https://lichess.org/VbGOM6AX#53,,True,https://lichess.org/training/0QZZf
0QqKN,4r1k1/pp2rpp1/7p/3p4/6P1/1P1R1PqP/PQ3RB1/6K1 w - - 1 27,d3d2 e7e1 f2f1 e1f1 g1f1 e8e1,1026,80,82,112,attraction exposedKing kingsideAttack long mate mateIn3 middlegame pin,https://lichess.org/xHnTMaw8#53,,True,https://lichess.org/training/0QqKN
0R9Tb,4r3/Q1pk2pp/2p5/3p1b2/5P2/3P2Pq/PPP1rR1P/RN4K1 w - - 3 18,b1c3 e2e1 a1e1 e8e1 f2f1 e1f1,837,96,93,930,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/ihlh2XdT#35,Italian_Game Italian_Game_Rousseau_Gambit,True,https://lichess.org/training/0R9Tb
0SSgk,3R2k1/2q5/2b3pb/1pp5/p3r2Q/P7/1PP3PP/5RK1 b - - 1 27,g8g7 h4f6 g7h7 d8h8,1596,145,67,23,mate mateIn2 middlegame short,https://lichess.org/FQuzOGNK/black#54,,True,https://lichess.org/training/0SSgk
0T2Eu,2r2rk1/p3RB1p/b5pQ/8/8/2q5/P4PPP/4R1K1 b - - 0 24,f8f7 e7e8 c8e8 e1e8 f7f8 e8f8,1154,95,73,39,long mate mateIn3 middlegame,https://lichess.org/mtUG8aww/black#48,,True,https://lichess.org/training/0T2Eu
0TVqw,6k1/p4pP1/4p2Q/8/3Bn2P/1r3K2/2q5/3R3R w - - 0 33,d4e3 c2f2 f3e4 f2f5 e4d4 f5d5,2002,118,83,39,exposedKing long mate mateIn3 middlegame pin sacrifice,https://lichess.org/GUA4798h#65,,True,https://lichess.org/training/0TVqw
0TpfE,r5k1/1p2bppb/4p3/q1p1N1P1/3p3P/1P1PP3/1KP1Q1B1/r2R3R w - - 0 23,d1a1 a5c3 b2b1 a8a1,1220,76,100,137,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/jv7Bb1lm#45,,True,https://lichess.org/training/0TpfE
0UGhA,5r1k/ppp3pp/1b6/4pr2/4N1n1/1Q3PBq/PP5N/3R1R1K w - - 1 27,f3g4 f5f1 d1f1 f8f1,1004,83,92,1251,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/eqSc5TB5#53,,True,https://lichess.org/training/0UGhA
0Ye9u,2r3k1/2qp1r2/p4Np1/1p1Q4/8/8/PP3PP1/1K5R b - - 2 23,g8g7 h1h7 g7f6 h7f7,1743,74,94,825,endgame mate mateIn2 short,https://lichess.org/m8H9QmVw/black#46,,True,https://lichess.org/training/0Ye9u
0Ys1z,4r1k1/3R1p2/5qp1/p1BQ3p/1p5P/1B2K1P1/P7/8 w - - 3 46,e3d2 f6c3 d2d1 e8e1,2012,74,94,3443,endgame mate mateIn2 short,https://lichess.org/wGWI36tb#91,,True,https://lichess.org/training/0Ys1z
0Zhrc,2r3k1/pp3r1p/1n4pQ/3p4/3q4/2N1R3/P4PPP/R5K1 b - - 3 26,c8c3 e3e8 f7f8 e8f8,855,87,87,54,mate mateIn2 middlegame short,https://lichess.org/XsHWiSAZ/black#52,,True,https://lichess.org/training/0Zhrc
0ZmqD,1r2r3/1p4k1/p1q1b3/5p2/8/2Q3P1/PP3KP1/7R b - - 7 30,g7f8 c3f6 e6f7 h1h8,1664,74,96,13969,endgame mate mateIn2 pin short,https://lichess.org/LDfuJV8c/black#60,,True,https://lichess.org/training/0ZmqD
0a11n,2r3k1/5ppp/1Q6/pN1pp1P1/Pq5P/8/2K2P2/3R3R w - - 3 26,c2d3 b4e4 d3d2 c8c2,1818,77,86,336,endgame mate mateIn2 short,https://lichess.org/wAXmnksi#51,,True,https://lichess.org/training/0a11n
0dGAf,r7/1p1Q1pp1/4pk1p/1R6/4P3/P1q5/K1P2PPP/7R w - - 1 24,d7d3 a8a3 a2b1 a3a1,1124,78,88,1014,endgame mate mateIn2 short,https://lichess.org/Udft3rzr#47,,True,https://lichess.org/training/0dGAf
0dNyQ,r1b3k1/pppn2b1/3pR2B/7p/2Pq4/2nB4/PP1K2Q1/R7 b - - 3 20,d7c5 e6e8 g8f7 g2g6,1610,75,97,11337,kingsideAttack mate mateIn2 middlegame pin short,https://lichess.org/bycMU5Qe/black#40,,True,https://lichess.org/training/0dNyQ
0ev3P,3r1k2/p4pbQ/8/2p5/2N1BPNP/1qp1P3/6P1/1K1R4 w - - 0 29,b1c1 d8d1,1052,86,94,45,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/B07J1eEP#57,,True,https://lichess.org/training/0ev3P
0fZnA,2k1r3/1pp1rp1p/p2B1b2/7q/2QP2p1/2P2RP1/PP3PKP/R7 w - - 0 21,f3f6 h5h3 g2h1 e7e1 a1e1 e8e1 c4f1 e1f1,1035,79,94,620,mate mateIn4 middlegame veryLong,https://lichess.org/jkUphSvi#41,,True,https://lichess.org/training/0fZnA
0g5XU,4rk2/Rb6/2pb1pQ1/1pPp4/1P1P1N2/5qBp/5P2/6K1 w - - 5 36,a7b7 e8e1 g1h2 e1h1,1704,75,94,1424,mate mateIn2 middlegame short,https://lichess.org/x6diiDLA#71,,True,https://lichess.org/training/0g5XU
0hM3j,2r4r/pR2Q1pp/8/2k1pP2/3p4/4bP1N/q1P1K1PP/7R b - - 5 28,c5c6 e7d7 c6c5 d7b5 c5d6 b7d7,2392,78,80,293,exposedKing long mate mateIn3 middlegame,https://lichess.org/ixSIeTTa/black#56,,True,https://lichess.org/training/0hM3j
0iRVh,2r4r/1nq2p1k/5Qp1/pp2p3/6P1/2P2P2/PP1R4/2K5 b - - 1 31,b5b4 d2h2 h7g8 h2h8,1388,112,84,35,endgame mate mateIn2 short,https://lichess.org/OSpW8RU3/black#62,,True,https://lichess.org/training/0iRVh
0jqSR,4r1k1/5pp1/p1b4p/1p3N2/2pQ4/2P3qP/PP4PR/3Rr1K1 w - - 6 38,d1e1 e8e1,800,131,33,25,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/GdJyewqf#75,,True,https://lichess.org/training/0jqSR
0kBAO,3r1N2/3P1Qpk/p4b2/1p1R4/7P/1P6/P4PK1/1q6 b - - 4 35,d8f8 d5h5,1241,75,94,800,endgame mate mateIn1 oneMove,https://lichess.org/zlg91VtA/black#70,,True,https://lichess.org/training/0kBAO
0n6QG,1kr5/2Prq1p1/2Q4p/3p1B2/1b1P4/7P/2KN2P1/R7 b - - 0 35,c8c7 a1a8,1159,80,71,101,mate mateIn1 middlegame oneMove,https://lichess.org/HOZtIg5o/black#70,,True,https://lichess.org/training/0n6QG
0oMdk,1Rb3k1/6pp/2p5/3p4/3q4/3B1QN1/r1K3PP/2n5 w - - 7 34,c2c1 d4c3 c1b1 a2a1,1893,78,84,712,mate mateIn2 middlegame short,https://lichess.org/3Gl9jCK9#67,,True,https://lichess.org/training/0oMdk
0s1Q8,2r4k/p4p1p/3q2pQ/8/8/P3R1P1/1b1p1P2/3B3K b - - 0 35,c8c1 e3e8 d6f8 e8f8,744,78,100,300,endgame mate mateIn2 short,https://lichess.org/8YS5Hxn6/black#70,,True,https://lichess.org/training/0s1Q8
0sDPT,6rk/1p4rp/p6R/8/3qP3/7P/2P1Q1P1/5R1K b - - 8 35,g7g2 h6h7 h8h7 e2h5 h7g7 f1f7,1687,75,84,634,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/DkepYSda/black#70,,True,https://lichess.org/training/0sDPT
0vTSz,8/kp6/r7/8/2pP4/5RPq/1P3P1P/2Q3K1 w - - 1 42,c1c4 a6a1 c4f1 a1f1,840,95,91,401,endgame mate mateIn2 short,https://lichess.org/tSle0AXb#83,,True,https://lichess.org/training/0vTSz
0vcvH,R7/5p1k/2p1pQ1p/2r3p1/8/6P1/2p2PKP/1q6 b - - 0 45,c5f5 a8h8,1463,79,87,3571,endgame mate mateIn1 oneMove,https://lichess.org/SEtfh7ju/black#90,,True,https://lichess.org/training/0vcvH
0w2Tg,5r1k/1pp4n/p1n4Q/5P2/3P4/2P3P1/1q1B2P1/4R1K1 b - - 0 32,f8f5 e1e8 f5f8 e8f8,996,80,91,770,mate mateIn2 middlegame pin short,https://lichess.org/K7xAre3G/black#64,,True,https://lichess.org/training/0w2Tg
0xPfo,3k3r/1r2qp2/1pQR2pp/p7/7P/8/PPP2PP1/2K5 b - - 0 27,b7d7 c6a8 d8c7 d6c6,1954,77,95,11547,endgame mate mateIn2 short,https://lichess.org/YgHzQazo/black#54,,True,https://lichess.org/training/0xPfo
0xrAo,1Q6/2p1p3/k2pP3/p2P4/4KqP1/2N5/P4r2/1R5R w - - 3 32,e4d3 f2d2,1624,84,90,808,endgame mate mateIn1 oneMove,https://lichess.org/R4APf7EA#63,,True,https://lichess.org/training/0xrAo
0ynp3,5rk1/1pp3p1/pnn1p2p/8/2PP4/1Q2Bq2/P1B2PRr/6RK w - - 0 27,h1h2 f3h5 h2g3 f8f3,1205,76,96,2819,mate mateIn2 middlegame short,https://lichess.org/j0jlHcHc#53,,True,https://lichess.org/training/0ynp3
11g9Z,5q2/p1Q1R1pk/2P3rp/8/8/7r/5PP1/5RK1 w - - 0 31,c7d7 g6g2 g1g2 f8f3 g2g1 h3h1,1176,78,88,1087,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/HjoYhg1l#61,,True,https://lichess.org/training/11g9Z
11xgo,5k1r/pp2b3/5pQ1/6p1/6P1/2P2qB1/PPB2P2/R5K1 w - - 5 31,g6f5 h8h1,875,78,100,124,mate mateIn1 middlegame oneMove,https://lichess.org/GMvHLsDC#61,,True,https://lichess.org/training/11xgo
1302Q,2k5/1p1r1qR1/pQ1p3p/2p5/3p4/P7/1PP4P/1K2R3 b - - 0 33,f7g7 e1e8 d7d8 e8d8,796,91,73,92,endgame mate mateIn2 short,https://lichess.org/VRGAynft/black#66,,True,https://lichess.org/training/1302Q
16RcK,1b4Q1/1p1rk3/1Pp1pr2/2Pn1N2/P5p1/5pPq/5P1P/3RR1K1 b - - 6 35,f6f5 e1e6,1831,77,92,2899,mate mateIn1 middlegame oneMove,https://lichess.org/pd8DLLMa/black#70,,True,https://lichess.org/training/16RcK
17eVd,5rk1/p2n2pp/1pQ5/4p1B1/PP2P2P/5rPq/5P2/R4RK1 w - - 1 25,a1a2 f3g3 f2g3 f8f1,1854,78,72,94,discoveredAttack kingsideAttack mate mateIn2 middlegame short,https://lichess.org/goINHwWP#49,,True,https://lichess.org/training/17eVd
182u6,1r5k/4R1p1/7p/1q6/5P2/2P3P1/3K4/4Q1R1 w - - 8 47,d2d1 b5d3 d1c1 b8b1,1802,76,89,2239,endgame mate mateIn2 short,https://lichess.org/wOuh6CUk#93,,True,https://lichess.org/training/182u6
18YOQ,3r2k1/6p1/1P3p2/2Q3p1/pKP5/R3B3/5PP1/1q6 w - - 19 41,b4c3 d8d3,1665,87,87,720,endgame mate mateIn1 oneMove,https://lichess.org/IWPZI9tK#81,,True,https://lichess.org/training/18YOQ
19JZA,2k1r2r/2n5/p1Q1pp2/1pP2Bq1/3P2P1/1P2R3/P4P1P/4R1K1 b - - 0 34,e6f5 e3e8 h8e8 e1e8,1143,79,78,166,mate mateIn2 middlegame pin queensideAttack short,https://lichess.org/qePTGdE9/black#68,,True,https://lichess.org/training/19JZA
19xoF,3rR1k1/6p1/pp3b1p/2p5/P2r1N2/1P3qP1/2Q2P1P/4R1K1 b - - 18 35,d8e8 e1e8 g8f7 c2g6,1051,81,90,729,mate mateIn2 middlegame short,https://lichess.org/OC8EBzAL/black#70,,True,https://lichess.org/training/19xoF
1BK21,5r1k/3R4/1p4pp/7K/PP1pQ1P1/8/2P2q1P/8 w - - 0 43,h5h6 f2h4 h6g6 f8f6,1917,75,89,100,endgame mate mateIn2 short,https://lichess.org/6owaiQcd#85,,True,https://lichess.org/training/1BK21
1DomJ,R1kr2nr/2p5/1p1bpp2/1P6/2PP3p/2NQP1qP/6P1/6K1 b - - 0 23,c8b7 d3e4 c7c6 e4c6,1257,75,95,16884,mate mateIn2 middlegame short,https://lichess.org/1Yf66yFZ/black#46,,True,https://lichess.org/training/1DomJ
1Hm9u,r1bq1rk1/p4p1B/2p2Q2/4P3/2Pp1R2/2N5/PP4PP/6K1 b - - 0 23,g8h7 f4h4 h7g8 h4h8,1176,78,87,647,mate mateIn2 middlegame short,https://lichess.org/xRf6KlsZ/black#46,,True,https://lichess.org/training/1Hm9u
1J5kg,4rr2/1bpq2p1/p4pnk/1p1Pp1N1/4P2P/P1N2QP1/1P3P2/2K3RR b - - 1 21,f6g5 h4g5 h6g5 h1h5,1499,75,96,19095,attraction doubleCheck mate mateIn2 middlegame short,https://lichess.org/fW5UgHLl/black#42,,True,https://lichess.org/training/1J5kg
1JRsV,2r3k1/1b3p2/2q1p1p1/4P1Q1/2P4R/1Pp5/6PP/6K1 b - - 0 36,g8f8 h4h8 f8g7 g5f6,1169,79,94,6834,endgame mate mateIn2 short,https://lichess.org/8vuNludZ/black#72,,True,https://lichess.org/training/1JRsV
1Jzrg,5k2/1bp4r/1b4Qp/3PN1n1/8/3P3P/5rP1/4R2K b - - 1 36,b7d5 e5d7 h7d7 e1e8,1667,75,96,10607,clearance master mate mateIn2 middlegame sacrifice short,https://lichess.org/PXhAejeB/black#72,,True,https://lichess.org/training/1Jzrg
1KB1R,2r1r3/1p3pk1/p5p1/3qp1QR/8/7P/PP4P1/5RK1 b - - 1 32,e8h8 g5f6 g7g8 h5h8,1266,74,97,6540,endgame mate mateIn2 short,https://lichess.org/2qfxe98J/black#64,,True,https://lichess.org/training/1KB1R
1KneI,2Rr1r2/3pkpQ1/pq2p2P/1p2Pb2/8/6P1/PP3P2/2R3K1 b - - 0 32,d8c8 g7f6 e7e8 c1c8 b6d8 c8d8,1085,78,90,1116,endgame interference intermezzo long mate mateIn3,https://lichess.org/5KbcsCQL/black#64,,True,https://lichess.org/training/1KneI
1KoAX,6k1/p2r2p1/2Q4p/5p2/2pq1P2/3r4/5PRP/4R1K1 b - - 8 34,d4d5 e1e8 g8f7 c6g6,1468,75,96,22740,endgame mate mateIn2 short,https://lichess.org/JJHIcBGq/black#68,,True,https://lichess.org/training/1KoAX
1MHAS,2r2r2/p2q1p1k/1p3Q2/n1ppP3/3P1R2/8/P2N2PP/6K1 b - - 0 27,d7e6 f4h4 h7g8 h4h8,1424,77,93,62,mate mateIn2 middlegame short,https://lichess.org/VvmeodG1/black#54,,True,https://lichess.org/training/1MHAS
1MnwM,7r/1kp2Rpp/R2b4/1P2n3/6q1/8/1PQ2KPP/2Br4 b - - 2 31,e5f7 c2c6 b7c8 a6a8,1254,75,92,3639,mate mateIn2 middlegame short,https://lichess.org/ZZIdM3k7/black#62,,True,https://lichess.org/training/1MnwM
1NymU,r5k1/p2br3/2p1p1PQ/2bpq3/5RKP/P7/1pP5/5R2 b - - 1 29,c5e3 f4f8 a8f8 f1f8,1053,91,69,28,mate mateIn2 middlegame short,https://lichess.org/guRG1jrY/black#58,,True,https://lichess.org/training/1NymU
1O464,2b2rk1/p2q3p/1p1p4/1P1P2p1/2PRN3/PQ4P1/7P/4Rr1K w - - 1 33,e1f1 f8f1 h1g2 d7h3,1245,78,86,459,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/hksVvwUK#65,,True,https://lichess.org/training/1O464
1QQ43,2r3k1/p3rp2/7R/6n1/3pP1q1/PP1P2B1/2P2QK1/8 b - - 0 42,g8g7 f2f6 g7g8 h6h8,1087,81,91,1035,fork mate mateIn2 middlegame short,https://lichess.org/GBEGdv32/black#84,,True,https://lichess.org/training/1QQ43
1R5R3,Rn4k1/1r2ppbp/3p2p1/2pP4/2P1P3/4BNPq/4QP1P/6K1 w - - 3 23,f3g5 b7b1 e3c1 b1c1 e2f1 c1f1,1058,81,81,308,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/hNYTqMhb#45,,True,https://lichess.org/training/1R5R3
1RAL1,5k2/pp2rp2/7R/5K2/2Q1PP2/2P5/Pr3q2/8 b - - 4 32,f2e2 h6h8 f8g7 c4d4 e7e5 d4e5 f7f6 e5f6,2380,76,93,444,endgame mate mateIn4 veryLong,https://lichess.org/ajxy7Xdf/black#64,,True,https://lichess.org/training/1RAL1
1St05,r1bR3r/q4pk1/p3n1p1/1p2P1QN/8/8/PPP2PPP/1K2R3 b - - 0 23,h8h5 g5f6 g7h7 d8h8,1027,75,91,410,mate mateIn2 middlegame short,https://lichess.org/NoB3PwXh/black#46,,True,https://lichess.org/training/1St05
1TQnt,5r1k/1pP3pp/p7/2B1p3/4Q3/3r3q/P4P2/RN3RK1 w - - 1 25,c5b6 d3g3 f2g3 f8f1,1682,75,89,886,mate mateIn2 middlegame short,https://lichess.org/mybg5MWL#49,,True,https://lichess.org/training/1TQnt
1UkTE,5rk1/pr3p2/1pR3pQ/8/4p3/8/1q4P1/5R1K b - - 1 28,b2h8 c6g6 f7g6 f1f8,1235,75,89,475,endgame mate mateIn2 short,https://lichess.org/HLju1SoF/black#56,,True,https://lichess.org/training/1UkTE
1UquQ,r4r2/5Rk1/3pp1P1/2p3p1/1pPbP3/1P1P2NK/q7/1R1Q4 b - - 1 30,g7g6 d1h5,655,88,86,345,mate mateIn1 middlegame oneMove,https://lichess.org/ZPUco2Zl/black#60,,True,https://lichess.org/training/1UquQ
1VrgR,r4r2/1p3pk1/2n1b3/p1p1p3/4q1pQ/PP6/2P5/2K2RNR b - - 1 25,f8h8 h4f6 g7g8 h1h8,1799,76,92,1758,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/xtQ6fFzc/black#50,,True,https://lichess.org/training/1VrgR
1WyCl,R7/6k1/4pQb1/3pPn2/2pP4/2P5/3K1P2/1q3r2 b - - 3 36,g7h7 a8h8,984,82,95,391,endgame master mate mateIn1 oneMove,https://lichess.org/DXZ9dV57/black#72,,True,https://lichess.org/training/1WyCl
1dhI6,5R2/p1R1Q1pk/1p2b2p/4q3/4P3/P2rB3/6PP/6K1 w - - 10 30,e3h6 e5d4 g1f1 d3d1 f1e2 d4d3 e2f2 d1f1,2280,76,94,3924,mate mateIn4 middlegame veryLong,https://lichess.org/9IYR5ILk#59,,True,https://lichess.org/training/1dhI6
1g04s,r4r2/p1q2p1k/b3pQp1/3p4/PppR4/6P1/1P2PP1P/R5K1 b - - 2 23,f8h8 d4h4 h7g8 h4h8,1136,76,92,1074,mate mateIn2 middlegame short,https://lichess.org/Iz5Z8102/black#46,,True,https://lichess.org/training/1g04s
1iHp2,r1b4r/pp2bRpp/3p4/2kp4/Q7/4P3/PqP3PP/3R2K1 b - - 3 18,e7f6 a4a5 b2b5 f7c7,2261,77,94,7034,mate mateIn2 middlegame short,https://lichess.org/aGRJGKUa/black#36,Pirc_Defense Pirc_Defense_Other_variations,True,https://lichess.org/training/1iHp2
1iTNf,4r1k1/p4ppp/2Q3b1/3p4/N7/1P3PPq/P4R1P/2R1r1K1 w - - 3 26,c1e1 e8e1 f2f1 e1f1,947,108,95,319,mate mateIn2 middlegame short,https://lichess.org/0Yfewbcv#51,,True,https://lichess.org/training/1iTNf
1nnD2,3r1bk1/1p3pPp/3p4/3Nn1P1/2q1PQ2/8/1Pp2K2/r2R3R b - - 7 29,a1d1 d5f6 g8g7 h1h7 g7g6 f4f5,1639,75,96,10590,long mate mateIn3 middlegame,https://lichess.org/CJPGXZrg/black#58,,True,https://lichess.org/training/1nnD2
1o4jP,5k2/5p2/1p2p1b1/p2p2Pp/P2P1Q2/8/2q2P2/2R3K1 b - - 2 38,c2e4 c1c8 f8g7 f4f6 g7h7 c8h8,1277,80,75,158,endgame long mate mateIn3,https://lichess.org/bt2KhZ0w/black#76,,True,https://lichess.org/training/1o4jP
1oYYg,3q1r2/1pr1Np1p/p2p1Qpk/8/2P2R2/Pn6/6PP/3R2K1 b - - 5 27,d8e7 f4h4,1088,74,85,267,mate mateIn1 middlegame oneMove,https://lichess.org/hzCcNhPW/black#54,,True,https://lichess.org/training/1oYYg
1puWE,7k/pp1PQ3/7p/6pP/5r1q/8/PP4P1/3R3K w - - 2 39,h1g1 h4f2 g1h2 f4h4,1083,81,92,917,endgame mate mateIn2 short,https://lichess.org/SLY4nAkf#77,,True,https://lichess.org/training/1puWE
1qZmQ,6rk/5p1p/7R/p3p3/Pp1pP3/1q1P1Q1P/1P4r1/5R1K b - - 1 29,b3b2 h6h7 h8h7 f3h5 h7g7 f1f7,2002,78,85,184,attraction discoveredAttack endgame long mate mateIn3 sacrifice,https://lichess.org/qj62Ftbz/black#58,,True,https://lichess.org/training/1qZmQ
1qeMA,2kr1bnr/R1p2p2/1p3Q2/1P1pP3/3PR3/2P3Bq/1N3Kp1/8 b - - 0 29,d5e4 a7a8 c8b7 f6c6,2062,76,85,112,mate mateIn2 middlegame queensideAttack short,https://lichess.org/ohlRpT4q/black#58,,True,https://lichess.org/training/1qeMA
