PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,Rooks,puzzle_ref
CYEkv,r4rk1/p4pnR/4p3/1p1b4/2pP4/2P5/PPB2P1P/2K3R1 b - - 3 25,f7f5 g1g7,993,76,100,202,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/220znkFG/black#50,,True,https://lichess.org/training/CYEkv
CZNyJ,8/8/7p/1r2r1k1/1pKR2P1/1Pp5/2PR4/8 w - - 2 54,d2d3 e5c5,742,79,100,412,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/yMDEoxGL#107,,True,https://lichess.org/training/CZNyJ
CZxpo,6kb/5p2/5P1p/8/8/P1P1Q1P1/1r4r1/5RK1 w - - 2 38,g1h1 g2h2 h1g1 b2g2,969,87,92,923,endgame mate mateIn2 short,https://lichess.org/pfyyCd0Q#75,,True,https://lichess.org/training/CZxpo
CbZcY,4r1k1/2q2p2/3p2p1/1p1P2P1/3PPp1R/1p6/rP4K1/2Q4R b - - 0 37,c7c1 h4h8 g8g7 h1h7,1368,80,74,39,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/hSVIfWum/black#74,,True,https://lichess.org/training/CbZcY
CbhKv,3r2kQ/p4pb1/1p2p1p1/3pP1P1/2rP1PK1/1N6/qP5R/7R b - - 3 33,g7h8 h2h8 g8g7 h1h7,1209,77,83,555,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/qS1CpLZs/black#66,,True,https://lichess.org/training/CbhKv
CdLWb,r5r1/8/5R2/p2kp3/1p3P2/3P4/qPP5/2K1R3 b - - 0 33,a8c8 e1e5 d5d4 f6d6 a2d5 d6d5,1409,74,95,19738,endgame long mate mateIn3 queenRookEndgame,https://lichess.org/W0Qi0tez/black#66,,True,https://lichess.org/training/CdLWb
CfD3d,2krr3/pb1R4/1p5p/1Pp1q3/8/6PB/P3QP1P/3R2K1 b - - 0 36,e5e2 d7d8 c8c7 d1d7,1665,77,96,21061,doubleCheck mate mateIn2 middlegame queensideAttack short,https://lichess.org/gXu7EayV/black#72,,True,https://lichess.org/training/CfD3d
CfveY,4r3/p7/2p2kR1/2Pp4/5p2/5P2/PP2r3/2K3R1 b - - 4 43,f6f5 g1g5,968,82,89,312,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/xFaJjpbz/black#86,,True,https://lichess.org/training/CfveY
Cg4gR,3r4/pp2R1pp/1npk4/8/2PP4/2PB1r2/P4P1P/4R1K1 b - - 3 26,f3d3 e1e6,1288,78,90,1465,endgame mate mateIn1 oneMove,https://lichess.org/Ltjapey8/black#52,,True,https://lichess.org/training/Cg4gR
Ci3nU,r5k1/1p3p2/p2p1rpR/2p5/8/3P1P2/PP6/1K5R b - - 1 28,a8a7 h6h8 g8g7 h1h7,954,92,77,27,endgame mate mateIn2 rookEndgame short,https://lichess.org/7mRXBgr5/black#56,,True,https://lichess.org/training/Ci3nU
CiFBD,Qk5r/p1p3pp/Rp1p1p2/1P6/4PP2/2P2P1q/2K4P/R7 b - - 0 30,b8a8 a6a7 a8b8 a7a8 b8b7 a1a7,1379,78,95,12246,endgame long mate mateIn3 queenRookEndgame queensideAttack,https://lichess.org/V7b4yr1q/black#60,,True,https://lichess.org/training/CiFBD
CkgY3,3r4/5pkp/4p1q1/p7/2P1NQP1/1P3P2/P1Kr3P/4R3 w - - 3 34,c2c3 d8d3,1156,75,78,968,endgame master mate mateIn1 oneMove,https://lichess.org/o63VpthB#67,,True,https://lichess.org/training/CkgY3
CmJ9J,r7/p2R4/4kp2/4pp2/8/8/PPPR1P1r/2K5 b - - 3 26,h2f2 d2d6,1412,94,72,168,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/tTy4ziZ9/black#52,,True,https://lichess.org/training/CmJ9J
CmPbc,8/3n4/4p3/2p2p2/2P1b3/1PK1kp1r/3R1R2/4N3 b - - 4 46,d7e5 e1g2 f3g2 d2e2,1921,77,92,1413,endgame mate mateIn2 sacrifice short,https://lichess.org/bMPG77cA/black#92,,True,https://lichess.org/training/CmPbc
CnOIY,5r1k/p2b1rRp/3p1P1Q/8/4Pp2/1P3q2/2P5/2K4R b - - 1 32,f3e4 h6h7 e4h7 h1h7,1356,76,79,196,master mate mateIn2 middlegame short,https://lichess.org/vV5AS8bD/black#64,,True,https://lichess.org/training/CnOIY
CnPwB,r5k1/pb3r1R/1p2p1p1/3pPp2/3P2Q1/3n2P1/PP2KPP1/7R b - - 0 22,f5g4 h7h8 g8g7 h1h7,1191,75,98,1748,endgame kingsideAttack mate mateIn2 short,https://lichess.org/X3Ma8iRB/black#44,,True,https://lichess.org/training/CnPwB
Con6b,2k3r1/p7/1pb1Rp2/n2p1n2/P1pP1B1p/2P2N1P/2PQ1PqK/R4Br1 w - - 4 30,f1g2 g8g2,1080,76,100,82,master mate mateIn1 middlegame oneMove,https://lichess.org/r32AGaeA#59,,True,https://lichess.org/training/Con6b
CosaQ,2q3rk/1p3prp/p4p1Q/4pP2/P3P1PR/1P5R/7P/7K b - - 0 31,g8d8 h6h7 g7h7 h4h7 h8g8 h7h8 g8g7 h3h7,1915,76,94,7355,endgame kingsideAttack master mate mateIn4 sacrifice veryLong,https://lichess.org/8gkmZ9Fc/black#62,,True,https://lichess.org/training/CosaQ
CqYT8,2k4r/ppp2pp1/4p3/3bP1B1/2P3p1/6P1/PP1R1P1r/3R2K1 w - - 0 21,c4d5 h2h1 g1g2 h8h2,985,92,92,948,endgame kingsideAttack mate mateIn2 short,https://lichess.org/oDDgOrbf#41,,True,https://lichess.org/training/CqYT8
CsOrf,8/6pp/2N2p1k/7r/P2Pp3/4P1P1/5P1r/2R1R1K1 w - - 0 38,a4a5 h2h1 g1g2 h5h2,857,80,96,1257,endgame mate mateIn2 short,https://lichess.org/6g6z3fNn#75,,True,https://lichess.org/training/CsOrf
Cse7z,2r1r1k1/3R2R1/p3p1p1/1p1n3p/8/2P5/P5PP/7K b - - 3 34,g8f8 d7f7,1090,78,92,168,endgame mate mateIn1 oneMove,https://lichess.org/OGS3TQed/black#68,,True,https://lichess.org/training/Cse7z
Csv0y,7r/p2rR3/5kpp/2Qq1p2/3p3P/8/PPP3P1/4R1K1 b - - 0 31,d5c5 e1e6,1106,77,93,4210,endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/OYT1M2or/black#62,,True,https://lichess.org/training/Csv0y
CtS4N,4r1kQ/3n1pb1/r2qp1p1/2ppNnP1/3P1P2/pP2PN2/P2p1K1R/7R b - - 1 25,g7h8 h2h8 g8g7 h1h7,1078,75,93,203,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/PFBjF0d4/black#50,,True,https://lichess.org/training/CtS4N
Cu8M2,3r2k1/1p3p2/2p1rPp1/p7/3p3R/8/PP2p1K1/7R b - - 1 39,e6f6 h4h8 g8g7 h1h7,1321,75,92,741,endgame mate mateIn2 rookEndgame short,https://lichess.org/T3XAZbNw/black#78,,True,https://lichess.org/training/Cu8M2
CucnP,1r1k4/1R1R4/pr6/5p2/7P/1p2K1P1/8/8 b - - 11 44,d8c8 b7c7,1124,99,54,34,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/jpakQ2sV/black#88,,True,https://lichess.org/training/CucnP
CujBB,1r4k1/5r1p/2q1p1QR/p1ppP1P1/5P2/2P1P3/P7/2K4R b - - 0 26,h7g6 h6h8 g8g7 h1h7,1284,77,95,22501,endgame mate mateIn2 queenRookEndgame short,https://lichess.org/Bh06n2Vt/black#52,,True,https://lichess.org/training/CujBB
CvNPB,7r/pR1b2kr/2p1pn2/3P1pn1/Q2P2p1/2N1P1P1/P2N1PB1/4R1Kq w - - 1 27,g2h1 h7h1 g1g2 h8h2,1385,74,91,1474,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/Wfqk8GpS#53,,True,https://lichess.org/training/CvNPB
Cvgi1,8/1R3b2/2k3p1/7p/3K4/4r1P1/5r2/1R6 b - - 2 59,f2f3 b1b6,1122,113,100,26,endgame master mate mateIn1 oneMove,https://lichess.org/dj0JOjvi/black#118,,True,https://lichess.org/training/Cvgi1
CwNsJ,4q3/p6R/1br2kp1/5r2/3n1P2/8/PP4Q1/1K5R b - - 2 41,e8e2 g2g6 f6g6 h1h6,1918,75,95,1214,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/ZTizBjjS/black#82,,True,https://lichess.org/training/CwNsJ
CwWq2,2k4r/ppq5/N3p3/PQ1p1p2/3P2p1/2P1P1P1/5R1r/R5K1 w - - 2 29,a6c7 h2h1 g1g2 h8h2,1277,76,87,860,endgame mate mateIn2 short,https://lichess.org/0qzsA5O7#57,,True,https://lichess.org/training/CwWq2
Cx2qo,2r5/pp1k1R2/8/3p4/3P4/1Pr1p3/P7/1Kb1R3 b - - 1 32,d7e6 e1f1 c3b3 a2b3 e3e2 f1f6,1989,74,94,10845,endgame long mate mateIn3,https://lichess.org/Z2vf1e9a/black#64,,True,https://lichess.org/training/Cx2qo
CyErt,Qk2q2r/1bp5/1pp1p3/8/2PPP1p1/6p1/RP4P1/R5K1 b - - 1 34,b7a8 a2a8 b8b7 a1a7,1547,79,64,51,endgame mate mateIn2 queensideAttack short,https://lichess.org/DeTxT1K2/black#68,,True,https://lichess.org/training/CyErt
CzhHX,6rk/pp4rp/2p4Q/3p4/P2Pp3/1PN1Pb2/2P5/2R1Kq2 w - - 0 32,e1f1 g7g1 f1f2 g8g2,1438,75,96,24536,endgame mate mateIn2 short,https://lichess.org/ZWQtolDY#63,,True,https://lichess.org/training/CzhHX
D0OtN,2R3R1/p2k1r2/1p6/8/4p2P/2P1P3/4Kr2/8 w - - 0 43,e2e1 f2f1 e1e2 f7f2,766,79,100,61,endgame mate mateIn2 rookEndgame short,https://lichess.org/uXh4WRcF#85,,True,https://lichess.org/training/D0OtN
D0gEv,1r3r2/1bR5/3k4/p2pq3/Pp5p/3QP2P/1PR3P1/6K1 b - - 3 28,f8c8 d3a6 b7a6 c2c6,2466,76,91,1548,mate mateIn2 middlegame sacrifice short,https://lichess.org/zO0po8B5/black#56,,True,https://lichess.org/training/D0gEv
D0xRq,3nrRk1/1p6/4r1pp/3p2q1/1ppP4/2P4P/PP3QP1/5R1K b - - 1 26,g8g7 f2f7 d8f7 f1f7,1756,76,95,10260,mate mateIn2 middlegame sacrifice short,https://lichess.org/j7j9IuJ4/black#52,,True,https://lichess.org/training/D0xRq
D1I8D,kr6/1pr2pp1/pQ1N1b1p/3P4/1R2P2P/P1q5/6P1/1R4K1 b - - 0 30,f6d8 b6a6 b7a6 b4b8 a8a7 d6c8 c7c8 b1b7,1974,74,96,13842,discoveredAttack fork mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/FuplLoFj/black#60,,True,https://lichess.org/training/D1I8D
D1cY7,8/p1RP4/6kp/6p1/PPP5/6P1/1r3r1P/3R1K2 w - - 3 46,f1e1 b2e2,974,79,100,56,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/pbBmqxXL#91,,True,https://lichess.org/training/D1cY7
D39cX,8/5pk1/1pR4p/8/P2P4/8/1r3rPP/3R1K2 w - - 0 27,f1e1 b2e2,960,76,96,658,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/hInP5gvV#53,,True,https://lichess.org/training/D39cX
D3aNZ,4r1k1/R5Rp/6p1/1p2Pp2/5r2/8/5P2/6K1 b - - 1 33,g8f8 a7f7,1051,78,76,631,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/qBA2lHp1/black#66,,True,https://lichess.org/training/D3aNZ
D3zgK,3r1rk1/p4p1R/5p2/1p3P2/8/P2P2P1/n5K1/7R b - - 0 34,f8e8 h7h8 g8g7 h1h7,930,75,90,573,endgame mate mateIn2 short,https://lichess.org/hSJMpMOY/black#68,,True,https://lichess.org/training/D3zgK
D5xbe,6b1/1R1R3p/1p1p1r1k/1P3pp1/2B1p2P/4P1P1/5PK1/r7 b - - 1 34,g8c4 d7h7 h6g6 b7g7,850,88,95,1383,endgame mate mateIn2 short,https://lichess.org/jk1juuVT/black#68,,True,https://lichess.org/training/D5xbe
D6Vmo,4k3/pp1n1p1r/3B3r/3PPQ2/3P2p1/1P4q1/P2R1R1P/6K1 w - - 0 33,h2g3 h6h1 g1g2 h7h2,1120,122,82,16,mate mateIn2 middlegame short,https://lichess.org/rg4LuOiY#65,,True,https://lichess.org/training/D6Vmo
DBtil,7r/1p2R3/3p1k2/2b5/B7/2P2r1P/PP3P2/5RK1 w - - 4 34,e7e4 f3g3 g1h2 h8h3,2036,77,71,86,endgame mate mateIn2 pin short,https://lichess.org/WxEcDwPY#67,,True,https://lichess.org/training/DBtil
DC2HZ,4R3/2p2pkp/1p1p1b2/p4P2/2P3p1/3R2P1/P1Q3KP/5r1r w - - 12 35,c2e2 h1g1,1469,75,70,202,endgame mate mateIn1 oneMove,https://lichess.org/37wvsFM1#69,,True,https://lichess.org/training/DC2HZ
DC8Jp,2r1r3/p1R3p1/Nn1kpp1p/3p4/3P4/P3P1P1/5P1P/2R3K1 b - - 3 30,g7g5 c1c6,1121,77,88,458,endgame master mate mateIn1 oneMove,https://lichess.org/WnHNUTqm/black#60,,True,https://lichess.org/training/DC8Jp
DCCdX,8/5p2/4p2p/p1R1P1r1/3P4/4PkP1/6r1/2R2N1K w - - 5 44,c5c2 g5h5 f1h2 h5h2,1179,75,91,165,endgame mate mateIn2 short,https://lichess.org/OqJXqN3Z#87,,True,https://lichess.org/training/DCCdX
DCuHV,2r1r1k1/p4p2/6p1/5bPn/2NKp2R/4P3/P5B1/7R b - - 0 29,h5g3 h4h8 g8g7 h1h7,986,80,97,1154,mate mateIn2 middlegame short,https://lichess.org/UWo3Vwa8/black#58,,True,https://lichess.org/training/DCuHV
DEmmx,6k1/5ppp/2p1p3/2N1P3/1pP4P/1P1P2P1/r5r1/R3R1K1 w - - 3 38,g1f1 a2f2,1031,76,100,108,endgame mate mateIn1 oneMove,https://lichess.org/2OTn4ydY#75,,True,https://lichess.org/training/DEmmx
DF4vh,7k/p6b/7R/2pB1p2/3p3P/1P1P4/P1r3rP/2K1R3 w - - 3 39,c1d1 g2d2,1100,82,89,1516,endgame mate mateIn1 oneMove,https://lichess.org/EjHPaMeI#77,,True,https://lichess.org/training/DF4vh
DGJBf,1qk3r1/pp1b4/Q2p4/2pP4/2P2p1p/2PB1P2/1R4r1/1R3KN1 w - - 0 31,b2b7 g2g1 f1f2 g8g2,1378,75,97,9863,mate mateIn2 middlegame short,https://lichess.org/6yszQTwg#61,,True,https://lichess.org/training/DGJBf
DHU3f,rq1r2k1/1p3p2/4bp1R/2P1b3/p4NP1/3Q1B2/PP3PK1/7R b - - 0 26,d8d3 h6h8 g8g7 h1h7,1596,75,89,336,kingsideAttack master mate mateIn2 middlegame short,https://lichess.org/lPswshoC/black#52,,True,https://lichess.org/training/DHU3f
DIYL3,2k5/2p4r/p7/5p2/PP4p1/6P1/2R1P2r/2R3K1 w - - 4 40,e2e3 h2h1 g1g2 h7h2,991,79,83,244,endgame mate mateIn2 rookEndgame short,https://lichess.org/AlVdqlTg#79,,True,https://lichess.org/training/DIYL3
DJNk2,r7/pp2k3/3N1b2/2p3r1/2P1pN1K/4P3/PP3P2/R4R2 w - - 4 29,d6e4 a8h8 f4h5 h8h5,1700,75,100,195,mate mateIn2 middlegame short,https://lichess.org/iePldwjA#57,,True,https://lichess.org/training/DJNk2
DJwVr,r5k1/2p2r1p/3pb1B1/1p2p1P1/p7/2P5/PP3PPR/2K4R b - - 0 25,h7g6 h2h8 g8g7 h1h7,1424,77,96,16075,endgame mate mateIn2 short,https://lichess.org/utKvOGFY/black#50,,True,https://lichess.org/training/DJwVr
DK7db,6k1/p1p3p1/6p1/Np6/3P2P1/2P4P/Pr3r2/1K1R3R w - - 0 26,b1c1 f2c2,1251,79,80,120,endgame mate mateIn1 oneMove,https://lichess.org/v0R8J5kZ#51,,True,https://lichess.org/training/DK7db
DL8yu,8/1p2k1p1/p6p/8/3P1N2/6P1/Pr3rP1/1K1R3R w - - 0 23,b1c1 f2c2,1010,75,89,568,endgame mate mateIn1 oneMove,https://lichess.org/gimuDUqK#45,,True,https://lichess.org/training/DL8yu
DLG43,5rr1/ppp1q1pk/3p2Rp/7Q/4Pp1R/2PP3P/2P2P1K/8 b - - 6 30,f8f6 h5h6 g7h6 h4h6,1625,75,96,10909,endgame mate mateIn2 sacrifice short,https://lichess.org/dSGiUwoP/black#60,,True,https://lichess.org/training/DLG43
DNT8m,7r/pp3k2/2pb1p2/2Np3r/3P2p1/2P1R1P1/PP3PQ1/4R1Kq w - - 2 32,g2h1 h5h1 g1g2 h8h2,1012,76,97,725,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/6rJdgUqj#63,,True,https://lichess.org/training/DNT8m
DNopo,6k1/5r1p/3p2p1/1K1P2P1/1b2P2R/5r2/8/7R w - - 0 53,b5b4 f7b7 b4c4 f3b3 e4e5 b7b4,2168,83,85,222,endgame long mate mateIn3 quietMove rookEndgame,https://lichess.org/S5U0ojbh#105,,True,https://lichess.org/training/DNopo
DO2ka,5r2/p2bq1pk/1p3rRQ/3p1p2/3P1P2/3B4/PP3P2/1K5R b - - 0 32,g7h6 h1h6,1060,80,91,931,mate mateIn1 middlegame oneMove,https://lichess.org/rQsmWtBe/black#64,,True,https://lichess.org/training/DO2ka
DP5Ey,4Q3/pk1r3p/6pP/3r1pP1/p1n2P2/P1P5/1P6/2K1R3 w - - 1 35,e1e7 d5d1 c1c2 c4e3 e7e3 d7d2,1565,75,95,16536,endgame long mate mateIn3 queensideAttack sacrifice,https://lichess.org/M01o6uzH#69,,True,https://lichess.org/training/DP5Ey
DP8X2,4r3/3R2pp/pkp2p2/3n4/P7/1PR3BP/2P1rPP1/3K4 w - - 9 30,c3d3 e2e1 d1d2 e8e2,1032,76,86,242,endgame mate mateIn2 short,https://lichess.org/JIVSMeUx#59,,True,https://lichess.org/training/DP8X2
DQpAh,r6k/p1q3Rp/2pb1r1P/1p6/2nP3R/3Q4/PPP2P2/2K5 b - - 1 25,f6h6 d3h7 h6h7 h4h7,1754,75,95,6043,mate mateIn2 middlegame sacrifice short xRayAttack,https://lichess.org/JS9UppxC/black#50,,True,https://lichess.org/training/DQpAh
DRNFa,7r/3R4/1B2pR2/2PP1b2/p3k3/P5K1/7r/8 w - - 3 44,d5e6 h8h3,1414,77,86,1205,endgame mate mateIn1 oneMove,https://lichess.org/8bLWzcnJ#87,,True,https://lichess.org/training/DRNFa
DS2zf,2k4r/pppb4/3p4/1P6/2PNp1p1/P3P1qr/1Q3R1P/R5K1 w - - 0 27,h2g3 h3h1 g1g2 h8h2,1153,75,98,906,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/3wTxBHxV#53,,True,https://lichess.org/training/DS2zf
DTc2E,3r2k1/3q1r1p/p1p2pQR/3p2p1/1PpP2P1/P3B3/5K1R/8 b - - 0 36,h7g6 h6h8 g8g7 h2h7,1160,74,100,116,endgame mate mateIn2 short,https://lichess.org/42CRHs19/black#72,,True,https://lichess.org/training/DTc2E
DTfS5,r2qn1k1/p2p1r1p/1pp1p1Q1/6b1/3P1B2/8/PPP4R/1K5R b - - 0 27,h7g6 h2h8 g8g7 f4e5 e8f6 h1h7,1802,74,96,3275,exposedKing kingsideAttack long mate mateIn3 middlegame pin,https://lichess.org/CZZrr5MS/black#54,,True,https://lichess.org/training/DTfS5
DU6BZ,2kr3r/1R2Rpp1/p1p4p/8/2np4/P7/2P2PKP/8 b - - 0 22,c4d6 e7c7,1035,77,97,883,endgame mate mateIn1 oneMove,https://lichess.org/FM8MLZPi/black#44,,True,https://lichess.org/training/DU6BZ
DUYTV,r6r/p3R1R1/4kBp1/1P1p4/P1pK1P2/8/8/7q b - - 3 48,e6f6 g7f7,1156,76,99,4460,endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/jPXFYqBv/black#96,,True,https://lichess.org/training/DUYTV
DUixJ,2r3k1/5ppp/pp1R2b1/n2Pp3/4P3/5PN1/P1rK2PP/5B1R w - - 1 24,d2d3 c8c3,966,76,96,2326,mate mateIn1 middlegame oneMove,https://lichess.org/yXI1a0uv#47,,True,https://lichess.org/training/DUixJ
DWOj9,8/3Rkp2/2p1p1p1/ppr1P1P1/7r/P7/8/3R2K1 b - - 1 37,e7e8 d7d8 e8e7 d1d7,1055,189,82,7,endgame mate mateIn2 rookEndgame short,https://lichess.org/AAhn82fZ/black#74,,True,https://lichess.org/training/DWOj9
DWyys,2krq2r/1R3R2/p1pp2p1/3Q2Pp/3PP3/8/PPP3P1/6K1 b - - 0 22,c6d5 f7c7,883,90,95,868,endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/HtVlfGYG/black#44,,True,https://lichess.org/training/DWyys
DXmGE,8/5pk1/1r1p2pp/2pP4/1rn1N2P/2K3P1/1PR1RP2/8 w - - 2 35,b2b3 b4b3 c3c4 b6b4,1676,77,78,49,endgame mate mateIn2 sacrifice short,https://lichess.org/HHKK4TA3#69,,True,https://lichess.org/training/DXmGE
DZyzQ,3r2k1/p4p1R/4p1p1/5q2/1P1bN3/4QP2/PP4K1/7R b - - 0 41,d4e3 h7h8 g8g7 h1h7,1302,76,92,408,endgame mate mateIn2 short,https://lichess.org/ybH4SABr/black#82,,True,https://lichess.org/training/DZyzQ
DakS4,8/1R2Rk1p/6p1/2pr4/1p1b1B2/1P6/r4PPP/6K1 b - - 0 27,f7f6 e7f7 f6e6 b7e7,1281,76,94,10470,endgame mate mateIn2 short,https://lichess.org/XxiEZzIY/black#54,,True,https://lichess.org/training/DakS4
DbHCJ,r6r/PR3R2/3pk3/4p2p/2P5/7P/6PK/3n4 b - - 3 53,d1c3 b7e7,1096,78,93,1734,endgame master masterVsMaster mate mateIn1 oneMove,https://lichess.org/QkolyI7M/black#106,,True,https://lichess.org/training/DbHCJ
DbwT2,8/6pk/1p5p/4Pq2/8/P1PQR3/5rr1/4R1K1 w - - 2 42,g1h1 g2h2 h1g1 f2g2,1444,75,94,2077,endgame mate mateIn2 short,https://lichess.org/EWyLGFXO#83,,True,https://lichess.org/training/DbwT2
DcCVr,1k6/p5p1/1p6/8/1P4P1/P4PP1/3r2r1/R3R1K1 w - - 1 30,g1f1 d2f2,990,91,89,78,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/pDFEHvMk#59,,True,https://lichess.org/training/DcCVr
Df6Qm,8/pp6/3R2R1/4kp2/P3p2b/1P2P3/2r2qNK/8 b - - 0 45,c2c1 g6e6,1075,75,100,683,endgame master mate mateIn1 oneMove,https://lichess.org/JWHONWFi/black#90,,True,https://lichess.org/training/Df6Qm
DftVs,8/4n1R1/5p1k/p1p1pN1p/Pp1pP3/1P1P3q/B1P2K2/6R1 b - - 5 42,e7f5 g1g6,1416,84,81,517,endgame mate mateIn1 oneMove,https://lichess.org/0SId4oJc/black#84,,True,https://lichess.org/training/DftVs
Dg5Xm,5r1k/p1p3p1/1p5N/2p4R/2P1Q3/P5PP/2P5/5rK1 w - - 0 26,g1g2 f8f2,1004,77,100,740,endgame mate mateIn1 oneMove,https://lichess.org/npxIGhRq#51,,True,https://lichess.org/training/Dg5Xm
Di80K,2k4r/2p2p2/2Bb1p2/3N4/6b1/PQ2P1P1/2P3Kr/R1B5 w - - 3 24,g2g1 h2h1 g1g2 h8h2,1167,97,93,42,mate mateIn2 middlegame short,https://lichess.org/zFO9DpTe#47,,True,https://lichess.org/training/Di80K
DiiYn,r5kQ/1pp1np2/p2q2n1/2b1pBP1/4P3/2pP3R/PP1B1PK1/7R b - - 1 28,g6h8 h3h8 g8g7 h1h7,1306,75,96,3339,kingsideAttack master mate mateIn2 middlegame short,https://lichess.org/hbPOgGoJ/black#56,,True,https://lichess.org/training/DiiYn
Dk7oa,2Q5/3nbk2/3pp3/4Pb2/6rp/7K/PPP2Br1/3R1R2 w - - 2 33,f2e1 g4g3,1428,148,100,31,doubleCheck master mate mateIn1 middlegame oneMove,https://lichess.org/zIiC2jnq#65,,True,https://lichess.org/training/Dk7oa
DkNEO,6k1/3n2p1/3B3p/3PN3/8/5P2/r6r/2R2RK1 w - - 2 44,e5g4 a2g2,1077,76,57,522,master mate mateIn1 middlegame oneMove,https://lichess.org/wcvmTdPi#87,,True,https://lichess.org/training/DkNEO
DkYly,8/2p2rk1/3p4/1p4p1/1P3rK1/2P1RP2/1P3P2/4R3 w - - 12 39,g4g5 f7f5,1144,79,100,101,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/NdXIxa2o#77,,True,https://lichess.org/training/DkYly
Dkna3,3rr1k1/2q2p1R/2p3p1/pp2p1P1/4P1b1/P1Pn1NP1/1PQ3P1/1K5R b - - 1 23,g4f3 h7h8 g8g7 h1h7,1606,88,82,28,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/Sk0MPauX/black#46,,True,https://lichess.org/training/Dkna3
Dkxq0,1k4r1/p6p/pr6/2R2p2/4b3/KP6/8/2R2B2 b - - 3 41,g8g3 c5c8 b8b7 c1c7,901,94,93,401,endgame mate mateIn2 short,https://lichess.org/XVXf7gNx/black#82,,True,https://lichess.org/training/Dkxq0
Dl5X2,2k4r/5p2/8/2p3P1/p2p1P2/3P2Kr/bPP1BR2/5R2 w - - 1 32,g3g4 a2e6 f4f5 h8h4,1516,73,97,22821,endgame mate mateIn2 short,https://lichess.org/Kv9TgmqQ#63,,True,https://lichess.org/training/Dl5X2
Dm32M,4r1k1/1p1R2Rp/1rp3p1/8/p3p3/1P2P1P1/P6P/6K1 b - - 1 29,g8f8 d7f7,1056,76,99,1064,endgame master mate mateIn1 oneMove rookEndgame,https://lichess.org/rDfi8CVS/black#58,,True,https://lichess.org/training/Dm32M
DmE9v,3r1k2/1p4pp/2p1R3/p1P2P2/2K3PP/3r4/PP6/4R3 w - - 0 33,a2a4 d8d4,1325,77,84,306,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/5QpuDYU0#65,,True,https://lichess.org/training/DmE9v
DmrsB,1r3r2/2R3Rp/p4pk1/1p1bpp2/7B/8/PP5P/6K1 b - - 1 32,g6h6 g7h7 h6g6 c7g7,1282,85,76,285,endgame mate mateIn2 short,https://lichess.org/RCjU7iOc/black#64,,True,https://lichess.org/training/DmrsB
DnGL0,6k1/pp4p1/7p/2P5/P3P2P/B4RP1/5P1K/r2r4 w - - 1 31,c5c6 d1h1 h2g2 a1g1,1058,78,84,403,endgame mate mateIn2 short,https://lichess.org/4KaQWQqE#61,,True,https://lichess.org/training/DnGL0
DnYHv,1r4k1/1rp2ppp/Q2p4/8/2p5/P1q1B1PP/1P1R1P2/2K4R w - - 0 25,b2c3 b7b1 c1c2 b8b2,1194,77,91,146,endgame mate mateIn2 queensideAttack short,https://lichess.org/gkgKbn0c#49,,True,https://lichess.org/training/DnYHv
DnzVr,r1bq3r/ppp1b2p/2n4Q/3pN1n1/3P2P1/2PR4/PPk4P/3R2K1 b - - 3 19,c6e5 d3d2,1408,84,69,93,mate mateIn1 middlegame oneMove,https://lichess.org/dWHo4YMx/black#38,Russian_Game Russian_Game_Italian_Variation,True,https://lichess.org/training/DnzVr
Don8d,2r3k1/5p2/p5p1/1p1bP3/3PpKP1/P6R/r7/7R b - - 1 36,a2c2 h3h8 g8g7 h1h7,1097,78,93,1978,endgame mate mateIn2 short,https://lichess.org/kUrUOJTX/black#72,,True,https://lichess.org/training/Don8d
DpDN5,2k4r/pp2b1p1/4p3/8/PP1p2p1/1Q4Pr/2PB1P1P/R5Kq w - - 0 25,g1h1 h3h2 h1g1 h2h1 g1g2 h8h2,1441,75,81,236,endgame kingsideAttack long master mate mateIn3,https://lichess.org/hTuKCt03#49,,True,https://lichess.org/training/DpDN5
