PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,Rook_Knight,puzzle_ref
00VIe,8/8/8/P6p/8/2RnkN2/r7/3K4 w - - 1 60,f3e1 a2d2,1974,79,94,16548,endgame mate mateIn1 oneMove,https://lichess.org/ugqyRWZm#119,,True,https://lichess.org/training/00VIe
00yzf,3rk3/3N2R1/4P1pr/3pP3/2p5/6p1/PP6/2K5 b - - 3 29,g3g2 d7f6 e8f8 g7f7,1877,85,100,31,endgame mate mateIn2 short,https://lichess.org/OIVHVypq/black#58,,True,https://lichess.org/training/00yzf
06MoJ,6R1/1P6/8/7p/4P2P/4kn2/1r6/5K2 w - - 3 39,b7b8q b2f2,1466,91,84,85,endgame master mate mateIn1 oneMove,https://lichess.org/jZ0m8W9k#77,,True,https://lichess.org/training/06MoJ
06l4B,1k6/1p6/1Qn5/PN1p4/5b2/7P/1Pr1KP2/8 w - - 0 34,e2d3 c6b4 d3d4 c2c4,1958,79,78,469,endgame mate mateIn2 short,https://lichess.org/TZA9RwgR#67,,True,https://lichess.org/training/06l4B
07uNx,3Q4/5pkp/4P1p1/8/7P/6P1/rr3n2/5RK1 w - - 0 34,e6f7 f2h3 g1h1 b2h2,965,78,97,4095,endgame mate mateIn2 short,https://lichess.org/93vBHQOE#67,,True,https://lichess.org/training/07uNx
0AOVc,2RQ4/5pkp/6p1/8/4P3/7n/4rr1P/3R2K1 w - - 9 35,g1h1 f2h2,1097,75,99,2039,endgame mate mateIn1 oneMove,https://lichess.org/slJUjTXv#69,,True,https://lichess.org/training/0AOVc
0BbRw,r2k2r1/4R1p1/pnNB1nbp/8/8/2P5/PP3PPP/R2K4 b - - 0 20,d8c8 e7c7,999,107,100,30,mate mateIn1 middlegame oneMove,https://lichess.org/lV62lhzw/black#40,,True,https://lichess.org/training/0BbRw
0FhIh,8/p2r4/4p1kp/2p1Np2/6Pb/2Pr4/PP3RK1/5R2 b - - 1 30,g6g5 f2f5 e6f5 f1f5,1959,77,95,11377,endgame mate mateIn2 sacrifice short,https://lichess.org/DVUPuN2b/black#60,,True,https://lichess.org/training/0FhIh
0GbTT,8/8/R4NP1/1p6/1P5k/6n1/2r5/6K1 w - - 1 44,g6g7 h4h3 a6a2 c2a2 g7g8q a2g2,2018,133,100,13,endgame long mate mateIn3,https://lichess.org/SmljsZj5#87,,True,https://lichess.org/training/0GbTT
0IKMV,7k/6p1/p1b4p/2P2n2/PP1B1P2/2P4r/8/R3R1K1 w - - 0 31,b4b5 h3h1 g1f2 h1h2 f2f1 f5g3 f1g1 h2g2,2133,76,95,8185,endgame exposedKing mate mateIn4 veryLong,https://lichess.org/JC8souUh#61,,True,https://lichess.org/training/0IKMV
0NQX4,5rk1/3RRNbp/2r1n1p1/8/P7/5P2/5P1P/6K1 b - - 0 29,g7f6 f7h6 g8h8 e7h7,1177,125,67,13,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/A6cNR1tU/black#58,,True,https://lichess.org/training/0NQX4
0RMVy,2r5/1p4k1/p3p1p1/6N1/1P3Pn1/P3n1r1/8/R1R4K w - - 0 35,c1c8 g4f2 h1h2 g3g2,1664,75,94,9799,endgame mate mateIn2 short,https://lichess.org/R5ccyjBj#69,,True,https://lichess.org/training/0RMVy
0RSjb,8/5k2/1P2R3/3p1p2/3N1P2/2P1p1P1/1r3n2/3K4 w - - 1 58,d1c1 f2d3 c1d1 b2d2,1878,75,91,3197,endgame mate mateIn2 short,https://lichess.org/YGZ2JhDK#115,,True,https://lichess.org/training/0RSjb
0U0pa,8/6p1/4B2P/p1p2P2/2P4P/5nk1/2r5/1R3K2 w - - 1 41,e6d5 c2f2,2002,76,91,671,endgame master mate mateIn1 oneMove,https://lichess.org/Mc9ogSGm#81,,True,https://lichess.org/training/0U0pa
0XVKu,4rr1k/2pR1N2/p7/2n5/1p6/8/2B2PPP/5K2 b - - 3 38,h8g8 f7h6 g8h8 d7h7,1634,201,0,6,endgame mate mateIn2 short,https://lichess.org/ofvrezc1/black#76,,True,https://lichess.org/training/0XVKu
0Yutf,6k1/R3R3/p2B2pb/1p6/8/3n1P2/2r4P/4K3 w - - 3 33,e1d1 c2d2,1663,85,86,2190,endgame master mate mateIn1 oneMove,https://lichess.org/Qxn7vDGe#65,,True,https://lichess.org/training/0Yutf
0aXag,2r5/5p1p/b3p1p1/6R1/3BkP2/2K1n2P/5P2/R7 w - - 0 34,c3d2 c8c2 d2e1 c2e2,1632,75,89,78,endgame mate mateIn2 short,https://lichess.org/36hHXzKy#67,,True,https://lichess.org/training/0aXag
0ep1R,2k2r2/ppp2PpN/2p1K1n1/8/7p/8/PP3r1B/R3R3 w - - 0 30,h7f8 f2f6,1745,76,96,1191,endgame mate mateIn1 oneMove,https://lichess.org/1ThchrTy#59,,True,https://lichess.org/training/0ep1R
0esy1,7r/bp4p1/p2P2k1/3R1p2/2B1p1p1/1PB2nPr/P4PKP/7R w - - 14 37,d6d7 h3h2 h1h2 h8h2 g2f1 h2f2,1555,76,93,594,long mate mateIn3 middlegame,https://lichess.org/x7juh2aE#73,,True,https://lichess.org/training/0esy1
0fco3,1r1n1b1r/2N1kppp/bp2p3/4N1Bn/8/8/PP3PPP/2KR3R b - - 1 16,f7f6 d1d7,1211,76,94,3614,mate mateIn1 middlegame oneMove pin,https://lichess.org/p29LhYs6/black#32,Sicilian_Defense Sicilian_Defense_Modern_Variations,True,https://lichess.org/training/0fco3
0kKQz,8/pR5p/2n5/k1N1p3/P1p5/2r3P1/7P/6K1 b - - 0 33,c3c2 b7b5,1313,111,55,46,endgame mate mateIn1 oneMove,https://lichess.org/BOxswRF3/black#66,,True,https://lichess.org/training/0kKQz
0lyvf,7R/1p3P1R/p1b1k1p1/5p2/P2P4/3nP1K1/4r3/8 w - - 0 39,f7f8q e2g2 g3h4 g2g4 h4h3 d3f2 h3h2 g4g2,2000,75,95,10802,endgame exposedKing mate mateIn4 veryLong,https://lichess.org/C5RslhOe#77,,True,https://lichess.org/training/0lyvf
0mrwI,2r3k1/4bppp/QNqpp3/8/1p2nP2/1P2B2P/1Pr3P1/R2R3K w - - 2 25,b6c8 e4g3 h1g1 c2g2,1558,74,94,9955,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/vHZmVaO5#49,,True,https://lichess.org/training/0mrwI
0s6HU,7k/2p1bN2/2p1N2p/3p4/1P1Pb2P/2P3R1/r7/5K2 b - - 7 39,h8h7 g3g7,1177,222,54,4,endgame mate mateIn1 oneMove,https://lichess.org/EpxhKqHD/black#78,,True,https://lichess.org/training/0s6HU
0sEMM,8/8/B1R1p3/kP2P3/5P2/Pnp5/6rP/2K5 w - - 6 50,c1b1 g2b2,1611,85,88,2178,endgame master mate mateIn1 oneMove,https://lichess.org/CD3Dye8U#99,,True,https://lichess.org/training/0sEMM
0uh6a,8/5R1B/6p1/8/4P3/4kn2/1r6/5K2 w - - 3 50,h7g6 b2f2,1649,79,82,278,endgame mate mateIn1 oneMove,https://lichess.org/K1iTOOht#99,,True,https://lichess.org/training/0uh6a
0wIcO,1r6/1rk5/4p1Np/3PP2P/p2R4/K1n5/P7/3R4 w - - 1 40,d1c1 b7b3 a2b3 b8b3,937,81,88,420,endgame mate mateIn2 sacrifice short,https://lichess.org/FFJdjIrl#79,,True,https://lichess.org/training/0wIcO
0x30D,6k1/1R6/6p1/1p2bp2/p7/P1P2B1n/1r6/5R1K w - - 0 37,f3c6 b2h2,1128,78,91,2340,endgame master mate mateIn1 oneMove,https://lichess.org/egLMuMci#73,,True,https://lichess.org/training/0x30D
0ypyM,5k2/7R/p4NKp/1pr5/2n5/8/P6P/8 b - - 4 38,c5c6 h7f7,1614,76,88,133,endgame master mate mateIn1 oneMove,https://lichess.org/ziJBJAJb/black#76,,True,https://lichess.org/training/0ypyM
0zqOr,6k1/p4p2/2p4p/1p4p1/4B3/2P1qPnb/PP1r4/R1Q1R1K1 w - - 0 29,e1e3 d2g2,1184,77,89,443,mate mateIn1 middlegame oneMove,https://lichess.org/8an4Ux42#57,,True,https://lichess.org/training/0zqOr
10nJf,8/8/p1p5/3pbp2/P3k1r1/1P1R2P1/2P1NK2/8 b - - 6 45,c6c5 d3e3,1248,76,92,2940,endgame mate mateIn1 oneMove,https://lichess.org/V1TzKZyz/black#90,,True,https://lichess.org/training/10nJf
14T45,2k5/R3N3/1n1Kp3/7p/p4P2/7r/8/8 b - - 3 50,c8b8 e7c6 b8c8 a7c7,1282,75,97,9201,endgame mate mateIn2 short,https://lichess.org/dkNyXesK/black#100,,True,https://lichess.org/training/14T45
14ZHz,8/P7/8/8/8/4kn2/7r/5K2 w - - 1 52,a7a8q h2f2,1712,76,95,1228,endgame master mate mateIn1 oneMove,https://lichess.org/RJdabPa9#103,,True,https://lichess.org/training/14ZHz
14ijp,Q3n3/1P3k2/8/3p4/6n1/1B1P1bB1/4r3/6K1 w - - 3 55,b7b8q e2g2 g1f1 g4e3 f1e1 g2e2,1745,82,63,30,exposedKing long mate mateIn3 middlegame,https://lichess.org/aKYH7OtF#109,,True,https://lichess.org/training/14ijp
15uhU,5Q2/4P2p/p4pp1/1p4kn/8/7P/PPr2rP1/R6K w - - 0 30,e7e8q h5g3 h1g1 f2g2,1351,74,93,1427,endgame mate mateIn2 short,https://lichess.org/ysJE45rf#59,,True,https://lichess.org/training/15uhU
1EBul,8/2R2p1k/p2p1Ppp/1p6/5N2/P2r2r1/7K/8 b - - 1 39,g3f3 c7f7 h7g8 f7g7 g8f8 f4e6 f8e8 g7e7,2136,75,95,2874,endgame mate mateIn4 veryLong,https://lichess.org/HNt3COBA/black#78,,True,https://lichess.org/training/1EBul
1Hr2n,4k1r1/1pp4p/3p4/7K/1PPN2nR/P1N2q2/8/1R6 w - - 0 35,d4f3 g4f6 h5h6 g8g6,1022,76,81,94,endgame mate mateIn2 short,https://lichess.org/70pOJ4ml#69,,True,https://lichess.org/training/1Hr2n
1IOcq,r7/3n2b1/2rN1k2/p1Pp1Bpp/3P1p2/5P2/3K1BPP/4R3 b - - 3 30,d7b6 e1e6,1329,160,76,53,master mate mateIn1 middlegame oneMove,https://lichess.org/x03gXuoG/black#60,,True,https://lichess.org/training/1IOcq
1KXdp,8/8/6R1/p2R1p1k/4p3/P1NnPn2/2rPKP2/8 w - - 4 52,d5d6 c2d2 e2f1 d2f2,1633,75,94,1797,endgame mate mateIn2 short,https://lichess.org/43rj9SCN#103,,True,https://lichess.org/training/1KXdp
1PLVw,1k1r3r/2R4p/NP6/8/3p4/5qB1/1PP4P/3n2K1 b - - 3 38,b8a8 c7a7,1529,88,89,2670,mate mateIn1 middlegame oneMove,https://lichess.org/IIDWLEfH/black#76,,True,https://lichess.org/training/1PLVw
1UAqW,1r4k1/5ppp/8/pN6/Pn1p4/2pB4/5PPP/2KR3R w - - 1 24,b5d4 b4a2 c1c2 b8b2,1214,76,93,1681,endgame mate mateIn2 short,https://lichess.org/qcPsqSpQ#47,,True,https://lichess.org/training/1UAqW
1XDIO,Q4R2/1pp5/pk1p1B1p/8/4Pnn1/P7/1PP1r3/R6K w - - 3 31,a8c8 e2h2 h1g1 h2g2 g1f1 g4e3 f1e1 g2e2,2425,95,90,663,exposedKing mate mateIn4 middlegame veryLong,https://lichess.org/45S0yhuB#61,,True,https://lichess.org/training/1XDIO
1Y0Fz,6k1/3R1pp1/2N3p1/2b3P1/P7/2B2n2/1P5r/5K2 w - - 1 42,a4a5 h2f2,1543,171,13,77,endgame master mate mateIn1 oneMove,https://lichess.org/k7UXlSwx#83,,True,https://lichess.org/training/1Y0Fz
1YKqS,8/8/6p1/3r1b1p/7k/4R3/6NK/8 b - - 3 53,h4g4 e3g3,933,98,88,271,endgame master masterVsMaster mate mateIn1 oneMove,https://lichess.org/rGaWJngv/black#106,,True,https://lichess.org/training/1YKqS
1ZOlU,2r2k2/3R1p2/5NP1/7P/1b3P2/p7/1B1p4/3K4 b - - 0 44,a3b2 d7f7,1502,85,78,577,endgame mate mateIn1 oneMove,https://lichess.org/0PEKujlJ/black#88,,True,https://lichess.org/training/1ZOlU
1c58j,r4rk1/pR6/3p2p1/6Np/2n1P1NQ/8/P4qPP/6RK b - - 2 27,f2h4 g4h6 g8h8 b7h7,1541,76,96,20099,mate mateIn2 middlegame short,https://lichess.org/lO4ajdDn/black#54,,True,https://lichess.org/training/1c58j
1lebF,k1r4r/P4p1q/2RBpn1p/PR1pN3/3P2pN/3PP3/5PPP/6K1 b - - 0 28,c8c6 b5b8 a8a7 e5c6 a7a6 b8b6,1638,203,88,12,exposedKing intermezzo long mate mateIn3 middlegame queensideAttack,https://lichess.org/nVTVm0VR/black#56,,True,https://lichess.org/training/1lebF
1mytu,r6k/1p2NR2/p2p1P1p/2p1p2P/2P1P3/3P3b/PP5K/4q3 b - - 2 31,e1f1 e7g6 h8g8 f7g7,1468,74,96,5297,endgame kingsideAttack mate mateIn2 short,https://lichess.org/W8TMfgdt/black#62,,True,https://lichess.org/training/1mytu
1nWIw,3r3k/4NR2/1p3P2/2r1P1bp/8/6P1/2p2P2/5B1K b - - 1 40,c2c1q e7g6 h8g8 f7g7,1263,78,91,1303,mate mateIn2 middlegame short,https://lichess.org/Rnw2ZPhn/black#80,,True,https://lichess.org/training/1nWIw
1nlqT,4r3/pp3kpp/2p5/8/1bPp2P1/3nrKP1/PP1B2B1/RN5R w - - 4 24,d2e3 e8e3,1177,75,92,1473,mate mateIn1 middlegame oneMove,https://lichess.org/ltSiERqu#47,,True,https://lichess.org/training/1nlqT
1on2a,r7/4qprk/1pn2p1p/p1p2R1Q/2PpP2N/PP1P3P/6P1/3B2K1 b - - 3 27,a8g8 h5h6 h7h6 f5h5,1246,74,90,1209,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/N9ja4Rv4/black#54,,True,https://lichess.org/training/1on2a
1pCnl,r6k/1pb2p2/2p2P1N/p2P2n1/2P5/1P1b3p/P3N3/B5RK b - - 2 33,g5f3 h6f7 h8h7 g1g7,1392,75,95,8506,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/ebjhO87K/black#66,,True,https://lichess.org/training/1pCnl
1pxjF,6k1/R7/2b1pKN1/4Pp2/6r1/P5p1/6P1/8 b - - 3 40,c6e8 a7g7,1409,132,76,26,endgame mate mateIn1 oneMove,https://lichess.org/qHa2Kh2a/black#80,,True,https://lichess.org/training/1pxjF
1tnzP,7r/kpN5/2pN1p2/P3p2p/4P1r1/3P4/2P5/1R5K b - - 4 33,h8g8 b1b7,1123,76,96,2800,endgame mate mateIn1 oneMove,https://lichess.org/scHWpMjf/black#66,,True,https://lichess.org/training/1tnzP
1uoap,1k6/N2R4/1p1PpK2/5p2/2P2P2/1p1rr3/8/8 b - - 1 54,b3b2 a7c6 b8c8 d7c7,1652,75,94,13857,endgame mate mateIn2 short,https://lichess.org/Ie7fpzTw/black#108,,True,https://lichess.org/training/1uoap
1z4nZ,r3n2k/p2RRN1p/2p3p1/1p6/3b4/1P1B2P1/Pq3PK1/8 b - - 7 28,h8g8 f7h6 g8h8 e7h7,1170,79,100,70,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/Kw17oVWz/black#56,,True,https://lichess.org/training/1z4nZ
1zpub,8/1pR4k/p3Nn1p/1b1rN3/3P4/7P/Pr3PP1/6K1 b - - 1 29,h7h8 e5g6 h8g8 c7g7,1630,76,96,8111,mate mateIn2 middlegame short,https://lichess.org/iOpCF23u/black#58,,True,https://lichess.org/training/1zpub
22fDe,R7/1k1p4/3Pp1p1/1bP1B3/1p3Pn1/1P6/5r2/2RK4 w - - 10 40,a8a5 g4e3 d1e1 f2e2,1894,79,87,463,endgame mate mateIn2 short,https://lichess.org/xg8DHAUC#79,,True,https://lichess.org/training/22fDe
24Dlx,1R1Q4/6k1/1P6/4p2p/N3Pp1n/5PpP/6r1/R5K1 w - - 0 40,g1h1 g2h2 h1g1 h4f3 g1f1 h2f2,2000,79,84,52,endgame exposedKing long mate mateIn3,https://lichess.org/kBmvtbeB#79,,True,https://lichess.org/training/24Dlx
28LfT,4rr2/2b2p2/p7/2pb2k1/1p3N1N/3P3P/PPP2R1K/6R1 b - - 6 28,g5h4 g1g4,843,105,96,264,mate mateIn1 middlegame oneMove,https://lichess.org/VcqRGZ0T/black#56,,True,https://lichess.org/training/28LfT
2ATyh,4r3/ppp4R/2b2k2/8/3p2N1/1P4P1/P3r2P/1B4K1 b - - 1 38,f6g5 h7g7 g5h5 g4f6 h5h6 g7g6,2076,79,94,953,endgame fork long mate mateIn3,https://lichess.org/uS60XX73/black#76,,True,https://lichess.org/training/2ATyh
2GleZ,7r/8/1p3pp1/7p/1N3Pn1/1P1k1K2/1P6/2R5 b - - 1 34,d3d4 c1c4,1405,130,56,82,endgame mate mateIn1 oneMove,https://lichess.org/q531yJzS/black#68,,True,https://lichess.org/training/2GleZ
2H95J,6k1/2p5/p2b3N/1p1Pp1p1/1P5p/q2BK3/8/5R2 b - - 1 44,g8g7 f1f7 g7h8 f7h7,1847,76,93,440,endgame mate mateIn2 short,https://lichess.org/YeA0Eza0/black#88,,True,https://lichess.org/training/2H95J
2HxHD,5k2/6R1/3p1p2/2pPbN1p/2P1P3/7P/1r3n2/5R1K w - - 3 44,h1g1 f2h3 g1h1 b2h2,1115,91,93,1967,endgame mate mateIn2 short,https://lichess.org/0gFbE6TY#87,,True,https://lichess.org/training/2HxHD
2IsZ8,6k1/5pp1/1NP2n1p/8/B7/6P1/r3rn1P/2R2RK1 w - - 0 30,c6c7 f2h3 g1h1 e2h2,1087,76,89,131,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/zOxAe1Fs#59,,True,https://lichess.org/training/2IsZ8
2JSqi,3q3r/2r2p2/4pNpk/pp1pP2p/3P2R1/P1P3RP/1PB3PK/8 b - - 1 31,b5b4 g4g6 f7g6 g3g6,1518,77,66,166,mate mateIn2 middlegame sacrifice short,https://lichess.org/lvBKNSct/black#62,,True,https://lichess.org/training/2JSqi
2L2sM,6k1/p2b1pbp/1p1Pp1p1/n7/1Kr1P3/4B1P1/P3NP1P/3R1B2 w - - 5 24,b4a3 c4a4,1123,78,100,76,mate mateIn1 middlegame oneMove,https://lichess.org/ZkprhrbN#47,,True,https://lichess.org/training/2L2sM
2LJny,7k/pp3p2/5N1P/2n3B1/6P1/P1bp4/2B2r2/2KR4 w - - 0 35,c2d3 c5b3 c1b1 f2b2,1627,76,93,3759,mate mateIn2 middlegame short,https://lichess.org/AEZXRR6m#69,,True,https://lichess.org/training/2LJny
2MMmv,6rk/pp1bR2p/3p4/2pP2n1/2P2p2/2PB1P2/P2B3K/8 w - - 3 31,e7d7 g5f3 h2h3 g8g3,1886,79,81,300,endgame fork mate mateIn2 short,https://lichess.org/TQV6kD6S#61,,True,https://lichess.org/training/2MMmv
2NWL0,2k1r3/5R2/pNPp4/7p/1p1N4/3K4/P7/2q5 b - - 7 39,c8b8 f7b7,1472,89,82,1608,endgame mate mateIn1 oneMove,https://lichess.org/6Fgg8PN2/black#78,,True,https://lichess.org/training/2NWL0
2SDnk,1k4r1/pp3p2/1q1p4/nP2p3/P3P2P/2NP3p/4Qn1B/R4RK1 w - - 0 27,h2g3 g8g3 g1h2 g3g2,1640,75,98,5613,hangingPiece kingsideAttack mate mateIn2 middlegame short,https://lichess.org/7aYUVIpK#53,,True,https://lichess.org/training/2SDnk
2TFgY,3kr3/1p6/1p6/2nP3B/5P1P/3bK3/PR1B4/6N1 w - - 1 38,e3d4 e8e4 d4c3 e4c4,1271,77,100,135,mate mateIn2 middlegame short,https://lichess.org/txlAYXH8#75,,True,https://lichess.org/training/2TFgY
2Yqhe,4k2r/ppR2N2/4p1Bp/1b1p4/3q4/P5P1/5PP1/2K5 b k - 4 34,e8g8 f7h6 g8h8 c7h7,1090,84,83,296,endgame mate mateIn2 short,https://lichess.org/LnwXsMQX/black#68,,True,https://lichess.org/training/2Yqhe
2YxgY,2Q5/3N4/6R1/p2p4/Pp1n3k/6p1/4r1K1/8 w - - 1 48,g2g1 d4f3 g1f1 e2f2,1991,75,95,14424,endgame mate mateIn2 short,https://lichess.org/3xSiagJu#95,,True,https://lichess.org/training/2YxgY
2gBaI,R2r2r1/1k3p2/3p3p/2pP4/2P1P2Q/2P2P1P/P3n3/5n1K w - - 4 33,a8d8 g8g1,1346,76,94,722,endgame mate mateIn1 oneMove,https://lichess.org/qPuAF9nC#65,,True,https://lichess.org/training/2gBaI
2gjzN,6k1/1p5r/3N1bn1/P2Pp3/4Pn1p/P1N2Pq1/4BBPK/R2Q2R1 w - - 1 29,f2g3 h4g3 h2g3 f6h4 g3g4 h7h5 d6f7 g8f7 g2g3 h5g5,2015,77,92,2047,attraction capturingDefender doubleCheck mate mateIn5 middlegame quietMove veryLong,https://lichess.org/u1JFV2ge#57,,True,https://lichess.org/training/2gjzN
2h7WF,8/1pN5/1p4R1/8/1P3R2/4kn2/3r4/5K2 w - - 1 44,g6f6 d2f2,1740,109,74,55,endgame master mate mateIn1 oneMove,https://lichess.org/GQEOhutc#87,,True,https://lichess.org/training/2h7WF
2ixW3,8/3R4/1k1B1p2/pB6/P5nP/6P1/1Pr2n2/5RK1 w - - 7 40,d7d8 f2h3 g1h1 c2h2,1351,76,95,16256,mate mateIn2 middlegame short,https://lichess.org/HpSDyc6y#79,,True,https://lichess.org/training/2ixW3
2kB6f,6r1/ppp1P3/8/3R4/4k2p/1BP1Bn2/PP5K/8 w - - 1 33,h2h3 g8g3,1283,75,96,2517,endgame mate mateIn1 oneMove,https://lichess.org/4e3kz5mm#65,,True,https://lichess.org/training/2kB6f
2ldCx,6k1/4bp2/4N3/1p1pN2p/1n1P1P2/4P2P/1Pq5/r1B3RK b - - 0 27,g8h8 e5f7 h8h7 g1g7,1336,75,100,697,mate mateIn2 middlegame short,https://lichess.org/EQLdgHKQ/black#54,,True,https://lichess.org/training/2ldCx
2qscp,6k1/5ppp/P7/4N3/2p5/4P1P1/1rr2n1P/R4RK1 w - - 0 27,a6a7 f2h3 g1h1 c2h2,985,91,94,1940,discoveredAttack endgame mate mateIn2 short,https://lichess.org/SbU7AnIz#53,,True,https://lichess.org/training/2qscp
2wjSK,1r5k/5Q1p/3p4/3Pp2P/8/qp6/1P1n4/K1R5 w - - 0 37,b2a3 b3b2 a1a2 b2c1n a2a1 b8b1,1872,76,90,1652,advancedPawn endgame exposedKing fork long mate mateIn3 promotion underPromotion,https://lichess.org/QBYyAw18#73,,True,https://lichess.org/training/2wjSK
33DO1,r2k4/p3Rppp/1pNB4/2p3n1/2b3P1/2P5/P1PK4/8 b - - 9 30,d8c8 e7c7,1544,83,83,563,endgame mate mateIn1 oneMove,https://lichess.org/1XiU29nF/black#60,,True,https://lichess.org/training/33DO1
36Zls,r5k1/p1R5/2p2KNp/7r/1P6/8/8/8 b - - 1 40,h5g5 c7g7,1395,76,94,3359,endgame mate mateIn1 oneMove,https://lichess.org/CxM8Gfkc/black#80,,True,https://lichess.org/training/36Zls
3E8g5,8/p3pp1p/2pp4/7k/4PP2/6N1/Prr5/6RK b - - 1 27,h5h6 g3f5 h6h5 g1g5,1285,76,90,521,endgame mate mateIn2 short,https://lichess.org/6DTYqFBK/black#54,,True,https://lichess.org/training/3E8g5
3EllZ,8/1b2b1kp/1B4p1/1N2Pp2/P3nP2/7P/1r4P1/R4R1K w - - 1 36,b5d4 e4g3 h1g1 b2g2,1688,79,100,107,fork mate mateIn2 middlegame short,https://lichess.org/0eAid216#71,,True,https://lichess.org/training/3EllZ
3Hxe4,rq5k/1b3p2/pb5B/1pp1N3/5PR1/P6P/1Pn3PK/RN1r4 b - - 0 24,c2a1 e5f7 h8h7 g4g7,1089,78,100,373,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/UiyrGBDs/black#48,,True,https://lichess.org/training/3Hxe4
3K10w,k6r/2R2p1p/p1P2np1/5r2/N7/P2P2PK/8/3n4 b - - 0 35,d1e3 a4b6 a8b8 c7b7,1291,75,96,23724,endgame mate mateIn2 short,https://lichess.org/zf1DFFs0/black#70,,True,https://lichess.org/training/3K10w
3LPPC,5r2/1p3p2/p3pNpk/4Pn1P/2r2q2/5P1Q/PP4R1/6RK b - - 0 31,f4h4 g2g6 f7g6 g1g6,1563,75,85,156,mate mateIn2 middlegame sacrifice short,https://lichess.org/th46cZhD/black#62,,True,https://lichess.org/training/3LPPC
3N4j4,8/8/p2R3N/1p4PP/1k6/2n5/r7/2K5 w - - 0 57,g5g6 b4b3 g6g7 a2c2,1883,99,58,83,endgame mate mateIn2 short,https://lichess.org/3PxpRjKU#113,,True,https://lichess.org/training/3N4j4
3Osqp,6k1/2p1ppb1/3p2p1/3P3p/4P2P/1n2BP2/r4P2/2KR2R1 w - - 6 25,c1b1 a2b2,1778,75,96,4284,endgame mate mateIn1 oneMove,https://lichess.org/A6fdaibp#49,,True,https://lichess.org/training/3Osqp
3R0vK,Q7/5pkp/6p1/8/2B2n2/2pP3P/2r2r2/RR3K2 w - - 1 31,f1g1 f4h3 g1h1 f2h2,1472,77,93,18812,mate mateIn2 middlegame short,https://lichess.org/PQaOOTyZ#61,,True,https://lichess.org/training/3R0vK
3bSr7,3r1r1k/pR2Np2/4bnRP/8/8/P1P5/1P2B3/2K5 b - - 0 33,f7g6 e7g6 h8g8 b7g7,1910,83,56,83,fork mate mateIn2 middlegame short,https://lichess.org/FEhA5GeP/black#66,,True,https://lichess.org/training/3bSr7
3co2a,8/2k5/2p5/2N3n1/6rp/1P6/P1R4K/8 w - - 0 46,c5d3 g5f3 h2h3 g4g3,1134,96,85,21,endgame mate mateIn2 short,https://lichess.org/K1kbWpB4#91,,True,https://lichess.org/training/3co2a
3cwVw,7k/7R/6K1/8/5PN1/7P/1r6/q7 b - - 1 47,h8g8 g4f6 g8f8 h7f7,1633,77,96,16358,endgame master mate mateIn2 short,https://lichess.org/Qk351tov/black#94,,True,https://lichess.org/training/3cwVw
3ePoO,8/8/5RK1/5n2/B4k1p/1P6/6r1/8 w - - 3 61,g6h5 g2g5,1272,100,87,155,endgame mate mateIn1 oneMove,https://lichess.org/lXADNqbA#121,,True,https://lichess.org/training/3ePoO
3fRfd,6k1/6pp/p7/P2P4/1P2N3/3np1P1/3r1r2/R2K3R w - - 8 31,e4d2 f2d2,1392,90,77,150,endgame master mate mateIn1 oneMove,https://lichess.org/spsFEoQ5#61,,True,https://lichess.org/training/3fRfd
3kkF2,3r2r1/Npk2p1p/B2pb3/2q5/3QP3/7P/P1P1KbP1/1R5R b - - 2 30,c5d4 b1b7,1551,101,44,336,master mate mateIn1 middlegame oneMove,https://lichess.org/aApxhWkm/black#60,,True,https://lichess.org/training/3kkF2
3mp9w,6k1/4q1pp/4P3/3p1p2/p2Nn2Q/P1P4P/1r3rP1/R1R4K w - - 2 35,h4e7 e4g3 h1g1 f2g2,1299,76,94,5927,mate mateIn2 middlegame short,https://lichess.org/94R6fxkZ#69,,True,https://lichess.org/training/3mp9w
3n7Ru,2r2b1r/3np3/pq2Qkpn/1p4N1/2p2P2/2P5/PPB3PP/4RR1K b - - 6 22,b6e6 e1e6 f6g7 e6g6,1234,75,95,18207,mate mateIn2 middlegame short,https://lichess.org/jZ2nrBNw/black#44,,True,https://lichess.org/training/3n7Ru
3oo8G,4rk2/ppp3Rp/5Bp1/4n3/5bb1/1BP4P/PP3KP1/8 w - - 5 23,h3g4 e5d3 f2f3 e8e3,2348,78,91,169,endgame mate mateIn2 short,https://lichess.org/72jaL1LN#45,,True,https://lichess.org/training/3oo8G
3qB19,6r1/p4k2/R4n2/2N4K/3P3P/1P4P1/P7/8 w - - 1 39,h5h6 g8g6,1687,79,91,3262,endgame mate mateIn1 oneMove,https://lichess.org/ogtfhXIi#77,,True,https://lichess.org/training/3qB19
