PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,Rook_Knight,puzzle_ref
JpqEE,4rn2/pp3R1p/7k/3PKRN1/1r4P1/7P/8/8 w - - 5 42,e5f6 b4b6 d5d6 b6d6 g5e6 d6e6,1237,75,100,361,endgame long mate mateIn3,https://lichess.org/p9i1fu7D#83,,True,https://lichess.org/training/JpqEE
JtGno,6k1/5Rb1/2p3P1/2np1B2/5pN1/P4P2/Pr4pK/8 b - - 1 38,g7d4 g4h6 g8h8 f7h7,1745,117,64,26,endgame master mate mateIn2 short,https://lichess.org/uM319loP/black#76,,True,https://lichess.org/training/JtGno
JwTFi,5RQ1/kp4K1/pp3r2/5Bbn/4P3/5P2/PP6/8 w - - 3 53,g7h7 f6h6,1199,80,100,97,endgame master mate mateIn1 oneMove,https://lichess.org/DmtnRJlO#105,,True,https://lichess.org/training/JwTFi
K3Ge9,5k2/R7/3p1PNp/2p3n1/2P3qp/8/P5PK/8 b - - 0 51,f8g8 a7g7,1704,77,95,1212,endgame mate mateIn1 oneMove,https://lichess.org/bONjKAlB/black#102,,True,https://lichess.org/training/K3Ge9
K5wDA,5bk1/1p2p3/p2rNpR1/5n2/8/1Q3P2/PPP1KB1q/8 b - - 0 29,g8h7 e6f8 h7h8 g6g8,1201,75,100,127,hangingPiece mate mateIn2 middlegame short,https://lichess.org/kHpC0UpW/black#58,,True,https://lichess.org/training/K5wDA
K7Hbu,r2rk3/pb2n1RN/4B3/8/5P2/8/PP3K1P/n1B5 b - - 0 24,a8c8 h7f6 e8f8 g7f7,1700,75,100,165,mate mateIn2 middlegame short,https://lichess.org/fRTd2JSD/black#48,,True,https://lichess.org/training/K7Hbu
KBhCZ,8/5R2/3p4/5p2/1pP1knPK/1P6/7r/5R2 w - - 1 48,h4g3 h2g2 g3h4 g2g4,1968,76,95,921,endgame master mate mateIn2 short,https://lichess.org/9f0AxdZK#95,,True,https://lichess.org/training/KBhCZ
KEawx,2r1k3/R7/4NK1p/1p4p1/8/P2n4/6P1/8 b - - 1 42,d3c5 a7e7,1527,76,99,732,endgame mate mateIn1 oneMove,https://lichess.org/0nK4R2om/black#84,,True,https://lichess.org/training/KEawx
KGzix,8/4kp2/4pNpP/6P1/p7/P2p1P2/1rn5/3RK1R1 w - - 2 43,e1f1 c2e3 f1e1 b2e2,1899,77,99,359,endgame fork mate mateIn2 short,https://lichess.org/PvCDFNo6#85,,True,https://lichess.org/training/KGzix
KJWsY,1k3r2/1pp4p/p7/3P3Q/8/3Pb2P/Pq2n1K1/3N3R w - - 0 34,d1b2 f8f2,1525,85,87,562,endgame mate mateIn1 oneMove,https://lichess.org/jmzZoNqv#67,,True,https://lichess.org/training/KJWsY
KQPKd,8/pp6/3p1p2/kP3n2/2QP4/2P4p/5r2/4r1RK w - - 0 41,g1e1 f5g3 h1g1 f2g2,1755,76,89,276,endgame mate mateIn2 short,https://lichess.org/anMpQ300#81,,True,https://lichess.org/training/KQPKd
KXHVS,1kr5/R1N3pp/P3p1n1/2rpPp2/2p2P2/2P5/2P2KPP/1R6 b - - 8 36,b8a7 b1b7,1187,75,99,731,endgame master mate mateIn1 oneMove,https://lichess.org/b2FPYHAu/black#72,,True,https://lichess.org/training/KXHVS
KfwR0,8/1p5k/pP1p4/P1pN1p2/2P2Pn1/2N3rp/4R3/7K w - - 0 43,e2e1 g4f2 h1h2 g3g2,1275,75,100,178,endgame mate mateIn2 short,https://lichess.org/KGHUXTli#85,,True,https://lichess.org/training/KfwR0
KlMzE,4r2k/7R/3p1RpP/3P2P1/2p2N2/2P1nP2/1P1K4/r7 b - - 0 46,h8h7 f6f7 h7h8 f4g6 h8g8 f7g7,1416,79,64,95,deflection endgame long mate mateIn3,https://lichess.org/O2q1hONx/black#92,,True,https://lichess.org/training/KlMzE
KlX9O,2r2r2/ppN1kp2/5Q2/1B2p3/7P/8/PPP2qP1/1K1R4 b - - 0 20,f2f6 d1d7,1715,94,78,134,endgame mate mateIn1 oneMove,https://lichess.org/zXzv5JKw/black#40,,True,https://lichess.org/training/KlX9O
Ks9Mg,6k1/5p1p/8/p4B2/2n1K3/2b2P1P/P2r2PB/7R w - - 0 32,h1c1 d2d4,1533,76,78,389,endgame master masterVsMaster mate mateIn1 oneMove,https://lichess.org/Bjg7K9ps#63,,True,https://lichess.org/training/Ks9Mg
Kuo17,2r1k2r/5nRp/3RN3/p2b1p2/1p3P1B/8/PPP4P/2K5 b k - 0 27,f7d6 g7e7,1342,109,83,29,master mate mateIn1 middlegame oneMove,https://lichess.org/aDoTFu3o/black#54,,True,https://lichess.org/training/Kuo17
L0njn,6r1/Q6p/2bpk3/1p2P3/4n3/4B3/PP5P/R4R1K w - - 1 27,h2h4 e4f2 h1h2 g8g2,1896,75,96,512,doubleCheck mate mateIn2 middlegame short,https://lichess.org/1Um2SCoZ#53,,True,https://lichess.org/training/L0njn
L8V0J,6r1/8/3N4/B1R2P2/3b4/3k2nP/7K/8 w - - 1 46,c5d5 g3f1 h2h1 g8g1,1192,76,85,185,endgame mate mateIn2 short,https://lichess.org/ylDAPZju#91,,True,https://lichess.org/training/L8V0J
LBs1A,r4rk1/p2R1N1p/1p2p1p1/2p3N1/2P2RP1/4b3/P5KP/8 b - - 0 25,e3f4 f7h6 g8h8 d7h7,1327,75,100,518,discoveredAttack endgame mate mateIn2 short,https://lichess.org/38NBWvO4/black#50,,True,https://lichess.org/training/LBs1A
LI2sD,6k1/p1p3pp/1p1p4/3P4/2P1nr1P/1P2Rp2/PB3P2/R5K1 w - - 1 30,a1e1 f4g4 g1h1 e4f2 h1h2 g4g2,1464,76,68,175,deflection endgame kingsideAttack long mate mateIn3,https://lichess.org/ERWZW65t#59,,True,https://lichess.org/training/LI2sD
LSQ2z,3k2r1/ppp5/2np4/2b1pN1p/4P1n1/2PP3p/PP3P1K/R1BQRN2 w - - 2 22,h2h1 g4f2 h1h2 g8g2,1728,79,100,62,fork mate mateIn2 middlegame short,https://lichess.org/o55arvGh#43,,True,https://lichess.org/training/LSQ2z
LSxsh,7Q/PB3pp1/4p1kp/8/8/6P1/r1r2n1P/3R1RK1 w - - 2 35,a7a8q f2h3 g1h1 c2h2,1267,75,82,293,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/GZsjp5zn#69,,True,https://lichess.org/training/LSxsh
LUAmc,8/3RP3/2p5/1p3B2/p2n4/P1k5/3r4/2K5 w - - 0 66,e7e8q d4b3 c1b1 d2b2,1705,76,94,2146,endgame mate mateIn2 short,https://lichess.org/okfEtWrJ#131,,True,https://lichess.org/training/LUAmc
LdefT,8/pRP5/4pk2/P7/7p/3P3p/2P1nr2/1R5K w - - 1 33,c7c8q e2g3 h1g1 f2g2,1504,74,94,643,endgame mate mateIn2 short,https://lichess.org/TlubIOUk#65,,True,https://lichess.org/training/LdefT
LpUg3,5k2/4R3/5P2/4N3/2bK4/p7/4r3/8 b - - 3 48,a3a2 e5g6 f8g8 e7g7,1715,238,100,23,endgame mate mateIn2 short,https://lichess.org/OA1iLf1M/black#96,,True,https://lichess.org/training/LpUg3
LroyG,6r1/p3kp1p/2B1pn2/2R1B1K1/8/3r2P1/P4P1P/RN3b2 w - - 1 23,g5h6 g8g6,1425,85,89,83,mate mateIn1 middlegame oneMove,https://lichess.org/e5T1GtLS#45,,True,https://lichess.org/training/LroyG
M7iF4,4NRk1/3n2Pp/1p1p2p1/pPqPp1P1/4P3/3r3P/8/5R1K b - - 1 43,d7f8 f1f8,1107,80,100,55,endgame mate mateIn1 oneMove,https://lichess.org/nYnoAfSM/black#86,,True,https://lichess.org/training/M7iF4
MC8oh,4r2k/6R1/p4pKN/1p4p1/5pP1/7P/P6r/8 b - - 7 39,h2h3 g7h7,908,78,100,97,endgame mate mateIn1 oneMove,https://lichess.org/3ERUEfqw/black#78,,True,https://lichess.org/training/MC8oh
MEd0A,Q7/1pk5/1N1p2p1/1Pp1np2/8/2P2RK1/2r3r1/R7 w - - 1 40,g3f4 g2g4 f4e3 g4e4,2014,75,94,425,mate mateIn2 middlegame short,https://lichess.org/yGUm8Cq0#79,,True,https://lichess.org/training/MEd0A
MIwOE,r6k/4NR2/5P2/7p/8/1pK4P/b4r2/2R5 b - - 2 40,b3b2 e7g6 h8g8 f7g7,1355,75,99,2853,endgame mate mateIn2 short,https://lichess.org/6bXqHz4Z/black#80,,True,https://lichess.org/training/MIwOE
MX9CF,7k/1p3R2/7P/8/p4N2/8/1r1r2PK/8 b - - 0 37,a4a3 f4g6 h8g8 f7g7,2065,75,94,337,endgame mate mateIn2 short,https://lichess.org/Kq1xqem9/black#74,,True,https://lichess.org/training/MX9CF
McDuV,8/P6R/4p3/3pn3/6pP/4k1P1/4r3/5K2 w - - 0 50,a7a8q e2f2 f1e1 e5d3 e1d1 f2d2,1959,76,95,971,endgame exposedKing long master mate mateIn3 superGM,https://lichess.org/PBedLP9U#99,,True,https://lichess.org/training/McDuV
Mm5lD,r3q1k1/p1R1b2p/4p1N1/1pPb1pQ1/6p1/P7/1B3PPP/3R2K1 b - - 0 30,e7g5 c7g7,1346,75,100,1396,mate mateIn1 middlegame oneMove,https://lichess.org/wWZFvZzG/black#60,,True,https://lichess.org/training/Mm5lD
Mo1jP,7k/1p6/3N1P2/6Rp/8/1r5P/p5PK/8 b - - 0 47,a2a1q d6f7 h8h7 g5g7,1854,76,98,574,endgame mate mateIn2 short,https://lichess.org/I0Az6zzs/black#94,,True,https://lichess.org/training/Mo1jP
MpWWF,4k3/5R2/2p1P3/pp5r/4N3/5K2/PP5r/8 b - - 2 47,h5e5 e4d6 e8d8 f7d7,1916,78,85,95,endgame mate mateIn2 short,https://lichess.org/l4UJNzmy/black#94,,True,https://lichess.org/training/MpWWF
MqxmB,r1bqrk2/pp2np1R/4pNp1/2p3N1/2P5/3n4/PP1P1PP1/R1B2K2 b - - 1 17,e7g8 h7f7,1239,78,96,164,mate mateIn1 middlegame oneMove,https://lichess.org/iEudhbvc/black#34,English_Opening English_Opening_Symmetrical_Variation,True,https://lichess.org/training/MqxmB
MuVTp,2rN4/1b3Pkp/p4P2/8/3p1K2/2P5/PP4rP/4R3 b - - 0 39,g7f8 e1e8,1245,76,100,385,endgame mate mateIn1 oneMove,https://lichess.org/iBKYzFqi/black#78,,True,https://lichess.org/training/MuVTp
Mwsri,2r1r1k1/p2R2b1/1p2pB1p/5N2/4B3/2P3P1/1P5P/6K1 b - - 0 26,g7f6 f5h6 g8h8 d7h7,1347,76,90,351,endgame mate mateIn2 short,https://lichess.org/PcEgokKK/black#52,,True,https://lichess.org/training/Mwsri
MwzC9,6R1/5p2/5Pk1/2p3N1/6Pp/3p3P/rr6/7K b - - 5 45,g6h6 g5f7 h6h7 g8g7,1745,74,99,583,endgame mate mateIn2 short,https://lichess.org/U50lKyBc/black#90,,True,https://lichess.org/training/MwzC9
MxXLR,r1b2N1k/1p1p2p1/1Pn4R/p2BP2P/8/2P1P3/P6r/2K3R1 b - - 0 35,g7h6 g1g8,1173,80,100,74,mate mateIn1 middlegame oneMove,https://lichess.org/CG8fm2Pq/black#70,,True,https://lichess.org/training/MxXLR
NBWrI,5r2/2p4p/p1p5/P1p1P1kp/4Krn1/1PPP2N1/8/5RR1 w - - 3 40,f1f4 f8f4,1045,76,89,149,endgame master mate mateIn1 oneMove,https://lichess.org/Wdxdgl2G#79,,True,https://lichess.org/training/NBWrI
NBcUQ,b5k1/p4pp1/1p6/4Bpq1/5P2/6nP/P1r5/R2R2K1 w - - 0 31,f4g5 c2g2,1124,247,100,17,endgame master mate mateIn1 oneMove,https://lichess.org/XTOBnslN#61,,True,https://lichess.org/training/NBcUQ
NH3FT,8/1R6/8/2B5/1P1p4/P2kn3/2r5/4K3 w - - 1 40,c5d4 c2e2,1498,154,100,31,endgame master mate mateIn1 oneMove,https://lichess.org/7Cg341rO#79,,True,https://lichess.org/training/NH3FT
NRbER,8/2p1kb1Q/3p1p2/p1b1p1P1/P3P2P/3P1n2/1r3P2/2R1K3 w - - 1 44,e1f1 b2f2,1275,143,38,13,endgame mate mateIn1 oneMove,https://lichess.org/9l2ZmRzC#87,,True,https://lichess.org/training/NRbER
NWssq,4r3/8/8/p5p1/k2KPn1p/7P/PR6/3N4 b - - 0 46,f4h3 d1c3 a4a3 b2b3,1048,77,100,163,endgame mate mateIn2 short,https://lichess.org/YUTBev0m/black#92,,True,https://lichess.org/training/NWssq
NbYUZ,5kr1/p2R4/Pp2N2n/7p/2r4B/7P/5PP1/6K1 b - - 2 26,f8e8 d7e7,1844,81,74,89,endgame mate mateIn1 oneMove,https://lichess.org/FmKyjq1D/black#52,,True,https://lichess.org/training/NbYUZ
NbvK4,r6k/3R1R2/1p5N/p3p3/P3P3/1KP2P2/1P4rp/6b1 b - - 3 34,h2h1q f7h7,1123,76,100,323,mate mateIn1 middlegame oneMove,https://lichess.org/rgkPUaIc/black#68,,True,https://lichess.org/training/NbvK4
NrM2D,5rk1/R2RN3/6p1/1r2p2n/4P1K1/2P5/1P5p/8 b - - 1 44,g8f7 e7f5 f7g8 f5h6 g8h8 d7h7,2100,83,89,195,discoveredAttack endgame long master mate mateIn3,https://lichess.org/YYeuwySx/black#88,,True,https://lichess.org/training/NrM2D
NwO34,8/5k2/1NP2n1K/1P3p2/6r1/8/2R3P1/8 w - - 3 43,b6d7 g4g6,1629,78,91,223,endgame mate mateIn1 oneMove,https://lichess.org/FjdqLsPd#85,,True,https://lichess.org/training/NwO34
Nxcsr,8/1p3ppR/8/p2rN3/P7/2P1KNn1/1P3nk1/8 b - - 3 41,f7f6 h7h2 g2f1 h2f2,1591,87,100,81,endgame mate mateIn2 short,https://lichess.org/c25I1eOx/black#82,,True,https://lichess.org/training/Nxcsr
OAmZl,r6b/1ppkp3/1n1pN1p1/pP1P2B1/6P1/3p4/1P2QP2/2R1K3 b - - 0 23,d3e2 c1c7 d7e8 c7e7,1181,75,100,448,endgame mate mateIn2 short,https://lichess.org/oG2b84yZ/black#46,,True,https://lichess.org/training/OAmZl
OLjMK,r6r/pp5p/1nppN1kn/8/4P1P1/2P2R2/P1P3KP/5R2 b - - 0 18,a8e8 f3f6,1145,75,100,426,mate mateIn1 middlegame oneMove,https://lichess.org/3RNrA2Ze/black#36,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense,True,https://lichess.org/training/OLjMK
OM6Xv,r1b3k1/ppp4R/2np1Np1/b5N1/8/2P2P2/PP3KP1/8 b - - 5 22,g8f8 h7f7,1776,81,89,1194,mate mateIn1 middlegame oneMove,https://lichess.org/rgxHhMmn/black#44,,True,https://lichess.org/training/OM6Xv
OPh8i,6r1/8/1Np2k2/5Nn1/5p2/2P2P1b/PP5K/R3R3 w - - 5 36,f5d6 g5f3 h2h3 g8g3,1833,78,86,71,fork mate mateIn2 middlegame sacrifice short,https://lichess.org/LVkR6Xzk#71,,True,https://lichess.org/training/OPh8i
OTSdl,2N5/7R/pk1P1p2/1p6/1P2r3/PB1n2K1/1r6/8 b - - 5 54,b6c6 h7c7,1732,232,65,45,endgame mate mateIn1 oneMove,https://lichess.org/3NW3Ihdj/black#108,,True,https://lichess.org/training/OTSdl
OTihx,1k6/1p3p1p/p7/2p2N2/N1P2n2/PP6/2rr1nPP/R4RK1 w - - 0 26,f5e3 f4h3 g2h3 f2h3 g1h1 d2h2,2151,76,96,352,kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/OO8FzuiH#51,,True,https://lichess.org/training/OTihx
Odpbz,8/PR6/4k2p/4Pn2/6K1/6r1/1B6/8 w - - 2 52,g4h5 g3g5,1515,75,86,263,endgame mate mateIn1 oneMove,https://lichess.org/g2bI0XDW#103,,True,https://lichess.org/training/Odpbz
Of0F2,7r/p1p2ppp/2NRk3/P3Pb2/8/1r6/1P4PP/3R2K1 b - - 1 30,c7d6 d1d6,1414,89,92,59,endgame mate mateIn1 oneMove,https://lichess.org/DD6sT6Iv/black#60,,True,https://lichess.org/training/Of0F2
OfP3d,r1q5/ppp5/2n2N1k/4P3/5Pb1/3B2R1/PP6/3R2K1 b - - 2 32,g4d1 g3g6,1739,78,91,864,mate mateIn1 middlegame oneMove,https://lichess.org/ystqdeGZ/black#64,,True,https://lichess.org/training/OfP3d
Ofxou,4B3/6R1/6p1/1P5p/7n/6kP/1r6/7K w - - 6 59,e8g6 b2h2 h1g1 h4f3 g1f1 h2f2,2157,81,90,111,endgame exposedKing long master mate mateIn3,https://lichess.org/lyTVhwZL#117,,True,https://lichess.org/training/Ofxou
OgXIK,1k6/6R1/p1K4p/8/2N1p2P/6P1/6r1/4b3 b - - 3 42,g2g3 g7b7 b8c8 c4d6 c8d8 b7d7,1886,75,96,1045,endgame exposedKing long mate mateIn3,https://lichess.org/jKrnH5Q7/black#84,,True,https://lichess.org/training/OgXIK
OjFDa,2r2rk1/R2R1N1p/4n1pb/1p6/8/P1p5/7P/7K b - - 0 38,c3c2 f7h6 g8h8 d7h7,1091,75,100,160,discoveredAttack hangingPiece mate mateIn2 middlegame short,https://lichess.org/MsnA4Uq1/black#76,,True,https://lichess.org/training/OjFDa
Om6oF,3k4/2R5/1pR5/1P2p3/1P2n1p1/6Pp/5r2/1N5K w - - 6 43,c6c1 e4g3 h1g1 f2g2,1586,76,100,124,endgame mate mateIn2 short,https://lichess.org/59VxIHFO#85,,True,https://lichess.org/training/Om6oF
OoTiT,r4b1r/1p3ppp/p1n1pn2/1B6/PkN3b1/R3B3/1P3PPP/3RN1K1 b - - 1 18,a6b5 e1c2 b4c4 a3c3,2209,76,94,1397,mate mateIn2 middlegame sacrifice short,https://lichess.org/pRnx2bvo/black#36,Reti_Opening Reti_Opening_Reti_Accepted,True,https://lichess.org/training/OoTiT
OyX81,8/pp2K3/2k1N3/8/2P3p1/8/PP3q2/3R4 b - - 2 43,g4g3 d1d6,1355,76,88,692,endgame master mate mateIn1 oneMove,https://lichess.org/4Y92LVP3/black#86,,True,https://lichess.org/training/OyX81
P2I51,8/3R1pk1/6pp/8/4B3/P3P1P1/rr3n1P/5RK1 w - - 0 35,e4d5 f2h3 g1h1 b2h2,1063,77,91,320,discoveredAttack endgame mate mateIn2 short,https://lichess.org/4tHVBA3s#69,,True,https://lichess.org/training/P2I51
P6C76,8/7p/8/7R/5P2/p3PN1k/5K1P/1q6 b - - 12 53,h3g4 h5g5 g4h3 g5g3,1613,75,97,1128,endgame mate mateIn2 short,https://lichess.org/OtmTgr6E/black#106,,True,https://lichess.org/training/P6C76
P7E40,3k4/2R3N1/3K4/1pp5/2P3P1/8/Pp6/8 b - - 0 46,b2b1q g7e6 d8e8 c7e7,1569,77,98,1477,endgame mate mateIn2 short,https://lichess.org/VmB1AlEV/black#92,,True,https://lichess.org/training/P7E40
PEBtw,3rr3/Rkp2ppp/1p6/1Nn1N3/3p1P2/8/6PP/6K1 b - - 2 27,b7b8 e5c6 b8c8 a7c7,1614,76,91,180,endgame fork mate mateIn2 short,https://lichess.org/QUo3x68m/black#54,,True,https://lichess.org/training/PEBtw
PFSA6,7r/4R3/1Rr3b1/3N1k1p/3Pp2K/P7/1PP5/8 b - - 0 37,c6b6 e7e5,1549,86,74,77,endgame mate mateIn1 oneMove,https://lichess.org/yR7QocQI/black#74,,True,https://lichess.org/training/PFSA6
PGMhf,5k2/1p1Q3R/3p1p2/p1b5/P7/4n1r1/1PP5/6K1 w - - 0 39,g1h2 e3f1 h2h1 g3g1,1775,76,97,1197,endgame mate mateIn2 short,https://lichess.org/VQ2V3VLY#77,,True,https://lichess.org/training/PGMhf
PLcpm,k2r3r/R1R2p1p/5p2/3N4/3b4/5B2/PP1n1PPP/6K1 b - - 0 23,d4a7 d5b6 a8b8 c7b7,1357,88,100,131,doubleCheck mate mateIn2 middlegame short,https://lichess.org/6aIfPXYV/black#46,,True,https://lichess.org/training/PLcpm
PSw5p,1r5k/5QbP/b3p3/8/1n6/8/pPP2PP1/1K1R3R w - - 0 28,b1a1 b4c2 a1a2 b8b2,2045,120,0,25,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/CgZdMj5E#55,,True,https://lichess.org/training/PSw5p
PTkQw,8/p2k4/2pp4/4p3/3n3P/1PK2rP1/P1br1P2/2RNR3 w - - 0 31,c3d2 f3d3,1248,79,69,94,endgame mate mateIn1 oneMove,https://lichess.org/MrZWqOmR#61,,True,https://lichess.org/training/PTkQw
PUcFB,8/5Rpk/8/2R2P2/2P3n1/6rp/8/7K w - - 0 44,f5f6 g4f2 h1h2 g3g2,1139,78,76,78,endgame mate mateIn2 short,https://lichess.org/wnqH0FMh#87,,True,https://lichess.org/training/PUcFB
PVoMm,8/Q4pkp/3p2p1/p3p1Nn/1p2Pn1P/5P2/PPr4K/3R4 w - - 3 34,h2h1 h5g3 h1g1 c2g2,1450,76,74,268,endgame kingsideAttack mate mateIn2 short,https://lichess.org/vS7A1Buw#67,,True,https://lichess.org/training/PVoMm
Pa6RZ,8/1P6/5p2/4p3/1R1n3P/6k1/r7/6K1 w - - 5 50,b7b8q d4f3 g1f1 a2f2,2017,83,92,79,endgame mate mateIn2 short,https://lichess.org/fwPGIQjk#99,,True,https://lichess.org/training/Pa6RZ
PkuqE,1r3b1r/ppNRk2b/2p2ppp/4n2P/8/4P1NB/PP4P1/3R2K1 b - - 3 26,e5d7 d1d7,1102,76,100,268,mate mateIn1 middlegame oneMove,https://lichess.org/taXXv3yd/black#52,,True,https://lichess.org/training/PkuqE
Pmxb5,8/3P4/1R6/4p3/1P6/2P1kn2/7r/5K2 w - - 3 54,d7d8q h2f2,1726,76,95,1694,endgame mate mateIn1 oneMove,https://lichess.org/sKNrDSAj#107,,True,https://lichess.org/training/Pmxb5
PsnMK,5k2/6pp/8/1B1b1p2/3NnP2/P6P/1r4P1/4R2K w - - 1 40,b5c6 e4g3 h1g1 b2g2,1687,148,100,10,endgame mate mateIn2 short,https://lichess.org/NpVZpkCS#79,,True,https://lichess.org/training/PsnMK
PuwbV,8/pp5k/1n6/3p2Nr/3B4/6R1/PPr4P/7K b - - 1 34,h7h6 g5f7 h6h7 g3g7,1090,77,50,111,endgame master mate mateIn2 short,https://lichess.org/RLJ9Eggj/black#68,,True,https://lichess.org/training/PuwbV
PwoCZ,8/8/5Rpk/5n2/5N2/5K2/3r1P2/8 b - - 6 39,h6g5 f6g6 g5h4 g6g4,1576,76,95,1218,endgame mate mateIn2 short,https://lichess.org/11Udd6Q9/black#78,,True,https://lichess.org/training/PwoCZ
Pzhyz,5k2/7Q/p2q2p1/2P5/1p6/1bnNrP2/2PK2P1/7R w - - 0 40,c5d6 e3e2 d2c1 e2c2,1301,76,91,1080,endgame mate mateIn2 short,https://lichess.org/sQwG17Ar#79,,True,https://lichess.org/training/Pzhyz
QMErI,6k1/5Rpp/8/1p4b1/2pP4/1PPn4/2K1r1PP/5R2 w - - 1 30,c2d1 e2d2,1313,75,98,1370,endgame mate mateIn1 oneMove,https://lichess.org/jEivk5bm#59,,True,https://lichess.org/training/QMErI
QUKJJ,1k3r2/1p4p1/p7/4nq1p/Q5nP/3pP1P1/P4PB1/2R1R1K1 w - - 2 25,a4b4 f5f2 g1h1 f2g2 h1g2 f8f2 g2h1 f2h2 h1g1 e5f3 g1f1 h2f2,2153,87,82,78,attraction fork mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/XqKK7MtK#49,,True,https://lichess.org/training/QUKJJ
QWmz3,6k1/1R6/6p1/6K1/3nN2P/p7/2r2P2/8 b - - 2 36,a3a2 e4f6 g8f8 g5g6 c2c7 b7c7 a2a1q c7f7,2397,78,99,363,endgame mate mateIn4 veryLong,https://lichess.org/lZzPo65x/black#72,,True,https://lichess.org/training/QWmz3
QY6uF,5k2/7R/1p3NK1/pnr5/8/6P1/8/6b1 b - - 4 45,c5c6 h7f7,1633,79,88,137,endgame master mate mateIn1 oneMove,https://lichess.org/WiYUOvoP/black#90,,True,https://lichess.org/training/QY6uF
Qfa8Q,7k/p4R2/3p1PN1/1p4P1/8/1KP5/PP6/2r4q b - - 0 42,h8g8 f7g7,1698,75,96,496,endgame master mate mateIn1 oneMove,https://lichess.org/GPD6CVzH/black#84,,True,https://lichess.org/training/Qfa8Q
QkAK3,r1qr2k1/5R2/p2p3N/1p1n2N1/2p5/2P3K1/PP3P2/2R5 b - - 4 32,g8h8 f7h7,964,77,100,232,mate mateIn1 middlegame oneMove,https://lichess.org/i933xPMs/black#64,,True,https://lichess.org/training/QkAK3
QmIyH,r2qr1n1/1p1b1p1k/p2p1P2/4p1Np/4P3/P7/1PP1BP1P/R3K1R1 b Q - 1 23,h7h6 g5f7 h6h7 g1g7,1729,75,70,80,fork mate mateIn2 middlegame short,https://lichess.org/Kt0JW0WD/black#46,,True,https://lichess.org/training/QmIyH
Qq4sc,1r5k/5R2/5Np1/p5Np/7P/4nP2/PK6/7R w - - 1 34,b2a3 e3c4 a3a4 b8b4,1408,76,99,962,endgame mate mateIn2 short,https://lichess.org/tF7edYEl#67,,True,https://lichess.org/training/Qq4sc
R4hyO,5rk1/1bn2N2/p1p1p2p/1p2Pq1B/P1p5/2P3R1/6RK/8 b - - 0 40,g8h7 g3g7,1501,76,98,420,mate mateIn1 middlegame oneMove,https://lichess.org/cmttEEZL/black#80,,True,https://lichess.org/training/R4hyO
R9OH4,7k/6n1/7p/p1R3p1/2Bp1rK1/P2P4/1PP3PP/8 w - - 5 42,g4g3 g7h5 g3h3 f4h4,1805,76,93,320,endgame mate mateIn2 short,https://lichess.org/Ukl2eSKc#83,,True,https://lichess.org/training/R9OH4
RJ6Nj,5rk1/pR4b1/6Bp/3nPNp1/3r1p2/P7/7P/R5K1 b - - 1 33,g7e5 f5h6 g8h8 b7h7,1662,77,92,360,mate mateIn2 middlegame short,https://lichess.org/Ay5b3GYK/black#66,,True,https://lichess.org/training/RJ6Nj
RSMm2,r4r1k/pB1R3p/1p2p2N/4p1N1/1q6/6P1/PP3b1P/2R4K b - - 0 25,f2e3 d7h7,1366,77,94,403,kingsideAttack master mate mateIn1 middlegame oneMove,https://lichess.org/yqcwSpi4/black#50,,True,https://lichess.org/training/RSMm2
RavwQ,4B1k1/1R3p2/4p1p1/4P2p/5P2/1P1pn1PP/P1r5/4K3 w - - 0 41,b7d7 c2e2,1672,119,68,60,endgame master mate mateIn1 oneMove,https://lichess.org/GFoOF5Sl#81,,True,https://lichess.org/training/RavwQ
Rbocz,r2k2r1/2pbR3/1p1P3b/pP1P3p/P1PN4/5p1B/5P2/2R4K b - - 1 37,d7h3 d4c6 d8c8 e7c7,1711,82,44,33,mate mateIn2 middlegame short,https://lichess.org/FRYmbegE/black#74,,True,https://lichess.org/training/Rbocz
Rna8b,1rr4k/5R2/p4n1P/q2p4/1p1P1N1b/4PP2/P1Q4P/K2N3R b - - 0 28,c8c2 f4g6 h8g8 f7g7,1467,76,80,147,fork mate mateIn2 middlegame short,https://lichess.org/ynI2oYlD/black#56,,True,https://lichess.org/training/Rna8b
Rs6up,5k2/2R4p/6pN/8/p3Pp2/P2nnPrP/8/5R1K w - - 4 37,f1b1 d3f2 h1h2 g3g2,1573,75,100,629,endgame mate mateIn2 short,https://lichess.org/wWgxSmiJ#73,,True,https://lichess.org/training/Rs6up
RxiE7,7r/4b1p1/R3p1Bp/2p1k3/Pp3N2/6PP/1PPr4/6K1 b - - 2 26,e7g5 a6e6 e5d4 e6e4,1838,77,93,1222,endgame mate mateIn2 short,https://lichess.org/D9fFjnw7/black#52,,True,https://lichess.org/training/RxiE7
Rzfvu,6k1/1b5p/p5p1/1pB3P1/6n1/P1P2Nn1/1P2r3/3N1RK1 w - - 1 32,f3d4 e2g2,1276,78,92,965,master mate mateIn1 middlegame oneMove,https://lichess.org/qjD1cIRQ#63,,True,https://lichess.org/training/Rzfvu
