PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,Rook_Knight,puzzle_ref
98efJ,5rk1/pp4pp/2ppr3/8/5n1q/2PPBP2/PP3P1P/R2QR2K w - - 1 18,e1g1 h4h2 h1h2 e6h6 h2g3 h6h3 g3g4 h7h5 g4g5 f4e6 g5g6 f8f6,1872,159,48,16,attraction kingsideAttack mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/95Du9iY5#35,Ruy_Lopez Ruy_Lopez_Schliemann_Defense,True,https://lichess.org/training/98efJ
98qQI,1r3rk1/3RRN1p/p7/1pp2p2/5n2/2P5/PP6/6K1 b - - 0 28,b8e8 f7h6 g8h8 e7h7,1108,76,100,339,discoveredAttack endgame mate mateIn2 short,https://lichess.org/QtQfz7UD/black#56,,True,https://lichess.org/training/98qQI
9EpT2,8/p3rNpk/2p1PpRB/2pn1P2/3P4/8/P4KPP/1r6 b - - 2 33,c5d4 g6g7,940,77,89,155,endgame mate mateIn1 oneMove,https://lichess.org/GOlcay75/black#66,,True,https://lichess.org/training/9EpT2
9FuIX,6k1/1R3p2/7p/1P4p1/8/5pnP/1Pr5/2B1R1K1 w - - 0 27,c1e3 c2g2,1621,80,88,633,endgame master mate mateIn1 oneMove,https://lichess.org/iURlXS9a#53,,True,https://lichess.org/training/9FuIX
9LuxO,1r2k3/pb3Rpp/n1pNB3/4P3/5b2/P1p5/4K1PP/8 b - - 1 32,e8d8 f7d7,1704,76,96,362,mate mateIn1 middlegame oneMove,https://lichess.org/7ed5HQN6/black#64,,True,https://lichess.org/training/9LuxO
9P1TY,r6k/1bp5/pp3n1p/3q2N1/2P1pP2/1P1p2R1/P2K3P/6R1 b - - 0 37,d5d4 g5f7 h8h7 g3g7,967,78,89,112,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/Au4y4Y1q/black#74,,True,https://lichess.org/training/9P1TY
9YLFX,1k6/pPpq4/2R2p2/N2p3Q/1P1P4/P5rp/5n2/R6K w - - 4 35,h1h2 g3g2,1169,121,89,21,mate mateIn1 middlegame oneMove,https://lichess.org/m0sTWiHm#69,,True,https://lichess.org/training/9YLFX
9fdKV,3rrb2/pp3N1k/1q2p2P/8/5P2/PP6/1B1p2RP/6RK b - - 0 32,f8h6 g2g7 h6g7 g1g7,1740,75,99,732,mate mateIn2 middlegame sacrifice short,https://lichess.org/9sHiwd0p/black#64,,True,https://lichess.org/training/9fdKV
9goI5,7r/1pkr1p1p/p1nN4/2P2Q2/8/4P3/qb3PPP/1R3K1R b - - 0 20,b2e5 b1b7 c7d8 b7d7,1442,76,100,229,master mate mateIn2 middlegame short,https://lichess.org/26IwAZ6g/black#40,,True,https://lichess.org/training/9goI5
9n7YH,8/2P2R2/3R4/7p/3Pkn2/8/P1r2K1P/8 w - - 3 39,f2g3 c2g2 g3h4 g2g4,1689,75,97,2432,endgame mate mateIn2 short,https://lichess.org/6JlwGpld#77,,True,https://lichess.org/training/9n7YH
9qDx4,7k/1R2R2n/p2p2N1/6n1/3P4/7P/P4rPK/3r4 b - - 1 30,h8g8 e7g7,1883,79,90,96,mate mateIn1 middlegame oneMove,https://lichess.org/PgPHTnSg/black#60,,True,https://lichess.org/training/9qDx4
9vIWl,3kr3/NR1n4/p2Bp1pp/5p2/2r5/5P1P/P5P1/6K1 b - - 0 28,d7c5 a7c6 d8c8 b7c7,1843,74,90,223,endgame mate mateIn2 short,https://lichess.org/feiN2Rvf/black#56,,True,https://lichess.org/training/9vIWl
9wUwH,1nr1r1k1/pp2Rp1p/2b2Np1/4N3/1PP1B3/b7/5PPP/1R4K1 b - - 3 26,g8f8 e7f7,1710,80,93,636,mate mateIn1 middlegame oneMove,https://lichess.org/TWAJv1YQ/black#52,,True,https://lichess.org/training/9wUwH
A7T9E,r4k2/1R6/2p1pNK1/8/6P1/1PP5/p4r2/8 b - - 1 40,a2a1q b7f7,1519,81,93,1689,endgame mate mateIn1 oneMove,https://lichess.org/iiTgVboj/black#80,,True,https://lichess.org/training/A7T9E
A9h1Y,8/7R/6p1/6r1/8/3n1k1P/8/R6K w - - 0 42,h3h4 d3f2 h1h2 g5g2,994,80,100,140,endgame mate mateIn2 short,https://lichess.org/pu9vOWh9#83,,True,https://lichess.org/training/A9h1Y
AEhDu,3k4/6R1/2PN2pp/4pp2/8/3n1P1P/1r6/K7 b - - 6 55,b2c2 g7d7,1600,96,70,63,endgame mate mateIn1 oneMove,https://lichess.org/jET8CpNi/black#110,,True,https://lichess.org/training/AEhDu
AH3zE,8/5k2/p2b2r1/2pP4/1pP1R3/1P3n1K/P3R3/8 w - - 1 54,e2f2 g6g3,1429,78,91,914,endgame mate mateIn1 oneMove,https://lichess.org/WD1XAsRA#107,,True,https://lichess.org/training/AH3zE
Alv7O,8/pp1P2R1/1b6/8/5p2/P4nBk/1Pr2P2/3R1K2 w - - 0 41,g3f4 c2f2,1265,75,98,837,endgame mate mateIn1 oneMove,https://lichess.org/oOQoQavM#81,,True,https://lichess.org/training/Alv7O
AqMHH,6k1/1R5p/4pBp1/q2p4/b2N4/2b1P3/P4PPP/R5K1 b - - 0 28,c3a1 b7g7 g8f8 d4e6 f8e8 g7e7,1553,76,94,1481,endgame long mate mateIn3,https://lichess.org/36ZBBYVe/black#56,,True,https://lichess.org/training/AqMHH
BH7N4,3r1k2/7R/4KN2/r5P1/2p5/2P2P1P/8/2q5 b - - 5 60,c1g5 h7f7,1737,77,91,516,endgame mate mateIn1 oneMove,https://lichess.org/jpcu7W0L/black#120,,True,https://lichess.org/training/BH7N4
BI0jl,R7/1P3p1p/4p1p1/8/P7/4nkP1/6rP/4K3 w - - 1 36,b7b8q g2e2,1637,79,83,80,endgame mate mateIn1 oneMove,https://lichess.org/GBKdyyHe#71,,True,https://lichess.org/training/BI0jl
BiqUO,r4k2/p6R/2p5/4Bp2/2b2N2/2P3P1/P1r4P/3n2K1 b - - 0 20,a8e8 f4g6 f8g8 h7g7,1915,140,89,35,mate mateIn2 middlegame short,https://lichess.org/tLgqmeyN/black#40,,True,https://lichess.org/training/BiqUO
BtMSX,r2r1k1b/pp1bnp2/1qp2NpB/4Pp2/1n1P2P1/1B3N2/PP6/R3K2R b KQ - 1 20,h8g7 h6g7 f8g7 h1h7 g7f8 h7f7,2021,76,100,243,attraction long mate mateIn3 middlegame,https://lichess.org/DeZCSLx7/black#40,,True,https://lichess.org/training/BtMSX
Bz3Tb,4k3/R7/1p2NKp1/8/1P6/5P2/1r6/5b2 b - - 5 42,f1c4 a7e7,1795,81,85,132,endgame mate mateIn1 oneMove,https://lichess.org/w3CvZ2dR/black#84,,True,https://lichess.org/training/Bz3Tb
C09YI,8/bp2N1k1/3p3p/8/PP1n4/3Q3P/2r3r1/5R1K w - - 0 33,f1g1 g2g1 h1g1 d4f3 g1f1 c2f2,1880,77,85,101,attraction doubleCheck exposedKing long mate mateIn3 middlegame,https://lichess.org/M7OV3Rxi#65,,True,https://lichess.org/training/C09YI
CR1Rk,2R5/2P5/4B3/5p2/5k2/5n2/2r5/5K2 w - - 0 65,c8f8 f4e3 c7c8q c2f2,2014,138,86,23,endgame mate mateIn2 short,https://lichess.org/LFm2Slk9#129,,True,https://lichess.org/training/CR1Rk
CasHq,R7/5pk1/P7/6n1/5N2/6pP/r7/6K1 w - - 2 38,a6a7 g5f3 g1f1 a2f2,2095,76,97,165,endgame mate mateIn2 short,https://lichess.org/rC6LEIj8#75,,True,https://lichess.org/training/CasHq
CdG0m,r7/ppp5/8/3p4/6b1/5N1k/PPP1K2P/5R2 b - - 2 32,h3g2 f1g1 g2h3 g1g3,1566,76,100,335,endgame mate mateIn2 short,https://lichess.org/WAacYd30/black#64,,True,https://lichess.org/training/CdG0m
CfkVO,2kb4/7R/p3p3/npB5/1K4r1/2PN4/PP6/8 w - - 3 32,b4a3 g4a4,1474,75,98,1380,endgame master mate mateIn1 oneMove,https://lichess.org/gYj9RCRR#63,,True,https://lichess.org/training/CfkVO
CiPzO,8/5B1p/1p6/p3k3/2P1n1KP/5r2/P7/1R6 w - - 0 40,f7d5 f3g3 g4h5 e4f6 h5h6 g3g6,1746,76,94,1240,endgame long mate mateIn3,https://lichess.org/Qe2vtgjW#79,,True,https://lichess.org/training/CiPzO
CjtfH,1k4r1/1pNQ1R2/3p4/4p3/3nPp1p/3PnK2/PPP1N3/8 w - - 2 31,f3f2 g8g2 f2e1 g2e2,1497,75,94,1034,mate mateIn2 middlegame short,https://lichess.org/VGTJ2IZN#61,,True,https://lichess.org/training/CjtfH
ClToL,r1q2rk1/pb3p1B/1p1p1R2/2p3Np/2n5/2B5/PP4PP/R5K1 b - - 0 20,g8g7 f6g6,1957,77,99,765,doubleCheck mate mateIn1 middlegame oneMove,https://lichess.org/bwNr18bI/black#40,,True,https://lichess.org/training/ClToL
Cn63w,7k/pp4pp/8/2p4n/2P1Bn2/P3RP2/1P1r4/4R2K w - - 3 32,e4d3 h5g3 h1g1 d2g2,1168,75,100,235,endgame mate mateIn2 short,https://lichess.org/iHNcPnlQ#63,,True,https://lichess.org/training/Cn63w
D2n0W,5k2/1R6/4pNP1/7p/1p6/4n3/1r6/7K b - - 0 46,e3f5 b7f7,1581,220,100,24,endgame master mate mateIn1 oneMove,https://lichess.org/pJzhu9AI/black#92,,True,https://lichess.org/training/D2n0W
D939U,6k1/R4p2/1r5p/K1n3p1/2p1P3/Pr4B1/5PPP/2R5 w - - 5 33,c1c4 b6b5,1419,77,88,868,endgame master mate mateIn1 oneMove,https://lichess.org/2YivgXha#65,,True,https://lichess.org/training/D939U
DC7Jt,8/8/8/1R3pp1/1B6/P1P2nkP/2r5/5K2 w - - 5 56,b5f5 c2f2,1760,76,90,194,endgame mate mateIn1 oneMove,https://lichess.org/qiK8LZtE#111,,True,https://lichess.org/training/DC7Jt
DKVZr,r2q2rk/pb2b2n/1p2R2Q/3n3N/3P4/8/PP3PPP/R1B3K1 b - - 0 20,d5c7 h6h7 h8h7 e6h6,1704,76,92,98,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/LHp3iwUd/black#40,,True,https://lichess.org/training/DKVZr
DLfL8,6k1/4N1p1/7P/3p4/3P1P2/2PK2R1/7P/q1q5 b - - 1 56,g8h7 g3g7 h7h6 e7f5 h6h5 g7g5,1807,76,88,262,endgame long mate mateIn3,https://lichess.org/3BdfMv8N/black#112,,True,https://lichess.org/training/DLfL8
DWYsU,3r3r/pp3pb1/2nB1k1p/3R2P1/5NP1/5N2/PP3P2/2K5 b - - 0 24,h6g5 d5f5,1647,84,100,73,master mate mateIn1 middlegame oneMove,https://lichess.org/xyiTsG1m/black#48,,True,https://lichess.org/training/DWYsU
DtnXN,3K4/3N1r2/3nk3/2R5/PP2p3/4P3/8/8 w - - 12 62,a4a5 f7d7,1553,79,82,195,endgame mate mateIn1 oneMove,https://lichess.org/3E52kFP4#123,,True,https://lichess.org/training/DtnXN
E1wJs,7k/R5R1/4p1p1/5p2/2n5/3p4/P1r3P1/3K4 w - - 5 34,g7d7 c4e3 d1e1 c2e2,1852,78,100,251,endgame mate mateIn2 short,https://lichess.org/TVnToVyo#67,,True,https://lichess.org/training/E1wJs
E9WqN,4k3/p1R2p1p/1p1Np3/4N3/8/1P6/P1P1rr2/2K5 b - - 4 24,e8d8 c7d7,1638,77,83,170,endgame mate mateIn1 oneMove,https://lichess.org/XJlSnK2g/black#48,,True,https://lichess.org/training/E9WqN
ED01N,1r6/2p1k3/3p1n1b/p2PpRp1/2P4p/K1N1P2P/PP1n3B/5R2 w - - 2 28,f5f6 d2c4 a3a4 b8b4,1531,76,94,716,mate mateIn2 middlegame short,https://lichess.org/hc3MV4qy#55,,True,https://lichess.org/training/ED01N
EGn2V,4N1Qk/6pp/3B4/8/p2qp3/7P/6P1/5R1K b - - 0 36,h8g8 f1f8,617,85,50,50,endgame mate mateIn1 oneMove,https://lichess.org/2hnAqHSY/black#72,,True,https://lichess.org/training/EGn2V
EGwMQ,4r2k/4NR2/p2p1P1p/1pp5/4P3/4B2q/PPPK1P2/8 b - - 0 28,h3e6 e7g6 h8g8 f7g7,1445,119,47,28,endgame mate mateIn2 short,https://lichess.org/Z21ilFSg/black#56,,True,https://lichess.org/training/EGwMQ
EQDpf,1k6/6R1/P1p1p2p/4N3/1P2Pn2/1P3P2/4rr2/R4K2 w - - 5 38,f1g1 f4h3 g1h1 f2h2,1368,76,87,104,endgame mate mateIn2 short,https://lichess.org/gyXDhPeY#75,,True,https://lichess.org/training/EQDpf
EbQDb,6r1/p4k2/2p5/5P2/1P3P2/3R3P/P1Pn1b1K/4R3 w - - 5 31,e1e2 d2f1 h2h1 g8g1,1594,75,90,192,endgame mate mateIn2 short,https://lichess.org/Y7Hcf7yb#61,,True,https://lichess.org/training/EbQDb
EeHMe,1B6/1k2R1pp/1pN5/1Pb5/6n1/8/r6P/7K b - - 1 28,b7c8 e7c7,1500,98,52,59,endgame mate mateIn1 oneMove,https://lichess.org/IBuYyqqg/black#56,,True,https://lichess.org/training/EeHMe
Eh6jT,6R1/8/4p3/3p3p/p6r/3N1Knk/1P6/8 b - - 7 59,g3f5 d3f2 h3h2 g8g2,1285,240,100,5,endgame mate mateIn2 short,https://lichess.org/w0dJidkL/black#118,,True,https://lichess.org/training/Eh6jT
EitlU,5k2/2R5/p5B1/2n1p3/K6B/P1Pn3P/1r6/8 w - - 3 42,c7c5 d3c5 a4a5 b2b5,1256,82,100,123,endgame hangingPiece mate mateIn2 short,https://lichess.org/UahtK4gh#83,,True,https://lichess.org/training/EitlU
Ephku,7k/7q/4pK2/4N1R1/1p6/2p5/2B1b3/8 b - - 1 58,h7c2 e5f7 h8h7 g5g7,1779,75,100,330,endgame mate mateIn2 short,https://lichess.org/7XlQ7cVu/black#116,,True,https://lichess.org/training/Ephku
ExZuR,5R2/1NP2ppk/1p2p2p/pP6/4P1P1/P4n1n/B6r/R4K2 w - - 1 37,c7c8q h2f2,1633,79,97,207,master mate mateIn1 middlegame oneMove,https://lichess.org/kwwFwCLp#73,,True,https://lichess.org/training/ExZuR
F1X1P,6k1/pR3p2/2P3pp/8/8/1P3rb1/Pr3nB1/5RK1 w - - 0 37,g2f3 f2h3 g1h1 b2h2,926,133,100,18,endgame mate mateIn2 short,https://lichess.org/J6pg4gpU#73,,True,https://lichess.org/training/F1X1P
F2GRP,5rrk/1pp2p2/p2q1P1P/4p1Np/3pP2P/1P1nn1Q1/1P3R1K/6R1 b - - 1 33,d3f2 g5f7 h8h7 g3g7 g8g7 g1g7,1720,141,88,33,exposedKing kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/LrCKMOEA/black#66,,True,https://lichess.org/training/F2GRP
FAqrE,r6r/2Rn1ppp/3kp3/p7/3N4/3P3b/8/2R3K1 b - - 3 36,d7e5 d4b5 d6d5 c7c5,1237,75,96,1233,mate mateIn2 middlegame short,https://lichess.org/vY3hk0mo/black#72,,True,https://lichess.org/training/FAqrE
FGy3U,8/P1P5/8/8/8/5nk1/r7/5K2 w - - 1 49,c7c8q a2f2,1706,80,91,915,endgame master mate mateIn1 oneMove,https://lichess.org/eplYCzfV#97,,True,https://lichess.org/training/FGy3U
FRRqz,2r2r2/pp4pk/2n2N1B/5p1B/3P4/P4P2/1PP4P/2K3R1 b - - 0 23,h7h6 g1g6,831,78,100,129,endgame mate mateIn1 oneMove,https://lichess.org/sEhfHzep/black#46,,True,https://lichess.org/training/FRRqz
FV167,r4r1k/1R6/p4PNp/4P1n1/3P2b1/8/P5PP/7K b - - 0 32,h8g8 b7g7,1499,79,94,1510,endgame mate mateIn1 oneMove,https://lichess.org/QtF7aWKX/black#64,,True,https://lichess.org/training/FV167
FaYIQ,8/pR3p1p/2p3r1/r1k1R3/8/2P3N1/b1P2PP1/6K1 b - - 2 30,a2d5 g3e4 c5c4 b7b4,1447,75,84,201,endgame mate mateIn2 short,https://lichess.org/YvbG81OH/black#60,,True,https://lichess.org/training/FaYIQ
FdtW8,1r1k4/6R1/pb1NpN1p/1p3p2/8/P7/1Pr2PPP/4K3 b - - 3 30,b6d4 g7d7,1445,89,33,43,endgame mate mateIn1 oneMove,https://lichess.org/Ve5gwPvn/black#60,,True,https://lichess.org/training/FdtW8
FoNIt,8/8/p6R/8/N4P2/2B2knP/PP2r3/6K1 w - - 5 40,h6g6 e2g2,1423,75,100,358,endgame mate mateIn1 oneMove,https://lichess.org/xN5UTeu0#79,,True,https://lichess.org/training/FoNIt
G6Zd1,4Q3/p3n3/1p5k/4P2P/P1b5/2P1n3/6r1/4K3 w - - 9 47,e8e7 g2e2,1554,82,89,605,endgame mate mateIn1 oneMove,https://lichess.org/I8JGFNDX#93,,True,https://lichess.org/training/G6Zd1
GCAmA,7k/2p1Pp1p/1p2p3/4P2n/pP1P4/P2B1b2/1B3PrK/3R1R2 w - - 1 37,h2h3 h5f4 h3h4 g2g4,1554,76,81,147,mate mateIn2 middlegame short,https://lichess.org/BjzsWzsJ#73,,True,https://lichess.org/training/GCAmA
GDm29,8/6p1/2R2nk1/1p1r4/6p1/P3BKP1/1P3P2/8 w - - 0 45,f3f4 d5f5,926,81,100,89,endgame mate mateIn1 oneMove,https://lichess.org/kxJ5dErX#89,,True,https://lichess.org/training/GDm29
GNt6Y,5rk1/1p3N2/4P3/3pBp1q/3n3p/pP5P/P7/6RK b - - 3 41,g8h7 g1g7,1037,75,100,287,endgame mate mateIn1 oneMove,https://lichess.org/95Xvvynu/black#82,,True,https://lichess.org/training/GNt6Y
Gf1qA,4r3/1p1k1p2/6pp/1p1n4/2p1NPP1/P1Pn1K1P/1P3bBB/7R w - - 0 27,e4f2 e8e3,1099,76,100,316,mate mateIn1 middlegame oneMove,https://lichess.org/vEKN6xdS#53,,True,https://lichess.org/training/Gf1qA
Go2mi,1r3rk1/2p3p1/p1bp1pPp/4nN1P/4P3/2q2P2/2P1B3/2QK2RR b - - 5 27,b8b2 f5e7 g8h8 c1h6 g7h6 g6g7 h8h7 g7f8n h7h8 g1g8,2083,93,89,94,advancedPawn fork mate mateIn5 middlegame promotion sacrifice underPromotion veryLong,https://lichess.org/R4ZBkapv/black#54,,True,https://lichess.org/training/Go2mi
GokJ8,1r1k1r2/p2R3R/1n1N1p2/2N3p1/3P1n2/2P2P1p/P1K5/8 b - - 1 38,b6d7 h7d7,1247,79,94,99,master mate mateIn1 middlegame oneMove,https://lichess.org/noIql7hx/black#76,,True,https://lichess.org/training/GokJ8
GuCLg,1r5r/2p2p2/3kRNp1/1P1P1n2/p1K4p/8/P5PP/4R3 b - - 1 29,f7e6 e1e6,1134,75,100,438,endgame master mate mateIn1 oneMove,https://lichess.org/dB1FbfSC/black#58,,True,https://lichess.org/training/GuCLg
GwR1R,5k2/R7/2b2NK1/8/8/5r2/5P2/8 b - - 0 39,f3f2 a7f7,1480,75,95,933,endgame mate mateIn1 oneMove,https://lichess.org/7KjvKzHV/black#78,,True,https://lichess.org/training/GwR1R
Gz4mA,6R1/pp3B2/1bnP1N1k/2p5/2P2P2/5r2/6K1/8 b - - 3 40,f3f4 g8g6,1621,82,89,449,endgame mate mateIn1 oneMove,https://lichess.org/xwLYzaoi/black#80,,True,https://lichess.org/training/Gz4mA
H0mKY,k6r/2R5/P1P2p2/6p1/2N1P1b1/8/5KB1/b2r4 b - - 2 33,h8d8 c4b6 a8b8 c7b7,1460,75,99,2454,mate mateIn2 middlegame short,https://lichess.org/dV3fDbBK/black#66,,True,https://lichess.org/training/H0mKY
H9XpU,r3r1k1/5R2/6BN/7p/5P2/6K1/p7/1q6 b - - 1 53,g8h8 f7h7,917,81,100,201,endgame mate mateIn1 oneMove,https://lichess.org/qTyxPc6A/black#106,,True,https://lichess.org/training/H9XpU
HA4tC,1Q6/8/8/4P3/1Q3P2/5k1P/r6K/3n4 w - - 1 53,h2g1 a2g2 g1f1 d1e3 f1e1 g2e2,1754,74,99,383,endgame exposedKing long mate mateIn3,https://lichess.org/ZOp5E55s#105,,True,https://lichess.org/training/HA4tC
HAYb0,r5k1/4b1p1/2p1p2p/1p1pP3/3P2P1/1KNnr2q/P1P5/R2Q3R w - - 0 36,h1h3 a8a3,1421,90,87,1554,mate mateIn1 middlegame oneMove,https://lichess.org/IMiuBevx#71,,True,https://lichess.org/training/HAYb0
HBflR,5r1k/4R3/6BN/1p5p/p6P/P1P3PK/3n1r2/8 b - - 1 43,d2f3 e7h7,1075,85,100,45,endgame mate mateIn1 oneMove,https://lichess.org/mSFHCqfN/black#86,,True,https://lichess.org/training/HBflR
HFusl,8/2pk1p2/2p5/2P5/R5n1/2PP2rp/P7/4R1K1 w - - 1 34,g1h1 g4f2 h1h2 g3g2,1067,81,82,140,endgame mate mateIn2 short,https://lichess.org/KdcWrWX2#67,,True,https://lichess.org/training/HFusl
HGkUv,r6r/p2k1ppp/4pn2/3p4/3N1B2/7P/P4PP1/1R3K2 b - - 0 23,h8e8 b1b7 d7d8 d4c6 d8c8 b7c7,1444,76,98,797,endgame long mate mateIn3,https://lichess.org/gF6hdtKj/black#46,,True,https://lichess.org/training/HGkUv
HIrfH,3r1r2/p3pp2/2p5/1p2nP2/4PRkp/3P2PN/PP1R2K1/8 b - - 1 32,g4h5 f4h4,1096,76,100,151,endgame master mate mateIn1 oneMove,https://lichess.org/sMjuQjY8/black#64,,True,https://lichess.org/training/HIrfH
HSFPs,3k4/R7/3NPK1p/5p2/5P2/8/2p1r2P/3n4 b - - 3 43,c2c1q a7d7,2010,76,98,1085,endgame master mate mateIn1 oneMove,https://lichess.org/N2u0ROaM/black#86,,True,https://lichess.org/training/HSFPs
HhXn5,8/8/8/8/5KR1/2P1NP1k/3r3p/8 b - - 0 56,h2h1q g4g3 h3h4 e3f5 h4h5 g3g5,1493,75,100,346,endgame long mate mateIn3,https://lichess.org/MEDLqbVo/black#112,,True,https://lichess.org/training/HhXn5
HiC5G,7R/1pp1kp2/3p4/3P4/2P1P3/pP2rn2/P3BRr1/4K3 w - - 11 37,e1f1 g2g1,1085,78,86,351,endgame master masterVsMaster mate mateIn1 oneMove,https://lichess.org/TU8Igj6k#73,,True,https://lichess.org/training/HiC5G
HjxEo,6k1/pR6/2p3P1/3p4/3b4/1B3n2/PPPKNr2/R1B2r2 w - - 3 24,d2d3 f1d1 c1d2 d1d2,1280,77,93,3327,mate mateIn2 middlegame short,https://lichess.org/OEb0kYFf#47,,True,https://lichess.org/training/HjxEo
HkfWP,5rk1/2R1RN2/4p1p1/7p/1n1p4/4P2P/5PPK/r7 b - - 0 33,b4d5 f7h6 g8h8 e7h7,999,81,97,175,endgame mate mateIn2 short,https://lichess.org/uOQtf9au/black#66,,True,https://lichess.org/training/HkfWP
Hyhvw,6r1/1p1k4/p2NN3/3Pn3/4p1n1/1P6/PBR4p/7K b - - 0 38,d7d6 b2a3 d6d7 c2c7 d7e8 c7e7,1696,94,88,40,endgame exposedKing long mate mateIn3,https://lichess.org/miWIkuFc/black#76,,True,https://lichess.org/training/Hyhvw
HzzGe,8/8/6k1/2NB2pp/2P5/1P4P1/Pr2rn1P/3R1RK1 w - - 1 33,c5d3 f2h3 g1h1 e2h2,1281,75,96,1093,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/bZxNdnM0#65,,True,https://lichess.org/training/HzzGe
ILIDW,8/6R1/8/4P1B1/P3n3/1P3k2/2r4K/8 w - - 9 48,h2h1 e4g3 h1g1 c2g2,1870,76,88,443,endgame mate mateIn2 short,https://lichess.org/qH4bpOVg#95,,True,https://lichess.org/training/ILIDW
IRjrs,4r1k1/1R1R3p/6p1/1pr4n/p5N1/2P1p3/PP4PP/6K1 b - - 1 30,e3e2 g4h6 g8h8 d7h7,1598,77,84,139,endgame mate mateIn2 short,https://lichess.org/aZsLuYwB/black#60,,True,https://lichess.org/training/IRjrs
IUVbJ,r5k1/2p2p2/7N/2KP2p1/6P1/2bB4/1r6/5R2 b - - 1 44,g8g7 f1f7 g7h8 f7h7,1672,125,82,22,endgame mate mateIn2 short,https://lichess.org/1phLoRHa/black#88,,True,https://lichess.org/training/IUVbJ
IXXtJ,8/6B1/R1p3p1/8/8/5nk1/P1P4r/5K2 w - - 1 40,a6a3 h2f2,1559,77,74,672,endgame mate mateIn1 oneMove,https://lichess.org/7ZL4e2CV#79,,True,https://lichess.org/training/IXXtJ
IiEmh,r4rk1/ppp2N2/5P2/4pb2/2Bn4/1P1P4/P5RP/7K b - - 0 29,g8h7 g2g7,1531,77,95,3332,mate mateIn1 middlegame oneMove,https://lichess.org/ny0YAxDl/black#58,,True,https://lichess.org/training/IiEmh
ImoQo,1r2k3/pr6/K1n1P3/2PR1Pp1/P5P1/2B3R1/8/8 w - - 1 58,d5d7 b7b6 c5b6 b8b6,1849,75,97,623,endgame mate mateIn2 sacrifice short,https://lichess.org/BHRLu5jK#115,,True,https://lichess.org/training/ImoQo
IxJfT,2k5/7R/1n1K2p1/5p2/3Np3/P2rP3/8/8 b - - 0 40,d3e3 h7c7 c8d8 d4e6 d8e8 c7e7,2261,77,92,398,endgame exposedKing long mate mateIn3,https://lichess.org/Xqckv3Bv/black#80,,True,https://lichess.org/training/IxJfT
IyyES,4K3/ppk3rp/4n3/5pb1/2P5/3B4/PP3PPP/R6R w - - 6 29,d3f5 g7e7,1417,75,99,1217,endgame mate mateIn1 oneMove,https://lichess.org/bOi9lZM6#57,,True,https://lichess.org/training/IyyES
J6tiU,6k1/1p1n4/2b2pBB/3p2P1/3r3P/1K6/P3r3/1R4R1 w - - 0 32,g5f6 d7c5 b3c3 d4c4,1932,75,98,638,mate mateIn2 middlegame short,https://lichess.org/dGqBvR8C#63,,True,https://lichess.org/training/J6tiU
JGcDS,2r4k/1p3R2/p3p1Np/6r1/2P3P1/1P2n2K/PB5P/8 b - - 6 33,h8g8 f7g7,1517,74,95,1770,endgame mate mateIn1 oneMove,https://lichess.org/k4tyWoQ6/black#66,,True,https://lichess.org/training/JGcDS
JIRXJ,8/5pk1/R2N4/7p/5p2/6PK/4nP1P/6r1 w - - 0 34,g3f4 e2f4 h3h4 g1g4,1333,88,100,73,endgame mate mateIn2 short,https://lichess.org/0V4LLusI#67,,True,https://lichess.org/training/JIRXJ
JJ9ba,k6r/4R3/1N1p4/2p1P2P/P7/5B2/6K1/1q6 b - - 1 44,a8b8 e7b7,1566,80,89,301,endgame mate mateIn1 oneMove,https://lichess.org/wOsTLam2/black#88,,True,https://lichess.org/training/JJ9ba
JXdOd,6k1/R7/5pNK/8/3rn3/6P1/8/8 b - - 2 63,e4g5 a7g7,1802,79,84,282,endgame master mate mateIn1 oneMove,https://lichess.org/fZmr6yMk/black#126,,True,https://lichess.org/training/JXdOd
JaHxH,1r5k/5R2/4N1Np/n1p3b1/p2p4/P7/7P/6K1 b - - 2 45,h8g8 f7g7,1216,83,71,99,endgame mate mateIn1 oneMove,https://lichess.org/G60ClShQ/black#90,,True,https://lichess.org/training/JaHxH
Jf8bE,8/5K2/5N1k/2q5/6R1/8/8/8 b - - 58 95,c5e5 g4g6,1736,75,97,1307,endgame mate mateIn1 oneMove,https://lichess.org/8nZpiHQK/black#190,,True,https://lichess.org/training/Jf8bE
JnwwS,6R1/4k3/1p3p2/p7/P4P1n/8/B1rrNP1P/R3K3 w Q - 3 36,e2g3 h4f3 e1f1 d2f2,1615,75,90,463,mate mateIn2 middlegame short,https://lichess.org/1QxKRewx#71,,True,https://lichess.org/training/JnwwS
JpLo3,3rrk2/ppp1NpQp/8/6B1/6R1/2K5/1PP2PPP/7q b - - 0 23,f8g7 g5h4 g7h6 e7f5 h6h5 g4g5,1942,75,91,203,discoveredAttack endgame long master mate mateIn3,https://lichess.org/hUQS1YXh/black#46,,True,https://lichess.org/training/JpLo3
