PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,PatternMatch,puzzle_ref,King_x,King_y,dir_detail
iknTu,2r1r3/p2kR1pp/npp3b1/q7/8/2NPQ3/1bP2P1P/1K2R3 b - - 1 27,e8e7 e3e7,399,113,81,340,mate mateIn1 middlegame oneMove,https://lichess.org/m2YTtzxp/black#54,,True,https://lichess.org/training/iknTu,3,6,Queen_right_King
3VwP6,r2q1b1r/pp3kpp/1np1bn2/6N1/8/8/PPPPQPPP/R1B1K2R b KQ - 1 10,f7e7 e2e6,400,92,75,202,mate mateIn1 oneMove opening,https://lichess.org/J7ESbQ12/black#20,Caro-Kann_Defense Caro-Kann_Defense_Two_Knights_Attack,True,https://lichess.org/training/3VwP6,4,6,Queen_below_King
YOvRI,1r1q1b1r/p3k1pp/2Bpppb1/6B1/8/2P4P/PPP1QPP1/R3R1K1 b - - 1 16,f6g5 e2e6,400,102,100,269,mate mateIn1 middlegame oneMove,https://lichess.org/xCnRCNqB/black#32,Alekhine_Defense Alekhine_Defense_Normal_Variation,True,https://lichess.org/training/YOvRI,4,6,Queen_below_King
ZhRCA,r2q1r2/ppp1k1p1/3pNn1p/2b1p3/3nP3/1B5Q/PPP2PPP/R1B2RK1 b - - 1 13,d4e6 h3e6,412,90,63,175,mate mateIn1 middlegame oneMove,https://lichess.org/cGOesDtR/black#26,Italian_Game Italian_Game_Two_Knights_Defense,True,https://lichess.org/training/ZhRCA,4,6,Queen_below_King
X2IJZ,3r1k2/4Pp1p/3p4/1p2p3/1P2q3/1BP4P/1P4PK/5Q2 b - - 0 31,f8e7 f1f7,418,101,100,168,endgame mate mateIn1 oneMove,https://lichess.org/53yc0unU/black#62,,True,https://lichess.org/training/X2IJZ,4,6,Queen_right_King
u4paQ,rnb1k2r/pp1p1ppp/2p5/2q5/4P1n1/2NPBN2/PPP2KPP/R2Q1B1R w kq - 3 9,f2e2 c5e3,418,109,93,591,mate mateIn1 oneMove opening,https://lichess.org/DLnpWAy5#17,Kings_Pawn_Game Kings_Pawn_Game_Busch-Gass_Gambit,True,https://lichess.org/training/u4paQ,4,1,Queen_above_King
HNUCz,7r/p4pk1/1p4q1/4P1b1/3P4/2P2QP1/PP4K1/5R2 b - - 2 35,g6h6 f3f7,421,94,77,274,endgame mate mateIn1 oneMove,https://lichess.org/oVGhKelL/black#70,,True,https://lichess.org/training/HNUCz,6,6,Queen_left_King
iyjBU,3r1rk1/1p2p1b1/5qp1/p1pPp1p1/P1P3P1/1PB1P2R/2Q2PK1/7R w - - 4 38,c2e4 f6f2,423,112,86,730,master mate mateIn1 middlegame oneMove,https://lichess.org/0AlprUha#75,,True,https://lichess.org/training/iyjBU,6,1,Queen_left_King
4wDcK,2r4r/pp1kb1pp/2qn1p2/8/5B1P/2PPQ1P1/PP3P2/2KRR3 b - - 2 22,d6b5 e3e7,430,95,100,413,mate mateIn1 middlegame oneMove,https://lichess.org/bCOMhjhL/black#44,,True,https://lichess.org/training/4wDcK,3,6,Queen_right_King
JC1qm,r2q3r/ppp1k1pp/3p1p1n/2b1p2Q/3nP3/1B1P4/PPP2PPP/RNB1K2R b KQ - 4 10,h6f7 h5f7,445,99,100,289,mate mateIn1 middlegame oneMove,https://lichess.org/p6M7yChg/black#20,Italian_Game Italian_Game_Giuoco_Pianissimo,True,https://lichess.org/training/JC1qm,4,6,Queen_right_King
TQkou,6R1/p2r2kq/1p1p1p1r/3Qp1p1/4P3/1B4P1/PP3R1P/6K1 b - - 7 31,h7g8 d5g8,453,110,94,269,endgame mate mateIn1 oneMove,https://lichess.org/5GwitOSh/black#62,,True,https://lichess.org/training/TQkou,6,6,Queen_above_King
I8XXV,rn3b1r/pp2pk2/2pq1np1/3pN2p/3P3P/3Q4/PPP2PP1/RNB1K2R b KQ - 1 10,f7g7 d3g6,455,113,90,598,mate mateIn1 oneMove opening,https://lichess.org/31WS19fK/black#20,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation,True,https://lichess.org/training/I8XXV,6,6,Queen_below_King
HFgV4,r1b2qk1/bpp3pp/p3p3/3pP1P1/1P5P/P2B4/1BP1Kr2/R2Q1R2 w - - 3 20,f1f2 f8f2,462,96,100,296,mate mateIn1 middlegame oneMove,https://lichess.org/IFsBT36g#39,,True,https://lichess.org/training/HFgV4,4,1,Queen_right_King
lM1Tj,rq5r/2pb1p2/p1np1k1p/1p1Bp1p1/4P3/P1NP1Q1P/1PP2PP1/2KR3R b - - 1 16,f6g7 f3f7,464,115,82,241,mate mateIn1 middlegame oneMove,https://lichess.org/KeklJaUt/black#32,Italian_Game Italian_Game_Giuoco_Pianissimo,True,https://lichess.org/training/lM1Tj,6,6,Queen_left_King
9m9FP,3r1k2/2r2pp1/3p1b1p/p1qBpP1Q/1pp5/2P4R/PP3PPP/3R2K1 b - - 5 27,f8e7 h5f7,470,99,75,130,mate mateIn1 middlegame oneMove,https://lichess.org/k5og7HrQ/black#54,,True,https://lichess.org/training/9m9FP,4,6,Queen_right_King
Hbmqx,8/p4p1p/1b3qpk/3B4/4P3/P2Q2BP/5rK1/7R w - - 0 40,g3f2 f6f2,471,86,100,284,endgame mate mateIn1 oneMove,https://lichess.org/XWcu006K#79,,True,https://lichess.org/training/Hbmqx,6,1,Queen_left_King
kgxZ5,r2q1b1r/4kppp/p3Bn2/1p6/8/2p5/PP2QPPP/R1B1R1K1 b - - 0 17,f7e6 e2e6,473,103,65,131,mate mateIn1 middlegame oneMove,https://lichess.org/rGHIGs27/black#34,Sicilian_Defense Sicilian_Defense_Delayed_Alapin_Variation,True,https://lichess.org/training/kgxZ5,4,6,Queen_below_King
FtzTw,1r3rk1/5pp1/1q1p3p/4p3/2B1b1Pb/P4Q1P/1PP2PK1/R1B4R w - - 0 21,f3e4 b6f2,477,93,100,236,mate mateIn1 middlegame oneMove,https://lichess.org/l2S3fpG3#41,,True,https://lichess.org/training/FtzTw,6,1,Queen_left_King
isILi,rnb1k2r/pppp1ppp/8/2q1p3/4P1n1/2NPBN2/PPP2KPP/R2Q1B1R w kq - 5 8,f2e2 c5e3,484,110,96,353,mate mateIn1 oneMove opening,https://lichess.org/mdQZIYVk#15,Kings_Pawn_Game Kings_Pawn_Game_Busch-Gass_Gambit,True,https://lichess.org/training/isILi,4,1,Queen_above_King
JxSe9,3k4/2pp4/1p4N1/8/8/Q1P1Pb2/5P2/4K2q w - - 1 36,e1d2 h1d1,485,102,97,467,endgame mate mateIn1 oneMove,https://lichess.org/pmGGzyAS#71,,True,https://lichess.org/training/JxSe9,3,1,Queen_below_King
uhnH4,r2q2Nr/bpp1kp2/p2p3p/P3p3/1PBnP3/3P1Q1P/2P2PP1/R3K2R b KQ - 2 15,h8g8 f3f7,485,102,100,518,mate mateIn1 middlegame oneMove,https://lichess.org/pSYXuJ7B/black#30,Italian_Game Italian_Game_Evans_Gambit_Declined,True,https://lichess.org/training/uhnH4,4,6,Queen_right_King
3OHz4,1r1q1b1r/1b1k4/p1p1pp1n/1pN3pB/2pP2Q1/P3P3/1P3PPP/R3K1NR b KQ - 3 14,d7e7 g4e6,490,109,89,577,mate mateIn1 middlegame oneMove,https://lichess.org/lENhmUIu/black#28,Slav_Defense Slav_Defense_Other_variations,True,https://lichess.org/training/3OHz4,4,6,Queen_below_King
9UEDu,rn1q1r2/ppp2kpp/1b1pbn2/4p1N1/4P3/1QP5/PP1N1PPP/R1B2RK1 b - - 4 10,f7e7 b3e6,491,105,90,365,mate mateIn1 oneMove opening,https://lichess.org/EGcCxYBb/black#20,Bishops_Opening Bishops_Opening_Boi_Variation,True,https://lichess.org/training/9UEDu,4,6,Queen_below_King
1Gzgx,r1b4r/ppp2pk1/2np3p/4p1q1/2B1P1P1/2NP1Q2/PPP2P2/R3K2R b KQ - 1 13,c8g4 f3f7,492,90,100,191,mate mateIn1 middlegame oneMove,https://lichess.org/Tm9VfiVe/black#26,Italian_Game Italian_Game_Paris_Defense,True,https://lichess.org/training/1Gzgx,6,6,Queen_left_King
IyGNj,r1bq1r2/ppp3kp/1b3P1p/1P1p4/2nP4/P2Q1N1P/2B2PP1/RN3RK1 b - - 0 18,d8f6 d3h7,494,92,70,192,mate mateIn1 middlegame oneMove,https://lichess.org/d1L292JF/black#36,Italian_Game Italian_Game_Classical_Variation,True,https://lichess.org/training/IyGNj,6,6,Queen_right_King
op4fD,8/5p2/4p1p1/5k1p/4qP2/6K1/5Q2/8 b - - 1 56,e4f4 f2f4,494,99,92,191,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/MBBVTq8r/black#112,,True,https://lichess.org/training/op4fD,5,4,Queen_below_King
jo75S,2r3r1/3bpk1p/p5q1/5pp1/8/7P/P3QPp1/4R1K1 b - - 4 35,f5f4 e2e7,496,87,100,183,endgame mate mateIn1 oneMove,https://lichess.org/8XsW9mu1/black#70,,True,https://lichess.org/training/jo75S,5,6,Queen_left_King
l3BL2,rnb1k2r/pppp1ppp/8/2q1p3/2B1P1n1/3PBN2/PPP2KPP/RN1Q1R2 w kq - 7 8,f2e2 c5e3,499,98,96,398,mate mateIn1 oneMove opening,https://lichess.org/uW9PO7FP#15,Bishops_Opening Bishops_Opening_Boi_Variation,True,https://lichess.org/training/l3BL2,4,1,Queen_above_King
uydH0,r2q1b1r/ppp2k1p/2npbnp1/4p1N1/4P3/1QP5/PP1P1PPP/RNB2RK1 b - - 3 8,f7e7 b3e6,505,101,83,253,mate mateIn1 oneMove opening,https://lichess.org/WAm8oBUp/black#16,Italian_Game Italian_Game_Paris_Defense,True,https://lichess.org/training/uydH0,4,6,Queen_below_King
7jOfE,rnbq1b1r/ppp1pk2/5npp/3pN3/3P1P2/3Q4/PPP3PP/RNB1K2R b KQ - 3 13,f7g7 d3g6,505,93,74,159,mate mateIn1 oneMove opening,https://lichess.org/Jww8EBzE/black#26,Rat_Defense Rat_Defense_Harmonist,True,https://lichess.org/training/7jOfE,6,6,Queen_below_King
Vufgn,8/8/6pk/8/2P5/4bP1P/1P2Q3/1q3K2 w - - 8 54,f1g2 b1g1,507,94,100,176,endgame master mate mateIn1 oneMove,https://lichess.org/NgbjxC7s#107,,True,https://lichess.org/training/Vufgn,6,1,Queen_below_King
R5t72,3r1bnr/pp3kpp/1qn1b3/6N1/2Q1p3/1P2P3/P1P2PPP/RN2K2R b KQ - 3 13,f7e7 c4e6,508,104,92,297,mate mateIn1 middlegame oneMove,https://lichess.org/dNlYkBUj/black#26,Benoni_Defense Benoni_Defense_Old_Benoni,True,https://lichess.org/training/R5t72,4,6,Queen_below_King
mBmAb,r1bq3r/ppp1kNpp/2np1p1n/2b1p2Q/2B1P3/2PP4/PP3PPP/RNB1K2R b KQ - 3 8,h6f7 h5f7,515,94,87,284,mate mateIn1 oneMove opening,https://lichess.org/vzWVdMjl/black#16,Italian_Game Italian_Game_Giuoco_Pianissimo,True,https://lichess.org/training/mBmAb,4,6,Queen_right_King
KXqa5,rn1q1b1r/ppp2kpp/3pbn2/6N1/4P3/1QPp4/PP3PPP/RNB1K2R b KQ - 3 8,f7e7 b3e6,516,104,96,319,mate mateIn1 oneMove opening,https://lichess.org/venOtdDn/black#16,Center_Game Center_Game_von_der_Lasa_Gambit,True,https://lichess.org/training/KXqa5,4,6,Queen_below_King
K4o7M,r1b1kb1r/pp2pppp/1q6/3p4/1P4n1/P1N1PN2/1BP2KPP/R2Q1B1R w kq - 1 10,f2e2 b6e3,516,100,90,643,mate mateIn1 oneMove opening,https://lichess.org/LPzkMd9k#19,Indian_Defense Indian_Defense_Spielmann-Indian,True,https://lichess.org/training/K4o7M,4,1,Queen_above_King
8a6NI,r2q1bNr/ppp1kp2/2np3p/4p3/2B1P3/3P1Q1P/PPP2PP1/R3K2R b KQ - 2 12,h8g8 f3f7,516,98,80,206,mate mateIn1 middlegame oneMove,https://lichess.org/27BcFwJx/black#24,Italian_Game Italian_Game_Paris_Defense,True,https://lichess.org/training/8a6NI,4,6,Queen_right_King
inKsF,r2q1b1r/ppp2kpp/2npbn2/6N1/2Q1P3/8/PPP2PPP/RNB1K2R b KQ - 3 8,f7e7 c4e6,517,92,68,190,mate mateIn1 oneMove opening,https://lichess.org/92aNPYoW/black#16,Philidor_Defense Philidor_Defense_Nimzowitsch_Variation,True,https://lichess.org/training/inKsF,4,6,Queen_below_King
nnaXT,4r1r1/3qbk2/3p1N1p/p3p3/1p2P3/8/PPP2QPP/1K1R1R2 b - - 0 25,e7f6 f2f6,517,94,86,74,master mate mateIn1 middlegame oneMove,https://lichess.org/r3BkdIrq/black#50,,True,https://lichess.org/training/nnaXT,5,6,Queen_below_King
yI59i,4r3/1p4k1/5r2/p1qP2p1/P1P1p3/1PQpR3/5PK1/7R w - - 0 39,e3h3 c5f2,518,104,100,270,endgame mate mateIn1 oneMove,https://lichess.org/USvKcBc2#77,,True,https://lichess.org/training/yI59i,6,1,Queen_left_King
epXt1,r1bq1b1r/pp2k1pp/2npBn2/4p1N1/2Q1P3/8/PB3PPP/RN2K2R b KQ - 3 11,c8e6 c4e6,519,101,96,1165,mate mateIn1 oneMove opening,https://lichess.org/QX6uRjvS/black#22,Sicilian_Defense Sicilian_Defense_Modern_Variations,True,https://lichess.org/training/epXt1,4,6,Queen_below_King
FiDcw,rnb1kr2/pp4pp/2pbpq2/8/B1pP2P1/1PN4P/P1P2PK1/R1BQ3R w q - 1 18,b3c4 f6f2,522,110,92,398,mate mateIn1 oneMove opening,https://lichess.org/XSR6hbpM#35,French_Defense French_Defense_Knight_Variation,True,https://lichess.org/training/FiDcw,6,1,Queen_left_King
Mbibg,6kr/5rp1/p3Q3/5R2/1PpP2P1/7P/P2q2K1/7R w - - 1 40,f5f2 d2f2,523,100,97,360,endgame mate mateIn1 oneMove,https://lichess.org/u4m7fAED#79,,True,https://lichess.org/training/Mbibg,6,1,Queen_left_King
bsJYN,2N5/7p/4p1pk/2b5/p7/5Q1P/P3B3/2q2K2 w - - 4 40,f1g2 c1g1,524,91,99,925,endgame master masterVsMaster mate mateIn1 oneMove,https://lichess.org/n69nZ3cE#79,,True,https://lichess.org/training/bsJYN,6,1,Queen_below_King
ALABH,rn1q1b1r/ppp2kpp/3pbn2/4p1N1/4P3/1QP5/PP1P1PPP/RNB1K2R b KQ - 5 7,f7e7 b3e6,525,102,77,373,mate mateIn1 oneMove opening,https://lichess.org/hIFigt8d/black#14,Bishops_Opening Bishops_Opening_Berlin_Defense,True,https://lichess.org/training/ALABH,4,6,Queen_below_King
DmbRm,r2q1b1r/pp3kpp/2npbn2/2p1p1N1/2Q1P3/2N5/PPPP1PPP/R1B1K2R b KQ - 3 8,f7e7 c4e6,525,88,88,179,mate mateIn1 oneMove opening,https://lichess.org/qeqyLiVD/black#16,Sicilian_Defense Sicilian_Defense_Bowdler_Attack,True,https://lichess.org/training/DmbRm,4,6,Queen_below_King
y98Fk,r1bq3r/b1p1kNpp/p1np1p1n/1p2p2Q/3PP3/1BP4P/PP3PP1/RNB1K2R b KQ - 3 11,h6f7 h5f7,526,106,72,215,mate mateIn1 oneMove opening,https://lichess.org/uVticmJG/black#22,Ruy_Lopez Ruy_Lopez_Morphy_Defense,True,https://lichess.org/training/y98Fk,4,6,Queen_right_King
HjTE1,r2q1b1r/ppp2kpp/2n1bn2/4p1N1/4p3/1QP5/PP1P1PPP/RNB2RK1 b - - 1 8,f7e7 b3e6,528,88,100,390,mate mateIn1 oneMove opening,https://lichess.org/Csuh7YXc/black#16,Bishops_Opening Bishops_Opening_Other_variations,True,https://lichess.org/training/HjTE1,4,6,Queen_below_King
mLhpj,r1bqk1nr/ppp5/2np1p1p/2b3pQ/2B1Pp2/3P4/PPPN2PP/RNB2R1K b kq - 1 9,e8e7 h5f7,529,102,80,250,mate mateIn1 oneMove opening,https://lichess.org/yxgrIzVz/black#18,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit,True,https://lichess.org/training/mLhpj,4,6,Queen_right_King
86bXC,rn1q1b1r/p3p1k1/2p3pp/1p1nN3/3P4/3Q4/PPP2PPP/R1B1K2R b KQ - 0 13,b8d7 d3g6,530,100,100,343,mate mateIn1 oneMove opening,https://lichess.org/CS1ou1M4/black#26,Caro-Kann_Defense Caro-Kann_Defense_Main_Line,True,https://lichess.org/training/86bXC,6,6,Queen_below_King
vajTj,r1b1k2r/4bppp/p1p5/2Bp4/8/1B3PPq/PPP1Q2P/R3K2R b KQkq - 1 15,e8d7 e2e7,531,97,94,517,mate mateIn1 middlegame oneMove,https://lichess.org/Eud5grZI/black#30,Sicilian_Defense Sicilian_Defense_Najdorf_Variation,True,https://lichess.org/training/vajTj,3,6,Queen_right_King
0roxk,r2q1b1r/1pp2kpp/2n1bn2/p3p1N1/1P2p3/1QP5/P2P1PPP/RNB1K2R b KQ - 3 10,f7e7 b3e6,534,94,100,392,mate mateIn1 oneMove opening,https://lichess.org/lKdC6zcu/black#20,Ponziani_Opening Ponziani_Opening_Other_variations,True,https://lichess.org/training/0roxk,4,6,Queen_below_King
Tu24a,2b2b1r/2p1pk2/2p2npp/8/1q6/3B2QP/2P2PP1/1rBR2K1 b - - 1 16,f7g7 g3g6,537,92,76,145,mate mateIn1 middlegame oneMove,https://lichess.org/t8VGCzwy/black#32,Zukertort_Opening Zukertort_Opening_Tennison_Gambit,True,https://lichess.org/training/Tu24a,6,6,Queen_below_King
Cv5aI,5r1k/2p3pp/4Qp2/2b5/2NqpBP1/7P/5P2/5K1R w - - 1 22,f1g2 d4f2,538,84,100,145,mate mateIn1 middlegame oneMove,https://lichess.org/PX8n2x5P#43,,True,https://lichess.org/training/Cv5aI,6,1,Queen_left_King
cCFvT,rn3b1r/pp2pk2/2pq1np1/3pN2p/3P3P/3Q4/PPP2PP1/RNB1K2R b KQ - 3 10,f7g7 d3g6,539,105,90,423,mate mateIn1 oneMove opening,https://lichess.org/eUMkkzJ3/black#20,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation,True,https://lichess.org/training/cCFvT,6,6,Queen_below_King
Y6bjC,rnb1k2r/pppp1ppp/8/2q1p3/2B1P1n1/3PBN2/PPP2KPP/RN1Q1R2 w kq - 5 8,f2e2 c5e3,540,103,99,881,mate mateIn1 oneMove opening,https://lichess.org/wSR6eHX4#15,Kings_Pawn_Game Kings_Pawn_Game_Busch-Gass_Gambit,True,https://lichess.org/training/Y6bjC,4,1,Queen_above_King
mQt0i,1r5r/2p2bk1/1q2pp1p/p5p1/2QPp2P/RBP1P3/1P1K1PP1/7R b - - 1 26,e6e5 c4f7,541,92,41,59,mate mateIn1 middlegame oneMove,https://lichess.org/njoKgNyR/black#52,,True,https://lichess.org/training/mQt0i,6,6,Queen_left_King
FDZEO,r2q1b1r/ppp2kpp/2npbn2/4p1N1/2Q1P3/2P5/PP1P1PPP/RNB1K2R b KQ - 3 8,f7e7 c4e6,543,93,100,223,mate mateIn1 oneMove opening,https://lichess.org/GvN3N7sK/black#16,Italian_Game Italian_Game_Paris_Defense,True,https://lichess.org/training/FDZEO,4,6,Queen_below_King
E0Md4,5Q2/1k1p4/p1qBp3/2p5/2p5/P5P1/3nKP2/8 b - - 5 43,c4c3 f8b8,543,90,64,100,endgame mate mateIn1 oneMove,https://lichess.org/4YYcvaz7/black#86,,True,https://lichess.org/training/E0Md4,1,6,Queen_above_King
TSamE,2r2rk1/pp2pp1p/3p3q/3P2p1/3N1bP1/2P2P2/PP2Q1KP/3R1R2 w - - 0 24,d4f5 h6h2,544,94,87,196,master mate mateIn1 middlegame oneMove,https://lichess.org/s0EnjpEW#47,,True,https://lichess.org/training/TSamE,6,1,Queen_right_King
3TJM6,rnb1k2r/pppp1ppp/8/2q1p3/2B1P1n1/3PBN2/PPP2KPP/RN1Q1R2 w kq - 3 8,f2e2 c5e3,545,106,96,791,mate mateIn1 oneMove opening,https://lichess.org/UjfHka9U#15,Kings_Pawn_Game Kings_Pawn_Game_Busch-Gass_Gambit,True,https://lichess.org/training/3TJM6,4,1,Queen_above_King
8xpqN,rnb1k2r/pp1p1ppp/1q2p3/4P3/6n1/2N1BN2/PPP2KPP/R2Q1B1R w kq - 3 9,f2e2 b6e3,545,84,100,396,mate mateIn1 oneMove opening,https://lichess.org/ljO12eNl#17,French_Defense French_Defense_Queens_Knight,True,https://lichess.org/training/8xpqN,4,1,Queen_above_King
TeKyt,r7/1rk1Q2R/3p4/q1pPb3/4P3/2nR2P1/1P3PK1/8 b - - 0 36,c7b6 e7b7,547,92,97,284,master masterVsMaster mate mateIn1 middlegame oneMove,https://lichess.org/KtLtfTuq/black#72,,True,https://lichess.org/training/TeKyt,1,5,Queen_above_King
9Zpdc,r2r4/3k2Q1/4q3/1p1pBpP1/p2P4/P1P5/1P6/5RK1 b - - 3 39,d7c6 g7c7,548,87,100,225,endgame master mate mateIn1 oneMove,https://lichess.org/GqNYDVjN/black#78,,True,https://lichess.org/training/9Zpdc,2,5,Queen_above_King
mvpyu,4R3/p1p2ppk/2p4p/3p4/N2P4/2P1Qb1P/PP3P2/4K1q1 w - - 9 29,e1d2 g1d1,548,90,81,142,endgame mate mateIn1 oneMove,https://lichess.org/VG6gsnVL#57,,True,https://lichess.org/training/mvpyu,3,1,Queen_below_King
SsD1a,2r1r3/pp1k1ppp/3b1N2/q7/3Q4/2P1P3/PP3PPP/3RK2R b K - 0 15,g7f6 d4d6,549,89,100,311,mate mateIn1 middlegame oneMove,https://lichess.org/0dbH4p4w/black#30,Queens_Pawn_Game Queens_Pawn_Game_Torre_Attack,True,https://lichess.org/training/SsD1a,3,6,Queen_below_King
Kw26R,r1bk4/1p1p2Q1/p3p3/2b4p/2P1P2q/2NB3P/PP2KrR1/3R4 w - - 3 22,g2f2 h4f2,550,97,97,851,master mate mateIn1 middlegame oneMove,https://lichess.org/OW9DFLVa#43,,True,https://lichess.org/training/Kw26R,4,1,Queen_right_King
mHL7J,r2q1r2/1b3kpQ/p2p2Bp/1p1Pp1b1/8/2P3p1/PP3PPP/3R1RK1 b - - 3 23,f7e7 h7g7 f8f7 g7f7,552,101,94,522,mate mateIn2 middlegame short,https://lichess.org/VHhLxdf5/black#46,,True,https://lichess.org/training/mHL7J,4,6,Queen_right_King
VbPXF,2r5/p2kb1p1/n1r2pPp/q1Np3P/1p1P4/P4P2/1nPBQ3/1NKRR3 b - - 2 25,a6c5 e2e7,555,80,100,148,mate mateIn1 middlegame oneMove,https://lichess.org/ea3wlhA1/black#50,,True,https://lichess.org/training/VbPXF,3,6,Queen_right_King
HZ2yt,r2q1b1r/ppp2kpp/2n1bn2/4p1N1/4p3/1QPP4/PP3PPP/RNB1K2R b KQ - 3 8,f7e7 b3e6,558,98,91,880,mate mateIn1 oneMove opening,https://lichess.org/LHxOH596/black#16,,True,https://lichess.org/training/HZ2yt,4,6,Queen_below_King
IAbH7,rn1q1b1r/ppp2kpp/3pbn2/4p1N1/8/1QPP4/PP3PPP/RNB2RK1 b - - 4 9,f7e7 b3e6,558,106,89,639,mate mateIn1 oneMove opening,https://lichess.org/QV3SNo50/black#18,Russian_Game Russian_Game_Italian_Variation,True,https://lichess.org/training/IAbH7,4,6,Queen_below_King
atS0H,4r1k1/6p1/7p/2p5/B1Pp4/3P1PbP/4K1Pq/2BQ1R2 w - - 7 33,a4e8 h2g2 f1f2 g2f2,560,82,100,197,endgame mate mateIn2 short,https://lichess.org/qv1JH8Ck#65,,True,https://lichess.org/training/atS0H,4,1,Queen_right_King
y6oWr,rnb1k2r/pp1p1ppp/1qp5/4p3/4P1n1/3PBNP1/PPP2K1P/RN1Q1B1R w kq - 4 8,f2e2 b6e3,560,97,88,349,mate mateIn1 oneMove opening,https://lichess.org/hqiDSPFh#15,Kings_Pawn_Game Kings_Pawn_Game_Busch-Gass_Gambit,True,https://lichess.org/training/y6oWr,4,1,Queen_above_King
mco5X,r2q3r/pppbnk2/2n4p/7B/3p4/3P2P1/PPP1P3/RN3QK1 b - - 1 15,f7g7 f1f7,560,85,85,216,mate mateIn1 middlegame oneMove,https://lichess.org/hve1DOrK/black#30,Zukertort_Opening Zukertort_Opening_Black_Mustang_Defense,True,https://lichess.org/training/mco5X,6,6,Queen_left_King
ftv5G,r2q1b1r/ppp2kpp/2npbn2/4p1N1/4P3/1QP5/PP1P1PPP/RNB1K2R b KQ - 4 7,f7e7 b3e6,560,101,95,607,mate mateIn1 oneMove opening,https://lichess.org/tmeXkLmQ/black#14,Bishops_Opening Bishops_Opening_Other_variations,True,https://lichess.org/training/ftv5G,4,6,Queen_below_King
4wDBY,1r1q1b1r/p4kpp/3pbn2/1pp1p1N1/4PP2/1QPP4/PP4PP/R1B2RK1 b - - 3 13,f7e7 b3e6,562,82,100,202,mate mateIn1 middlegame oneMove,https://lichess.org/i24NMW3p/black#26,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense,True,https://lichess.org/training/4wDBY,4,6,Queen_below_King
vCekZ,rn1q1b1r/ppp2kpp/4bn2/4p1N1/8/1Q2P3/PP1P1PPP/RNB1K2R b KQ - 5 7,f7e7 b3e6,564,85,100,104,mate mateIn1 oneMove opening,https://lichess.org/PhrCmL6Z/black#14,Vant_Kruijs_Opening Vant_Kruijs_Opening_Other_variations,True,https://lichess.org/training/vCekZ,4,6,Queen_below_King
O7mSo,8/5ppk/4p3/3p2QN/3PbP1P/4PK2/2q3P1/8 w - - 1 42,f3g3 c2g2,564,104,97,289,endgame mate mateIn1 oneMove,https://lichess.org/2xoPUjNV#83,,True,https://lichess.org/training/O7mSo,6,2,Queen_below_King
ZKBeK,rnbq1bnr/ppp1k3/3p3p/6pQ/2BPPp2/8/PPPN2P1/RNB1K2R b KQ - 3 9,g8f6 h5f7,565,100,94,1469,mate mateIn1 oneMove opening,https://lichess.org/HkHr9fWc/black#18,,True,https://lichess.org/training/ZKBeK,4,6,Queen_right_King
bbRR8,5r1r/5pk1/p2p2Rp/q1pP1PpQ/2R2p1P/2b5/2B2PP1/6K1 b - - 1 32,f7g6 h5g6,566,83,100,137,mate mateIn1 middlegame oneMove,https://lichess.org/v2rqL3z0/black#64,,True,https://lichess.org/training/bbRR8,6,6,Queen_below_King
sDNlX,r3k2r/ppqb1p1p/5pn1/3p4/1Q3NPb/P1N2P2/1P2P1K1/R4B1R w kq - 2 18,f4d5 c7g3,566,85,87,132,mate mateIn1 middlegame oneMove,https://lichess.org/atsiMSTU#35,Indian_Defense Indian_Defense_Other_variations,True,https://lichess.org/training/sDNlX,6,1,Queen_above_King
CPR9k,2Q5/1p2qnk1/p3Bb1r/3p2pP/8/8/P4PK1/7R b - - 4 37,f7d6 c8g8,566,94,100,293,master mate mateIn1 middlegame oneMove,https://lichess.org/QUcwcEQ2/black#74,,True,https://lichess.org/training/CPR9k,6,6,Queen_above_King
kuDF5,3r1b1r/pp2k1p1/2npb1B1/2q2p1P/2P1n3/N1B5/PP2QPP1/4RKNR b - - 12 17,e4c3 e2e6,568,91,100,240,mate mateIn1 middlegame oneMove,https://lichess.org/xIzleJ0M/black#34,Sodium_Attack Sodium_Attack_Other_variations,True,https://lichess.org/training/kuDF5,4,6,Queen_below_King
Ou3W5,r2q1bnr/ppp2k1p/2npb1p1/3Q2N1/3pP3/8/PPP2PPP/RNB1K2R b KQ - 3 8,f7e7 d5e6,569,81,64,101,mate mateIn1 oneMove opening,https://lichess.org/y1pPwBBL/black#16,Center_Game Center_Game_von_der_Lasa_Gambit,True,https://lichess.org/training/Ou3W5,4,6,Queen_below_King
0ZCiJ,2k5/1b3pp1/pq1p1n2/4p3/1p2P2b/3P4/BPP1KrP1/R1BQ1R2 w - - 2 26,f1f2 b6f2,570,89,100,448,mate mateIn1 middlegame oneMove,https://lichess.org/DKatT0hz#51,,True,https://lichess.org/training/0ZCiJ,4,1,Queen_right_King
