PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,PatternMatch,puzzle_ref,King_x,King_y,dir_detail
lrfnY,r4rk1/6pp/pp3p2/2p2P2/P2p2Pq/1P1P1Qb1/2P3P1/R1B1RK2 w - - 5 25,e1e4 h4h1 f1e2 h1e1,957,82,75,75,mate mateIn2 middlegame short,https://lichess.org/W71Jo1ht#49,,True,https://lichess.org/training/lrfnY,4,1,Queen_below_King
15Sz0,3q3r/6k1/5b1r/p1p1NQR1/P2p4/1PpPn1K1/6B1/5R2 b - - 0 51,f6g5 f5f7,957,79,95,190,mate mateIn1 middlegame oneMove,https://lichess.org/tBJzTqOW/black#102,,True,https://lichess.org/training/15Sz0,6,6,Queen_left_King
6trRJ,R7/1r1kbpp1/2q1p3/Qp1pPn2/1B1P1P1p/7P/1p1N2P1/6K1 b - - 1 32,e7b4 a5d8,957,87,97,337,master mate mateIn1 middlegame oneMove,https://lichess.org/1drj1vHK/black#64,,True,https://lichess.org/training/6trRJ,3,6,Queen_above_King
Cxgxo,5r1r/1pqnb1kp/6R1/p1pBPQ1P/2Pp1P2/3N4/PP6/n1B3K1 b - - 0 24,h7g6 f5g6,957,88,94,665,master mate mateIn1 middlegame oneMove,https://lichess.org/iES36OV1/black#48,,True,https://lichess.org/training/Cxgxo,6,6,Queen_below_King
DC6Cp,r1bq1r1k/pp2b1B1/5p2/3pn3/8/3B1N1Q/PP3PPP/R3R1K1 b - - 0 19,h8g7 h3h7,957,79,81,86,master mate mateIn1 middlegame oneMove,https://lichess.org/RfeMj0Cp/black#38,,True,https://lichess.org/training/DC6Cp,6,6,Queen_right_King
3kY9w,r2q1b2/ppp2k2/2n2n1r/3p1QN1/3P3p/4P3/PPP2PPP/RN2K2R b KQ - 3 16,f7e7 f5e6,957,79,93,70,mate mateIn1 middlegame oneMove,https://lichess.org/ZmvGemFG/black#32,Queens_Pawn_Game Queens_Pawn_Game_Accelerated_London_System,True,https://lichess.org/training/3kY9w,4,6,Queen_below_King
SZ00c,rnb1k2r/pppp2pp/8/2bP4/2P2p1q/4P2P/PP4K1/RNBQ1BNR w kq - 0 10,g1f3 h4g3,958,94,94,847,mate mateIn1 oneMove opening,https://lichess.org/fI2dSthd#19,Indian_Defense Indian_Defense_Budapest_Defense,True,https://lichess.org/training/SZ00c,6,1,Queen_above_King
mCuOy,r1bq1bnr/ppp1k1p1/2np3p/6NQ/3pP3/2P5/PP3PPP/RNB1K2R b KQ - 1 8,g8f6 h5f7,958,117,50,20,mate mateIn1 oneMove opening,https://lichess.org/FPndCKvl/black#16,Scotch_Game Scotch_Game_Scotch_Gambit,True,https://lichess.org/training/mCuOy,4,6,Queen_right_King
Xqvis,kn2R2Q/pp6/4R1pp/3p1p2/3p4/1N1P1Pb1/PPP2KPq/8 w - - 3 30,f2f1 h2h1 f1e2 h1e1,958,97,95,172,mate mateIn2 middlegame short,https://lichess.org/ntu0eN0k#59,,True,https://lichess.org/training/Xqvis,4,1,Queen_below_King
3lSqg,8/p4p1p/1p2p2k/2b2p1N/2P2Q1P/4P1P1/1q3PK1/8 b - - 2 29,h6g6 f4g5,958,77,100,391,endgame mate mateIn1 oneMove,https://lichess.org/YIOckcUx/black#58,,True,https://lichess.org/training/3lSqg,6,5,Queen_below_King
4wLDD,rn4k1/pp4p1/2pbp1p1/6q1/2PPB1P1/4P2K/PP6/2RQ1R2 w - - 3 20,d1f3 g5h6 h3g2 h6h2,958,77,86,245,master mate mateIn2 middlegame short,https://lichess.org/BvfE4HvX#39,,True,https://lichess.org/training/4wLDD,6,1,Queen_right_King
OtXM4,8/8/5p2/p3qkp1/1p5p/1P1Q3P/P5P1/7K b - - 7 56,f5f4 d3f3,958,78,77,182,endgame master mate mateIn1 oneMove queenEndgame,https://lichess.org/1OXAVxYZ/black#112,,True,https://lichess.org/training/OtXM4,5,3,Queen_below_King
2KwbR,r4b1r/p1N1k1pp/2Q1p3/2P1Pp2/8/3q4/PP4PP/R5K1 b - - 3 20,a8d8 c6e6,958,78,74,216,mate mateIn1 middlegame oneMove,https://lichess.org/Uq1yzLzz/black#40,,True,https://lichess.org/training/2KwbR,4,6,Queen_below_King
ctsPE,1q4k1/p4ppp/2n5/3p4/3P2PP/n1P1Q3/2P2P2/2KR3R w - - 0 25,d1e1 b8b1 c1d2 b1c2,958,77,100,93,endgame mate mateIn2 queensideAttack short,https://lichess.org/OQTL2ITy#49,,True,https://lichess.org/training/ctsPE,3,1,Queen_left_King
SpG9q,8/2p1r3/1p1p2q1/p2P1k2/P1PBp2R/2P1Qb2/5P2/6K1 w - - 1 50,g1f1 g6g2 f1e1 g2g1 e1d2 g1d1,958,81,96,602,endgame long master mate mateIn3,https://lichess.org/Mu7mG4SO#99,,True,https://lichess.org/training/SpG9q,3,1,Queen_below_King
O86Vb,1r3r2/p2b1p1p/nq1k2n1/2pQ4/2B5/5N2/PPP2PP1/2KRR3 b - - 0 26,d6c7 d5d7,958,76,98,301,mate mateIn1 middlegame oneMove,https://lichess.org/FkDZQY8F/black#52,,True,https://lichess.org/training/O86Vb,2,6,Queen_right_King
aoXYB,r6r/p1p3pp/1k6/2bn4/Q1P1p3/5qB1/PP3P1P/R3KN2 b Q - 0 18,d5b4 a4b5,958,76,100,356,mate mateIn1 middlegame oneMove,https://lichess.org/wju5h2P2/black#36,Elephant_Gambit Elephant_Gambit_Wasp_Variation,True,https://lichess.org/training/aoXYB,1,5,Queen_below_King
0XB0i,8/8/p3Q2p/1p2p1q1/1P1p2k1/P5N1/6P1/6K1 b - - 5 61,g4g3 e6h3 g3f4 h3f3,958,97,93,406,endgame master mate mateIn2 queenEndgame short,https://lichess.org/skkUOVC7/black#122,,True,https://lichess.org/training/0XB0i,5,3,Queen_below_King
nlxiL,r2q1bnr/ppN1kpp1/3pN3/8/2Q1P3/8/PP3PPP/R4RK1 b - - 0 15,f7e6 c4e6,958,80,79,103,mate mateIn1 middlegame oneMove,https://lichess.org/EL0ZVl8i/black#30,Scotch_Game Scotch_Game_Scotch_Gambit,True,https://lichess.org/training/nlxiL,4,6,Queen_below_King
bSmoN,r1bq1b1r/ppp1k3/2n2n2/4R1Q1/2Bp4/8/PPP2PPP/RN4K1 b - - 0 13,c6e5 g5e5 c8e6 e5e6,959,81,97,247,mate mateIn2 middlegame short,https://lichess.org/Iqqa65mr/black#26,Scotch_Game Scotch_Game_Scotch_Gambit,True,https://lichess.org/training/bSmoN,4,6,Queen_below_King
QOSrh,r2q1b1r/pbp1k1pp/1p1p4/3Pp1N1/6Q1/P1N5/1PnP1PPP/R1BK3R b - - 1 12,c2a1 g4e6,959,133,57,13,mate mateIn1 middlegame oneMove,https://lichess.org/pyFSOcSs/black#24,Vienna_Game Vienna_Game_Stanley_Variation,True,https://lichess.org/training/QOSrh,4,6,Queen_below_King
eBWjS,8/r3k3/3p4/2pP2p1/4p1q1/pPQ1P3/P3KR2/1RB4r w - - 0 39,e2d2 g4d1,959,76,100,294,mate mateIn1 middlegame oneMove,https://lichess.org/VoJNjbhB#77,,True,https://lichess.org/training/eBWjS,3,1,Queen_below_King
gyMk6,2kr1b1r/Qp3pp1/1Bq1p1np/4P3/2p5/8/P4PPP/1R2R1K1 b - - 3 21,d8d3 a7a8 c8d7 a8d8,959,79,91,536,mate mateIn2 middlegame queensideAttack short,https://lichess.org/4p7CTtlu/black#42,,True,https://lichess.org/training/gyMk6,3,6,Queen_above_King
0NJjP,5Q2/5k1p/p2B2q1/3p4/P3b1p1/5pP1/7P/2r2BK1 b - - 3 39,f7e6 f8e7 e6f5 e7e5,959,76,100,183,endgame mate mateIn2 short,https://lichess.org/vN4tbTQt/black#78,,True,https://lichess.org/training/0NJjP,5,4,Queen_left_King
kdwOP,rn2k1nr/pp3ppp/2p5/3PP3/1q1B3b/3Q1P1P/P1P1K2P/RN3B1R w kq - 2 12,e5e6 b4e1,959,78,100,113,mate mateIn1 oneMove opening,https://lichess.org/BIFwaYam#23,Caro-Kann_Defense Caro-Kann_Defense_Maroczy_Variation,True,https://lichess.org/training/kdwOP,4,1,Queen_below_King
ETKsE,r1q4r/1p3pk1/2pp1p1p/p5BQ/2B1P3/P1PPb2P/1PK3P1/5R2 b - - 0 23,e3g5 h5f7,959,77,97,314,mate mateIn1 middlegame oneMove,https://lichess.org/Cobsj7gD/black#46,,True,https://lichess.org/training/ETKsE,6,6,Queen_left_King
6kBTy,7k/pbp3p1/1p1p1qB1/3Pr3/2P5/1P2p2Q/PR4P1/6K1 b - - 5 30,h8g8 h3h7 g8f8 h7h8 f8e7 h8e8,959,76,77,86,endgame long mate mateIn3,https://lichess.org/jisgXdLB/black#60,,True,https://lichess.org/training/6kBTy,4,6,Queen_above_King
JX5aU,8/1pp1q1pk/p7/4p3/1P2P1P1/P4P2/6K1/7Q b - - 0 30,h7g6 h1h5 g6f6 h5f5,959,76,100,199,endgame mate mateIn2 queenEndgame short,https://lichess.org/3mKjzcUx/black#60,,True,https://lichess.org/training/JX5aU,5,5,Queen_below_King
mHqi5,3rk1Q1/5p2/2p1pB2/4P2P/p1bPK3/2q5/P4PP1/8 b - - 10 31,e8d7 g8d8,959,98,95,296,endgame mate mateIn1 oneMove,https://lichess.org/aKqJaB8V/black#62,,True,https://lichess.org/training/mHqi5,3,6,Queen_above_King
IoCsY,r1bq3r/2p3k1/3P1p1p/pPb1p2Q/5P2/1B2n3/1PP3PP/RN3R1K b - - 0 19,c5d6 h5f7,959,77,94,169,mate mateIn1 middlegame oneMove,https://lichess.org/uRqvOHrv/black#38,,True,https://lichess.org/training/IoCsY,6,6,Queen_left_King
4SPAu,rn2k2r/ppp2ppp/8/2b1p3/4B2q/3P3P/PPP3P1/RNBQK2R w KQkq - 1 10,e1e2 h4f2,959,80,92,139,mate mateIn1 oneMove opening,https://lichess.org/Y53EGBLg#19,Bird_Opening Bird_Opening_Froms_Gambit,True,https://lichess.org/training/4SPAu,4,1,Queen_right_King
jvkrB,8/4k3/5q2/3P1Kp1/4n3/R2R4/8/8 w - - 1 65,f5e4 f6f4,959,77,100,359,endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/lWW57Uol#129,,True,https://lichess.org/training/jvkrB,4,3,Queen_right_King
ixw6n,r3r3/pR4Q1/2bk1p1p/2p1qB2/3pPp2/P2P4/2P2PPP/4R1K1 b - - 2 30,c6b7 g7d7,960,91,88,1384,mate mateIn1 middlegame oneMove,https://lichess.org/duCesBdF/black#60,,True,https://lichess.org/training/ixw6n,3,5,Queen_above_King
krGUX,6k1/p6p/2pp4/6p1/3pP3/1P1P1K2/P3Q1PP/2q5 w - - 0 30,h2h3 c1f4,960,77,96,285,endgame master mate mateIn1 oneMove queenEndgame,https://lichess.org/BwLrpO00#59,,True,https://lichess.org/training/krGUX,5,2,Queen_above_King
uMoNZ,rnbq2nr/ppp1k2p/3b2p1/3Q4/2B1P3/8/PPPP1PPP/RNB1K2R b KQ - 2 7,g8f6 d5f7,960,78,91,519,mate mateIn1 oneMove opening,https://lichess.org/6kjYbBFa/black#14,Elephant_Gambit Elephant_Gambit_Other_variations,True,https://lichess.org/training/uMoNZ,4,6,Queen_right_King
MzNxE,3r4/1k2bppp/p2rp3/8/1QP2P2/6qP/P5P1/1R4NK b - - 0 34,b7c7 b4b7,960,106,47,28,mate mateIn1 middlegame oneMove,https://lichess.org/tmo1TvMh/black#68,,True,https://lichess.org/training/MzNxE,2,6,Queen_left_King
ps6i2,r1q2r2/1b4k1/pp2pp1R/2p3p1/2P5/2N1Q3/PPB2PPP/6K1 b - - 0 24,g7h6 e3h3 h6g7 h3h7,960,78,100,77,mate mateIn2 middlegame short,https://lichess.org/c2m1dW8W/black#48,,True,https://lichess.org/training/ps6i2,6,6,Queen_right_King
7Wsgu,rn3b1r/pp3k2/1qp1Qn1p/6p1/2BP4/7N/PPb2PPP/R1B1K2R b KQ - 0 13,f7g7 e6f7,960,84,68,109,mate mateIn1 oneMove opening,https://lichess.org/s33WUQTQ/black#26,Caro-Kann_Defense Caro-Kann_Defense_Main_Line,True,https://lichess.org/training/7Wsgu,6,6,Queen_left_King
u1Agj,5r2/5p1p/p7/4Qk2/4pP2/8/1P1p1KPP/q7 b - - 1 31,f5g6 e5g5,960,85,96,182,endgame master mate mateIn1 oneMove,https://lichess.org/YzI4dMJD/black#62,,True,https://lichess.org/training/u1Agj,6,5,Queen_below_King
0UCOw,4r1k1/8/4q3/6Qp/3B2pP/6P1/5P1K/8 b - - 2 45,g8f7 g5g7,960,83,98,220,endgame mate mateIn1 oneMove,https://lichess.org/5nViz1T2/black#90,,True,https://lichess.org/training/0UCOw,5,6,Queen_right_King
8oI1Q,rnb1k2r/pp1p1ppp/1qp5/4Pn2/5B2/1P2bN2/P1P1K1PP/RN1Q1B1R w kq - 0 9,f4e3 b6e3,960,101,92,238,mate mateIn1 oneMove opening,https://lichess.org/mqcL40lZ#17,Englund_Gambit Englund_Gambit_Other_variations,True,https://lichess.org/training/8oI1Q,4,1,Queen_above_King
Gdp8c,r1bq1bnr/ppp1k3/2np3p/8/2BPPQ1P/8/PPP3P1/RNB1K2R b KQ - 0 10,c6d4 f4f7,960,76,78,187,mate mateIn1 oneMove opening,https://lichess.org/zDPSDfkc/black#20,Kings_Gambit_Accepted Kings_Gambit_Accepted_MacLeod_Defense,True,https://lichess.org/training/Gdp8c,4,6,Queen_right_King
hjj5s,r1b4r/pp1kq1p1/2n1pn1p/b2p2N1/2pP4/B1P3Q1/P3BPPP/RN2K2R b KQ - 1 14,e7e8 g3d6,960,79,100,137,mate mateIn1 middlegame oneMove,https://lichess.org/Shy8RXTH/black#28,French_Defense French_Defense_Wing_Gambit,True,https://lichess.org/training/hjj5s,3,6,Queen_below_King
K48ul,k6r/ppR5/8/5p2/3P1Q2/PqP1P1P1/1P3P2/1K6 w - - 3 36,b1c1 h8h1 c1d2 b3d1,960,77,100,147,endgame mate mateIn2 short,https://lichess.org/1Ut25EZi#71,,True,https://lichess.org/training/K48ul,3,1,Queen_below_King
iDDG0,5Q2/1p5r/p6k/3q3p/P2B1p2/7P/1P4PK/8 b - - 1 45,h6g6 f8f6,960,91,95,766,endgame mate mateIn1 oneMove,https://lichess.org/Qn0Jtq88/black#90,,True,https://lichess.org/training/iDDG0,6,5,Queen_left_King
ffH81,rn2k1nr/pp5p/2p5/4B1q1/1b1pP1b1/3P1N2/PPP1K1P1/R2Q1B1R w kq - 0 13,e5h8 g5e3,960,91,96,811,mate mateIn1 oneMove opening,https://lichess.org/slfKM053#25,Kings_Gambit_Accepted Kings_Gambit_Accepted_Kings_Knights_Gambit,True,https://lichess.org/training/ffH81,4,1,Queen_above_King
vhKeP,rnbq1bnr/ppp2k1p/3p4/8/4PQ2/8/PPPP2PP/RNB2RK1 b - - 0 8,f7e7 f4f7,960,87,95,1876,mate mateIn1 oneMove opening,https://lichess.org/5t6x3WZK/black#16,Kings_Gambit_Accepted Kings_Gambit_Accepted_Muzio_Gambit,True,https://lichess.org/training/vhKeP,4,6,Queen_right_King
ymtTf,rn4Q1/pp2kp2/1q1p1pp1/4r3/2B1P3/8/PpP2PPP/1K1R3R b - - 5 18,b6d8 g8f7,960,85,95,117,mate mateIn1 middlegame oneMove,https://lichess.org/iWspOJFX/black#36,Modern_Defense Modern_Defense_Standard_Defense,True,https://lichess.org/training/ymtTf,4,6,Queen_right_King
A9guX,3r4/5r2/2q1p1k1/p1b2pPp/2P2P1P/P1Q3K1/1B1R4/3B1R1b w - - 3 40,d2d8 c6g2,961,78,100,155,mate mateIn1 middlegame oneMove,https://lichess.org/NHxwBBdK#79,,True,https://lichess.org/training/A9guX,6,2,Queen_below_King
m7CJY,rn1q3r/ppp1k1bp/3p1np1/3Np1N1/4P1b1/5Q2/PPPP1PPP/R1B2RK1 b - - 5 9,f6d5 f3f7,961,90,78,51,mate mateIn1 oneMove opening,https://lichess.org/uY4nSUxy/black#18,Philidor_Defense Philidor_Defense_Other_variations,True,https://lichess.org/training/m7CJY,4,6,Queen_right_King
cejxt,1R6/5rk1/1p3q1r/p2Q2p1/Pp1PP3/5P1P/6P1/6K1 b - - 0 38,f7c7 d5g8,961,90,94,1409,endgame mate mateIn1 oneMove,https://lichess.org/zrp7RM5i/black#76,,True,https://lichess.org/training/cejxt,6,6,Queen_above_King
4asQN,4r1q1/8/4k1N1/p2p1pQ1/3P1P2/2P5/P5K1/8 b - - 11 40,e8b8 g5e7,961,75,94,252,endgame master mate mateIn1 oneMove,https://lichess.org/nGMAbX8j/black#80,,True,https://lichess.org/training/4asQN,4,5,Queen_above_King
11q65,rnb1kb1r/pppp1ppp/8/4N3/4nP1q/3P4/PPP3PP/RNBQKB1R w KQkq - 1 6,e1e2 h4f2,961,77,96,1072,mate mateIn1 oneMove opening,https://lichess.org/Jv1huSth#11,Petrovs_Defense Petrovs_Defense_Other_variations,True,https://lichess.org/training/11q65,4,1,Queen_right_King
5fd70,r2q3r/ppp1k1b1/2np4/4pQNp/7P/1P6/PBPP2P1/2Kb1B1R b - - 4 18,h8f8 f5e6,961,94,95,641,mate mateIn1 middlegame oneMove,https://lichess.org/gzgyCkZb/black#36,Pirc_Defense Pirc_Defense_Other_variations,True,https://lichess.org/training/5fd70,4,6,Queen_below_King
3qOBS,6k1/5p2/6pp/p1p5/PpP1P2q/1P1R2b1/4Q1P1/6K1 w - - 4 42,e2f3 h4h2 g1f1 h2h1 f1e2 h1e1,961,78,92,181,endgame long mate mateIn3,https://lichess.org/lfNBUYE7#83,,True,https://lichess.org/training/3qOBS,4,1,Queen_below_King
kuKTD,r3k2r/ppqn1pp1/1b2pnb1/1B2P1B1/8/1N3P2/PP4KP/RN1Q1R2 w kq - 1 18,e5f6 c7h2,961,80,100,164,mate mateIn1 middlegame oneMove,https://lichess.org/CDavvK5H#35,Queens_Pawn_Game Queens_Pawn_Game_Other_variations,True,https://lichess.org/training/kuKTD,6,1,Queen_right_King
QLMYG,r1b2q2/2p1p3/p1k1p3/1p1p1r1p/3P1B2/4Q1P1/PPP1NP2/2K4R b - - 1 20,c8d7 e3c3 c6b7 c3c7,961,78,100,466,mate mateIn2 middlegame short,https://lichess.org/bGCbxv5t/black#40,,True,https://lichess.org/training/QLMYG,1,6,Queen_right_King
hoOS6,2Q2k2/p3q3/5r1p/3B4/8/1P4P1/P4PK1/8 b - - 13 44,f8g7 c8g8,961,93,89,94,endgame mate mateIn1 oneMove,https://lichess.org/yCEn3fDk/black#88,,True,https://lichess.org/training/hoOS6,6,6,Queen_above_King
lbTrK,r3kbnr/p4ppp/b1p1p3/1q1pP3/3Q4/1NP2N2/PP3PPP/R1B1K2R w KQkq - 2 11,e1d2 b5e2,962,86,96,416,mate mateIn1 middlegame oneMove,https://lichess.org/xNK6KIIe#21,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation,True,https://lichess.org/training/lbTrK,3,1,Queen_right_King
vqLeE,6k1/7p/4p1p1/2Bn1p2/1nB5/4P1P1/2q2PKP/Q7 b - - 2 30,c2c4 a1a8 g8f7 a8f8,962,77,100,221,endgame mate mateIn2 short,https://lichess.org/AbLn9aku/black#60,,True,https://lichess.org/training/vqLeE,5,6,Queen_above_King
v3yc9,r2q3r/ppp1k1b1/2np1n1p/3N1Q2/4P2P/8/PPPP2P1/R1B2RK1 b - - 5 14,f6d5 f5f7,962,78,71,119,mate mateIn1 middlegame oneMove,https://lichess.org/gIYa6VDQ/black#28,Vienna_Gambit_with_Max_Lange_Defense Vienna_Gambit_with_Max_Lange_Defense_Hamppe-Allgaier_Gambit,True,https://lichess.org/training/v3yc9,4,6,Queen_right_King
GaFIn,8/1p3p1k/p2P1Bp1/4Pp1p/1P6/Pb2Q1PP/3K1P2/3q4 w - - 17 42,d2c3 d1c2 c3d4 c2c4,962,78,91,88,endgame mate mateIn2 short,https://lichess.org/RvpQa7Ib#83,,True,https://lichess.org/training/GaFIn,3,3,Queen_left_King
8s2QM,rn3b1r/pp2p1p1/1qp2k1p/5nNP/6P1/3P1Q2/PPP2P2/R1B2RK1 b - - 0 15,h6g5 f3f5,962,80,100,249,mate mateIn1 middlegame oneMove,https://lichess.org/i4TtFL6n/black#30,Caro-Kann_Defense Caro-Kann_Defense_Two_Knights_Attack,True,https://lichess.org/training/8s2QM,5,5,Queen_below_King
LLjeu,r2q1b1r/pppk2p1/2n2n2/3ppQN1/8/8/PPPP1P1P/RNB1K2R b KQ - 3 11,d7e7 f5e6,962,88,91,366,mate mateIn1 oneMove opening,https://lichess.org/6xQRvF01/black#22,Nimzowitsch_Defense Nimzowitsch_Defense_Colorado_Countergambit_Accepted,True,https://lichess.org/training/LLjeu,4,6,Queen_below_King
eqiug,2r1q2r/pb1n4/1p2kR2/3pP1Qp/2PP4/1P6/P2N3P/R5K1 b - - 4 24,d7f6 g5f6 e6d7 f6d6,962,76,96,1080,mate mateIn2 middlegame short,https://lichess.org/AzpTISOn/black#48,,True,https://lichess.org/training/eqiug,3,6,Queen_below_King
onrmW,5k2/3pq1b1/b5B1/6PQ/2Pp1p2/P4P1P/1r3B2/2R2K1R w - - 1 35,h5g4 e7e2 f1g2 e2f2,962,77,94,142,mate mateIn2 middlegame short,https://lichess.org/QXdxCit9#69,,True,https://lichess.org/training/onrmW,6,1,Queen_left_King
TIXHE,2kr1b1r/pp3pp1/2p1p1p1/8/2P1n3/3P1NqP/PB1K4/1R1Q1BR1 w - - 0 18,d2e2 g3f2,962,80,80,239,mate mateIn1 middlegame oneMove,https://lichess.org/7fhXXEJK#35,Reti_Opening Reti_Opening_Other_variations,True,https://lichess.org/training/TIXHE,4,1,Queen_right_King
gt3SB,r5r1/ppp1k1pp/3p3q/4b3/1PQ1P3/8/P5RP/5R1K b - - 3 25,g8d8 c4f7,963,88,94,924,mate mateIn1 middlegame oneMove,https://lichess.org/VpRAFt3q/black#50,,True,https://lichess.org/training/gt3SB,4,6,Queen_right_King
7Upi5,4Q3/1r4k1/3pBq1p/2pP2pP/5b2/P2P4/4R1K1/8 b - - 6 46,b7e7 e8g8,963,81,95,555,endgame mate mateIn1 oneMove,https://lichess.org/I9IiRCWy/black#92,,True,https://lichess.org/training/7Upi5,6,6,Queen_above_King
mBhhv,r1b5/pp1k4/2p4b/3pQ3/5P2/3q4/1B2nKPP/4R3 b - - 1 23,e2f4 e5e7,963,78,100,362,mate mateIn1 middlegame oneMove,https://lichess.org/hoiRTAyk/black#46,,True,https://lichess.org/training/mBhhv,3,6,Queen_right_King
7B98D,r2q3r/1p6/p1p3kp/3p1n2/8/3Q2PP/PP6/3R1RK1 b - - 0 29,d8d6 d3f5 g6g7 f5f7,963,77,92,142,mate mateIn2 middlegame short,https://lichess.org/lUaTWxla/black#58,,True,https://lichess.org/training/7B98D,6,6,Queen_left_King
haBqk,r4r2/2p1npk1/p1pqp2p/3pNbpQ/B2P4/4P1P1/PPP2PP1/R3K2R b KQ - 6 15,f8h8 h5f7,963,91,56,38,mate mateIn1 middlegame oneMove,https://lichess.org/jE4RSWaZ/black#30,Queens_Pawn_Game Queens_Pawn_Game_Levitsky_Attack,True,https://lichess.org/training/haBqk,6,6,Queen_left_King
AusdS,7k/6pp/8/8/1PpQpP2/1bR1P3/7P/4K2q w - - 6 47,e1d2 h1d1,963,81,88,83,endgame mate mateIn1 oneMove,https://lichess.org/rRSSoWLB#93,,True,https://lichess.org/training/AusdS,3,1,Queen_below_King
XdNDa,r1bq2kr/pp2b3/2np1p1p/3Qp1N1/4P3/4B3/PPP2PPP/R3K2R b KQ - 1 13,g8g7 d5f7,963,82,88,44,mate mateIn1 middlegame oneMove,https://lichess.org/wtjtOu4p/black#26,Sicilian_Defense Sicilian_Defense_Modern_Variations,True,https://lichess.org/training/XdNDa,6,6,Queen_left_King
ALoHP,r4rk1/2p2ppp/p2p4/1p2PP2/4P1q1/PBN1B2b/1PP5/R3Q1K1 w - - 1 20,g1f2 g4g2,963,83,90,79,mate mateIn1 middlegame oneMove,https://lichess.org/gawBkunL#39,,True,https://lichess.org/training/ALoHP,5,1,Queen_right_King
vleFy,rn2k1nr/pp3ppp/2p1P2b/3p4/3q4/2N1PP2/PPPK3P/R2Q1BNR w kq - 0 10,d2e2 d4e3,963,77,94,391,mate mateIn1 oneMove opening,https://lichess.org/w1RODjzx#19,Queens_Pawn_Game Queens_Pawn_Game_Chigorin_Variation,True,https://lichess.org/training/vleFy,4,1,Queen_above_King
uljZx,r2kr3/pppb2Qp/q7/8/3p4/P1P4P/BP1K1PP1/2R4R w - - 0 21,g7d4 a6e2,963,92,96,236,mate mateIn1 middlegame oneMove,https://lichess.org/rU06MNw4#41,,True,https://lichess.org/training/uljZx,3,1,Queen_right_King
ub4CC,rn1k4/pp3pp1/2p5/4q3/6b1/2P4p/PP1K2nR/R1B2BQ1 w - - 0 25,f1g2 e5e2,963,76,76,98,master mate mateIn1 middlegame oneMove,https://lichess.org/x6kmN5ZH#49,,True,https://lichess.org/training/ub4CC,3,1,Queen_right_King
0bYhO,rn1qk2r/ppp5/3p3p/4p2Q/2B2P2/2b5/P1bN1P2/1R2K1NR b Kkq - 1 16,e8e7 h5f7,963,81,91,655,mate mateIn1 middlegame oneMove,https://lichess.org/e59avmVp/black#32,Dutch_Defense Dutch_Defense_Other_variations,True,https://lichess.org/training/0bYhO,4,6,Queen_right_King
x2TJA,8/5p1p/4p3/3pQk2/nq3P2/3P4/4K3/8 b - - 4 40,f5g6 e5g5,963,79,100,153,endgame mate mateIn1 oneMove,https://lichess.org/Yk9DQeyu/black#80,,True,https://lichess.org/training/x2TJA,6,5,Queen_below_King
UJ3Hq,r4r1k/1bpqn3/pp2pbp1/5pNR/2PP4/P1N1B3/1P2Q1PP/R5K1 b - - 0 20,g6h5 e2h5 h8g7 h5h7,963,81,96,930,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/222UYkJ9/black#40,,True,https://lichess.org/training/UJ3Hq,6,6,Queen_right_King
h6XHB,r1bq1bnr/3ppkpp/p7/1p5Q/3pP3/8/PPPP1PPP/RNB2RK1 b - - 1 8,f7f6 h5f5,963,88,95,1099,master mate mateIn1 oneMove opening,https://lichess.org/Bg3BPoCt/black#16,Sicilian_Defense Sicilian_Defense_Nyezhmetdinov-Rossolimo_Attack,True,https://lichess.org/training/h6XHB,5,5,Queen_below_King
Nmp5T,3r3k/p5pp/4Q3/2b1pP2/8/2q5/P5PP/3RKR2 w - - 0 24,e1e2 c3e3,964,85,94,280,endgame master mate mateIn1 oneMove,https://lichess.org/gKKxriaa#47,,True,https://lichess.org/training/Nmp5T,4,1,Queen_above_King
HpCpf,4r3/8/7Q/6p1/4q1k1/1PN5/1KP3P1/8 b - - 0 41,e4e5 h6h3 g4f4 h3f3,964,76,91,687,endgame mate mateIn2 short,https://lichess.org/iFNjCn4J/black#82,,True,https://lichess.org/training/HpCpf,5,3,Queen_below_King
LaGC4,1k1r4/1pp2ppp/p7/4P1q1/1b1nQ3/3BPP2/PP2K2P/R4R2 w - - 0 21,e3d4 g5d2,964,79,97,342,mate mateIn1 middlegame oneMove,https://lichess.org/zq3cYKj5#41,,True,https://lichess.org/training/LaGC4,4,1,Queen_left_King
IGhhJ,8/1p4k1/2np2p1/2p1bp2/P1P3Pq/1P3Q2/8/1R3R1K w - - 1 40,h1g2 h4h2,964,81,64,62,endgame mate mateIn1 oneMove,https://lichess.org/dHMVSCB8#79,,True,https://lichess.org/training/IGhhJ,6,1,Queen_right_King
mrqht,r1bq2nr/pppp2p1/5k1p/2b1n2Q/4P3/2P5/PP1P1PPP/RNB2RK1 b - - 0 8,c5e7 h5f5,964,90,96,2041,mate mateIn1 oneMove opening,https://lichess.org/R67t4e10/black#16,,True,https://lichess.org/training/mrqht,5,5,Queen_below_King
