PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,PatternMatch,puzzle_ref
EY5gw,4r3/1p2q3/p1bR4/P1P2B1k/1P4pP/6Q1/3R4/4r1K1 w - - 1 48,g1f2 e7e2 d2e2 e8e2,1994,79,94,8238,mate mateIn2 middlegame sacrifice short,https://lichess.org/RRQmjCxI#95,,True,https://lichess.org/training/EY5gw
VyC1B,1r6/p5p1/2p1kp1p/r1p1p3/4P3/P2R1P2/1P4PP/2KR4 b - - 1 27,a5b5 d3d7 c5c4 d1d6,1994,76,93,9734,clearance endgame mate mateIn2 rookEndgame short,https://lichess.org/u4FkYxfp/black#54,,True,https://lichess.org/training/VyC1B
GL5Yi,r3R1nr/pp1n1k2/3b2p1/3q2pp/3P4/6P1/PPP1QP1P/4R1K1 b - - 1 19,g8f6 e2e7 d6e7 e1e7,1995,77,94,13057,mate mateIn2 middlegame sacrifice short,https://lichess.org/0y7g6YwS/black#38,Scandinavian_Defense Scandinavian_Defense_Main_Line,True,https://lichess.org/training/GL5Yi
ySz3d,r7/p6p/R3p3/2r1k3/8/2pK4/4R3/8 b - - 5 42,e5d5 a6e6 c3c2 e2e5,1996,80,76,103,endgame mate mateIn2 rookEndgame short,https://lichess.org/bQYzNGNb/black#84,,True,https://lichess.org/training/ySz3d
bhMVF,r7/8/2pr2pp/p1R1pp2/1P1k4/P2P1P2/3K1P1P/R7 b - - 1 26,a5b4 a1c1 b4b3 c1c4,1999,90,88,98,endgame mate mateIn2 quietMove rookEndgame short,https://lichess.org/lmYe8q2w/black#52,,True,https://lichess.org/training/bhMVF
OFx14,8/1p6/1r6/2kP1P2/2P1R3/1K2R3/6r1/8 w - - 11 49,b3c3 g2b2 d5d6 b6b3,2001,80,92,1026,endgame mate mateIn2 quietMove rookEndgame short,https://lichess.org/IS1MA37q#97,,True,https://lichess.org/training/OFx14
id58k,6r1/p3R1p1/r1p4p/3p1k2/8/2P3K1/6P1/3bR3 b - - 13 40,d1a4 e7e6 d5d4 e1e5,2001,139,63,38,endgame mate mateIn2 short,https://lichess.org/sNjtvZQe/black#80,,True,https://lichess.org/training/id58k
JiUAY,3r4/r2P3R/p2R3p/1b3ppk/4p3/B7/5K1P/8 b - - 4 38,a7d7 h7h6 h5g4 h2h3 g4f4 a3c1 e4e3 c1e3 f4e5 h6e6,2003,77,94,14058,endgame mate mateIn5 veryLong,https://lichess.org/xC6snLUG/black#76,,True,https://lichess.org/training/JiUAY
4Dmna,8/8/8/p1r2p2/4p3/2p3P1/Pb2k1K1/1R5R b - - 1 51,a5a4 b1d1 c3c2 h1e1,2004,72,96,11138,endgame mate mateIn2 quietMove short,https://lichess.org/rVArq4qo/black#102,,True,https://lichess.org/training/4Dmna
9uBTv,r1b4r/pp2kR1p/2pp4/8/3P4/8/PPP3PP/5RK1 b - - 2 19,e7e6 c2c4 c6c5 f1f6,2004,84,77,93,endgame mate mateIn2 quietMove short,https://lichess.org/BNL5DArB/black#38,,True,https://lichess.org/training/9uBTv
pWXdY,8/3b2p1/3kp1Pp/5p1P/1PRP1P1Q/8/r1K3B1/r3R3 w - - 5 39,c2b3 d7a4 b3c3 a2c2 c3d3 a1a3 c4c3 a3c3,2004,100,92,25,fork mate mateIn4 middlegame veryLong,https://lichess.org/BpbQDyL9#77,,True,https://lichess.org/training/pWXdY
QXWbD,2k3r1/p1pp4/1pb2p2/7p/2P3nP/1Q5K/PP2BPr1/R4R2 w - - 8 26,e2f3 g4f2 f1f2 g8g3,2006,81,92,488,mate mateIn2 middlegame sacrifice short,https://lichess.org/IVpcalt8#51,,True,https://lichess.org/training/QXWbD
osAsw,8/r1p1kR2/2p4p/3p4/3Pp1rq/2p1P3/4Q1P1/5RK1 b - - 9 34,e7e6 e2g4 h4g4 f1f6,2007,80,89,3136,endgame mate mateIn2 sacrifice short,https://lichess.org/OIS28wqN/black#68,,True,https://lichess.org/training/osAsw
2yHS5,1r4k1/5pp1/1q4n1/p1p1p2Q/2P1P3/2K1NN2/Pr3P2/3R3R w - - 3 35,e3d5 b6b3 a2b3 b8b3,2008,99,59,40,mate mateIn2 middlegame sacrifice short,https://lichess.org/Iqowp0iO#69,,True,https://lichess.org/training/2yHS5
CBWwR,6k1/5p2/1R6/3r2pp/4K3/PR3P2/6PP/3r4 w - - 2 38,b6b5 f7f5 e4e3 f5f4 e3e4 d1d4,2008,114,70,17,endgame long mate mateIn3 rookEndgame,https://lichess.org/92AHBNJR#75,,True,https://lichess.org/training/CBWwR
BfhyF,7r/pp3k2/8/1b1P1p2/1P3qp1/P5p1/3Q2K1/R5Rr w - - 0 36,d2f4 h1h2 g2g3 h8h3,2008,94,83,46,endgame mate mateIn2 short,https://lichess.org/KYsY2Ymy#71,,True,https://lichess.org/training/BfhyF
4I2g9,r7/7p/p1k1p3/2p1r3/2P2p2/4P3/PR4PP/1R4K1 b - - 0 27,f4e3 b2b7 e3e2 b1b6,2011,84,64,78,clearance endgame mate mateIn2 rookEndgame short,https://lichess.org/DgFfzm5x/black#54,,True,https://lichess.org/training/4I2g9
78g4d,6r1/pp3p1k/1p1p2qp/3Bp3/PP2Pp2/2PP1N1K/5Pr1/R2Q2R1 w - - 3 24,f3h4 g6g3 f2g3 g8g3,2012,77,76,176,mate mateIn2 middlegame sacrifice short,https://lichess.org/EySngWdg#47,,True,https://lichess.org/training/78g4d
DBtil,7r/1p2R3/3p1k2/2b5/B7/2P2r1P/PP3P2/5RK1 w - - 4 34,e7e4 f3g3 g1h2 h8h3,2014,78,71,100,endgame mate mateIn2 pin short,https://lichess.org/WxEcDwPY#67,,True,https://lichess.org/training/DBtil
hZBsP,R5R1/p7/5p2/P4k1p/1P3B2/6K1/4r2r/8 w - - 2 40,a8c8 h5h4 g3f3 h2f2,2015,78,88,906,endgame mate mateIn2 short,https://lichess.org/Q47i5Q6k#79,,True,https://lichess.org/training/hZBsP
ZtNYx,8/pb2k3/1p5Q/3p3P/2p2r2/2P5/PP1K1r2/RB6 w - - 2 32,d2e3 d5d4 c3d4 f4f3,2016,96,68,92,endgame mate mateIn2 short,https://lichess.org/Uo1o9Njj#63,,True,https://lichess.org/training/ZtNYx
1Vd7v,1k6/R2R4/p5n1/7p/8/1BP3PP/P5PK/4rr2 w - - 3 27,g3g4 f1h1 h2g3 h5h4 g3f2 h1f1,2017,76,87,1279,endgame long mate mateIn3,https://lichess.org/RKePXMs8#53,,True,https://lichess.org/training/1Vd7v
1eyq3,B6r/2q5/1k5n/2p2p1p/Rp2P1pP/1P6/5PPb/R6K b - - 0 41,h2e5 a4a6 b6b5 a8c6 c7c6 a1a5,2018,75,96,1444,long mate mateIn3 middlegame sacrifice,https://lichess.org/A18PHONB/black#82,,True,https://lichess.org/training/1eyq3
pf3OH,2kr4/p1p2pp1/1p2p3/4P3/1P3P2/2K3P1/PP1r3P/6RR w - - 1 28,g1b1 b6b5 a2a3 d8d3,2018,76,92,163,endgame mate mateIn2 quietMove rookEndgame short,https://lichess.org/GBYKTzPN#55,,True,https://lichess.org/training/pf3OH
