PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,PatternMatch,Quadrant,rook_king_dir,puzzle_ref
JiOlt,8/8/7p/2Bp2k1/2bP4/5R2/5PKP/3r4 w - - 4 41,g2g3 d1g1 g3h3 c4f1,998,79,97,1173,endgame mate mateIn2 short,https://lichess.org/nHTmX3zZ#81,,True,,,https://lichess.org/training/JiOlt
z5HiP,8/kp6/2r3p1/4K3/1B1PPP1b/P5p1/8/1R6 w - - 0 43,d4d5 h4f6,998,81,95,358,endgame mate mateIn1 oneMove,https://lichess.org/baCj8P38#85,,True,,,https://lichess.org/training/z5HiP
ce1pg,3r3k/6pp/8/p3Pp2/P3bP1Q/1P2P1r1/7P/R1B2R1K w - - 2 31,f1f3 e4f3,998,102,57,48,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/dKwG3GeA#61,,True,,,https://lichess.org/training/ce1pg
LJ9nU,8/7R/pkp5/5pB1/1PP5/P1Kn4/8/5r2 b - - 2 39,f1f3 g5d8,998,82,95,4768,endgame mate mateIn1 oneMove,https://lichess.org/J1RExvSP/black#78,,True,,,https://lichess.org/training/LJ9nU
OYYlb,7r/2N1kppp/1B2pn2/7r/1p6/8/PP3P1P/3R1K2 b - - 7 26,h5h2 b6c5,998,76,98,2180,endgame mate mateIn1 oneMove,https://lichess.org/9WnebzMs/black#52,,True,,,https://lichess.org/training/OYYlb
63A8r,r5rk/1pQ5/p2P1p1p/5q1b/2B2p2/1PR2N2/P4P1P/4R2K w - - 1 29,c4d3 h5f3,999,78,96,1786,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/Zfgv4vhR#57,,True,,,https://lichess.org/training/63A8r
E9Tqh,2kr3r/p1pq1ppp/1p3n2/Q2p4/3P2b1/B1PBPN2/P4PPP/1R2K2R b K - 0 13,b6a5 d3a6,999,86,99,1094,mate mateIn1 middlegame oneMove,https://lichess.org/eLqkVqsL/black#26,Nimzo-Indian_Defense Nimzo-Indian_Defense_Three_Knights_Variation,True,,,https://lichess.org/training/E9Tqh
l9VaJ,1r4k1/pb3ppp/4p3/4n3/4r3/1B3K2/PPP2PPP/R1B4R w - - 0 20,f3g3 e4g4 g3h3 b7g2,999,77,98,822,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/VJm67jLJ#39,,True,,,https://lichess.org/training/l9VaJ
VWuwA,5k2/1p2bpp1/2n3P1/2P3P1/1p2Br2/2P2P2/r7/2K1R2R b - - 0 25,f7g6 h1h8 f8f7 e4d5,999,77,96,3826,mate mateIn2 middlegame short,https://lichess.org/TIeR7G5h/black#50,,True,,,https://lichess.org/training/VWuwA
oI6Kx,r1b2b1r/ppp1k1p1/2n1pnBp/8/8/BP6/P1P2PPP/RN1R2K1 b - - 2 11,c6b4 a3b4 c7c5 b4c5,999,215,100,24,hangingPiece master mate mateIn2 opening short,https://lichess.org/LpmCrGSm/black#22,Zukertort_Opening Zukertort_Opening_Tennison_Gambit,True,,,https://lichess.org/training/oI6Kx
vqAD1,1r4k1/4Bp1p/1q1p4/1PpP3p/4P3/2P1K3/2P2P2/3R4 b - - 0 28,b6b5 d1g1 g8h8 e7f6,999,97,95,813,endgame mate mateIn2 short,https://lichess.org/bwgcxG79/black#56,,True,,,https://lichess.org/training/vqAD1
WunjC,2r4r/bpp1q2k/p1p1b2p/2P1P1R1/3P4/1N1B4/PP4PP/5R1K b - - 0 26,e6f5 d3f5,999,96,94,623,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/ZhFpQRaG/black#52,,True,,,https://lichess.org/training/WunjC
DKnde,2k3r1/pp3Q1p/2b5/4Bp2/8/1P2P3/P1Pr4/5R1K w - - 0 28,e3e4 c6e4 f1f3 e4f3,1000,94,60,66,endgame mate mateIn2 short,https://lichess.org/oqr2CHh1#55,,True,,,https://lichess.org/training/DKnde
HiAY3,r4rk1/1pp1Bp1p/8/3P1p2/p1q2P2/3R4/2P3PP/KR6 b - - 0 27,f8e8 d3g3 g8h8 e7f6,1000,82,93,215,endgame mate mateIn2 short,https://lichess.org/pZMEy5Ox/black#54,,True,,,https://lichess.org/training/HiAY3
bbksu,8/4P1k1/1pN5/1P5p/r5b1/4b1P1/7K/8 w - - 0 50,e7e8q a4a2 h2h1 g4f3,1000,77,95,144,endgame master masterVsMaster mate mateIn2 short,https://lichess.org/PUJLHnba#99,,True,,,https://lichess.org/training/bbksu
ifScD,r2r3k/5p1p/2pBp1p1/p1Pp3R/1b1P4/5P2/1P1NKP1P/6R1 b - - 0 22,g6h5 d6e5 f7f6 e5f6,1000,77,100,336,endgame kingsideAttack mate mateIn2 short,https://lichess.org/fmY60QuS/black#44,,True,,,https://lichess.org/training/ifScD
odzNo,r2r4/1p5p/2p1b3/p4pkP/2PB4/PP2P3/1K2B3/6R1 b - - 1 30,g5h6 d4g7,1000,78,94,591,endgame mate mateIn1 oneMove,https://lichess.org/nBNQkd85/black#60,,True,,,https://lichess.org/training/odzNo
81J4g,r1kr4/p1p1Bppp/2p1bn2/8/5R2/2PB4/P1P3PP/1R4K1 b - - 9 19,d8d7 d3a6,1000,80,71,54,mate mateIn1 middlegame oneMove,https://lichess.org/c7FGFyTv/black#38,,True,,,https://lichess.org/training/81J4g
7EfhL,8/4r3/5pR1/1p3P1k/2b1P3/p5KP/2B5/8 b - - 1 45,a3a2 c2d1 c4e2 d1e2,1000,91,95,839,endgame mate mateIn2 short,https://lichess.org/YgAPlbs3/black#90,,True,,,https://lichess.org/training/7EfhL
dTTng,8/2r2p2/2Pbk1p1/pB2p1Pp/P3K2P/3R4/8/8 b - - 3 47,d6e7 b5c4,1001,79,84,304,endgame mate mateIn1 oneMove,https://lichess.org/MwvKcmTc/black#94,,True,,,https://lichess.org/training/dTTng
HtNBU,2k3r1/p2bQ3/Pp2nB2/5P2/2pp4/1P1P4/3N3P/R4R1K w - - 0 29,d2c4 d7c6 f1f3 c6f3,1001,76,94,198,mate mateIn2 middlegame short,https://lichess.org/LDZkpOJp#57,,True,,,https://lichess.org/training/HtNBU
E391U,2QN3k/pR5p/3p1bp1/3r4/5P2/6nP/P3r1K1/2R5 w - - 3 37,g2g1 f6d4,1001,111,78,45,mate mateIn1 middlegame oneMove,https://lichess.org/kRAZr4tP#73,,True,,,https://lichess.org/training/E391U
gaWPn,2rr2k1/p4p1p/2p1p3/2Bp4/4b3/6R1/PP2KP2/2q5 b - - 1 30,g8h8 c5d4 e6e5 d4e5 f7f6 e5f6,1001,78,78,102,endgame long mate mateIn3,https://lichess.org/1YJ3NW0l/black#60,,True,,,https://lichess.org/training/gaWPn
r01OA,3r3k/pR2R1bp/6p1/1b3pP1/7P/P7/5PP1/3K4 w - - 1 30,d1e1 g7c3,1001,80,87,60,endgame mate mateIn1 oneMove,https://lichess.org/gUsElciK#59,,True,,,https://lichess.org/training/r01OA
kp64Z,8/7k/3b1Ppp/2p5/6P1/2RP3P/r5b1/1Q3K2 w - - 5 41,f1e1 d6g3 e1d1 g2f3 d1c1 g3f4,1001,84,78,64,endgame exposedKing long mate mateIn3,https://lichess.org/s6DRELa5#81,,True,,,https://lichess.org/training/kp64Z
ExUmU,4r1k1/1p2Bp1p/r2P4/5P2/3p4/P3pP2/1P5P/K3R3 b - - 0 30,a6a8 e1g1 g8h8 e7f6,1001,77,84,227,endgame mate mateIn2 short,https://lichess.org/uoNHwtLY/black#60,,True,,,https://lichess.org/training/ExUmU
knkUR,1rb2b1r/ppN1kppp/2n1pn2/4N3/2B5/8/PP1B1PPP/2KR3R b - - 5 13,c6e5 d2b4,1001,77,100,405,mate mateIn1 middlegame oneMove,https://lichess.org/LJy0h1OI/black#26,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit_Accepted,True,,,https://lichess.org/training/knkUR
u9H5O,2b1r2k/2R4p/1p4p1/2br4/2Q5/5P1P/6P1/5K2 w - - 0 33,c4d5 c8a6 d5d3 a6d3,1002,76,100,246,endgame mate mateIn2 short,https://lichess.org/iulPiXn3#65,,True,,,https://lichess.org/training/u9H5O
RQx8A,3rr3/pp3p1p/2n2R1k/8/2B3bP/2K3P1/PP6/7R b - - 2 26,h6h5 c4f7,1002,80,80,62,mate mateIn1 middlegame oneMove,https://lichess.org/2LOLChGQ/black#52,,True,,,https://lichess.org/training/RQx8A
OBWcl,2R2bk1/p3p2p/6p1/4N3/3P1r2/8/P3bP1P/R5K1 w - - 2 25,e5d7 f4g4 g1h1 e2f3,1002,78,100,67,endgame mate mateIn2 short,https://lichess.org/BloBERUR#49,,True,,,https://lichess.org/training/OBWcl
i2abh,3Q4/7p/bB6/P1P3p1/6r1/7k/1P6/R3R1K1 w - - 1 43,g1h1 a6b7 c5c6 b7c6 d8d5 c6d5 e1e4 d5e4,1002,82,89,210,endgame exposedKing mate mateIn4 veryLong,https://lichess.org/zvskc8L7#85,,True,,,https://lichess.org/training/i2abh
nLT5i,3Nr3/R1P5/8/3p4/3P2k1/P5n1/1B1b4/R4K2 w - - 0 43,f1g2 e8e2 g2g1 d2e3,1002,78,98,1902,mate mateIn2 middlegame short,https://lichess.org/73Uwp3FH#85,,True,,,https://lichess.org/training/nLT5i
lV3dY,2kr1b1r/p1pq1ppp/1p2pn2/Q1Pp4/3P4/2N1PP2/P2BBP1P/1R2K2R b K - 0 15,b6a5 e2a6,1002,91,95,421,mate mateIn1 middlegame oneMove,https://lichess.org/lqQdj677/black#30,Zukertort_Opening Zukertort_Opening_Other_variations,True,,,https://lichess.org/training/lV3dY
Evh4G,2r4k/1p3p1b/p6p/5P2/3N1B2/1K5P/n7/6R1 b - - 2 44,a2c3 f4e5 f7f6 e5f6,1003,88,68,52,endgame mate mateIn2 short,https://lichess.org/tCm17bwP/black#88,,True,,,https://lichess.org/training/Evh4G
E1EEu,8/8/R7/1n2kp1p/7B/3K2P1/p5b1/8 b - - 3 57,g2d5 h4f6,1003,77,100,177,endgame mate mateIn1 oneMove,https://lichess.org/WwI1SbdS/black#114,,True,,,https://lichess.org/training/E1EEu
UQg1C,2r2bnr/1pN1kppp/pBn1p3/8/8/P4P2/1P3P1P/3RKB1R b K - 0 14,g8f6 b6c5,1003,77,100,216,mate mateIn1 middlegame oneMove,https://lichess.org/cupJq6ke/black#28,Sicilian_Defense Sicilian_Defense_Alapin_Variation,True,,,https://lichess.org/training/UQg1C
0eVSq,r3r3/pp1bk1pp/3B1p2/2p4P/3RP1n1/2P5/P1P3P1/2K2B1R b - - 1 18,e7e6 f1c4,1003,151,60,7,mate mateIn1 middlegame oneMove,https://lichess.org/e4HKfXIt/black#36,Philidor_Defense Philidor_Defense_Other_variations,True,,,https://lichess.org/training/0eVSq
pFoG2,1rb1kb1r/1pN2ppp/p3pn2/4p3/2B5/4B3/PP3PPP/R2R2K1 b - - 1 14,e8e7 e3c5,1003,78,100,107,mate mateIn1 middlegame oneMove,https://lichess.org/imMfMVAQ/black#28,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit_Accepted,True,,,https://lichess.org/training/pFoG2
VJxWZ,1k4r1/1p3p2/p7/8/P1b4P/2P1B3/5P1P/R5K1 w - - 1 27,g1h1 c4d5 f2f3 d5f3,1003,90,56,33,endgame mate mateIn2 short,https://lichess.org/ZvLJ3vZ1#53,,True,,,https://lichess.org/training/VJxWZ
ePxM9,r1b3r1/3p1NNk/1p3p1p/2pP4/p1P4P/3B4/PP6/2K3R1 b - - 5 29,f6f5 d3f5,1004,77,100,755,mate mateIn1 middlegame oneMove,https://lichess.org/jdnHtGFu/black#58,,True,,,https://lichess.org/training/ePxM9
XT84B,2krr3/1bpp2pp/p4b2/1Np4n/2P4P/5P2/PP3KPB/R4B1R w - - 0 18,b5c7 f6d4,1004,78,91,202,master mate mateIn1 middlegame oneMove,https://lichess.org/T0nk4kqg#35,Scotch_Game Scotch_Game_Mieses_Variation,True,,,https://lichess.org/training/XT84B
OT7eq,8/6k1/7p/5Kp1/pB6/Pb2rP1P/1R4P1/8 w - - 2 43,b2d2 b3e6,1004,77,98,1006,endgame mate mateIn1 oneMove,https://lichess.org/k5jLQl93#85,,True,,,https://lichess.org/training/OT7eq
GSb1Q,4Q3/pb2n3/kp3p2/8/2pP1B2/2P3r1/P1P4P/1R3R1K w - - 1 25,d4d5 b7d5 f1f3 d5f3,1004,80,81,355,mate mateIn2 middlegame short,https://lichess.org/kqTy0QDC#49,,True,,,https://lichess.org/training/GSb1Q
wqhU9,1b4k1/1p5p/pqp3p1/3p4/8/2Q2RPB/PP2r3/5K2 b - - 7 36,e2b2 h3e6,1004,96,95,210,endgame mate mateIn1 oneMove,https://lichess.org/OUIrC79q/black#72,,True,,,https://lichess.org/training/wqhU9
MYLHq,4r3/6k1/p1p2pp1/2R4p/5K2/P3B1P1/P3bP1P/8 w - - 0 27,c5c6 g6g5 f4f5 e2d3,1004,96,95,228,endgame mate mateIn2 short,https://lichess.org/T0nemqjt#53,,True,,,https://lichess.org/training/MYLHq
Q0sxP,8/R5p1/5Nk1/4p2p/pP2P2P/5KP1/2b2P2/4r3 w - - 1 55,f6e8 c2e4,1004,89,57,55,endgame master mate mateIn1 oneMove,https://lichess.org/5Frpom8M#109,,True,,,https://lichess.org/training/Q0sxP
YHa3P,r2n3r/2k2pp1/p1p2n1p/2P1pB2/2P5/7P/P2B1PP1/1R3RK1 b - - 3 22,g7g6 d2a5,1004,77,99,584,master mate mateIn1 middlegame oneMove,https://lichess.org/Vly9ywy1/black#44,,True,,,https://lichess.org/training/YHa3P
fOL0I,1rb1kb1r/ppN2ppp/2n1pn2/2p5/4P3/4BN2/PPP2PPP/2KR1B1R b k - 7 10,e8e7 e3c5,1004,86,94,620,mate mateIn1 oneMove opening,https://lichess.org/RQVDOQ9E/black#20,Sicilian_Defense Sicilian_Defense_Other_variations,True,,,https://lichess.org/training/fOL0I
mahXw,6r1/1b1k4/p1q1pQ2/2p2P2/4N3/1P1P4/P6P/R4RK1 w - - 1 31,g1h1 c6e4 d3e4 b7e4 f1f3 e4f3,1004,76,80,226,long mate mateIn3 middlegame sacrifice,https://lichess.org/hImDfIv3#61,,True,,,https://lichess.org/training/mahXw
mYzYE,2k3r1/pb6/2qp3p/1P2pp2/2P2p2/P2P1N2/4QPKP/R4R2 w - - 1 21,g2h1 c6f3 e2f3 b7f3,1004,96,93,1160,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/r7azThjV#41,,True,,,https://lichess.org/training/mYzYE
cVCTQ,r3kb1r/pp2pppp/8/2p1p3/2B1P1b1/5P2/PPP2P1P/R1BR2K1 b kq - 0 11,g4f3 c4b5,1004,79,76,81,mate mateIn1 middlegame oneMove,https://lichess.org/dwtYtvC2/black#22,Sicilian_Defense Sicilian_Defense_Bowdler_Attack,True,,,https://lichess.org/training/cVCTQ
ZZLvR,4r1k1/1bp2pp1/p6p/1p3N1P/6P1/P1R5/2Pr1K2/1R4N1 w - - 1 27,f2f1 b7g2,1005,92,95,488,mate mateIn1 middlegame oneMove,https://lichess.org/M9hbIOEP#53,,True,,,https://lichess.org/training/ZZLvR
1wm3A,6k1/5p1p/4p1p1/2bP4/5P2/pB4P1/Pr4bP/2BR1K2 w - - 3 34,f1e1 c5f2,1005,87,95,757,endgame master mate mateIn1 oneMove,https://lichess.org/NwofJXZv#67,,True,,,https://lichess.org/training/1wm3A
8e7Bw,r3r2k/bpR1R1pp/p7/8/1P3PbP/P2p2P1/3B2K1/5N2 w - - 10 29,e7g7 e8e2 g2h1 g4f3,1005,80,86,61,mate mateIn2 middlegame short,https://lichess.org/FYX7sexy#57,,True,,,https://lichess.org/training/8e7Bw
baH7E,7k/p4p1p/4p3/3p4/3P4/2P2KB1/q7/6R1 b - - 1 41,a2c4 g3e5 f7f6 e5f6,1005,110,82,51,endgame mate mateIn2 short,https://lichess.org/JnM7NdJe/black#82,,True,,,https://lichess.org/training/baH7E
seXPN,8/7p/R3nk2/6r1/2p2p2/3b3P/P4P1B/2R3K1 w - - 3 39,g1h1 d3e4 f2f3 e4f3,1005,78,92,131,endgame mate mateIn2 short,https://lichess.org/vGShIVWk#77,,True,,,https://lichess.org/training/seXPN
IvxEs,r4rk1/1p2Bp1p/2p4P/5R2/p1nP4/4PP2/6P1/4R1K1 b - - 0 35,f8e8 f5g5 g8h8 e7f6,1005,76,100,81,endgame master mate mateIn2 short,https://lichess.org/knUVAgR5/black#70,,True,,,https://lichess.org/training/IvxEs
MRqyL,3r3r/pkpq1ppp/5n2/4n3/8/2PBB3/P1P2PPP/1R2K2R b K - 1 15,b7c8 d3a6,1005,93,96,128,mate mateIn1 middlegame oneMove,https://lichess.org/4HP2Gtja/black#30,Scandinavian_Defense Scandinavian_Defense_Valencian_Variation,True,,,https://lichess.org/training/MRqyL
jfyEH,8/2k2p2/1p5p/2b5/2b1PP2/2B2BP1/r7/3R1K2 w - - 1 48,f1e1 c5f2,1005,80,87,303,endgame master mate mateIn1 oneMove,https://lichess.org/CmwTHBJd#95,,True,,,https://lichess.org/training/jfyEH
pVtMG,8/1p3RB1/2pk1K2/p4P2/P1P3r1/1P4r1/8/8 b - - 1 47,b7b6 g7f8,1006,78,100,70,endgame master mate mateIn1 oneMove,https://lichess.org/N7iamXva/black#94,,True,,,https://lichess.org/training/pVtMG
TBu1x,6k1/pb1r2pn/1p2p2p/5P2/P1pPB1rQ/B1P2q2/7P/2R1R2K w - - 2 29,e4f3 b7f3,1006,89,94,153,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/jhnX0YjQ#57,,True,,,https://lichess.org/training/TBu1x
LXfyL,5rk1/1pN4p/6pb/3Pp1q1/4b3/Q3P1P1/PP2B2P/1R4K1 w - - 0 26,c7e6 g5e3 a3e3 h6e3,1006,89,93,54,fork mate mateIn2 middlegame short,https://lichess.org/QYoIRKDq#51,,True,,,https://lichess.org/training/LXfyL
URHhb,7k/5KR1/1p2B2p/2p2p2/8/8/p7/1r6 b - - 0 57,a2a1q g7g8 h8h7 e6f5,1006,76,88,261,endgame mate mateIn2 short,https://lichess.org/kGBEDAhX/black#114,,True,,,https://lichess.org/training/URHhb
FWz4D,4r1k1/5p2/2bb1p1p/pp6/5P2/P2P2P1/BPPN1K1P/5R2 w - - 0 25,c2c4 d6c5 d3d4 c5d4,1006,138,86,8,endgame mate mateIn2 short,https://lichess.org/zHM6Etnk#49,,True,,,https://lichess.org/training/FWz4D
HhVz2,r2k3r/1p2bppp/p3pn2/qB1p4/PP6/4BQ2/5PPP/2R1R1K1 b - - 0 21,a5b4 e3b6,1006,77,98,754,mate mateIn1 middlegame oneMove,https://lichess.org/Qg6co8tz/black#42,,True,,,https://lichess.org/training/HhVz2
K1ohX,8/6kp/5p2/b3p3/P7/2p2P2/6rP/2R1K2R w - - 0 31,h1f1 c3c2,1006,76,100,221,advancedPawn discoveredAttack endgame master mate mateIn1 oneMove,https://lichess.org/Jtq98f8J#61,,True,,,https://lichess.org/training/K1ohX
iIiOm,2r3k1/p4p1p/3Bb3/R2n2p1/8/P5P1/4PP1P/6K1 b - - 2 28,d5b6 a5g5 g8h8 d6e5 f7f6 e5f6,1006,90,96,2405,endgame long mate mateIn3,https://lichess.org/ebnEn6JZ/black#56,,True,,,https://lichess.org/training/iIiOm
nvmTI,8/1ppk1P1N/3r4/2b1r2p/p7/2P5/PPK4P/1R3R2 w - - 0 34,f7f8q e5e2 c2c1 c5e3,1006,78,86,605,mate mateIn2 middlegame short,https://lichess.org/8Ue9RxVg#67,,True,,,https://lichess.org/training/nvmTI
lT4sp,r1b2kr1/2qn1ppp/3p1n2/3P4/5B2/1pQ2P2/PPP3PP/2KRR3 b - - 1 18,c7c3 f4d6,1007,78,95,627,mate mateIn1 middlegame oneMove,https://lichess.org/fuZy9413/black#36,Sicilian_Defense Sicilian_Defense_Najdorf_Variation,True,,,https://lichess.org/training/lT4sp
bhh75,r1b4r/pp2kBpp/2n1pn2/4p1N1/1b6/2N1B3/PP3PPP/2KR3R b - - 5 12,b4c3 e3c5,1007,77,89,212,mate mateIn1 middlegame oneMove,https://lichess.org/QGBi2fYW/black#24,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit,True,,,https://lichess.org/training/bhh75
SCPAh,5R2/p1p1r1r1/1p3pk1/1P2p1P1/7R/2n4B/P4PK1/8 b - - 0 36,f6g5 h3f5,1007,98,95,142,endgame mate mateIn1 oneMove,https://lichess.org/gl4VpGKu/black#72,,True,,,https://lichess.org/training/SCPAh
uKaBo,r4rk1/pq3ppp/5Q2/2p5/1b2R3/1P6/PBP2PPP/3R2K1 b - - 0 22,g7f6 e4g4 g8h8 b2f6,1007,79,100,372,intermezzo kingsideAttack mate mateIn2 middlegame short,https://lichess.org/ReBDcYuF/black#44,,True,,,https://lichess.org/training/uKaBo
oshth,2k1r3/ppp1bppp/2p2n2/8/8/1PNN1PPb/PBPP1K1P/R7 w - - 2 17,d3f4 e7c5 d2d4 c5d4,1007,83,91,273,mate mateIn2 middlegame short,https://lichess.org/4kYFHMux#33,Ruy_Lopez Ruy_Lopez_Classical_Variation,True,,,https://lichess.org/training/oshth
zEsFY,r4r1k/1pp2p1p/p1npb3/4qP2/7B/PBP3R1/2P1Q1PP/5RK1 b - - 0 23,e5e2 h4f6,1007,227,100,12,mate mateIn1 middlegame oneMove,https://lichess.org/puveVdwZ/black#46,,True,,,https://lichess.org/training/zEsFY
PDQda,rnb2b1r/pp2k1p1/5nBp/4p3/4P3/2N1B3/PP3PPP/2KR3R b - - 5 12,c8e6 e3c5,1007,80,93,402,mate mateIn1 middlegame oneMove,https://lichess.org/g3VEC6UR/black#24,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit,True,,,https://lichess.org/training/PDQda
AtZ1w,4kb1r/ppp1pppp/2n2n2/1N6/8/4B3/PPP1N1PP/2KR4 b k - 0 12,e7e5 b5c7 e8e7 e3c5,1007,85,87,499,mate mateIn2 middlegame short,https://lichess.org/1t4GsrVS/black#24,Blackmar-Diemer_Gambit Blackmar-Diemer_Gambit_Ryder_Gambit,True,,,https://lichess.org/training/AtZ1w
SEMQH,4r3/2pR3p/pp2P1pk/2b4r/5Pq1/P1B1P1R1/1P2Q2P/6K1 b - - 8 28,g4e2 c3g7,1008,81,81,55,master mate mateIn1 middlegame oneMove,https://lichess.org/59y8KQw0/black#56,,True,,,https://lichess.org/training/SEMQH
FJ2lu,7k/p1p2r2/5p1R/2p5/8/2B3R1/PPq1r1PK/8 b - - 0 28,f7h7 c3f6,1008,94,92,208,endgame mate mateIn1 oneMove,https://lichess.org/15qkcgBt/black#56,,True,,,https://lichess.org/training/FJ2lu
xgHpM,4r1k1/1pp2pp1/p2p4/2bP2r1/2P5/1PN2PK1/P1R3P1/5R2 w - - 2 29,g3f4 c5e3,1008,77,83,102,endgame master mate mateIn1 oneMove,https://lichess.org/aGk2Veij#57,,True,,,https://lichess.org/training/xgHpM
NWPKq,8/P1p4p/8/5p2/2p1b2P/1k2P1P1/2r5/R1K1B3 w - - 1 42,c1d1 e4f3,1008,85,96,3124,endgame master mate mateIn1 oneMove,https://lichess.org/dAzUooHe#83,,True,,,https://lichess.org/training/NWPKq
d5Upc,5br1/3R1R2/p1rk3p/1p1pp3/1P6/1BP5/1P4P1/6K1 b - - 7 35,d6e6 b3d5,1008,78,100,188,endgame mate mateIn1 oneMove,https://lichess.org/Hq1PsGyh/black#70,,True,,,https://lichess.org/training/d5Upc
4LiBB,4r2r/4n2p/B4p2/3p1k2/6R1/5P2/2P2K2/4R3 b - - 4 39,h7h5 a6d3,1008,76,96,963,endgame mate mateIn1 oneMove,https://lichess.org/RB1I4Iiz/black#78,,True,,,https://lichess.org/training/4LiBB
GTxUK,6k1/pb3pp1/4r3/1P6/P2R4/7p/r4PPP/2BK2R1 w - - 0 31,g2h3 b7f3,1008,77,100,87,endgame mate mateIn1 oneMove,https://lichess.org/grJJBkCI#61,,True,,,https://lichess.org/training/GTxUK
a5Hcm,r1b4r/1p2k1pp/pBpR1p2/4pP1B/4P3/8/PPP3PP/5R1K b - - 0 21,e7d6 f1d1 d6e7 b6c5,1008,83,87,843,endgame mate mateIn2 short,https://lichess.org/DEbayLY8/black#42,,True,,,https://lichess.org/training/a5Hcm
yxe0n,3k1b1r/pBp1pppp/6b1/8/3r2P1/7P/P2qQP2/1R1R2K1 b - - 2 18,d2e2 d1d4 d8e8 b7c6,1008,94,100,49,hangingPiece mate mateIn2 middlegame short,https://lichess.org/1RGIhiUb/black#36,Scandinavian_Defense Scandinavian_Defense_Main_Line,True,,,https://lichess.org/training/yxe0n
HmeOu,1r6/3rkp1b/3b4/n2pp2p/7N/2q1P2P/PP1NQ1P1/2KR1R2 w - - 0 28,b2c3 d6a3,1008,82,100,297,master mate mateIn1 middlegame oneMove,https://lichess.org/hTkVEFKP#55,,True,,,https://lichess.org/training/HmeOu
YYmAH,r4r1k/pp5p/2p1b1R1/4B3/2pP1P2/4P3/2q4P/2R4K b - - 2 25,f8f6 e5f6,1008,84,100,188,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/aUQBoX1n/black#50,,True,,,https://lichess.org/training/YYmAH
Z11cE,N7/1R6/6kp/1p1r1p2/5K1b/1PP2PN1/1P5P/8 w - - 5 38,a8b6 h4g5,1009,86,92,364,endgame mate mateIn1 oneMove,https://lichess.org/uHclVkjV#75,,True,,,https://lichess.org/training/Z11cE
xgByW,2r3k1/2p2p1p/8/2B2R2/8/n1P3P1/P2r1PKP/8 b - - 2 25,d2a2 f5g5 g8h8 c5d4 f7f6 d4f6,1009,95,95,2365,endgame long mate mateIn3,https://lichess.org/6QqfiLQe/black#50,,True,,,https://lichess.org/training/xgByW
o02xK,2kr3r/2p2p2/6p1/p1qP3p/Q1B5/8/5PPP/1R4K1 b - - 3 31,h8e8 c4a6,1009,76,100,730,endgame mate mateIn1 oneMove,https://lichess.org/6oy8AvyS/black#62,,True,,,https://lichess.org/training/o02xK
eku9e,rn2r3/p1b1B1kp/1pP2p2/1P2p3/2B1P3/1P3N1q/4KP1P/6R1 b - - 1 25,g7h8 e7f6,1009,85,95,90,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/LzdbmWID/black#50,,True,,,https://lichess.org/training/eku9e
sy2dt,8/R6p/2p1k3/1b1p1pPB/1P1PnB2/8/2K2P2/1r6 b - - 8 35,b1b4 h5f7,1009,79,98,864,endgame master mate mateIn1 oneMove superGM,https://lichess.org/nLixZOo5/black#70,,True,,,https://lichess.org/training/sy2dt
GqFsi,1r6/pp6/5p1p/2P1k3/2R1p3/2P1P3/P3bP1P/1R4K1 w - - 1 28,c4d4 b8g8 g1h1 e2f3,1010,75,98,445,endgame mate mateIn2 short,https://lichess.org/G1lxUgQz#55,,True,,,https://lichess.org/training/GqFsi
Vh73o,4r2k/1p5p/p1p5/2PpP3/1P3P2/2B3R1/3K4/3b1B1q b - - 0 48,h1f1 e5e6 d5d4 c3d4,1010,75,100,353,discoveredAttack endgame mate mateIn2 short,https://lichess.org/lEDrjSfn/black#96,,True,,,https://lichess.org/training/Vh73o
kh9FH,6rk/3b3p/5p2/2Q5/1pP2P2/3P4/P4P1P/7K w - - 0 32,c5b4 d7c6 f2f3 c6f3,1010,98,83,47,endgame mate mateIn2 short,https://lichess.org/X4jFxJOr#63,,True,,,https://lichess.org/training/kh9FH
sVGDu,8/5k2/1RN4p/1p1p1K2/2bP2P1/5PP1/4r3/8 w - - 3 52,f3f4 c4d3,1010,102,38,98,endgame master mate mateIn1 oneMove,https://lichess.org/u95egLNn#103,,True,,,https://lichess.org/training/sVGDu
