PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,PatternMatch,Quadrant,rook_king_dir,puzzle_ref
O4BYv,8/p4p1k/6p1/P3Qb2/1P5K/5P2/6r1/8 w - - 0 53,e5d5 g6g5 h4h5 f5g6,1886,90,100,24,endgame master mate mateIn2 short,https://lichess.org/IEQCz2tC#105,,True,,,https://lichess.org/training/O4BYv
x2lU5,4rr1k/3R3p/1Q3p2/8/8/2b2b1P/P1P2PP1/6KR w - - 0 24,g2f3 f8g8 d7g7 g8g7 g1h2 c3e5 f3f4 e5f4,1886,80,92,5197,endgame mate mateIn4 veryLong,https://lichess.org/SMNnLxCL#47,,True,,,https://lichess.org/training/x2lU5
RGrm8,8/p2k1ppp/Bp1bp3/6B1/1P6/P4r1b/5P1P/2R3K1 b - - 1 28,f3a3 a6b5,1888,77,96,3022,endgame mate mateIn1 oneMove,https://lichess.org/MkaPaXDQ/black#56,,True,,,https://lichess.org/training/RGrm8
tAXP7,8/6kp/R2R4/1p3pp1/1P2b3/P4P1P/r5K1/8 w - - 1 41,g2g3 f5f4 g3g4 a2g2 g4h5 e4f3,1888,76,83,283,deflection endgame long mate mateIn3,https://lichess.org/ArPkh2ml#81,,True,,,https://lichess.org/training/tAXP7
YwYTt,r2r4/1p4b1/p2R3p/4Pkp1/2B2p2/7P/PP3P2/4RK2 b - - 1 29,g7e5 c4d3,1888,78,91,516,endgame master mate mateIn1 oneMove,https://lichess.org/9YDNesVv/black#58,,True,,,https://lichess.org/training/YwYTt
jC9Wb,4kb2/pp3p1r/4pB2/3pP2R/Nn1P2n1/1P6/P1r5/R2K1B2 w - - 0 24,h5h7 g4e3 d1e1 b4d3 f1d3 f8b4 a4c3 b4c3,1889,190,57,11,clearance exposedKing fork mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/14TjjBln#47,,True,,,https://lichess.org/training/jC9Wb
i9xx3,1q2r2r/1p1k4/p2b1Q2/P2pp2p/6bP/1BR5/1PP5/2K5 b - - 0 31,e8e6 b3a4 b7b5 a5b6,1889,79,84,306,discoveredAttack enPassant mate mateIn2 middlegame short,https://lichess.org/UtqnI1Gh/black#62,,True,,,https://lichess.org/training/i9xx3
VyQ74,5B2/2R4p/3r1pkP/4p3/n5P1/8/8/6K1 b - - 4 39,d6d4 c7g7 g6h6 g7g8,1889,75,97,1158,discoveredAttack endgame master mate mateIn2 short,https://lichess.org/C50GAAHS/black#78,,True,,,https://lichess.org/training/VyQ74
CMS4c,4r1k1/p2p1p1p/1p6/2p3B1/8/2PP2R1/P1P4r/5K2 b - - 3 24,h2c2 g5e7 g8h8 e7f6,1890,88,46,75,discoveredAttack endgame mate mateIn2 short,https://lichess.org/HQhBl6DP/black#48,,True,,,https://lichess.org/training/CMS4c
vGwtW,2r5/6R1/1p2p2p/pB3p1k/1b3P1p/1P2PK2/5P2/8 b - - 10 32,h4h3 f3g3 h3h2 b5e2,1890,78,80,282,endgame mate mateIn2 short,https://lichess.org/qpON070e/black#64,,True,,,https://lichess.org/training/vGwtW
kqAtW,4B3/7R/3p1kp1/p7/1r2PP2/5K2/3b3P/8 b - - 0 50,d6d5 e4e5 f6e6 e8d7,1890,77,73,311,endgame master mate mateIn2 short,https://lichess.org/lPGo7wFW/black#100,,True,,,https://lichess.org/training/kqAtW
JKMJe,2b2k2/1p5r/3KpBR1/2P1P1P1/8/8/8/8 w - - 1 54,g6h6 h7d7 d6e6 d7d3,1890,76,100,109,discoveredAttack endgame mate mateIn2 short,https://lichess.org/8hMlzcll#107,,True,,,https://lichess.org/training/JKMJe
pWicT,2kr4/Bp3R2/2q2p2/P4B2/1P4r1/2P3P1/5K1b/8 b - - 0 31,d8d7 f7f8 c8c7 a7b8,1890,83,77,212,mate mateIn2 middlegame pin short,https://lichess.org/MXi5Tck2/black#62,,True,,,https://lichess.org/training/pWicT
Oigsi,r7/5p1p/3Rk1p1/2B1P3/1R6/4K3/p5rP/8 b - - 3 40,e6e5 b4e4 e5f5 d6d5 f5f6 c5d4,1890,110,88,56,endgame long master mate mateIn3,https://lichess.org/J1sduKF4/black#80,,True,,,https://lichess.org/training/Oigsi
hdOvX,8/P1p4p/1kp3p1/R1b2p2/P5b1/2P3P1/3P3K/2B1r3 w - - 5 38,a7a8q e1e2 h2h1 g4f3,1890,79,95,13803,endgame mate mateIn2 short,https://lichess.org/Nx6Mwzqi#75,,True,,,https://lichess.org/training/hdOvX
V4Sky,r1b4n/ppB1kppp/8/8/8/3B4/PKP2nPP/4R3 b - - 1 16,e7f6 c7d8,1890,79,92,2218,mate mateIn1 middlegame oneMove,https://lichess.org/3nfgbQQf/black#32,Four_Knights_Game Four_Knights_Game_Scotch_Variation,True,,,https://lichess.org/training/V4Sky
CHzUC,5r2/4R3/p2p2R1/1p1B4/5k2/PKP5/1P3qP1/5r2 b - - 4 34,f2c5 g2g3 f4f5 d5e4,1891,75,98,1090,endgame mate mateIn2 short,https://lichess.org/ONpRWdiC/black#68,,True,,,https://lichess.org/training/CHzUC
VQJDU,b5k1/5ppp/8/N3p1q1/1P2r3/P1r5/4QPPP/R4RK1 w - - 0 26,e2b5 g5g2 g1g2 e4g4,1891,79,88,230,attraction doubleCheck mate mateIn2 middlegame sacrifice short,https://lichess.org/9zJLajKK#51,,True,,,https://lichess.org/training/VQJDU
Ou6cG,5k1r/1b3p1p/3r2p1/5p2/8/8/PPPNKRnP/R1B5 w - - 0 22,d2f3 b7a6 c2c4 a6c4,1892,75,85,113,mate mateIn2 middlegame short,https://lichess.org/TMShUbnC#43,,True,,,https://lichess.org/training/Ou6cG
PXpQY,r1b1kb1r/pp1q1ppp/8/2pNP2n/Q7/4B3/PPP2PPP/2KR1B1R b kq - 1 11,d7a4 d5c7 e8e7 e3c5,1892,77,70,152,fork mate mateIn2 opening short,https://lichess.org/0ADSkvKW/black#22,Scotch_Game Scotch_Game_Other_variations,True,,,https://lichess.org/training/PXpQY
RHifC,8/5Rp1/4BP1k/1p2p1r1/5b1K/1P5P/8/8 w - - 1 37,f7g7 f4g3,1892,230,75,42,endgame mate mateIn1 oneMove,https://lichess.org/i19PhQue#73,,True,,,https://lichess.org/training/RHifC
vglSy,r3kb1r/1b3ppp/1Bn1pn2/qN6/5P2/8/PPP2QPP/2KR1B1R b kq - 2 15,a5a2 b5c7 e8e7 b6c5,1892,169,0,6,fork mate mateIn2 middlegame short,https://lichess.org/mqwJAcoq/black#30,Sicilian_Defense Sicilian_Defense_Taimanov_Variation,True,,,https://lichess.org/training/vglSy
et5WU,8/2k2p1p/4p3/p1pbPpB1/4r3/bN3K2/P1R2PPP/7R w - - 4 31,f3g3 e4g4 g3h3 d5g2,1892,78,78,913,discoveredAttack fork mate mateIn2 middlegame short,https://lichess.org/4Y72ijNu#61,,True,,,https://lichess.org/training/et5WU
rJ2dp,r4r2/1p3kb1/p3R2p/n2B1pp1/7B/2P4P/PP3PP1/4R1K1 b - - 3 28,g5h4 e6b6,1893,87,89,2286,discoveredAttack master mate mateIn1 middlegame oneMove,https://lichess.org/gXkI9YlE/black#56,,True,,,https://lichess.org/training/rJ2dp
hkGAS,2r3rk/5p1p/p4R2/4B3/PqPpb3/1P4Q1/6PP/6K1 b - - 2 32,g8g3 f6g6 f7f6 e5f6,1894,82,82,60,discoveredAttack endgame mate mateIn2 short,https://lichess.org/fSEtWahp/black#64,,True,,,https://lichess.org/training/hkGAS
dR8a2,4N1rk/p1p5/1p1bp2p/5p2/3P4/1PP2b2/P3NPPP/R4RK1 w - - 0 20,e8d6 g8g2 g1h1 g2g6,1894,76,89,485,discoveredAttack endgame kingsideAttack mate mateIn2 short,https://lichess.org/m4DETRxi#39,,True,,,https://lichess.org/training/dR8a2
OE4XL,2rq3r/pp1n1p1k/2pBp2p/b2pP3/3PN3/P2B1P1P/1PPQ1P2/2K3R1 b - - 0 17,a5d2 e4d2 f7f5 e5f6,1895,77,84,970,discoveredAttack enPassant mate mateIn2 middlegame short,https://lichess.org/ESKpiHsb/black#34,Caro-Kann_Defense Caro-Kann_Defense_Other_variations,True,,,https://lichess.org/training/OE4XL
YCZQl,8/p5bk/2Q3pp/1P6/4q1K1/P5PP/5r2/8 w - - 0 40,c6e4 h6h5 g4g5 g7f6,1895,78,87,127,endgame mate mateIn2 short,https://lichess.org/FP6EjPh4#79,,True,,,https://lichess.org/training/YCZQl
Ckh2u,r3kb1r/5ppp/1N6/4p1PP/8/4p3/4B3/q2R1K2 b kq - 0 29,a8a2 e2b5 e8e7 b6c8 e7e6 b5d7,1896,75,92,1626,long mate mateIn3 middlegame,https://lichess.org/jNPTwUzI/black#58,,True,,,https://lichess.org/training/Ckh2u
2sDlZ,5bkr/pp4p1/6p1/3P1pN1/6P1/5P1P/PP2r1K1/R6R w - - 1 27,g2g3 f5f4 g3f4 f8d6,1896,74,93,3664,attraction endgame mate mateIn2 short,https://lichess.org/BQesrNW6#53,,True,,,https://lichess.org/training/2sDlZ
lNfm7,8/2P2pkp/6p1/3b2b1/1R6/4P3/r5PP/2R3K1 w - - 1 31,c7c8q g5e3 g1f1 d5g2 f1e1 e3f2 e1d1 g2f3,1898,76,89,1487,endgame fork mate mateIn4 veryLong,https://lichess.org/ClyxVTkG#61,,True,,,https://lichess.org/training/lNfm7
Ees3I,8/pp5k/2p5/r3B3/2BP3b/2P1r3/8/6RK b - - 5 39,e3c3 c4g8 h7h6 e5g7 h6h5 g8f7,1899,74,97,1057,endgame exposedKing long mate mateIn3,https://lichess.org/iv7jmEMy/black#78,,True,,,https://lichess.org/training/Ees3I
jrSVW,r3r1k1/1b1Q1ppp/8/6b1/8/2Pp3P/B6N/RN2K3 w - - 1 27,e1f2 e8e2 f2f1 b7g2 f1g1 g5e3,1899,77,83,59,exposedKing long mate mateIn3 middlegame,https://lichess.org/roqU11F5#53,,True,,,https://lichess.org/training/jrSVW
kj0KN,r3k1r1/pp3pbp/3R2p1/1b6/4RPp1/4B3/P4KP1/6N1 b q - 1 26,e8f8 d6d8 a8d8 e3c5 d8d6 c5d6,1899,76,99,882,long master mate mateIn3 middlegame sacrifice,https://lichess.org/uEesRvHo/black#52,,True,,,https://lichess.org/training/kj0KN
FBBz6,2kr4/2p3RP/2b2NR1/5p2/p6P/P7/1PPK4/5r2 w - - 3 32,d2e3 f5f4 e3e2 c6b5 c2c4 b5c4,1900,75,89,166,endgame exposedKing long mate mateIn3,https://lichess.org/wDg5ROvX#63,,True,,,https://lichess.org/training/FBBz6
zDPGo,3r1rk1/pp3ppp/2n5/3p4/2B2Q2/5q2/PB3PRP/6RK b - - 0 21,f3f4 g2g7 g8h8 g7g8,1900,80,84,394,doubleCheck mate mateIn2 middlegame short,https://lichess.org/9GweHXV2/black#42,,True,,,https://lichess.org/training/zDPGo
pJYpW,8/R4Rrp/7k/1Bp1b3/P7/8/4n2K/8 w - - 9 49,h2h3 e2g1 h3h4 e5g3,1900,76,83,230,endgame mate mateIn2 short,https://lichess.org/Nhk9Yhzc#97,,True,,,https://lichess.org/training/pJYpW
0chYT,rn1q2k1/p1p1B1pp/1p1pp1r1/5p2/2PP4/2PBPb2/P1Q2PPP/R4RK1 w - - 0 14,e7d8 g6g2 g1h1 g2g6,1900,78,88,2130,discoveredAttack kingsideAttack mate mateIn2 middlegame short,https://lichess.org/6audt3ul#27,Zukertort_Opening Zukertort_Opening_Queens_Gambit_Invitation,True,,,https://lichess.org/training/0chYT
GGQeT,r2q1r2/5kpp/pp2Rn2/3n2B1/PQBP4/8/1P3PPP/4R1K1 b - - 0 18,d5b4 e6f6,1901,82,93,5525,doubleCheck mate mateIn1 middlegame oneMove,https://lichess.org/CgiNBJOl/black#36,Queens_Gambit_Accepted Queens_Gambit_Accepted_Other_variations,True,,,https://lichess.org/training/GGQeT
mufQS,r7/pp1k1p1Q/3q2p1/1b2B3/8/1P3N2/P3rbPP/2R2K2 w - - 0 28,e5d6 e2c2,1901,82,85,169,discoveredAttack mate mateIn1 middlegame oneMove,https://lichess.org/zvCL53Yh#55,,True,,,https://lichess.org/training/mufQS
vfVM7,8/pR4rp/B2pk2p/2pNp3/3bP3/6Pb/P4r1P/3R3K w - - 8 30,b7g7 h3g2 h1g1 f2d2 d5e3 d4e3,1901,77,93,474,discoveredAttack long mate mateIn3 middlegame,https://lichess.org/6cf31Z0A#59,,True,,,https://lichess.org/training/vfVM7
UTmcI,r1b1rk1Q/1pq2pp1/p3pb1p/8/3N4/2P1B2P/PP3PP1/3RR1K1 b - - 4 19,f8e7 d4f5 e6f5 e3c5,1901,81,88,62,clearance doubleCheck mate mateIn2 middlegame sacrifice short,https://lichess.org/64GeYc83/black#38,,True,,,https://lichess.org/training/UTmcI
gmAif,2kr3r/pp1n1p1b/2pB1n1p/3p4/3P3p/PR2PP2/4B1PP/2R3K1 b - - 3 22,h8g8 c1c6 b7c6 e2a6,1902,105,61,81,mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/9Nbp2aM7/black#44,,True,,,https://lichess.org/training/gmAif
yFjZT,rr6/4qN1k/p2bBpp1/1p1Pp2p/2p1P3/2R3Q1/PP3PPP/6K1 b - - 1 32,d6b4 g3g6 h7g6 c3g3 g6h7 e6f5,1903,78,91,2583,attraction long mate mateIn3 middlegame sacrifice,https://lichess.org/AzgDItq1/black#64,,True,,,https://lichess.org/training/yFjZT
x4vu5,6R1/2p1B2p/1p4pk/1b3p2/8/1BP3bP/P2r4/2R3K1 w - - 4 35,c1c2 g3h2 g1h1 b5c6 b3d5 c6d5,1903,75,90,194,exposedKing long mate mateIn3 middlegame,https://lichess.org/Kqk5BflQ#69,,True,,,https://lichess.org/training/x4vu5
UDgNi,8/pb5p/1p2pR2/8/1P3RPk/5n2/1Br5/5K2 w - - 0 39,b2d4 b7a6 b4b5 a6b5,1903,76,95,14187,endgame master mate mateIn2 short,https://lichess.org/kNS4WVzh#77,,True,,,https://lichess.org/training/UDgNi
LxW8Q,2r1kb1r/pp1b1p1p/4p1p1/1N2P3/5P2/1Q2B3/P1q3PP/2RR2K1 b k - 1 19,c2b3 c1c8 d7c8 b5c7 e8e7 e3c5,1903,75,87,164,long mate mateIn3 middlegame,https://lichess.org/RDzWsPW0/black#38,,True,,,https://lichess.org/training/LxW8Q
K80Dr,8/R6p/1r1npkpB/1P1pp3/6PP/8/5P2/6K1 b - - 0 36,e5e4 h6g7,1903,134,78,86,endgame master mate mateIn1 oneMove,https://lichess.org/zGFrbtEh/black#72,,True,,,https://lichess.org/training/K80Dr
aKDEn,5r1k/R6p/6p1/3PB3/r4P2/8/3pp1PP/1b4K1 b - - 3 36,h8g8 a7g7 g8h8 g7g6 f8f6 e5f6,1904,75,86,483,discoveredAttack endgame long mate mateIn3,https://lichess.org/6f1uQBsF/black#72,,True,,,https://lichess.org/training/aKDEn
HI8Vb,6r1/4rp2/8/1p2pP2/3P2kP/2P3P1/2B3K1/5R2 b - - 2 37,e5d4 c2d1 e7e2 d1e2,1904,79,93,4311,endgame master mate mateIn2 short,https://lichess.org/Feh93sua/black#74,,True,,,https://lichess.org/training/HI8Vb
zY4Vv,2k5/1pq3rp/p2pN3/3Q1p2/2P1p3/1P3b2/P4PPP/b1B2RK1 w - - 6 23,e6c7 g7g2 g1h1 g2g7,1904,81,74,178,discoveredAttack kingsideAttack mate mateIn2 middlegame short,https://lichess.org/6R27Mjqy#45,,True,,,https://lichess.org/training/zY4Vv
Zdoo9,3r1r2/2R3R1/p4p1k/1p2p2p/5pPB/7P/bP3P2/6K1 b - g3 0 35,f8g8 g4g5 f6g5 h4g5,1904,81,85,709,endgame mate mateIn2 short,https://lichess.org/foWJ404d/black#70,,True,,,https://lichess.org/training/Zdoo9
5Rcms,r4r1k/1pp4b/p2p4/3Pn3/1PPQ1p2/P2B3q/1B3R2/4K1R1 b - - 7 29,h3d3 d4e5 d6e5 b2e5 f8f6 e5f6,1904,76,93,7233,exposedKing kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/WCoNEHsm/black#58,,True,,,https://lichess.org/training/5Rcms
XgKTY,r4rk1/ppp2ppp/8/8/5q1n/2B4P/PP3PR1/6RK b - - 5 27,h4f3 g2g7 g8h8 g7g8,1905,82,87,406,doubleCheck mate mateIn2 middlegame short,https://lichess.org/sfHBsuMG/black#54,,True,,,https://lichess.org/training/XgKTY
kYdxt,4n1kr/1R4bp/6p1/6p1/2B5/8/Pq3PPP/6K1 b - - 4 28,g8f8 b7f7 f8g8 f7f3,1905,82,51,126,discoveredAttack endgame mate mateIn2 short,https://lichess.org/HSAARlEs/black#56,,True,,,https://lichess.org/training/kYdxt
FC4vw,8/3R2p1/1p2R2p/2p5/2k2P1K/5b2/PP3P1P/6r1 w - - 19 41,e6e3 g7g5 f4g5 h6g5 h4h3 f3g4,1905,76,87,154,endgame long mate mateIn3,https://lichess.org/fJvuumfQ#81,,True,,,https://lichess.org/training/FC4vw
TvGu5,2k4r/pppbqppp/8/3r4/1n2Q3/1N3N2/PP3PPP/R3KB1R w KQ - 2 14,e4e7 b4c2 e1e2 d7b5,1906,78,91,478,fork mate mateIn2 middlegame short,https://lichess.org/dqLVy90k#27,Scandinavian_Defense Scandinavian_Defense_Boehnke_Gambit,True,,,https://lichess.org/training/TvGu5
FUFcC,2k4r/1p3p1p/p1b1p3/2p1Q3/P7/3P4/BPP3rP/R4R1K w - - 0 23,e5h8 g2g8 a2d5 c6d5 f1f3 d5f3,1906,75,95,12895,discoveredAttack endgame long mate mateIn3,https://lichess.org/4iyNCajf#45,,True,,,https://lichess.org/training/FUFcC
vmEnk,2kr2br/pp1n1p2/2pBp1p1/8/P1BP3P/5Q2/1qP2PP1/RR4K1 b - - 1 21,b2d4 f3c6 b7c6 c4a6,1907,75,95,11691,mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/fFbnpliR/black#42,,True,,,https://lichess.org/training/vmEnk
Qs86f,5rk1/6pp/1P1qp1r1/P1Np3b/2pP4/2N3Q1/5PnP/2R2RK1 w - - 2 29,g3d6 g2f4 g1h1 h5f3,1907,106,82,50,discoveredAttack kingsideAttack mate mateIn2 middlegame short,https://lichess.org/QOIneWeZ#57,,True,,,https://lichess.org/training/Qs86f
aSjYL,4k1nr/1b1pbppp/p1r5/1p2N3/3B4/1B6/PP2QPqP/2R2RK1 w k - 0 18,g1g2 c6g6 g2h3 b7g2,1908,76,99,195,doubleCheck mate mateIn2 middlegame short,https://lichess.org/2M6NARuJ#35,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit_Accepted,True,,,https://lichess.org/training/aSjYL
Lh0qE,2k5/ppp2ppp/8/8/4nbP1/1P1B2rP/P1P4K/R6R w - - 1 22,d3e4 g3g4,1908,76,95,6692,discoveredAttack endgame mate mateIn1 oneMove,https://lichess.org/pj0pm4O2#43,,True,,,https://lichess.org/training/Lh0qE
ZlmN7,r1b4r/1p3pp1/1pn2n1p/5kB1/6PP/PN6/1PP1BP2/2KRR3 b - - 0 17,f6g4 e2d3,1908,80,92,1633,master mate mateIn1 middlegame oneMove,https://lichess.org/7gAi0S11/black#34,Sicilian_Defense Sicilian_Defense_Four_Knights_Variation,True,,,https://lichess.org/training/ZlmN7
zO1hl,2kr1b1r/pR3pp1/B3p3/2qpP2p/3n1PQ1/4p1K1/P1P3PP/1R6 b - - 1 18,h5g4 b7f7,1908,78,94,7309,discoveredAttack master mate mateIn1 middlegame oneMove,https://lichess.org/4sXWp95h/black#36,Alekhine_Defense Alekhine_Defense_Scandinavian_Variation,True,,,https://lichess.org/training/zO1hl
yNqbl,6k1/8/4p2p/3b4/3b2P1/8/1r1B4/1BR2K2 w - - 0 42,d2h6 d5g2 f1e1 d4f2 e1d1 g2f3,1909,75,87,229,endgame exposedKing long mate mateIn3,https://lichess.org/5G5g6ajb#83,,True,,,https://lichess.org/training/yNqbl
66phD,r2q1b1r/1p1knQp1/p3p2p/3pP3/1P4P1/P3B2P/5P2/2RR2K1 b - - 3 24,d8e8 d1d5 e6d5 e5e6 d7d8 e3b6,1909,89,100,41,long mate mateIn3 middlegame pin sacrifice,https://lichess.org/xk54yRrw/black#48,,True,,,https://lichess.org/training/66phD
PkDf9,2k5/3b1p1R/p7/2pN4/2PbPP2/6P1/r6P/2R1K3 w - - 1 33,h7f7 d4f2 e1d1 d7g4,1909,80,86,59,endgame mate mateIn2 short,https://lichess.org/XSBbNs5R#65,,True,,,https://lichess.org/training/PkDf9
haAdv,1k6/p1prbp2/1p1p3p/PP1Pp3/2P1Pp2/3BnPr1/4K3/RN3RN1 w - - 10 28,f1c1 g3g2 e2e1 e7h4,1909,77,97,3266,mate mateIn2 middlegame short,https://lichess.org/eTzwAKYI#55,,True,,,https://lichess.org/training/haAdv
ltECQ,1r3kr1/p1p2pb1/3p3p/1P2n2q/5Q2/P1N1R1B1/1P3P1P/3R3K b - - 6 22,e5g4 f4d6 c7d6 g3d6,1909,79,91,1200,mate mateIn2 middlegame sacrifice short,https://lichess.org/jBolg8IE/black#44,,True,,,https://lichess.org/training/ltECQ
ZvqjR,6R1/8/4pB1k/p2pP3/3P1KP1/1p1b1P2/r7/8 b - - 0 41,d3h7 f6g5,1909,77,81,577,endgame master mate mateIn1 oneMove,https://lichess.org/siWUaXra/black#82,,True,,,https://lichess.org/training/ZvqjR
jchIT,rr2b1k1/p5Rp/4P1p1/q2n4/3B4/2P5/P5PP/2R3K1 b - - 4 23,g8h8 g7g6 d5f6 d4f6,1910,80,50,94,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/QlNmTOEc/black#46,,True,,,https://lichess.org/training/jchIT
YZIN2,2r1n2r/1bq2pk1/p3pRQp/1p1pP1p1/3P2P1/2P4P/PP1N2K1/1B3R2 b - - 3 29,f7g6 f6g6 g7h7 g6g5,1910,88,81,52,discoveredAttack mate mateIn2 middlegame short,https://lichess.org/r3SP9zUc/black#58,,True,,,https://lichess.org/training/YZIN2
kRJ3B,5rk1/b7/B1pP1p2/4r3/1P2bNqp/P1Q1Pn1K/1B3P2/3R4 w - - 0 34,h3g4 e5g5 g4h3 e4f5,1911,204,5,9,master mate mateIn2 middlegame short,https://lichess.org/hvgRQGH0#67,,True,,,https://lichess.org/training/kRJ3B
NNIY4,r4N2/pp3p2/2q2p2/5b2/3n3k/P5B1/1PP1BP1P/1K4R1 b - - 1 25,h4g5 h2h4 g5h6 g3f4,1911,79,92,6503,mate mateIn2 middlegame short,https://lichess.org/gNiB6o5m/black#50,,True,,,https://lichess.org/training/NNIY4
Ys6T3,r4rk1/pp3ppp/3NpB2/3p2R1/b7/2P2P2/P1qQ2PP/R5K1 b - - 0 22,c2d2 g5g7 g8h8 g7g3,1911,77,86,1125,discoveredAttack kingsideAttack mate mateIn2 middlegame short,https://lichess.org/deQE1wD7/black#44,,True,,,https://lichess.org/training/Ys6T3
aEw3E,1k6/3b4/1P3P2/3PP3/p1r5/4R2p/2N2r1K/2R5 w - - 1 44,h2g3 f2g2 g3f3 d7g4,1911,80,87,1504,endgame mate mateIn2 short,https://lichess.org/lBPVkoe1#87,,True,,,https://lichess.org/training/aEw3E
kRwJR,r5r1/pp1n1kpp/1b6/5P2/2p1NBn1/2Pp3P/PP4P1/4RR1K b - - 0 26,g4f6 e4g5 f7f8 f4d6,1911,76,95,2318,mate mateIn2 middlegame short,https://lichess.org/T7DOABzc/black#52,,True,,,https://lichess.org/training/kRwJR
8AgT1,4R3/1kp5/1p3P2/pP4P1/P1P2P2/5bPp/6rB/7K w - - 1 38,e8e7 g2g3,1912,77,93,264,discoveredAttack endgame mate mateIn1 oneMove,https://lichess.org/uS1uvHbe#75,,True,,,https://lichess.org/training/8AgT1
S1u48,3k4/1R6/4p3/3pP2B/3n3b/B1K1p3/P2r4/8 b - - 1 49,h4e1 b7b8 d8c7 a3d6 c7d7 h5e8,1913,75,91,122,endgame exposedKing long mate mateIn3,https://lichess.org/KO1npwtY/black#98,,True,,,https://lichess.org/training/S1u48
jYxKT,2r1br2/np4R1/p3pq1Q/3p4/PP1P3k/2PB4/5PPP/2R3K1 b - - 0 35,f6h6 g2g3 h4h5 d3e2 f8f3 e2f3,1913,76,89,919,long mate mateIn3 middlegame,https://lichess.org/a2jxvtii/black#70,,True,,,https://lichess.org/training/jYxKT
mhh0e,2q1rk2/ppp2p1Q/2n2P1p/3N2p1/2Pb4/6N1/PPB1r1K1/R4R2 w - - 1 24,g2f3 g5g4 f3f4 d4e5,1913,99,73,58,mate mateIn2 middlegame short,https://lichess.org/kNNHUNKI#47,,True,,,https://lichess.org/training/mhh0e
iMxzg,8/2R5/1p1r4/1Pk1r1p1/5p2/P2B1P2/2PK4/8 b - - 2 44,c5d4 c2c3 d4d5 d3c4,1913,78,83,634,endgame mate mateIn2 short,https://lichess.org/8D7TdBIb/black#88,,True,,,https://lichess.org/training/iMxzg
iYFa6,rr6/1kpqb1pp/1Nbp1pn1/8/4P3/3P1N2/1RPB1QPP/1R4K1 b - - 0 22,c7b6 f2b6 b7c8 b6b8 a8b8 b2b8 c8c7 d2a5,1914,76,95,3203,mate mateIn4 middlegame veryLong,https://lichess.org/CYzaqcMr/black#44,,True,,,https://lichess.org/training/iYFa6
sbtR2,8/1p3pk1/p5p1/5b2/1P2N2K/P3RP2/6rP/8 w - - 0 37,e4d6 g6g5 h4h5 f5g6,1914,81,91,2648,endgame mate mateIn2 short,https://lichess.org/kh2QT2K0#73,,True,,,https://lichess.org/training/sbtR2
fVrC3,r3r2k/pbBp1R1p/1p6/8/4P3/6RP/P1n2PP1/6K1 b - - 4 27,b7e4 f7f8 e8f8 c7e5 f8f6 e5f6,1915,75,96,8894,long mate mateIn3 middlegame sacrifice,https://lichess.org/YBMdCEVG/black#54,,True,,,https://lichess.org/training/fVrC3
OHYME,r1b2B2/1p3p1p/p5p1/3Rk3/2r1P3/5P2/P3nRPP/7K b - - 3 29,e5f4 f8h6 g6g5 h6g5,1916,81,72,90,mate mateIn2 middlegame short,https://lichess.org/BfGIPVv0/black#58,,True,,,https://lichess.org/training/OHYME
Wkd1K,4r1k1/pR5p/6p1/1P3p2/1R1b4/3P1KPB/2n1P2P/8 w - - 3 28,b4c4 c2e1 f3f4 d4e3,1916,74,96,15725,endgame mate mateIn2 short,https://lichess.org/WIJ271ZM#55,,True,,,https://lichess.org/training/Wkd1K
6mgPr,4R3/p4Bp1/2pR3p/5pk1/3P4/3n2P1/P6K/5q2 b - - 3 37,f5f4 d6g6 g5h5 g6g7,1916,79,77,241,discoveredAttack endgame mate mateIn2 short,https://lichess.org/6PBy0Wrd/black#74,,True,,,https://lichess.org/training/6mgPr
hyr7C,4r3/pp3k2/5pnQ/qbpN4/3pK3/5N2/PP3PPP/R6R w - - 1 21,e4f5 b5d7,1918,76,90,1973,mate mateIn1 middlegame oneMove,https://lichess.org/pcDomDID#41,,True,,,https://lichess.org/training/hyr7C
9hzUW,6k1/1b3pp1/1B2p3/p3P2Q/Pp5P/5Nbn/1P5r/R2R2K1 w - - 3 30,g1f1 b7a6 d1d3 a6d3,1918,85,76,54,mate mateIn2 middlegame short,https://lichess.org/kfOBnb22#59,,True,,,https://lichess.org/training/9hzUW
aXgDA,4k3/p2r1p2/1p2p3/1bp1P1p1/4K1P1/2P1BR1r/PP2R3/8 w - - 2 29,f3h3 b5c6,1919,76,79,891,endgame master mate mateIn1 oneMove,https://lichess.org/GLjFBZYX#57,,True,,,https://lichess.org/training/aXgDA
r3zrE,3rr1k1/6pp/1p2b3/pP3p2/P4B1P/6Q1/4qPP1/2R2K2 w - - 0 30,f1e2 e6c4 e2f3 c4e2,1919,75,94,1910,doubleCheck endgame mate mateIn2 short,https://lichess.org/RxE9GgbE#59,,True,,,https://lichess.org/training/r3zrE
